PeakID (cmd=annotatePeaks.pl AkaaF3Heat_REP1.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF3Heat_REP1.mLb.clN_peak_8477	chr3R	9559521	9560205	+	17	NA	promoter-TSS (FBgn0024833)	-promoter-TSS (FBgn0024833)	103	FBgn0027950	FBgn0027950	FBtr0334654						NA
AkaaF3Heat_REP1.mLb.clN_peak_3283	chr2R	11507649	11507812	+	17	NA	TTS (FBgn0001269)	-TTS (FBgn0001269)	20153	FBgn0000577	FBgn0000577	FBtr0088095						NA
AkaaF3Heat_REP1.mLb.clN_peak_8180	chr3R	7199970	7200120	+	17	NA	promoter-TSS (FBgn0037483)	-promoter-TSS (FBgn0037483)	-925	FBgn0037483	FBgn0037483	FBtr0346144						NA
AkaaF3Heat_REP1.mLb.clN_peak_8085	chr3R	6424262	6424368	+	17	NA	intron (FBgn0264495, intron 1 of 6)	-intron (FBgn0264495, intron 2 of 8)	-14737	FBgn0264787	FBgn0264787	FBtr0334323						NA
AkaaF3Heat_REP1.mLb.clN_peak_281	chr2L	2734547	2735256	+	17	NA	promoter-TSS (FBgn0031449)	-promoter-TSS (FBgn0031449)	-5085	FBgn0031450	FBgn0031450	FBtr0089751						NA
AkaaF3Heat_REP1.mLb.clN_peak_7921	chr3R	5303918	5304532	+	17	NA	intron (FBgn0013576, intron 4 of 20)	-intron (FBgn0013576, intron 4 of 18)	4080	FBgn0037310	FBgn0037310	FBtr0078784						NA
AkaaF3Heat_REP1.mLb.clN_peak_5226	chr3L	2261339	2261567	+	17	NA	exon (FBgn0015360, exon 2 of 3)	-exon (FBgn0015360, exon 2 of 3)	1211	FBgn0015360	FBgn0015360	FBtr0072904						NA
AkaaF3Heat_REP1.mLb.clN_peak_8992	chr3R	14717801	14718137	+	17	NA	intron (FBgn0262127, intron 1 of 8)	-intron (FBgn0262127, intron 1 of 8)	6292	FBgn0262127	FBgn0262127	FBtr0344383						NA
AkaaF3Heat_REP1.mLb.clN_peak_5310	chr3L	2980969	2981786	+	17	NA	exon (FBgn0035383, exon 1 of 3)	-exon (FBgn0035383, exon 1 of 3)	355	FBgn0035383	FBgn0035383	FBtr0072978						NA
AkaaF3Heat_REP1.mLb.clN_peak_273	chr2L	2646871	2647571	+	17	NA	promoter-TSS (FBgn0264433)	-promoter-TSS (FBgn0264433)	499	FBgn0031441	FBgn0031441	FBtr0077743						NA
AkaaF3Heat_REP1.mLb.clN_peak_1299	chr2L	13616979	13617174	+	17	NA	intron (FBgn0259984, intron 5 of 10)	-intron (FBgn0259984, intron 5 of 12)	16090	FBgn0263329	FBgn0263329	FBtr0308752						NA
AkaaF3Heat_REP1.mLb.clN_peak_3638	chr2R	14434367	14434485	+	17	NA	promoter-TSS (FBgn0266815)	-promoter-TSS (FBgn0266815)	-531	FBgn0266815	FBgn0266815	FBtr0345531						NA
AkaaF3Heat_REP1.mLb.clN_peak_2706	chr2R	7040006	7040399	+	17	NA	promoter-TSS (FBgn0033132)	-promoter-TSS (FBgn0033132)	66	FBgn0033132	FBgn0033132	FBtr0089030						NA
AkaaF3Heat_REP1.mLb.clN_peak_5164	chr3L	1777282	1777467	+	17	NA	promoter-TSS (FBgn0035272)	-promoter-TSS (FBgn0035272)	37	FBgn0035271	FBgn0035271	FBtr0072791						NA
AkaaF3Heat_REP1.mLb.clN_peak_13610	chrX	22978692	22979761	+	17	NA	Intergenic	Intergenic	-16866	FBgn0069973	FBgn0069973	FBtr0392906						NA
AkaaF3Heat_REP1.mLb.clN_peak_11252	chrX	1873632	1873881	+	16	NA	promoter-TSS (FBgn0014411)	-promoter-TSS (FBgn0014411)	-97	FBgn0014411	FBgn0014411	FBtr0070311						NA
AkaaF3Heat_REP1.mLb.clN_peak_9070	chr3R	15547694	15548292	+	16	NA	promoter-TSS (FBgn0038349)	-promoter-TSS (FBgn0038349)	195	FBgn0038349	FBgn0038349	FBtr0433535						NA
AkaaF3Heat_REP1.mLb.clN_peak_4426	chr2R	21143431	21143537	+	16	NA	promoter-TSS (FBgn0021872)	-promoter-TSS (FBgn0021872)	-61	FBgn0021872	FBgn0021872	FBtr0310045						NA
AkaaF3Heat_REP1.mLb.clN_peak_9873	chr3R	23184570	23184802	+	16	NA	TTS (FBgn0262975)	-TTS (FBgn0262975)	2841	FBgn0265042	FBgn0265042	FBtr0336479						NA
AkaaF3Heat_REP1.mLb.clN_peak_12206	chrX	10617313	10617573	+	16	NA	exon (FBgn0263072, exon 3 of 9)	-exon (FBgn0263072, exon 3 of 9)	2747	FBgn0263072	FBgn0263072	FBtr0332390						NA
AkaaF3Heat_REP1.mLb.clN_peak_9893	chr3R	23358574	23359061	+	16	NA	promoter-TSS (FBgn0002622)	-promoter-TSS (FBgn0002622)	5	FBgn0002622	FBgn0002622	FBtr0346349						NA
AkaaF3Heat_REP1.mLb.clN_peak_9170	chr3R	16349220	16349384	+	16	NA	promoter-TSS (FBgn0027095)	-promoter-TSS (FBgn0027095)	-76	FBgn0038419	FBgn0038419	FBtr0345255						NA
AkaaF3Heat_REP1.mLb.clN_peak_8332	chr3R	8333444	8333936	+	16	NA	exon (FBgn0003129, exon 1 of 2)	-exon (FBgn0003129, exon 1 of 2)	102	FBgn0003129	FBgn0003129	FBtr0111026						NA
AkaaF3Heat_REP1.mLb.clN_peak_7815	chr3R	4596987	4597164	+	16	NA	exon (FBgn0265376, exon 3 of 3)	-exon (FBgn0265376, exon 3 of 3)	2674	FBgn0265376	FBgn0265376	FBtr0339605						NA
AkaaF3Heat_REP1.mLb.clN_peak_12634	chrX	14703253	14703364	+	16	NA	exon (FBgn0262534, exon 3 of 3)	-exon (FBgn0262534, exon 3 of 3)	950	FBgn0262534	FBgn0262534	FBtr0304873						NA
AkaaF3Heat_REP1.mLb.clN_peak_1127	chr2L	11611320	11611668	+	16	NA	exon (FBgn0032368, exon 2 of 4)	-exon (FBgn0032368, exon 2 of 4)	278	FBgn0032368	FBgn0032368	FBtr0340563						NA
AkaaF3Heat_REP1.mLb.clN_peak_4528	chr2R	22085914	22086172	+	16	NA	TTS (FBgn0034691)	-TTS (FBgn0034691)	2684	FBgn0034692	FBgn0034692	FBtr0308241						NA
AkaaF3Heat_REP1.mLb.clN_peak_11396	chrX	2935479	2935602	+	16	NA	exon (FBgn0029642, exon 1 of 1)	-exon (FBgn0029642, exon 1 of 1)	413	FBgn0029642	FBgn0029642	FBtr0070551						NA
AkaaF3Heat_REP1.mLb.clN_peak_1908	chr2L	19261239	19261456	+	16	NA	exon (FBgn0051797, exon 1 of 1)	-exon (FBgn0051797, exon 1 of 1)	893	FBgn0051797	FBgn0051797	FBtr0081227						NA
AkaaF3Heat_REP1.mLb.clN_peak_4876	chr2R	24839899	24840012	+	16	NA	Intergenic	Intergenic	-9039	FBgn0035070	FBgn0035070	FBtr0072380						NA
AkaaF3Heat_REP1.mLb.clN_peak_5714	chr3L	6676381	6676541	+	16	NA	Intergenic	Intergenic	-8645	FBgn0041232	FBgn0041232	FBtr0300026						NA
AkaaF3Heat_REP1.mLb.clN_peak_6477	chr3L	13979443	13979683	+	16	NA	exon (FBgn0036391, exon 7 of 8)	-exon (FBgn0036391, exon 7 of 8)	5502	FBgn0001216	FBgn0001216	FBtr0075763						NA
AkaaF3Heat_REP1.mLb.clN_peak_3900	chr2R	16915653	16915813	+	16	NA	Intergenic	Intergenic	-8922	FBgn0003091	FBgn0003091	FBtr0331960						NA
AkaaF3Heat_REP1.mLb.clN_peak_12496	chrX	13495962	13496262	+	16	NA	exon (FBgn0265416, exon 4 of 11)	-exon (FBgn0265416, exon 4 of 11)	-31894	FBgn0030492	FBgn0030492	FBtr0073782						NA
AkaaF3Heat_REP1.mLb.clN_peak_13020	chrX	18306472	18306659	+	16	NA	exon (FBgn0004956, exon 3 of 3)	-exon (FBgn0004956, exon 3 of 3)	2726	FBgn0004956	FBgn0004956	FBtr0343592						NA
AkaaF3Heat_REP1.mLb.clN_peak_6590	chr3L	14862300	14862536	+	16	NA	intron (FBgn0036454, intron 3 of 7)	-intron (FBgn0036454, intron 3 of 18)	-22923	FBgn0265913	FBgn0265913	FBtr0342827						NA
AkaaF3Heat_REP1.mLb.clN_peak_11282	chrX	2082419	2082582	+	16	NA	intron (FBgn0040395, intron 1 of 4)	-intron (FBgn0040395, intron 1 of 4)	-2095	FBgn0040394	FBgn0040394	FBtr0070434						NA
AkaaF3Heat_REP1.mLb.clN_peak_4065	chr2R	18342412	18343451	+	16	NA	intron (FBgn0285917, intron 1 of 12)	-intron (FBgn0285917, intron 1 of 12)	14365	FBgn0285917	FBgn0285917	FBtr0301550						NA
AkaaF3Heat_REP1.mLb.clN_peak_2831	chr2R	7916471	7916928	+	16	NA	promoter-TSS (FBgn0015509)	-promoter-TSS (FBgn0015509)	-221	FBgn0033232	FBgn0033232	FBtr0088889						NA
AkaaF3Heat_REP1.mLb.clN_peak_4710	chr2R	23499768	23500280	+	16	NA	exon (FBgn0034869, exon 1 of 1)	-exon (FBgn0034869, exon 1 of 1)	373	FBgn0034869	FBgn0034869	FBtr0072056						NA
AkaaF3Heat_REP1.mLb.clN_peak_4282	chr2R	20020400	20020532	+	16	NA	Intergenic	Intergenic	-3371	FBgn0265841	FBgn0265841	FBtr0342686						NA
AkaaF3Heat_REP1.mLb.clN_peak_7968	chr3R	5754796	5755266	+	16	NA	promoter-TSS (FBgn0037372)	-promoter-TSS (FBgn0037372)	-257	FBgn0037372	FBgn0037372	FBtr0078678						NA
AkaaF3Heat_REP1.mLb.clN_peak_7777	chr3R	4399839	4399981	+	16	NA	promoter-TSS (FBgn0086605)	-promoter-TSS (FBgn0086605)	99	FBgn0086605	FBgn0086605	FBtr0113192						NA
AkaaF3Heat_REP1.mLb.clN_peak_11056	chrX	441247	441473	+	16	NA	intron (FBgn0052816, intron 1 of 2)	-intron (FBgn0052816, intron 1 of 2)	-3912	FBgn0011822	FBgn0011822	FBtr0070100						NA
AkaaF3Heat_REP1.mLb.clN_peak_8659	chr3R	11539005	11539256	+	16	NA	exon (FBgn0053512, exon 3 of 6)	-exon (FBgn0053512, exon 3 of 6)	3635	FBgn0266416	FBgn0266416	FBtr0344397						NA
AkaaF3Heat_REP1.mLb.clN_peak_10818	chr3R	31974039	31974266	+	16	NA	intron (FBgn0011224, intron 2 of 16)	-intron (FBgn0011224, intron 2 of 13)	-12697	FBgn0039886	FBgn0039886	FBtr0085871						NA
AkaaF3Heat_REP1.mLb.clN_peak_8688	chr3R	11785887	11786013	+	16	NA	exon (FBgn0037949, exon 2 of 10)	-exon (FBgn0037949, exon 2 of 10)	824	FBgn0037949	FBgn0037949	FBtr0082531						NA
AkaaF3Heat_REP1.mLb.clN_peak_1874	chr2L	18966802	18966939	+	16	NA	intron (FBgn0015772, intron 1 of 7)	-intron (FBgn0015772, intron 1 of 7)	1874	FBgn0015772	FBgn0015772	FBtr0340326						NA
AkaaF3Heat_REP1.mLb.clN_peak_2276	chr2L	22378872	22378985	+	16	NA	Intergenic	Intergenic	24573	FBgn0039972	FBgn0039972	FBtr0306235						NA
AkaaF3Heat_REP1.mLb.clN_peak_7737	chr3R	4204588	4204845	+	16	NA	TTS (FBgn0037215)	-TTS (FBgn0037215)	7510	FBgn0037215	FBgn0037215	FBtr0336704						NA
AkaaF3Heat_REP1.mLb.clN_peak_6380	chr3L	13089034	13089670	+	16	NA	TTS (FBgn0267313)	-TTS (FBgn0267313)	617	FBgn0036346	FBgn0036346	FBtr0075891						NA
AkaaF3Heat_REP1.mLb.clN_peak_500	chr2L	5151294	5151469	+	16	NA	promoter-TSS (FBgn0261836)	-promoter-TSS (FBgn0261836)	-368	FBgn0261836	FBgn0261836	FBtr0332405						NA
AkaaF3Heat_REP1.mLb.clN_peak_3865	chr2R	16528634	16528770	+	16	NA	intron (FBgn0011260, intron 6 of 14)	-intron (FBgn0011260, intron 6 of 14)	-6241	FBgn0259795	FBgn0259795	FBtr0113086						NA
AkaaF3Heat_REP1.mLb.clN_peak_11621	chrX	4702273	4702442	+	16	NA	promoter-TSS (FBgn0028325)	-promoter-TSS (FBgn0028325)	32	FBgn0028325	FBgn0028325	FBtr0070711						NA
AkaaF3Heat_REP1.mLb.clN_peak_4997	chr3L	496203	496449	+	16	NA	intron (FBgn0001316, intron 4 of 18)	-intron (FBgn0001316, intron 5 of 18)	4125	FBgn0085296	FBgn0085296	FBtr0112462						NA
AkaaF3Heat_REP1.mLb.clN_peak_13014	chrX	18281315	18281455	+	16	NA	intron (FBgn0053542, intron 3 of 3)	-intron (FBgn0053542, intron 3 of 3)	4152	FBgn0053542	FBgn0053542	FBtr0113465						NA
AkaaF3Heat_REP1.mLb.clN_peak_1224	chr2L	12879532	12880101	+	16	NA	Intergenic	Intergenic	-32714	FBgn0040508	FBgn0040508	FBtr0080413						NA
AkaaF3Heat_REP1.mLb.clN_peak_13010	chrX	18242922	18244020	+	16	NA	promoter-TSS (FBgn0030904)	-promoter-TSS (FBgn0030904)	-187	FBgn0030904	FBgn0030904	FBtr0473620						NA
AkaaF3Heat_REP1.mLb.clN_peak_6201	chr3L	11306872	11307063	+	16	NA	Intergenic	Intergenic	-4780	FBgn0036153	FBgn0036153	FBtr0076171						NA
AkaaF3Heat_REP1.mLb.clN_peak_7887	chr3R	5102942	5103635	+	16	NA	Intergenic	Intergenic	5890	FBgn0262605	FBgn0262605	FBtr0305279						NA
AkaaF3Heat_REP1.mLb.clN_peak_2681	chr2R	6858635	6859162	+	16	NA	Intergenic	Intergenic	8626	FBgn0265935	FBgn0265935	FBtr0086209						NA
AkaaF3Heat_REP1.mLb.clN_peak_11243	chrX	1819127	1819581	+	16	NA	TTS (FBgn0029589)	-TTS (FBgn0029589)	987	FBgn0029589	FBgn0029589	FBtr0309971						NA
AkaaF3Heat_REP1.mLb.clN_peak_1318	chr2L	13835058	13835575	+	16	NA	promoter-TSS (FBgn0028509)	-promoter-TSS (FBgn0028509)	-244	FBgn0260407	FBgn0260407	FBtr0080566						NA
AkaaF3Heat_REP1.mLb.clN_peak_12385	chrX	12546281	12546398	+	16	NA	intron (FBgn0264542, intron 4 of 10)	-intron (FBgn0264542, intron 4 of 10)	643	FBgn0264542	FBgn0264542	FBtr0333154						NA
AkaaF3Heat_REP1.mLb.clN_peak_11645	chrX	4959149	4959514	+	16	NA	TTS (FBgn0061196)	-TTS (FBgn0061196)	1797	FBgn0061196	FBgn0061196	FBtr0479779						NA
AkaaF3Heat_REP1.mLb.clN_peak_11393	chrX	2922690	2923085	+	16	NA	exon (FBgn0025643, exon 3 of 4)	-exon (FBgn0025643, exon 3 of 4)	2768	FBgn0025643	FBgn0025643	FBtr0301058						NA
AkaaF3Heat_REP1.mLb.clN_peak_1382	chr2L	14420569	14420695	+	16	NA	Intergenic	Intergenic	-3301	FBgn0264810	FBgn0264810	FBtr0080634						NA
AkaaF3Heat_REP1.mLb.clN_peak_7760	chr3R	4311514	4311728	+	16	NA	promoter-TSS (FBgn0037231)	-promoter-TSS (FBgn0037231)	66	FBgn0037232	FBgn0037232	FBtr0347365						NA
AkaaF3Heat_REP1.mLb.clN_peak_5829	chr3L	7731310	7731644	+	16	NA	exon (FBgn0035813, exon 1 of 1)	-exon (FBgn0035813, exon 1 of 1)	714	FBgn0035813	FBgn0035813	FBtr0306682						NA
AkaaF3Heat_REP1.mLb.clN_peak_299	chr2L	2874394	2874888	+	16	NA	promoter-TSS (FBgn0031478)	-promoter-TSS (FBgn0031478)	-152	FBgn0051694	FBgn0051694	FBtr0077685						NA
AkaaF3Heat_REP1.mLb.clN_peak_4270	chr2R	19952490	19952966	+	16	NA	TTS (FBgn0034478)	-TTS (FBgn0034478)	-1067	FBgn0265833	FBgn0265833	FBtr0342666						NA
AkaaF3Heat_REP1.mLb.clN_peak_1093	chr2L	11306572	11306763	+	16	NA	Intergenic	Intergenic	-1086	FBgn0263874	FBgn0263874	FBtr0329848						NA
AkaaF3Heat_REP1.mLb.clN_peak_2801	chr2R	7698870	7699719	+	16	NA	promoter-TSS (FBgn0050493)	-promoter-TSS (FBgn0050493)	41	FBgn0050493	FBgn0050493	FBtr0088925						NA
AkaaF3Heat_REP1.mLb.clN_peak_9234	chr3R	17059191	17059441	+	16	NA	intron (FBgn0020493, intron 3 of 7)	-intron (FBgn0020493, intron 3 of 7)	5309	FBgn0020493	FBgn0020493	FBtr0479820						NA
AkaaF3Heat_REP1.mLb.clN_peak_3724	chr2R	15162526	15162672	+	16	NA	intron (FBgn0013467, intron 1 of 2)	-intron (FBgn0013467, intron 1 of 2)	-3054	FBgn0264379	FBgn0264379	FBtr0332269						NA
AkaaF3Heat_REP1.mLb.clN_peak_8057	chr3R	6279781	6279986	+	16	NA	intron (FBgn0037419, intron 1 of 1)	-intron (FBgn0037419, intron 1 of 1)	1352	FBgn0037419	FBgn0037419	FBtr0078602						NA
AkaaF3Heat_REP1.mLb.clN_peak_3651	chr2R	14561786	14562434	+	16	NA	intron (FBgn0265974, intron 2 of 9)	-intron (FBgn0265974, intron 2 of 9)	-7801	FBgn0264540	FBgn0264540	FBtr0333167						NA
AkaaF3Heat_REP1.mLb.clN_peak_7605	chr3L	23725378	23725607	+	16	NA	Intergenic	Intergenic	-1337	FBgn0058298	FBgn0058298	FBtr0111169						NA
AkaaF3Heat_REP1.mLb.clN_peak_3840	chr2R	16264681	16264849	+	16	NA	promoter-TSS (FBgn0025519)	-promoter-TSS (FBgn0025519)	113	FBgn0015925	FBgn0015925	FBtr0089872						NA
AkaaF3Heat_REP1.mLb.clN_peak_4489	chr2R	21751298	21751486	+	16	NA	Intergenic	Intergenic	-5953	FBgn0034658	FBgn0034658	FBtr0071714						NA
AkaaF3Heat_REP1.mLb.clN_peak_7367	chr3L	21609557	21609736	+	16	NA	exon (FBgn0261953, exon 2 of 8)	-exon (FBgn0261953, exon 2 of 8)	7730	FBgn0037105	FBgn0037105	FBtr0078466						NA
AkaaF3Heat_REP1.mLb.clN_peak_5449	chr3L	4283810	4283985	+	16	NA	promoter-TSS (FBgn0035526)	-promoter-TSS (FBgn0035526)	46	FBgn0035526	FBgn0035526	FBtr0073233						NA
AkaaF3Heat_REP1.mLb.clN_peak_13399	chrX	21209298	21209628	+	16	NA	exon (FBgn0052521, exon 5 of 5)	-exon (FBgn0052521, exon 5 of 5)	-6122	FBgn0031164	FBgn0031164	FBtr0077257						NA
AkaaF3Heat_REP1.mLb.clN_peak_845	chr2L	8511855	8511988	+	16	NA	promoter-TSS (FBgn0032050)	-promoter-TSS (FBgn0032050)	-55	FBgn0032050	FBgn0032050	FBtr0343426						NA
AkaaF3Heat_REP1.mLb.clN_peak_13602	chrX	22946721	22946965	+	16	NA	TTS (FBgn0069938)	-TTS (FBgn0069938)	1522	FBgn0069938	FBgn0069938	FBtr0111194						NA
AkaaF3Heat_REP1.mLb.clN_peak_10747	chr3R	31418629	31418782	+	16	NA	intron (FBgn0261988, intron 2 of 12)	-intron (FBgn0261988, intron 2 of 12)	13460	FBgn0261988	FBgn0261988	FBtr0085788						NA
AkaaF3Heat_REP1.mLb.clN_peak_5148	chr3L	1645216	1645447	+	16	NA	promoter-TSS (FBgn0035248)	-promoter-TSS (FBgn0035248)	-132	FBgn0025725	FBgn0025725	FBtr0072811						NA
AkaaF3Heat_REP1.mLb.clN_peak_3679	chr2R	14844406	14844558	+	16	NA	exon (FBgn0016684, exon 4 of 7)	-exon (FBgn0016684, exon 4 of 7)	1058	FBgn0016684	FBgn0016684	FBtr0087463						NA
AkaaF3Heat_REP1.mLb.clN_peak_636	chr2L	6279919	6280350	+	16	NA	intron (FBgn0053531, intron 3 of 16)	-intron (FBgn0053531, intron 3 of 6)	-8631	FBgn0286891	FBgn0286891	FBtr0475067						NA
AkaaF3Heat_REP1.mLb.clN_peak_9752	chr3R	21870313	21870768	+	16	NA	promoter-TSS (FBgn0051431)	-promoter-TSS (FBgn0051431)	-141	FBgn0051431	FBgn0051431	FBtr0308827						NA
AkaaF3Heat_REP1.mLb.clN_peak_5642	chr3L	6104640	6104921	+	16	NA	TTS (FBgn0267663)	-TTS (FBgn0267663)	418	FBgn0267663	FBgn0267663	FBtr0347132						NA
AkaaF3Heat_REP1.mLb.clN_peak_9224	chr3R	17002368	17002965	+	16	NA	promoter-TSS (FBgn0038465)	-promoter-TSS (FBgn0038465)	-209	FBgn0038465	FBgn0038465	FBtr0337060						NA
AkaaF3Heat_REP1.mLb.clN_peak_12789	chrX	16104449	16105055	+	16	NA	intron (FBgn0259699, intron 1 of 5)	-intron (FBgn0259700, intron 1 of 4)	194	FBgn0259699	FBgn0259699	FBtr0299953						NA
AkaaF3Heat_REP1.mLb.clN_peak_9285	chr3R	17539751	17539998	+	16	NA	promoter-TSS (FBgn0025571)	-promoter-TSS (FBgn0025571)	89	FBgn0010926	FBgn0010926	FBtr0347218						NA
AkaaF3Heat_REP1.mLb.clN_peak_5574	chr3L	5537667	5538118	+	16	NA	TTS (FBgn0035612)	-TTS (FBgn0035612)	-2133	FBgn0035611	FBgn0035611	FBtr0306593						NA
AkaaF3Heat_REP1.mLb.clN_peak_5210	chr3L	2127270	2127601	+	16	NA	exon (FBgn0052311, exon 16 of 20)	-exon (FBgn0052311, exon 16 of 20)	8937	FBgn0267452	FBgn0267452	FBtr0346823						NA
AkaaF3Heat_REP1.mLb.clN_peak_8808	chr3R	12870834	12870950	+	16	NA	Intergenic	Intergenic	-2239	FBgn0267938	FBgn0267938	FBtr0347513						NA
AkaaF3Heat_REP1.mLb.clN_peak_11842	chrX	6993459	6993614	+	16	NA	promoter-TSS (FBgn0027106)	-promoter-TSS (FBgn0027106)	76	FBgn0027106	FBgn0027106	FBtr0071035						NA
AkaaF3Heat_REP1.mLb.clN_peak_7547	chr3L	22757867	22758438	+	16	NA	TTS (FBgn0267623)	-TTS (FBgn0267623)	1356	FBgn0267623	FBgn0267623	FBtr0347074						NA
AkaaF3Heat_REP1.mLb.clN_peak_2747	chr2R	7298880	7299127	+	16	NA	exon (FBgn0003174, exon 6 of 9)	-exon (FBgn0003174, exon 6 of 9)	-12392	FBgn0033158	FBgn0033158	FBtr0345800						NA
AkaaF3Heat_REP1.mLb.clN_peak_10294	chr3R	27434076	27434410	+	16	NA	intron (FBgn0016061, intron 1 of 17)	-intron (FBgn0016061, intron 1 of 16)	3239	FBgn0016061	FBgn0016061	FBtr0309179						NA
AkaaF3Heat_REP1.mLb.clN_peak_8132	chr3R	6796782	6796890	+	16	NA	intron (FBgn0000439, intron 3 of 4)	-intron (FBgn0000439, intron 3 of 4)	5000	FBgn0000439	FBgn0000439	FBtr0081621						NA
AkaaF3Heat_REP1.mLb.clN_peak_7830	chr3R	4707755	4707950	+	16	NA	exon (FBgn0263346, exon 10 of 15)	-exon (FBgn0263346, exon 10 of 15)	6330	FBgn0037270	FBgn0037270	FBtr0078892						NA
AkaaF3Heat_REP1.mLb.clN_peak_13024	chrX	18327580	18328496	+	16	NA	exon (FBgn0030913, exon 5 of 6)	-exon (FBgn0030913, exon 5 of 6)	-12137	FBgn0030912	FBgn0030912	FBtr0074579						NA
AkaaF3Heat_REP1.mLb.clN_peak_246	chr2L	2357212	2357623	+	16	NA	promoter-TSS (FBgn0031413)	-promoter-TSS (FBgn0031413)	-61	FBgn0031413	FBgn0031413	FBtr0333226						NA
AkaaF3Heat_REP1.mLb.clN_peak_8177	chr3R	7174695	7174921	+	16	NA	exon (FBgn0002306, exon 3 of 10)	-exon (FBgn0002306, exon 3 of 10)	11865	FBgn0037482	FBgn0037482	FBtr0081605						NA
AkaaF3Heat_REP1.mLb.clN_peak_6426	chr3L	13430291	13430445	+	16	NA	exon (FBgn0036360, exon 2 of 3)	-exon (FBgn0036360, exon 2 of 3)	-2680	FBgn0012010	FBgn0012010	FBtr0075847						NA
AkaaF3Heat_REP1.mLb.clN_peak_8965	chr3R	14405464	14405639	+	16	NA	promoter-TSS (FBgn0285955)	-promoter-TSS (FBgn0285955)	-13042	FBgn0085417	FBgn0085417	FBtr0112629						NA
AkaaF3Heat_REP1.mLb.clN_peak_2766	chr2R	7447449	7447564	+	16	NA	promoter-TSS (FBgn0033174)	-promoter-TSS (FBgn0033174)	33	FBgn0033174	FBgn0033174	FBtr0336911						NA
AkaaF3Heat_REP1.mLb.clN_peak_10766	chr3R	31536742	31537154	+	16	NA	Intergenic	Intergenic	-6215	FBgn0039852	FBgn0039852	FBtr0300876						NA
AkaaF3Heat_REP1.mLb.clN_peak_35	chr2L	329493	329627	+	16	NA	TTS (FBgn0051921)	-TTS (FBgn0051921)	201	FBgn0264086	FBgn0264086	FBtr0330695						NA
AkaaF3Heat_REP1.mLb.clN_peak_6387	chr3L	13134909	13135297	+	16	NA	Intergenic	Intergenic	-1166	FBgn0053262	FBgn0053262	FBtr0302393						NA
AkaaF3Heat_REP1.mLb.clN_peak_9313	chr3R	17725734	17725863	+	16	NA	promoter-TSS (FBgn0016650)	-promoter-TSS (FBgn0016650)	21	FBgn0016650	FBgn0016650	FBtr0083510						NA
AkaaF3Heat_REP1.mLb.clN_peak_9882	chr3R	23279969	23281210	+	16	NA	promoter-TSS (FBgn0025781)	-promoter-TSS (FBgn0025781)	267	FBgn0004882	FBgn0004882	FBtr0334498						NA
AkaaF3Heat_REP1.mLb.clN_peak_11083	chrX	647249	647365	+	16	NA	promoter-TSS (FBgn0025638)	-promoter-TSS (FBgn0025638)	3	FBgn0025638	FBgn0025638	FBtr0343564						NA
AkaaF3Heat_REP1.mLb.clN_peak_4901	chr2R	25022162	25022347	+	16	NA	intron (FBgn0004055, intron 2 of 4)	-intron (FBgn0004055, intron 2 of 4)	-10123	FBgn0035092	FBgn0035092	FBtr0290092						NA
AkaaF3Heat_REP1.mLb.clN_peak_11558	chrX	4243057	4243217	+	16	NA	promoter-TSS (FBgn0041252)	-promoter-TSS (FBgn0041252)	-311	FBgn0041252	FBgn0041252	FBtr0070663						NA
AkaaF3Heat_REP1.mLb.clN_peak_2965	chr2R	8938075	8938195	+	16	NA	exon (FBgn0033354, exon 6 of 13)	-exon (FBgn0033354, exon 6 of 13)	1654	FBgn0033354	FBgn0033354	FBtr0088675						NA
AkaaF3Heat_REP1.mLb.clN_peak_9175	chr3R	16377471	16377719	+	16	NA	exon (FBgn0003513, exon 7 of 8)	-exon (FBgn0003513, exon 7 of 8)	-4817	FBgn0266703	FBgn0266703	FBtr0345155						NA
AkaaF3Heat_REP1.mLb.clN_peak_1588	chr2L	16132981	16133156	+	16	NA	promoter-TSS (FBgn0028884)	-promoter-TSS (FBgn0028884)	-440	FBgn0028884	FBgn0028884	FBtr0479868						NA
AkaaF3Heat_REP1.mLb.clN_peak_5708	chr3L	6616855	6617139	+	16	NA	exon (FBgn0035708, exon 3 of 4)	-exon (FBgn0035708, exon 3 of 4)	-7035	FBgn0004619	FBgn0004619	FBtr0076982						NA
AkaaF3Heat_REP1.mLb.clN_peak_8516	chr3R	9997740	9997939	+	16	NA	exon (FBgn0037772, exon 1 of 5)	-exon (FBgn0037772, exon 1 of 5)	676	FBgn0037772	FBgn0037772	FBtr0082171						NA
AkaaF3Heat_REP1.mLb.clN_peak_11441	chrX	3338518	3338710	+	16	NA	exon (FBgn0000479, exon 14 of 15)	-exon (FBgn0000479, exon 14 of 15)	9786	FBgn0266180	FBgn0266180	FBtr0343761						NA
