PeakID (cmd=annotatePeaks.pl ManzF3Heat_REP2.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF3Heat_REP2.mLb.clN_peak_10339	chrX	11325298	11325843	+	17	NA	promoter-TSS (FBgn0001491)	-promoter-TSS (FBgn0001491)	185	FBgn0030286	FBgn0030286	FBtr0073448						NA
ManzF3Heat_REP2.mLb.clN_peak_3217	chr2R	16135553	16135697	+	17	NA	intron (FBgn0086676, intron 4 of 7)	-intron (FBgn0086676, intron 3 of 7)	-3054	FBgn0001124	FBgn0001124	FBtr0087232						NA
ManzF3Heat_REP2.mLb.clN_peak_6749	chr3R	6155224	6155403	+	17	NA	intron (FBgn0051559, intron 1 of 1)	-intron (FBgn0051559, intron 1 of 1)	1922	FBgn0051559	FBgn0051559	FBtr0078616						NA
ManzF3Heat_REP2.mLb.clN_peak_1612	chr2L	19432541	19432876	+	17	NA	TTS (FBgn0032781)	-TTS (FBgn0032781)	134	FBgn0032782	FBgn0032782	FBtr0081206						NA
ManzF3Heat_REP2.mLb.clN_peak_944	chr2L	11498845	11498961	+	17	NA	promoter-TSS (FBgn0287204)	-promoter-TSS (FBgn0287204)	45	FBgn0287204	FBgn0287204	FBtr0080248						NA
ManzF3Heat_REP2.mLb.clN_peak_5638	chr3L	16178497	16178718	+	17	NA	promoter-TSS (FBgn0267319)	-promoter-TSS (FBgn0267319)	-972	FBgn0267319	FBgn0267319	FBtr0346601						NA
ManzF3Heat_REP2.mLb.clN_peak_716	chr2L	8588017	8588678	+	17	NA	intron (FBgn0011259, intron 3 of 20)	-intron (FBgn0011259, intron 3 of 21)	6142	FBgn0264437	FBgn0264437	FBtr0332518						NA
ManzF3Heat_REP2.mLb.clN_peak_10283	chrX	10626061	10626607	+	17	NA	exon (FBgn0030222, exon 2 of 6)	-exon (FBgn0030222, exon 2 of 6)	778	FBgn0030222	FBgn0030222	FBtr0071506						NA
ManzF3Heat_REP2.mLb.clN_peak_4620	chr3L	4676539	4676718	+	17	NA	intron (FBgn0262870, intron 1 of 20)	-intron (FBgn0262870, intron 1 of 20)	-1204	FBgn0085295	FBgn0085295	FBtr0112461						NA
ManzF3Heat_REP2.mLb.clN_peak_8156	chr3R	21731414	21731648	+	17	NA	Intergenic	Intergenic	-1636	FBgn0262542	FBgn0262542	FBtr0304882						NA
ManzF3Heat_REP2.mLb.clN_peak_6848	chr3R	6726255	6726442	+	17	NA	intron (FBgn0051481, intron 2 of 7)	-intron (FBgn0051481, intron 3 of 8)	15715	FBgn0051481	FBgn0051481	FBtr0089279						NA
ManzF3Heat_REP2.mLb.clN_peak_10816	chrX	16793156	16793577	+	17	NA	intron (FBgn0030790, intron 1 of 4)	-intron (FBgn0030790, intron 1 of 4)	1247	FBgn0030790	FBgn0030790	FBtr0347029						NA
ManzF3Heat_REP2.mLb.clN_peak_418	chr2L	5151341	5151514	+	17	NA	promoter-TSS (FBgn0261836)	-promoter-TSS (FBgn0261836)	-322	FBgn0261836	FBgn0261836	FBtr0332405						NA
ManzF3Heat_REP2.mLb.clN_peak_10498	chrX	13296450	13296650	+	17	NA	promoter-TSS (FBgn0030468)	-promoter-TSS (FBgn0030468)	-532	FBgn0030468	FBgn0030468	FBtr0073757						NA
ManzF3Heat_REP2.mLb.clN_peak_7312	chr3R	11937755	11937942	+	17	NA	intron (FBgn0037963, intron 2 of 15)	-intron (FBgn0037963, intron 2 of 15)	6586	FBgn0037964	FBgn0037964	FBtr0082478						NA
ManzF3Heat_REP2.mLb.clN_peak_6243	chr3L	22262808	22262921	+	17	NA	promoter-TSS (FBgn0015075)	-promoter-TSS (FBgn0015075)	57	FBgn0028500	FBgn0028500	FBtr0334751						NA
ManzF3Heat_REP2.mLb.clN_peak_2430	chr2R	8420713	8421102	+	17	NA	promoter-TSS (FBgn0028836)	-promoter-TSS (FBgn0028836)	-126	FBgn0028836	FBgn0028836	FBtr0088742						NA
ManzF3Heat_REP2.mLb.clN_peak_3353	chr2R	17514160	17514349	+	17	NA	promoter-TSS (FBgn0034230)	-promoter-TSS (FBgn0034230)	37	FBgn0034230	FBgn0034230	FBtr0340216						NA
ManzF3Heat_REP2.mLb.clN_peak_4249	chr3L	886366	886671	+	17	NA	intron (FBgn0052479, intron 4 of 9)	-intron (FBgn0052479, intron 4 of 9)	-3752	FBgn0263476	FBgn0263476	FBtr0309775						NA
ManzF3Heat_REP2.mLb.clN_peak_10826	chrX	16943295	16943767	+	17	NA	promoter-TSS (FBgn0030806)	-promoter-TSS (FBgn0030806)	241	FBgn0030808	FBgn0030808	FBtr0290096						NA
ManzF3Heat_REP2.mLb.clN_peak_2374	chr2R	8001249	8001549	+	17	NA	exon (FBgn0033249, exon 2 of 2)	-exon (FBgn0033249, exon 2 of 2)	721	FBgn0033249	FBgn0033249	FBtr0339282						NA
ManzF3Heat_REP2.mLb.clN_peak_2064	chr2R	5691830	5692055	+	17	NA	promoter-TSS (FBgn0033033)	-promoter-TSS (FBgn0033033)	-736	FBgn0033033	FBgn0033033	FBtr0086060						NA
ManzF3Heat_REP2.mLb.clN_peak_3614	chr2R	20074467	20075441	+	17	NA	TTS (FBgn0287213)	-TTS (FBgn0287213)	984	FBgn0287214	FBgn0287214	FBtr0475312						NA
ManzF3Heat_REP2.mLb.clN_peak_3585	chr2R	19884321	19884474	+	17	NA	Intergenic	Intergenic	-3477	FBgn0034477	FBgn0034477	FBtr0086341						NA
ManzF3Heat_REP2.mLb.clN_peak_2561	chr2R	9639975	9640147	+	17	NA	intron (FBgn0033438, intron 3 of 7)	-intron (FBgn0033438, intron 3 of 7)	-2388	FBgn0264879	FBgn0264879	FBtr0334809						NA
ManzF3Heat_REP2.mLb.clN_peak_2515	chr2R	9137450	9137965	+	17	NA	promoter-TSS (FBgn0028955)	-promoter-TSS (FBgn0028955)	-337	FBgn0260972	FBgn0260972	FBtr0088624						NA
ManzF3Heat_REP2.mLb.clN_peak_10536	chrX	13754785	13755458	+	17	NA	promoter-TSS (FBgn0264381)	-promoter-TSS (FBgn0264381)	-201	FBgn0264381	FBgn0264381	FBtr0332276						NA
ManzF3Heat_REP2.mLb.clN_peak_2569	chr2R	9786333	9786479	+	17	NA	intron (FBgn0027589, intron 2 of 8)	-intron (FBgn0027589, intron 2 of 8)	-2133	FBgn0265106	FBgn0265106	FBtr0336934						NA
ManzF3Heat_REP2.mLb.clN_peak_344	chr2L	4116857	4117860	+	17	NA	Intergenic	Intergenic	-2985	FBgn0020376	FBgn0020376	FBtr0077466						NA
ManzF3Heat_REP2.mLb.clN_peak_10741	chrX	15940399	15940870	+	17	NA	promoter-TSS (FBgn0030710)	-promoter-TSS (FBgn0030710)	-183	FBgn0045073	FBgn0045073	FBtr0345134						NA
ManzF3Heat_REP2.mLb.clN_peak_4259	chr3L	988943	990124	+	17	NA	exon (FBgn0264574, exon 11 of 11)	-exon (FBgn0264574, exon 11 of 11)	-4450	FBgn0035179	FBgn0035179	FBtr0072619						NA
ManzF3Heat_REP2.mLb.clN_peak_9991	chrX	7187137	7187303	+	17	NA	intron (FBgn0265457, intron 3 of 4)	-intron (FBgn0029939, intron 1 of 5)	-37370	FBgn0047092	FBgn0047092	FBtr0071016						NA
ManzF3Heat_REP2.mLb.clN_peak_5911	chr3L	19107723	19107997	+	17	NA	exon (FBgn0036851, exon 5 of 5)	-exon (FBgn0036851, exon 5 of 5)	-7497	FBgn0036850	FBgn0036850	FBtr0330093						NA
ManzF3Heat_REP2.mLb.clN_peak_7515	chr3R	14291768	14292107	+	17	NA	intron (FBgn0285913, intron 3 of 5)	-intron (FBgn0285913, intron 2 of 4)	2866	FBgn0285913	FBgn0285913	FBtr0344157						NA
ManzF3Heat_REP2.mLb.clN_peak_10959	chrX	18292094	18292253	+	17	NA	promoter-TSS (FBgn0030911)	-promoter-TSS (FBgn0030911)	-207	FBgn0030911	FBgn0030911	FBtr0346331						NA
ManzF3Heat_REP2.mLb.clN_peak_10665	chrX	15063849	15064163	+	17	NA	promoter-TSS (FBgn0030605)	-promoter-TSS (FBgn0030605)	273	FBgn0030605	FBgn0030605	FBtr0340424						NA
ManzF3Heat_REP2.mLb.clN_peak_10364	chrX	11580536	11580754	+	17	NA	promoter-TSS (FBgn0002948)	-promoter-TSS (FBgn0002948)	-127	FBgn0002948	FBgn0002948	FBtr0073516						NA
ManzF3Heat_REP2.mLb.clN_peak_9911	chrX	6301104	6301320	+	17	NA	promoter-TSS (FBgn0043796)	-promoter-TSS (FBgn0043796)	73	FBgn0043796	FBgn0043796	FBtr0070925						NA
ManzF3Heat_REP2.mLb.clN_peak_6411	chr3L	26827790	26827928	+	17	NA	Intergenic	Intergenic	256047	FBgn0063670	FBgn0063670	FBtr0333872						NA
ManzF3Heat_REP2.mLb.clN_peak_8632	chr3R	27288110	27288380	+	17	NA	promoter-TSS (FBgn0015737)	-promoter-TSS (FBgn0015737)	281	FBgn0039509	FBgn0039509	FBtr0085173						NA
ManzF3Heat_REP2.mLb.clN_peak_375	chr2L	4548425	4548807	+	17	NA	exon (FBgn0053196, exon 12 of 47)	-exon (FBgn0053196, exon 12 of 47)	29602	FBgn0031613	FBgn0031613	FBtr0077444						NA
ManzF3Heat_REP2.mLb.clN_peak_2327	chr2R	7579651	7579770	+	17	NA	TTS (FBgn0004133)	-TTS (FBgn0004133)	219	FBgn0266623	FBgn0266623	FBtr0344907						NA
ManzF3Heat_REP2.mLb.clN_peak_9346	chrX	871638	871847	+	17	NA	intron (FBgn0264449, intron 3 of 12)	-intron (FBgn0264449, intron 3 of 11)	-3990	FBgn0040341	FBgn0040341	FBtr0070163						NA
ManzF3Heat_REP2.mLb.clN_peak_2279	chr2R	7195005	7195189	+	17	NA	intron (FBgn0003090, intron 2 of 6)	-intron (FBgn0003090, intron 1 of 5)	7864	FBgn0003090	FBgn0003090	FBtr0089044						NA
ManzF3Heat_REP2.mLb.clN_peak_4315	chr3L	1549840	1550120	+	17	NA	promoter-TSS (FBgn0041342)	-promoter-TSS (FBgn0041342)	-80	FBgn0267463	FBgn0267463	FBtr0346835						NA
ManzF3Heat_REP2.mLb.clN_peak_9143	chr4	411669	411871	+	17	NA	Intergenic	Intergenic	-14297	FBgn0263385	FBgn0263385	FBtr0309072						NA
ManzF3Heat_REP2.mLb.clN_peak_4210	chr3L	603935	604088	+	17	NA	promoter-TSS (FBgn0035146)	-promoter-TSS (FBgn0035146)	-3	FBgn0035146	FBgn0035146	FBtr0072562						NA
ManzF3Heat_REP2.mLb.clN_peak_10940	chrX	18091246	18091518	+	17	NA	promoter-TSS (FBgn0030892)	-promoter-TSS (FBgn0030892)	123	FBgn0021765	FBgn0021765	FBtr0308351						NA
ManzF3Heat_REP2.mLb.clN_peak_5055	chr3L	9675581	9675760	+	17	NA	promoter-TSS (FBgn0016081)	-promoter-TSS (FBgn0016081)	3433	FBgn0016081	FBgn0016081	FBtr0333860						NA
ManzF3Heat_REP2.mLb.clN_peak_7720	chr3R	16798619	16798859	+	17	NA	Intergenic	Intergenic	-1861	FBgn0267314	FBgn0267314	FBtr0346595						NA
ManzF3Heat_REP2.mLb.clN_peak_5068	chr3L	9826070	9826186	+	17	NA	exon (FBgn0264489, exon 4 of 8)	-exon (FBgn0264489, exon 4 of 8)	-2231	FBgn0044048	FBgn0044048	FBtr0472645						NA
ManzF3Heat_REP2.mLb.clN_peak_7221	chr3R	10788099	10788226	+	17	NA	promoter-TSS (FBgn0017577)	-promoter-TSS (FBgn0017577)	64	FBgn0037834	FBgn0037834	FBtr0082304						NA
ManzF3Heat_REP2.mLb.clN_peak_9039	chr3R	31551808	31551954	+	17	NA	intron (FBgn0039852, intron 2 of 8)	-intron (FBgn0039852, intron 2 of 8)	8718	FBgn0039852	FBgn0039852	FBtr0300876						NA
ManzF3Heat_REP2.mLb.clN_peak_2256	chr2R	7061091	7061965	+	17	NA	TTS (FBgn0033138)	-TTS (FBgn0033138)	204	FBgn0027558	FBgn0027558	FBtr0089061						NA
ManzF3Heat_REP2.mLb.clN_peak_7062	chr3R	8847014	8847625	+	17	NA	intron (FBgn0262614, intron 2 of 5)	-intron (FBgn0262614, intron 1 of 11)	-14561	FBgn0011966	FBgn0011966	FBtr0081923						NA
ManzF3Heat_REP2.mLb.clN_peak_4997	chr3L	8835306	8835834	+	17	NA	promoter-TSS (FBgn0052026)	-promoter-TSS (FBgn0052026)	-892	FBgn0052026	FBgn0052026	FBtr0076584						NA
ManzF3Heat_REP2.mLb.clN_peak_10076	chrX	8093352	8093494	+	17	NA	TTS (FBgn0029997)	-TTS (FBgn0029997)	-1310	FBgn0029996	FBgn0029996	FBtr0071112						NA
ManzF3Heat_REP2.mLb.clN_peak_5408	chr3L	13916720	13916865	+	17	NA	intron (FBgn0026376, intron 1 of 6)	-intron (FBgn0026376, intron 1 of 6)	3173	FBgn0026376	FBgn0026376	FBtr0075795						NA
ManzF3Heat_REP2.mLb.clN_peak_4847	chr3L	7251443	7251570	+	17	NA	promoter-TSS (FBgn0035754)	-promoter-TSS (FBgn0035754)	866	FBgn0263447	FBgn0263447	FBtr0309297						NA
ManzF3Heat_REP2.mLb.clN_peak_2000	chr2R	4365821	4366056	+	17	NA	intron (FBgn0260798, intron 10 of 14)	-intron (FBgn0260798, intron 10 of 14)	105122	FBgn0260798	FBgn0260798	FBtr0302242						NA
ManzF3Heat_REP2.mLb.clN_peak_6737	chr3R	6068908	6069031	+	17	NA	Intergenic	Intergenic	9314	FBgn0037399	FBgn0037399	FBtr0078620						NA
ManzF3Heat_REP2.mLb.clN_peak_5937	chr3L	19337348	19337776	+	17	NA	promoter-TSS (FBgn0003089)	-promoter-TSS (FBgn0003089)	47	FBgn0003089	FBgn0003089	FBtr0333897						NA
ManzF3Heat_REP2.mLb.clN_peak_8724	chr3R	28564880	28565026	+	17	NA	Intergenic	Intergenic	-20136	FBgn0039588	FBgn0039588	FBtr0085293						NA
ManzF3Heat_REP2.mLb.clN_peak_6134	chr3L	21348975	21349385	+	17	NA	exon (FBgn0037076, exon 1 of 3)	-exon (FBgn0037076, exon 1 of 3)	108	FBgn0037076	FBgn0037076	FBtr0305306						NA
ManzF3Heat_REP2.mLb.clN_peak_6139	chr3L	21389705	21390155	+	17	NA	intron (FBgn0261258, intron 1 of 5)	-intron (FBgn0261258, intron 1 of 6)	7429	FBgn0261258	FBgn0261258	FBtr0078346						NA
ManzF3Heat_REP2.mLb.clN_peak_10540	chrX	13782170	13782460	+	17	NA	promoter-TSS (FBgn0030521)	-promoter-TSS (FBgn0030521)	-144	FBgn0030522	FBgn0030522	FBtr0479736						NA
ManzF3Heat_REP2.mLb.clN_peak_3234	chr2R	16270464	16270771	+	17	NA	intron (FBgn0001308, intron 1 of 3)	-intron (FBgn0001308, intron 1 of 3)	1354	FBgn0001308	FBgn0001308	FBtr0087184						NA
ManzF3Heat_REP2.mLb.clN_peak_5705	chr3L	16941721	16941917	+	17	NA	intron (FBgn0036680, intron 2 of 4)	-intron (FBgn0036680, intron 1 of 3)	-2542	FBgn0036681	FBgn0036681	FBtr0445839						NA
ManzF3Heat_REP2.mLb.clN_peak_8621	chr3R	27173881	27174102	+	17	NA	exon (FBgn0004197, exon 14 of 15)	-exon (FBgn0004197, exon 14 of 15)	8275	FBgn0003482	FBgn0003482	FBtr0085116						NA
ManzF3Heat_REP2.mLb.clN_peak_4163	chr3L	157687	158082	+	17	NA	TTS (FBgn0262681)	-TTS (FBgn0262681)	327	FBgn0262681	FBgn0262681	FBtr0344639						NA
ManzF3Heat_REP2.mLb.clN_peak_4030	chr2R	24206528	24206713	+	17	NA	exon (FBgn0034990, exon 1 of 4)	-exon (FBgn0034990, exon 1 of 4)	320	FBgn0034990	FBgn0034990	FBtr0100169						NA
ManzF3Heat_REP2.mLb.clN_peak_1966	chr2R	2710649	2710818	+	17	NA	Intergenic	Intergenic	135928	FBgn0085638	FBgn0085638	FBtr0301792						NA
ManzF3Heat_REP2.mLb.clN_peak_5109	chr3L	10375679	10375826	+	17	NA	Intergenic	Intergenic	-10698	FBgn0266780	FBgn0266780	FBtr0345405						NA
ManzF3Heat_REP2.mLb.clN_peak_8443	chr3R	25303985	25304161	+	17	NA	promoter-TSS (FBgn0051436)	-promoter-TSS (FBgn0051436)	-64	FBgn0051436	FBgn0051436	FBtr0084830						NA
ManzF3Heat_REP2.mLb.clN_peak_1669	chr2L	19989524	19989930	+	17	NA	intron (FBgn0264443, intron 2 of 5)	-intron (FBgn0264443, intron 2 of 5)	10721	FBgn0266213	FBgn0266213	FBtr0343851						NA
ManzF3Heat_REP2.mLb.clN_peak_9483	chrX	2041014	2041789	+	17	NA	promoter-TSS (FBgn0003964)	-promoter-TSS (FBgn0003964)	-467	FBgn0025632	FBgn0025632	FBtr0340109						NA
ManzF3Heat_REP2.mLb.clN_peak_3518	chr2R	19191208	19191786	+	17	NA	intron (FBgn0263395, intron 2 of 13)	-intron (FBgn0263395, intron 2 of 14)	12759	FBgn0263395	FBgn0263395	FBtr0340456						NA
ManzF3Heat_REP2.mLb.clN_peak_6602	chr3R	4912449	4912595	+	17	NA	intron (FBgn0265082, intron 1 of 11)	-intron (FBgn0265082, intron 1 of 12)	1970	FBgn0265082	FBgn0265082	FBtr0336811						NA
ManzF3Heat_REP2.mLb.clN_peak_6587	chr3R	4807664	4807842	+	17	NA	TTS (FBgn0026417)	-TTS (FBgn0026417)	-3691	FBgn0037279	FBgn0037279	FBtr0345174						NA
ManzF3Heat_REP2.mLb.clN_peak_7023	chr3R	8470102	8470423	+	17	NA	intron (FBgn0266801, intron 1 of 14)	-intron (FBgn0266801, intron 1 of 15)	7355	FBgn0266801	FBgn0266801	FBtr0346729						NA
ManzF3Heat_REP2.mLb.clN_peak_5712	chr3L	17005018	17005323	+	17	NA	intron (FBgn0036684, intron 1 of 6)	-intron (FBgn0036684, intron 1 of 6)	-2810	FBgn0036684	FBgn0036684	FBtr0321285						NA
ManzF3Heat_REP2.mLb.clN_peak_3692	chr2R	20830416	20830685	+	17	NA	intron (FBgn0016984, intron 1 of 1)	-intron (FBgn0011674, intron 1 of 3)	5478	FBgn0016984	FBgn0016984	FBtr0344196						NA
ManzF3Heat_REP2.mLb.clN_peak_4345	chr3L	1861488	1862256	+	17	NA	promoter-TSS (FBgn0004636)	-promoter-TSS (FBgn0004636)	-56	FBgn0004636	FBgn0004636	FBtr0072867						NA
ManzF3Heat_REP2.mLb.clN_peak_7130	chr3R	9711022	9711348	+	17	NA	promoter-TSS (FBgn0278604)	-promoter-TSS (FBgn0278604)	43	FBgn0278604	FBgn0278604	FBtr0082086						NA
ManzF3Heat_REP2.mLb.clN_peak_11077	chrX	19422868	19423145	+	17	NA	intron (FBgn0031016, intron 4 of 7)	-intron (FBgn0031016, intron 2 of 5)	-52057	FBgn0031018	FBgn0031018	FBtr0074710						NA
ManzF3Heat_REP2.mLb.clN_peak_8183	chr3R	21928342	21928468	+	17	NA	Intergenic	Intergenic	14658	FBgn0038919	FBgn0038919	FBtr0084150						NA
ManzF3Heat_REP2.mLb.clN_peak_8873	chr3R	30134266	30134479	+	17	NA	promoter-TSS (FBgn0086355)	-promoter-TSS (FBgn0086355)	-63	FBgn0086355	FBgn0086355	FBtr0085582						NA
ManzF3Heat_REP2.mLb.clN_peak_4441	chr3L	2805397	2806176	+	17	NA	intron (FBgn0263392, intron 5 of 10)	-intron (FBgn0263392, intron 4 of 9)	23531	FBgn0035375	FBgn0035375	FBtr0333442						NA
ManzF3Heat_REP2.mLb.clN_peak_9275	chrX	327563	327822	+	17	NA	intron (FBgn0052816, intron 2 of 2)	-intron (FBgn0024989, intron 1 of 5)	7109	FBgn0052816	FBgn0052816	FBtr0273442						NA
ManzF3Heat_REP2.mLb.clN_peak_9579	chrX	2947532	2948062	+	17	NA	promoter-TSS (FBgn0029648)	-promoter-TSS (FBgn0029648)	-237	FBgn0029648	FBgn0029648	FBtr0332493						NA
ManzF3Heat_REP2.mLb.clN_peak_6375	chr3L	24324787	24325252	+	17	NA	exon (FBgn0287185, exon 1 of 6)	-exon (FBgn0287185, exon 1 of 6)	153	FBgn0287185	FBgn0287185	FBtr0113473						NA
ManzF3Heat_REP2.mLb.clN_peak_3535	chr2R	19400437	19400861	+	17	NA	exon (FBgn0263378, exon 1 of 1)	-exon (FBgn0263378, exon 1 of 1)	880	FBgn0263378	FBgn0263378	FBtr0309059						NA
ManzF3Heat_REP2.mLb.clN_peak_4371	chr3L	2105082	2105583	+	17	NA	exon (FBgn0086906, exon 3 of 14)	-exon (FBgn0086906, exon 3 of 14)	10279	FBgn0086906	FBgn0086906	FBtr0332684						NA
ManzF3Heat_REP2.mLb.clN_peak_5021	chr3L	9134374	9134527	+	17	NA	promoter-TSS (FBgn0035964)	-promoter-TSS (FBgn0035964)	-110	FBgn0035964	FBgn0035964	FBtr0076531						NA
ManzF3Heat_REP2.mLb.clN_peak_11417	chrX	22834032	22834871	+	17	NA	intron (FBgn0259677, intron 1 of 5)	-intron (FBgn0000719, intron 2 of 2)	2052	FBgn0259677	FBgn0259677	FBtr0333178						NA
ManzF3Heat_REP2.mLb.clN_peak_6636	chr3R	5093732	5094089	+	17	NA	Intergenic	Intergenic	-7198	FBgn0010313	FBgn0010313	FBtr0308120						NA
ManzF3Heat_REP2.mLb.clN_peak_8078	chr3R	20850398	20851129	+	17	NA	promoter-TSS (FBgn0038834)	-promoter-TSS (FBgn0038834)	247	FBgn0038834	FBgn0038834	FBtr0346148						NA
ManzF3Heat_REP2.mLb.clN_peak_9087	chr3R	31973985	31974146	+	17	NA	intron (FBgn0011224, intron 2 of 16)	-intron (FBgn0011224, intron 2 of 13)	-12784	FBgn0039886	FBgn0039886	FBtr0085871						NA
ManzF3Heat_REP2.mLb.clN_peak_8260	chr3R	22932781	22933194	+	17	NA	intron (FBgn0017590, intron 2 of 10)	-intron (FBgn0017590, intron 2 of 10)	4394	FBgn0267757	FBgn0267757	FBtr0347321						NA
ManzF3Heat_REP2.mLb.clN_peak_2810	chr2R	12044565	12045163	+	17	NA	exon (FBgn0024732, exon 1 of 4)	-exon (FBgn0024732, exon 1 of 4)	252	FBgn0024732	FBgn0024732	FBtr0330629						NA
ManzF3Heat_REP2.mLb.clN_peak_11022	chrX	18917347	18918120	+	17	NA	Intergenic	Intergenic	5381	FBgn0265919	FBgn0265919	FBtr0342849						NA
ManzF3Heat_REP2.mLb.clN_peak_2783	chr2R	11803766	11804317	+	17	NA	intron (FBgn0033652, intron 3 of 4)	-intron (FBgn0033652, intron 2 of 3)	-14548	FBgn0033651	FBgn0033651	FBtr0088065						NA
ManzF3Heat_REP2.mLb.clN_peak_11088	chrX	19531214	19531476	+	17	NA	TTS (FBgn0261573)	-TTS (FBgn0261573)	397	FBgn0031026	FBgn0031026	FBtr0074779						NA
ManzF3Heat_REP2.mLb.clN_peak_4215	chr3L	639554	639720	+	17	NA	promoter-TSS (FBgn0286827)	-promoter-TSS (FBgn0286827)	-1596	FBgn0263342	FBgn0263342	FBtr0308775						NA
ManzF3Heat_REP2.mLb.clN_peak_5280	chr3L	12138475	12138854	+	17	NA	promoter-TSS (FBgn0036257)	-promoter-TSS (FBgn0036257)	-191	FBgn0011455	FBgn0011455	FBtr0076023						NA
ManzF3Heat_REP2.mLb.clN_peak_1350	chr2L	16194311	16194468	+	17	NA	TTS (FBgn0265947)	-TTS (FBgn0265947)	932	FBgn0265947	FBgn0265947	FBtr0342918						NA
ManzF3Heat_REP2.mLb.clN_peak_49	chr2L	559515	560156	+	17	NA	promoter-TSS (FBgn0260933)	-promoter-TSS (FBgn0260933)	223	FBgn0031263	FBgn0031263	FBtr0078066						NA
ManzF3Heat_REP2.mLb.clN_peak_4474	chr3L	3319327	3319566	+	17	NA	promoter-TSS (FBgn0035436)	-promoter-TSS (FBgn0035436)	-109	FBgn0259933	FBgn0259933	FBtr0300240						NA
ManzF3Heat_REP2.mLb.clN_peak_6052	chr3L	20525777	20526232	+	17	NA	promoter-TSS (FBgn0037011)	-promoter-TSS (FBgn0037011)	170	FBgn0287585	FBgn0287585	FBtr0331566						NA
ManzF3Heat_REP2.mLb.clN_peak_9616	chrX	3372944	3373176	+	17	NA	promoter-TSS (FBgn0262656)	-promoter-TSS (FBgn0262656)	-99	FBgn0266350	FBgn0266350	FBtr0344076						NA
ManzF3Heat_REP2.mLb.clN_peak_1453	chr2L	17630097	17630242	+	17	NA	Intergenic	Intergenic	2310	FBgn0262356	FBgn0262356	FBtr0304636						NA
ManzF3Heat_REP2.mLb.clN_peak_1581	chr2L	19165985	19166316	+	17	NA	exon (FBgn0010300, exon 3 of 4)	-exon (FBgn0010300, exon 3 of 4)	283	FBgn0010300	FBgn0010300	FBtr0336627						NA
ManzF3Heat_REP2.mLb.clN_peak_11103	chrX	19665710	19665939	+	17	NA	exon (FBgn0031054, exon 3 of 3)	-exon (FBgn0031054, exon 3 of 3)	1263	FBgn0031054	FBgn0031054	FBtr0332889						NA
ManzF3Heat_REP2.mLb.clN_peak_1498	chr2L	18210626	18210749	+	17	NA	exon (FBgn0261804, exon 5 of 15)	-exon (FBgn0261804, exon 5 of 15)	-1450	FBgn0051802	FBgn0051802	FBtr0081058						NA
ManzF3Heat_REP2.mLb.clN_peak_447	chr2L	5437636	5437854	+	17	NA	promoter-TSS (FBgn0086033)	-promoter-TSS (FBgn0086033)	4	FBgn0086033	FBgn0086033	FBtr0114309						NA
ManzF3Heat_REP2.mLb.clN_peak_4390	chr3L	2342848	2343742	+	17	NA	exon (FBgn0035331, exon 4 of 5)	-exon (FBgn0035331, exon 4 of 5)	-17262	FBgn0035332	FBgn0035332	FBtr0072888						NA
ManzF3Heat_REP2.mLb.clN_peak_37	chr2L	479034	480335	+	17	NA	promoter-TSS (FBgn0043364)	-promoter-TSS (FBgn0043364)	4	FBgn0043364	FBgn0043364	FBtr0078083						NA
ManzF3Heat_REP2.mLb.clN_peak_2640	chr2R	10534170	10534359	+	17	NA	promoter-TSS (FBgn0283521)	-promoter-TSS (FBgn0283521)	2396	FBgn0263466	FBgn0263466	FBtr0309765						NA
ManzF3Heat_REP2.mLb.clN_peak_7590	chr3R	15078677	15079074	+	17	NA	TTS (FBgn0038286)	-TTS (FBgn0038286)	410	FBgn0038285	FBgn0038285	FBtr0083042						NA
ManzF3Heat_REP2.mLb.clN_peak_5199	chr3L	11260724	11261972	+	17	NA	Intergenic	Intergenic	9041	FBgn0041094	FBgn0041094	FBtr0339908						NA
ManzF3Heat_REP2.mLb.clN_peak_3166	chr2R	15483573	15483705	+	17	NA	promoter-TSS (FBgn0034021)	-promoter-TSS (FBgn0034021)	-805	FBgn0034021	FBgn0034021	FBtr0345392						NA
ManzF3Heat_REP2.mLb.clN_peak_5014	chr3L	8998007	8998172	+	17	NA	promoter-TSS (FBgn0035953)	-promoter-TSS (FBgn0035953)	-95	FBgn0035953	FBgn0035953	FBtr0333908						NA
ManzF3Heat_REP2.mLb.clN_peak_2847	chr2R	12514653	12515025	+	17	NA	promoter-TSS (FBgn0033750)	-promoter-TSS (FBgn0033750)	-441	FBgn0033749	FBgn0033749	FBtr0087943						NA
ManzF3Heat_REP2.mLb.clN_peak_8512	chr3R	26077575	26078574	+	17	NA	exon (FBgn0039411, exon 10 of 11)	-exon (FBgn0039411, exon 10 of 11)	-6496	FBgn0266255	FBgn0266255	FBtr0343922						NA
