PeakID (cmd=annotatePeaks.pl AkaaF6HSan_REP3.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF6HSan_REP3.mLb.clN_peak_10193	chr3R	9350698	9350978	+	28	NA	intron (FBgn0266410, intron 2 of 5)	-intron (FBgn0266410, intron 2 of 5)	-3430	FBgn0086053	FBgn0086053	FBtr0114329						NA
AkaaF6HSan_REP3.mLb.clN_peak_1743	chr2L	15005319	15008279	+	28	NA	TTS (FBgn0040228)	-TTS (FBgn0040228)	632	FBgn0261881	FBgn0261881	FBtr0080728						NA
AkaaF6HSan_REP3.mLb.clN_peak_15313	chrX	13376554	13377310	+	28	NA	intron (FBgn0030478, intron 3 of 6)	-intron (FBgn0030478, intron 3 of 6)	3173	FBgn0030478	FBgn0030478	FBtr0339837						NA
AkaaF6HSan_REP3.mLb.clN_peak_4217	chr2R	12591759	12592941	+	28	NA	TTS (FBgn0050055)	-TTS (FBgn0050055)	567	FBgn0022764	FBgn0022764	FBtr0303566						NA
AkaaF6HSan_REP3.mLb.clN_peak_13797	chrX	2082422	2082617	+	28	NA	intron (FBgn0040395, intron 1 of 4)	-intron (FBgn0040395, intron 1 of 4)	-2114	FBgn0040394	FBgn0040394	FBtr0070434						NA
AkaaF6HSan_REP3.mLb.clN_peak_957	chr2L	7967963	7968587	+	28	NA	intron (FBgn0085450, intron 1 of 1)	-intron (FBgn0085450, intron 1 of 1)	9688	FBgn0085450	FBgn0085450	FBtr0112718						NA
AkaaF6HSan_REP3.mLb.clN_peak_15508	chrX	15025830	15026106	+	28	NA	intron (FBgn0052594, intron 1 of 5)	-intron (FBgn0052594, intron 1 of 6)	1532	FBgn0052594	FBgn0052594	FBtr0073957						NA
AkaaF6HSan_REP3.mLb.clN_peak_12777	chr3R	30201033	30201242	+	28	NA	intron (FBgn0039756, intron 1 of 5)	-intron (FBgn0039756, intron 1 of 5)	1861	FBgn0039756	FBgn0039756	FBtr0085571						NA
AkaaF6HSan_REP3.mLb.clN_peak_2853	chr2R	5898410	5901470	+	28	NA	intron (FBgn0263109, intron 1 of 3)	-intron (FBgn0263109, intron 1 of 3)	6045	FBgn0263109	FBgn0263109	FBtr0307307						NA
AkaaF6HSan_REP3.mLb.clN_peak_3879	chr2R	10893653	10894625	+	28	NA	promoter-TSS (FBgn0033569)	-promoter-TSS (FBgn0033569)	-24	FBgn0017414	FBgn0017414	FBtr0088239						NA
AkaaF6HSan_REP3.mLb.clN_peak_11899	chr3R	23126209	23127210	+	28	NA	promoter-TSS (FBgn0051365)	-promoter-TSS (FBgn0051365)	-287	FBgn0051365	FBgn0051365	FBtr0084406						NA
AkaaF6HSan_REP3.mLb.clN_peak_176	chr2L	1164384	1164772	+	28	NA	promoter-TSS (FBgn0031313)	-promoter-TSS (FBgn0031313)	135	FBgn0031314	FBgn0031314	FBtr0077962						NA
AkaaF6HSan_REP3.mLb.clN_peak_9923	chr3R	7209094	7209564	+	28	NA	promoter-TSS (FBgn0250845)	-promoter-TSS (FBgn0250845)	-898	FBgn0250845	FBgn0250845	FBtr0334889						NA
AkaaF6HSan_REP3.mLb.clN_peak_11729	chr3R	21665797	21666384	+	28	NA	TTS (FBgn0259113)	-TTS (FBgn0259113)	1701	FBgn0038894	FBgn0038894	FBtr0084113						NA
AkaaF6HSan_REP3.mLb.clN_peak_1255	chr2L	10269947	10270255	+	27	NA	promoter-TSS (FBgn0260750)	-promoter-TSS (FBgn0260750)	50	FBgn0260750	FBgn0260750	FBtr0079986						NA
AkaaF6HSan_REP3.mLb.clN_peak_11479	chr3R	19404314	19404717	+	27	NA	exon (FBgn0038704, exon 4 of 5)	-exon (FBgn0038704, exon 4 of 5)	1047	FBgn0038704	FBgn0038704	FBtr0445726						NA
AkaaF6HSan_REP3.mLb.clN_peak_11274	chr3R	17686835	17687142	+	27	NA	promoter-TSS (FBgn0051249)	-promoter-TSS (FBgn0051249)	83	FBgn0051249	FBgn0051249	FBtr0083483						NA
AkaaF6HSan_REP3.mLb.clN_peak_7850	chr3L	12627697	12628157	+	27	NA	promoter-TSS (FBgn0052111)	-promoter-TSS (FBgn0052111)	-7	FBgn0052111	FBgn0052111	FBtr0344477						NA
AkaaF6HSan_REP3.mLb.clN_peak_10928	chr3R	14890184	14890446	+	27	NA	promoter-TSS (FBgn0038271)	-promoter-TSS (FBgn0038271)	84	FBgn0038271	FBgn0038271	FBtr0083001						NA
AkaaF6HSan_REP3.mLb.clN_peak_6586	chr3L	2292444	2293781	+	27	NA	intron (FBgn0264002, intron 1 of 3)	-intron (FBgn0264002, intron 1 of 3)	10229	FBgn0264002	FBgn0264002	FBtr0330360						NA
AkaaF6HSan_REP3.mLb.clN_peak_12314	chr3R	26251388	26251699	+	27	NA	exon (FBgn0267730, exon 3 of 3)	-exon (FBgn0267730, exon 3 of 3)	-9359	FBgn0265380	FBgn0265380	FBtr0339613						NA
AkaaF6HSan_REP3.mLb.clN_peak_13232	chr4	713997	714318	+	27	NA	exon (FBgn0005558, exon 4 of 8)	-exon (FBgn0005558, exon 4 of 8)	9506	FBgn0005558	FBgn0005558	FBtr0100396						NA
AkaaF6HSan_REP3.mLb.clN_peak_14355	chrX	5946306	5946507	+	27	NA	intron (FBgn0052756, intron 3 of 4)	-intron (FBgn0052756, intron 3 of 4)	724	FBgn0052756	FBgn0052756	FBtr0343295						NA
AkaaF6HSan_REP3.mLb.clN_peak_2361	chr2L	21118809	21119274	+	27	NA	intron (FBgn0284223, intron 4 of 18)	-intron (FBgn0040297, intron 4 of 19)	-11735	FBgn0264865	FBgn0264865	FBtr0334784						NA
AkaaF6HSan_REP3.mLb.clN_peak_9695	chr3R	5705146	5706322	+	27	NA	intron (FBgn0261261, intron 1 of 6)	-intron (FBgn0261261, intron 3 of 9)	3157	FBgn0261261	FBgn0261261	FBtr0334948						NA
AkaaF6HSan_REP3.mLb.clN_peak_8539	chr3L	18950475	18950715	+	27	NA	promoter-TSS (FBgn0036834)	-promoter-TSS (FBgn0036834)	-34	FBgn0036834	FBgn0036834	FBtr0075023						NA
AkaaF6HSan_REP3.mLb.clN_peak_13592	chrX	1094520	1094862	+	27	NA	intron (FBgn0040397, intron 3 of 6)	-intron (FBgn0040397, intron 2 of 4)	40205	FBgn0040397	FBgn0040397	FBtr0331340						NA
AkaaF6HSan_REP3.mLb.clN_peak_5721	chr2R	22368728	22369061	+	27	NA	intron (FBgn0034720, intron 1 of 13)	-intron (FBgn0034720, intron 1 of 13)	4215	FBgn0034720	FBgn0034720	FBtr0342990						NA
AkaaF6HSan_REP3.mLb.clN_peak_15390	chrX	13964132	13965119	+	27	NA	intron (FBgn0267033, intron 3 of 6)	-intron (FBgn0267033, intron 3 of 10)	9389	FBgn0030536	FBgn0030536	FBtr0073854						NA
AkaaF6HSan_REP3.mLb.clN_peak_4793	chr2R	15747762	15747943	+	27	NA	intron (FBgn0050089, intron 1 of 3)	-intron (FBgn0050089, intron 3 of 6)	12356	FBgn0050089	FBgn0050089	FBtr0340007						NA
AkaaF6HSan_REP3.mLb.clN_peak_7400	chr3L	8919882	8920229	+	27	NA	intron (FBgn0035936, intron 2 of 6)	-intron (FBgn0035936, intron 2 of 6)	4822	FBgn0264701	FBgn0264701	FBtr0333906						NA
AkaaF6HSan_REP3.mLb.clN_peak_9793	chr3R	6322590	6323321	+	27	NA	intron (FBgn0037427, intron 7 of 9)	-intron (FBgn0037427, intron 5 of 7)	-7293	FBgn0037428	FBgn0037428	FBtr0078611						NA
AkaaF6HSan_REP3.mLb.clN_peak_11074	chr3R	16038862	16040287	+	27	NA	intron (FBgn0003117, intron 3 of 3)	-intron (FBgn0003117, intron 3 of 3)	-3924	FBgn0038394	FBgn0038394	FBtr0083222						NA
AkaaF6HSan_REP3.mLb.clN_peak_503	chr2L	4385504	4386119	+	27	NA	TTS (FBgn0261976)	-TTS (FBgn0261976)	251	FBgn0031598	FBgn0031598	FBtr0077462						NA
AkaaF6HSan_REP3.mLb.clN_peak_5289	chr2R	18932630	18933570	+	27	NA	intron (FBgn0034408, intron 3 of 6)	-intron (FBgn0034408, intron 4 of 7)	-14217	FBgn0034408	FBgn0034408	FBtr0344564						NA
AkaaF6HSan_REP3.mLb.clN_peak_2676	chr2R	3501189	3501441	+	27	NA	Intergenic	Intergenic	-18591	FBgn0287620	FBgn0287620	FBtr0479971						NA
AkaaF6HSan_REP3.mLb.clN_peak_60	chr2L	322327	322887	+	27	NA	exon (FBgn0053127, exon 1 of 1)	-exon (FBgn0053127, exon 1 of 1)	506	FBgn0053127	FBgn0053127	FBtr0078052						NA
AkaaF6HSan_REP3.mLb.clN_peak_1819	chr2L	16310410	16312197	+	27	NA	promoter-TSS (FBgn0000339)	-promoter-TSS (FBgn0000339)	347	FBgn0001086	FBgn0001086	FBtr0080833						NA
AkaaF6HSan_REP3.mLb.clN_peak_11655	chr3R	21133860	21134665	+	27	NA	promoter-TSS (FBgn0038862)	-promoter-TSS (FBgn0038862)	-381	FBgn0038861	FBgn0038861	FBtr0084029						NA
AkaaF6HSan_REP3.mLb.clN_peak_5298	chr2R	19028763	19029154	+	27	NA	exon (FBgn0263116, exon 2 of 9)	-exon (FBgn0263116, exon 2 of 9)	-1051	FBgn0263083	FBgn0263083	FBtr0307099						NA
AkaaF6HSan_REP3.mLb.clN_peak_2081	chr2L	19123295	19124300	+	27	NA	promoter-TSS (FBgn0002031)	-promoter-TSS (FBgn0002031)	72	FBgn0002031	FBgn0002031	FBtr0346428						NA
AkaaF6HSan_REP3.mLb.clN_peak_7876	chr3L	12815819	12816647	+	27	NA	exon (FBgn0260965, exon 2 of 10)	-exon (FBgn0260965, exon 2 of 10)	1979	FBgn0260965	FBgn0260965	FBtr0304053						NA
AkaaF6HSan_REP3.mLb.clN_peak_10190	chr3R	9338931	9339869	+	27	NA	promoter-TSS (FBgn0266410)	-promoter-TSS (FBgn0266410)	592	FBgn0262993	FBgn0262993	FBtr0306834						NA
AkaaF6HSan_REP3.mLb.clN_peak_2756	chr2R	5304076	5304360	+	27	NA	Intergenic	Intergenic	-3070	FBgn0261403	FBgn0261403	FBtr0086086						NA
AkaaF6HSan_REP3.mLb.clN_peak_8020	chr3L	14463535	14464419	+	27	NA	intron (FBgn0087007, intron 4 of 8)	-intron (FBgn0087007, intron 4 of 8)	39476	FBgn0267695	FBgn0267695	FBtr0347205						NA
AkaaF6HSan_REP3.mLb.clN_peak_6818	chr3L	3928240	3929105	+	27	NA	intron (FBgn0004910, intron 3 of 6)	-intron (FBgn0004910, intron 3 of 6)	-3070	FBgn0004910	FBgn0004910	FBtr0303421						NA
AkaaF6HSan_REP3.mLb.clN_peak_10455	chr3R	11372403	11372838	+	27	NA	promoter-TSS (FBgn0004595)	-promoter-TSS (FBgn0004595)	-16019	FBgn0267674	FBgn0267674	FBtr0347163						NA
AkaaF6HSan_REP3.mLb.clN_peak_9118	chr3L	22429420	22429971	+	27	NA	Intergenic	Intergenic	-4786	FBgn0267628	FBgn0267628	FBtr0347079						NA
AkaaF6HSan_REP3.mLb.clN_peak_4861	chr2R	16095527	16095724	+	27	NA	intron (FBgn0034072, intron 1 of 14)	-intron (FBgn0034072, intron 1 of 13)	2939	FBgn0034072	FBgn0034072	FBtr0306238						NA
AkaaF6HSan_REP3.mLb.clN_peak_13863	chrX	2460205	2462056	+	27	NA	intron (FBgn0040388, intron 2 of 9)	-intron (FBgn0040388, intron 2 of 8)	8913	FBgn0040388	FBgn0040388	FBtr0334883						NA
AkaaF6HSan_REP3.mLb.clN_peak_6704	chr3L	3197223	3197786	+	27	NA	TTS (FBgn0001233)	-TTS (FBgn0001233)	127	FBgn0035415	FBgn0035415	FBtr0073108						NA
AkaaF6HSan_REP3.mLb.clN_peak_10571	chr3R	12016198	12017531	+	27	NA	promoter-TSS (FBgn0037981)	-promoter-TSS (FBgn0037981)	167	FBgn0037980	FBgn0037980	FBtr0335433						NA
AkaaF6HSan_REP3.mLb.clN_peak_2629	chr2R	1338668	1338948	+	27	NA	Intergenic	Intergenic	6311	FBgn0267398	FBgn0267398	FBtr0344755						NA
AkaaF6HSan_REP3.mLb.clN_peak_12725	chr3R	29857275	29857565	+	27	NA	promoter-TSS (FBgn0039710)	-promoter-TSS (FBgn0039710)	71	FBgn0039710	FBgn0039710	FBtr0339942						NA
AkaaF6HSan_REP3.mLb.clN_peak_11272	chr3R	17679719	17680895	+	27	NA	promoter-TSS (FBgn0038535)	-promoter-TSS (FBgn0038535)	2208	FBgn0038535	FBgn0038535	FBtr0089417						NA
AkaaF6HSan_REP3.mLb.clN_peak_7019	chr3L	5899439	5899780	+	27	NA	promoter-TSS (FBgn0052409)	-promoter-TSS (FBgn0052409)	81	FBgn0052409	FBgn0052409	FBtr0077030						NA
AkaaF6HSan_REP3.mLb.clN_peak_10968	chr3R	15265558	15265941	+	27	NA	TTS (FBgn0014879)	-TTS (FBgn0014879)	158	FBgn0016691	FBgn0016691	FBtr0083063						NA
AkaaF6HSan_REP3.mLb.clN_peak_14439	chrX	6643155	6643992	+	27	NA	intron (FBgn0029881, intron 3 of 9)	-intron (FBgn0029881, intron 3 of 9)	6450	FBgn0266052	FBgn0266052	FBtr0343376						NA
AkaaF6HSan_REP3.mLb.clN_peak_11137	chr3R	16356465	16357247	+	27	NA	TTS (FBgn0038421)	-TTS (FBgn0038421)	159	FBgn0038420	FBgn0038420	FBtr0345202						NA
AkaaF6HSan_REP3.mLb.clN_peak_9668	chr3R	5568233	5569116	+	27	NA	promoter-TSS (FBgn0041191)	-promoter-TSS (FBgn0041191)	-59	FBgn0037342	FBgn0037342	FBtr0078753						NA
AkaaF6HSan_REP3.mLb.clN_peak_2139	chr2L	19526003	19526674	+	27	NA	promoter-TSS (FBgn0032800)	-promoter-TSS (FBgn0032800)	30	FBgn0032799	FBgn0032799	FBtr0081279						NA
AkaaF6HSan_REP3.mLb.clN_peak_1490	chr2L	12694741	12695075	+	27	NA	promoter-TSS (FBgn0032447)	-promoter-TSS (FBgn0032447)	80	FBgn0032446	FBgn0032446	FBtr0300273						NA
AkaaF6HSan_REP3.mLb.clN_peak_4583	chr2R	14533148	14533422	+	27	NA	intron (FBgn0265974, intron 1 of 9)	-intron (FBgn0265974, intron 1 of 9)	6709	FBgn0265974	FBgn0265974	FBtr0474168						NA
AkaaF6HSan_REP3.mLb.clN_peak_5769	chr2R	22635741	22636177	+	27	NA	promoter-TSS (FBgn0034748)	-promoter-TSS (FBgn0034748)	-17	FBgn0034748	FBgn0034748	FBtr0071938						NA
AkaaF6HSan_REP3.mLb.clN_peak_12294	chr3R	26108490	26108826	+	27	NA	exon (FBgn0051324, exon 2 of 5)	-exon (FBgn0051324, exon 2 of 5)	-9947	FBgn0039411	FBgn0039411	FBtr0300618						NA
AkaaF6HSan_REP3.mLb.clN_peak_4612	chr2R	14756269	14756915	+	27	NA	promoter-TSS (FBgn0033961)	-promoter-TSS (FBgn0033961)	76	FBgn0033961	FBgn0033961	FBtr0087440						NA
AkaaF6HSan_REP3.mLb.clN_peak_2348	chr2L	21065838	21066879	+	27	NA	intron (FBgn0032910, intron 1 of 7)	-intron (FBgn0032910, intron 1 of 7)	3923	FBgn0032910	FBgn0032910	FBtr0331376						NA
AkaaF6HSan_REP3.mLb.clN_peak_736	chr2L	6179121	6179458	+	27	NA	exon (FBgn0085409, exon 1 of 13)	-exon (FBgn0085409, exon 1 of 13)	156	FBgn0085409	FBgn0085409	FBtr0329980						NA
AkaaF6HSan_REP3.mLb.clN_peak_5637	chr2R	21687421	21687847	+	27	NA	promoter-TSS (FBgn0003687)	-promoter-TSS (FBgn0003687)	8	FBgn0003687	FBgn0003687	FBtr0071679						NA
AkaaF6HSan_REP3.mLb.clN_peak_11339	chr3R	18296439	18296818	+	27	NA	intron (FBgn0010877, intron 1 of 3)	-intron (FBgn0010877, intron 1 of 3)	-1902	FBgn0010877	FBgn0010877	FBtr0083595						NA
AkaaF6HSan_REP3.mLb.clN_peak_7356	chr3L	8692481	8692772	+	27	NA	promoter-TSS (FBgn0265719)	-promoter-TSS (FBgn0265719)	-77	FBgn0265719	FBgn0265719	FBtr0340661						NA
AkaaF6HSan_REP3.mLb.clN_peak_11259	chr3R	17592270	17592850	+	27	NA	Intergenic	Intergenic	-1826	FBgn0038523	FBgn0038523	FBtr0083460						NA
AkaaF6HSan_REP3.mLb.clN_peak_14010	chrX	3710143	3711132	+	27	NA	intron (FBgn0015286, intron 1 of 5)	-intron (FBgn0015286, intron 1 of 4)	8780	FBgn0266549	FBgn0266549	FBtr0344655						NA
AkaaF6HSan_REP3.mLb.clN_peak_11027	chr3R	15657605	15657895	+	27	NA	Intergenic	Intergenic	-8433	FBgn0053207	FBgn0053207	FBtr0334025						NA
AkaaF6HSan_REP3.mLb.clN_peak_13715	chrX	1658946	1660302	+	27	NA	exon (FBgn0283451, exon 8 of 8)	-exon (FBgn0283451, exon 8 of 8)	-5428	FBgn0000482	FBgn0000482	FBtr0070269						NA
AkaaF6HSan_REP3.mLb.clN_peak_9488	chr3R	4731805	4732761	+	27	NA	promoter-TSS (FBgn0027570)	-promoter-TSS (FBgn0027570)	-405	FBgn0027570	FBgn0027570	FBtr0333922						NA
AkaaF6HSan_REP3.mLb.clN_peak_8221	chr3L	16338817	16338960	+	27	NA	promoter-TSS (FBgn0036612)	-promoter-TSS (FBgn0036612)	-115	FBgn0036612	FBgn0036612	FBtr0110866						NA
AkaaF6HSan_REP3.mLb.clN_peak_232	chr2L	1751234	1753321	+	27	NA	promoter-TSS (FBgn0031364)	-promoter-TSS (FBgn0031364)	-31	FBgn0031364	FBgn0031364	FBtr0077887						NA
AkaaF6HSan_REP3.mLb.clN_peak_5284	chr2R	18898154	18898375	+	27	NA	intron (FBgn0034408, intron 2 of 6)	-intron (FBgn0034408, intron 2 of 7)	-1165	FBgn0086022	FBgn0086022	FBtr0114298						NA
AkaaF6HSan_REP3.mLb.clN_peak_6866	chr3L	4288915	4289508	+	27	NA	TTS (FBgn0015829)	-TTS (FBgn0015829)	266	FBgn0041630	FBgn0041630	FBtr0073235						NA
AkaaF6HSan_REP3.mLb.clN_peak_11521	chr3R	19776203	19776354	+	27	NA	exon (FBgn0038731, exon 3 of 3)	-exon (FBgn0038731, exon 3 of 3)	1002	FBgn0038731	FBgn0038731	FBtr0083797						NA
AkaaF6HSan_REP3.mLb.clN_peak_6890	chr3L	4411087	4411682	+	27	NA	intron (FBgn0035542, intron 1 of 4)	-intron (FBgn0035542, intron 1 of 4)	-2973	FBgn0035542	FBgn0035542	FBtr0073295						NA
AkaaF6HSan_REP3.mLb.clN_peak_5431	chr2R	20143104	20143879	+	27	NA	Intergenic	Intergenic	-2627	FBgn0034481	FBgn0034481	FBtr0300692						NA
AkaaF6HSan_REP3.mLb.clN_peak_9746	chr3R	6098155	6098369	+	27	NA	intron (FBgn0026077, intron 1 of 4)	-intron (FBgn0026077, intron 1 of 4)	2625	FBgn0026077	FBgn0026077	FBtr0112922						NA
AkaaF6HSan_REP3.mLb.clN_peak_16047	chrX	18899634	18900389	+	27	NA	promoter-TSS (FBgn0030976)	-promoter-TSS (FBgn0030976)	-399	FBgn0030976	FBgn0030976	FBtr0342848						NA
AkaaF6HSan_REP3.mLb.clN_peak_12973	chr3R	31492168	31493687	+	27	NA	TTS (FBgn0267132)	-TTS (FBgn0267132)	1849	FBgn0267132	FBgn0267132	FBtr0346229						NA
AkaaF6HSan_REP3.mLb.clN_peak_3	chr2L	16421	16996	+	27	NA	intron (FBgn0002121, intron 2 of 8)	-intron (FBgn0002121, intron 2 of 8)	4668	FBgn0002121	FBgn0002121	FBtr0078169						NA
AkaaF6HSan_REP3.mLb.clN_peak_13992	chrX	3523902	3525610	+	27	NA	intron (FBgn0052791, intron 3 of 10)	-intron (FBgn0052791, intron 1 of 8)	5909	FBgn0052791	FBgn0052791	FBtr0333794						NA
AkaaF6HSan_REP3.mLb.clN_peak_5473	chr2R	20581987	20583676	+	27	NA	promoter-TSS (FBgn0028622)	-promoter-TSS (FBgn0028622)	760	FBgn0028622	FBgn0028622	FBtr0342704						NA
AkaaF6HSan_REP3.mLb.clN_peak_4491	chr2R	14019195	14019883	+	27	NA	intron (FBgn0002643, intron 2 of 5)	-intron (FBgn0002643, intron 3 of 6)	-9081	FBgn0033893	FBgn0033893	FBtr0087599						NA
AkaaF6HSan_REP3.mLb.clN_peak_9383	chr3R	4204047	4205680	+	27	NA	TTS (FBgn0037215)	-TTS (FBgn0037215)	7657	FBgn0037215	FBgn0037215	FBtr0336704						NA
AkaaF6HSan_REP3.mLb.clN_peak_14438	chrX	6641596	6642195	+	27	NA	intron (FBgn0029881, intron 3 of 9)	-intron (FBgn0029881, intron 3 of 9)	4772	FBgn0266052	FBgn0266052	FBtr0343376						NA
AkaaF6HSan_REP3.mLb.clN_peak_1408	chr2L	11878976	11879456	+	27	NA	intron (FBgn0264815, intron 3 of 9)	-intron (FBgn0264815, intron 1 of 6)	-1979	FBgn0264815	FBgn0264815	FBtr0334140						NA
AkaaF6HSan_REP3.mLb.clN_peak_3091	chr2R	7039728	7040603	+	27	NA	promoter-TSS (FBgn0033132)	-promoter-TSS (FBgn0033132)	29	FBgn0033132	FBgn0033132	FBtr0089030						NA
AkaaF6HSan_REP3.mLb.clN_peak_5657	chr2R	21876294	21876717	+	27	NA	intron (FBgn0085397, intron 1 of 4)	-intron (FBgn0085397, intron 1 of 4)	4475	FBgn0085397	FBgn0085397	FBtr0479817						NA
AkaaF6HSan_REP3.mLb.clN_peak_453	chr2L	3872192	3872893	+	27	NA	promoter-TSS (FBgn0051957)	-promoter-TSS (FBgn0051957)	-84	FBgn0051957	FBgn0051957	FBtr0334833						NA
AkaaF6HSan_REP3.mLb.clN_peak_14752	chrX	9078427	9079311	+	27	NA	promoter-TSS (FBgn0265413)	-promoter-TSS (FBgn0265413)	-370	FBgn0265413	FBgn0265413	FBtr0340357						NA
AkaaF6HSan_REP3.mLb.clN_peak_7585	chr3L	10696774	10697395	+	27	NA	promoter-TSS (FBgn0036101)	-promoter-TSS (FBgn0036101)	-207	FBgn0036101	FBgn0036101	FBtr0331575						NA
AkaaF6HSan_REP3.mLb.clN_peak_1417	chr2L	11989197	11991263	+	27	NA	promoter-TSS (FBgn0032391)	-promoter-TSS (FBgn0032391)	294	FBgn0032390	FBgn0032390	FBtr0342580						NA
AkaaF6HSan_REP3.mLb.clN_peak_5084	chr2R	17572391	17574031	+	27	NA	promoter-TSS (FBgn0016701)	-promoter-TSS (FBgn0016701)	-251	FBgn0016701	FBgn0016701	FBtr0086830						NA
AkaaF6HSan_REP3.mLb.clN_peak_15055	chrX	11149464	11149864	+	27	NA	promoter-TSS (FBgn0020255)	-promoter-TSS (FBgn0020255)	341	FBgn0030274	FBgn0030274	FBtr0343038						NA
AkaaF6HSan_REP3.mLb.clN_peak_1040	chr2L	8433167	8433848	+	27	NA	promoter-TSS (FBgn0001137)	-promoter-TSS (FBgn0001137)	91	FBgn0001137	FBgn0001137	FBtr0079708						NA
AkaaF6HSan_REP3.mLb.clN_peak_3700	chr2R	10057710	10057955	+	27	NA	intron (FBgn0262169, intron 2 of 9)	-intron (FBgn0262169, intron 2 of 10)	-3256	FBgn0010385	FBgn0010385	FBtr0088432						NA
AkaaF6HSan_REP3.mLb.clN_peak_5718	chr2R	22340820	22341085	+	27	NA	exon (FBgn0034720, exon 6 of 14)	-exon (FBgn0034720, exon 6 of 14)	-7355	FBgn0034721	FBgn0034721	FBtr0071819						NA
AkaaF6HSan_REP3.mLb.clN_peak_5531	chr2R	21017027	21017467	+	27	NA	promoter-TSS (FBgn0050296)	-promoter-TSS (FBgn0050296)	199	FBgn0034573	FBgn0034573	FBtr0071547						NA
AkaaF6HSan_REP3.mLb.clN_peak_4371	chr2R	13409887	13410069	+	27	NA	promoter-TSS (FBgn0033836)	-promoter-TSS (FBgn0033836)	-91	FBgn0033836	FBgn0033836	FBtr0087716						NA
AkaaF6HSan_REP3.mLb.clN_peak_12678	chr3R	29520337	29520509	+	27	NA	Intergenic	Intergenic	4706	FBgn0039669	FBgn0039669	FBtr0339902						NA
AkaaF6HSan_REP3.mLb.clN_peak_1398	chr2L	11788427	11789090	+	27	NA	exon (FBgn0032374, exon 2 of 3)	-exon (FBgn0032374, exon 2 of 3)	424	FBgn0032374	FBgn0032374	FBtr0335472						NA
AkaaF6HSan_REP3.mLb.clN_peak_3443	chr2R	8716858	8717538	+	27	NA	TTS (FBgn0040777)	-TTS (FBgn0040777)	248	FBgn0043575	FBgn0043575	FBtr0088709						NA
AkaaF6HSan_REP3.mLb.clN_peak_8091	chr3L	15172947	15173188	+	27	NA	Intergenic	Intergenic	-9439	FBgn0036489	FBgn0036489	FBtr0075645						NA
AkaaF6HSan_REP3.mLb.clN_peak_9846	chr3R	6691027	6691767	+	27	NA	exon (FBgn0004779, exon 2 of 2)	-exon (FBgn0004779, exon 2 of 2)	361	FBgn0004779	FBgn0004779	FBtr0081694						NA
AkaaF6HSan_REP3.mLb.clN_peak_11067	chr3R	15995680	15995817	+	27	NA	intron (FBgn0003507, intron 1 of 6)	-intron (FBgn0003507, intron 1 of 6)	-3341	FBgn0003507	FBgn0003507	FBtr0479894						NA
AkaaF6HSan_REP3.mLb.clN_peak_16452	chrX	23068046	23068368	+	27	NA	promoter-TSS (FBgn0039941)	-promoter-TSS (FBgn0039941)	-3476	FBgn0039941	FBgn0039941	FBtr0340048						NA
AkaaF6HSan_REP3.mLb.clN_peak_14396	chrX	6261063	6261310	+	27	NA	promoter-TSS (FBgn0029853)	-promoter-TSS (FBgn0029853)	17	FBgn0029853	FBgn0029853	FBtr0070895						NA
AkaaF6HSan_REP3.mLb.clN_peak_12642	chr3R	29146751	29146959	+	27	NA	promoter-TSS (FBgn0039641)	-promoter-TSS (FBgn0039641)	38	FBgn0039641	FBgn0039641	FBtr0085412						NA
AkaaF6HSan_REP3.mLb.clN_peak_9249	chr3L	23521834	23522551	+	27	NA	Intergenic	Intergenic	-33733	FBgn0250816	FBgn0250816	FBtr0299882						NA
AkaaF6HSan_REP3.mLb.clN_peak_2204	chr2L	20065371	20065751	+	27	NA	promoter-TSS (FBgn0045064)	-promoter-TSS (FBgn0045064)	118	FBgn0003978	FBgn0003978	FBtr0081347						NA
AkaaF6HSan_REP3.mLb.clN_peak_14889	chrX	10048046	10048426	+	27	NA	promoter-TSS (FBgn0267495)	-promoter-TSS (FBgn0267495)	-80	FBgn0267495	FBgn0267495	FBtr0345084						NA
AkaaF6HSan_REP3.mLb.clN_peak_11019	chr3R	15567755	15568894	+	27	NA	Intergenic	Intergenic	-15491	FBgn0038350	FBgn0038350	FBtr0083150						NA
AkaaF6HSan_REP3.mLb.clN_peak_8759	chr3L	20520555	20521187	+	27	NA	promoter-TSS (FBgn0037009)	-promoter-TSS (FBgn0037009)	-99	FBgn0037008	FBgn0037008	FBtr0078215						NA
AkaaF6HSan_REP3.mLb.clN_peak_13616	chrX	1184464	1184888	+	27	NA	promoter-TSS (FBgn0040360)	-promoter-TSS (FBgn0040360)	-102	FBgn0040360	FBgn0040360	FBtr0070200						NA
AkaaF6HSan_REP3.mLb.clN_peak_930	chr2L	7711080	7711499	+	27	NA	promoter-TSS (FBgn0267326)	-promoter-TSS (FBgn0267326)	-187	FBgn0012018	FBgn0012018	FBtr0089297						NA
