PeakID (cmd=annotatePeaks.pl ManzF3Heat_REP3.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF3Heat_REP3.mLb.clN_peak_5876	chr3R	12059272	12059550	+	16	NA	Intergenic	Intergenic	3533	FBgn0037988	FBgn0037988	FBtr0082552						NA
ManzF3Heat_REP3.mLb.clN_peak_4527	chr3L	16302680	16303411	+	16	NA	exon (FBgn0267550, exon 1 of 1)	-exon (FBgn0267550, exon 1 of 1)	133	FBgn0036599	FBgn0036599	FBtr0075470						NA
ManzF3Heat_REP3.mLb.clN_peak_7327	chr4	1181670	1182043	+	16	NA	promoter-TSS (FBgn0002521)	-promoter-TSS (FBgn0002521)	-228	FBgn0002521	FBgn0002521	FBtr0089205						NA
ManzF3Heat_REP3.mLb.clN_peak_4528	chr3L	16306777	16306977	+	16	NA	TTS (FBgn0036602)	-TTS (FBgn0036602)	277	FBgn0036601	FBgn0036601	FBtr0075366						NA
ManzF3Heat_REP3.mLb.clN_peak_2153	chr2R	10733642	10733844	+	16	NA	intron (FBgn0033544, intron 1 of 5)	-intron (FBgn0033544, intron 2 of 5)	-1638	FBgn0033544	FBgn0033544	FBtr0339465						NA
ManzF3Heat_REP3.mLb.clN_peak_6241	chr3R	18109286	18109513	+	16	NA	TTS (FBgn0051242)	-TTS (FBgn0051242)	406	FBgn0051518	FBgn0051518	FBtr0083545						NA
ManzF3Heat_REP3.mLb.clN_peak_2521	chr2R	14799272	14799706	+	16	NA	promoter-TSS (FBgn0001319)	-promoter-TSS (FBgn0001319)	-2462	FBgn0001319	FBgn0001319	FBtr0112810						NA
ManzF3Heat_REP3.mLb.clN_peak_5032	chr3L	22288042	22288674	+	16	NA	promoter-TSS (FBgn0027086)	-promoter-TSS (FBgn0027086)	-163	FBgn0011771	FBgn0011771	FBtr0078510						NA
ManzF3Heat_REP3.mLb.clN_peak_757	chr2L	11877267	11877400	+	16	NA	promoter-TSS (FBgn0264815)	-promoter-TSS (FBgn0264815)	-96	FBgn0264815	FBgn0264815	FBtr0334140						NA
ManzF3Heat_REP3.mLb.clN_peak_7533	chrX	1922767	1923263	+	16	NA	promoter-TSS (FBgn0023508)	-promoter-TSS (FBgn0023508)	34	FBgn0023508	FBgn0023508	FBtr0332586						NA
ManzF3Heat_REP3.mLb.clN_peak_3137	chr2R	22507219	22507352	+	16	NA	intron (FBgn0003175, intron 12 of 14)	-intron (FBgn0003175, intron 12 of 13)	15088	FBgn0034735	FBgn0034735	FBtr0071834						NA
ManzF3Heat_REP3.mLb.clN_peak_7971	chrX	7286190	7286799	+	16	NA	promoter-TSS (FBgn0029942)	-promoter-TSS (FBgn0029942)	136	FBgn0029942	FBgn0029942	FBtr0303414						NA
ManzF3Heat_REP3.mLb.clN_peak_5374	chr3R	5654781	5654886	+	16	NA	promoter-TSS (FBgn0037359)	-promoter-TSS (FBgn0037359)	28	FBgn0037358	FBgn0037358	FBtr0334953						NA
ManzF3Heat_REP3.mLb.clN_peak_2344	chr2R	12915906	12916018	+	16	NA	promoter-TSS (FBgn0010488)	-promoter-TSS (FBgn0010488)	-32	FBgn0010488	FBgn0010488	FBtr0334772						NA
ManzF3Heat_REP3.mLb.clN_peak_4423	chr3L	14781043	14781371	+	16	NA	intron (FBgn0036449, intron 1 of 6)	-intron (FBgn0036449, intron 1 of 7)	-5078	FBgn0036448	FBgn0036448	FBtr0075700						NA
ManzF3Heat_REP3.mLb.clN_peak_2434	chr2R	13822220	13822377	+	16	NA	intron (FBgn0000662, intron 1 of 4)	-intron (FBgn0000662, intron 1 of 3)	2255	FBgn0000662	FBgn0000662	FBtr0087648						NA
ManzF3Heat_REP3.mLb.clN_peak_6234	chr3R	17954651	17955015	+	15	NA	intron (FBgn0263995, intron 2 of 11)	-intron (FBgn0263995, intron 2 of 11)	10727	FBgn0263995	FBgn0263995	FBtr0330271						NA
ManzF3Heat_REP3.mLb.clN_peak_7163	chr3R	31496756	31497001	+	15	NA	Intergenic	Intergenic	-2513	FBgn0039851	FBgn0039851	FBtr0346230						NA
ManzF3Heat_REP3.mLb.clN_peak_3741	chr3L	4233646	4233942	+	15	NA	intron (FBgn0001257, intron 1 of 2)	-intron (FBgn0001257, intron 1 of 2)	-6492	FBgn0001257	FBgn0001257	FBtr0073248						NA
ManzF3Heat_REP3.mLb.clN_peak_7732	chrX	3912183	3912472	+	15	NA	intron (FBgn0260658, intron 1 of 13)	-intron (FBgn0260658, intron 1 of 12)	18251	FBgn0260658	FBgn0260658	FBtr0332389						NA
ManzF3Heat_REP3.mLb.clN_peak_8373	chrX	12663407	12663686	+	15	NA	intron (FBgn0011837, intron 1 of 2)	-intron (FBgn0011837, intron 2 of 3)	3012	FBgn0011837	FBgn0011837	FBtr0333756						NA
ManzF3Heat_REP3.mLb.clN_peak_7393	chrX	562300	562570	+	15	NA	intron (FBgn0000108, intron 3 of 11)	-intron (FBgn0000108, intron 3 of 11)	-19686	FBgn0261930	FBgn0261930	FBtr0110929						NA
ManzF3Heat_REP3.mLb.clN_peak_3340	chr2R	24860513	24860674	+	15	NA	TTS (FBgn0266087)	-TTS (FBgn0266087)	1333	FBgn0266087	FBgn0266087	FBtr0343499						NA
ManzF3Heat_REP3.mLb.clN_peak_362	chr2L	5483452	5483575	+	15	NA	Intergenic	Intergenic	-3392	FBgn0266825	FBgn0266825	FBtr0345552						NA
ManzF3Heat_REP3.mLb.clN_peak_4412	chr3L	14664645	14666060	+	15	NA	intron (FBgn0041604, intron 3 of 7)	-intron (FBgn0041604, intron 3 of 7)	-3406	FBgn0267548	FBgn0267548	FBtr0346931						NA
ManzF3Heat_REP3.mLb.clN_peak_3364	chr2R	25084133	25084433	+	15	NA	promoter-TSS (FBgn0004919)	-promoter-TSS (FBgn0004919)	64	FBgn0004919	FBgn0004919	FBtr0306330						NA
ManzF3Heat_REP3.mLb.clN_peak_3429	chr3L	593184	593491	+	15	NA	promoter-TSS (FBgn0035145)	-promoter-TSS (FBgn0035145)	91	FBgn0035145	FBgn0035145	FBtr0344912						NA
ManzF3Heat_REP3.mLb.clN_peak_2330	chr2R	12658738	12658949	+	15	NA	TTS (FBgn0261673)	-TTS (FBgn0261673)	2889	FBgn0033763	FBgn0033763	FBtr0301237						NA
ManzF3Heat_REP3.mLb.clN_peak_3033	chr2R	21211333	21211509	+	15	NA	TTS (FBgn0265191)	-TTS (FBgn0265191)	641	FBgn0265180	FBgn0265180	FBtr0339095						NA
ManzF3Heat_REP3.mLb.clN_peak_5733	chr3R	9877876	9878323	+	15	NA	intron (FBgn0266389, intron 1 of 1)	-intron (FBgn0267336, intron 1 of 6)	399	FBgn0266389	FBgn0266389	FBtr0344328						NA
ManzF3Heat_REP3.mLb.clN_peak_8058	chrX	8437650	8438001	+	15	NA	promoter-TSS (FBgn0030038)	-promoter-TSS (FBgn0030038)	-5	FBgn0030037	FBgn0030037	FBtr0345986						NA
ManzF3Heat_REP3.mLb.clN_peak_8409	chrX	13089922	13090345	+	15	NA	exon (FBgn0010303, exon 1 of 10)	-exon (FBgn0010303, exon 1 of 10)	301	FBgn0010303	FBgn0010303	FBtr0479993						NA
ManzF3Heat_REP3.mLb.clN_peak_4729	chr3L	18994556	18994718	+	15	NA	promoter-TSS (FBgn0036837)	-promoter-TSS (FBgn0036837)	-1821	FBgn0036837	FBgn0036837	FBtr0075043						NA
ManzF3Heat_REP3.mLb.clN_peak_3029	chr2R	21161175	21161412	+	15	NA	promoter-TSS (FBgn0050208)	-promoter-TSS (FBgn0050208)	133	FBgn0011871	FBgn0011871	FBtr0071630						NA
ManzF3Heat_REP3.mLb.clN_peak_2382	chr2R	13267645	13267763	+	15	NA	TTS (FBgn0052843)	-TTS (FBgn0052843)	5219	FBgn0259219	FBgn0259219	FBtr0299741						NA
ManzF3Heat_REP3.mLb.clN_peak_1440	chr2L	21932133	21932302	+	15	NA	TTS (FBgn0266873)	-TTS (FBgn0266873)	3153	FBgn0266873	FBgn0266873	FBtr0345727						NA
ManzF3Heat_REP3.mLb.clN_peak_5282	chr3R	4686793	4687299	+	15	NA	intron (FBgn0263346, intron 3 of 13)	-intron (FBgn0263346, intron 4 of 8)	3562	FBgn0053927	FBgn0053927	FBtr0091931						NA
ManzF3Heat_REP3.mLb.clN_peak_5603	chr3R	7978600	7978777	+	15	NA	promoter-TSS (FBgn0037533)	-promoter-TSS (FBgn0037533)	-260	FBgn0037533	FBgn0037533	FBtr0479743						NA
ManzF3Heat_REP3.mLb.clN_peak_8556	chrX	14855970	14856684	+	15	NA	promoter-TSS (FBgn0030589)	-promoter-TSS (FBgn0030589)	34	FBgn0030589	FBgn0030589	FBtr0073984						NA
ManzF3Heat_REP3.mLb.clN_peak_4961	chr3L	21584704	21585022	+	15	NA	Intergenic	Intergenic	-1965	FBgn0261953	FBgn0261953	FBtr0333468						NA
ManzF3Heat_REP3.mLb.clN_peak_6866	chr3R	27326663	27326902	+	15	NA	Intergenic	Intergenic	4100	FBgn0039511	FBgn0039511	FBtr0085170						NA
ManzF3Heat_REP3.mLb.clN_peak_2607	chr2R	15931865	15932025	+	15	NA	promoter-TSS (FBgn0034049)	-promoter-TSS (FBgn0034049)	-10	FBgn0034049	FBgn0034049	FBtr0340017						NA
ManzF3Heat_REP3.mLb.clN_peak_7003	chr3R	29567399	29567512	+	15	NA	Intergenic	Intergenic	11069	FBgn0000492	FBgn0000492	FBtr0085441						NA
ManzF3Heat_REP3.mLb.clN_peak_4540	chr3L	16436321	16436756	+	15	NA	intron (FBgn0261799, intron 1 of 4)	-intron (FBgn0053158, intron 3 of 5)	15420	FBgn0261799	FBgn0261799	FBtr0075409						NA
ManzF3Heat_REP3.mLb.clN_peak_7036	chr3R	30046622	30046917	+	15	NA	promoter-TSS (FBgn0039741)	-promoter-TSS (FBgn0039741)	-123	FBgn0039741	FBgn0039741	FBtr0085560						NA
ManzF3Heat_REP3.mLb.clN_peak_7683	chrX	3512844	3513161	+	15	NA	exon (FBgn0052791, exon 9 of 9)	-exon (FBgn0052791, exon 9 of 9)	-1353	FBgn0029669	FBgn0029669	FBtr0070571						NA
ManzF3Heat_REP3.mLb.clN_peak_7082	chr3R	30616237	30616857	+	15	NA	Intergenic	Intergenic	4519	FBgn0267131	FBgn0267131	FBtr0346227						NA
ManzF3Heat_REP3.mLb.clN_peak_4725	chr3L	18950654	18950819	+	15	NA	intron (FBgn0036834, intron 1 of 5)	-intron (FBgn0036834, intron 1 of 5)	107	FBgn0036834	FBgn0036834	FBtr0075023						NA
ManzF3Heat_REP3.mLb.clN_peak_306	chr2L	4548285	4548620	+	15	NA	exon (FBgn0053196, exon 12 of 47)	-exon (FBgn0053196, exon 12 of 47)	29766	FBgn0031613	FBgn0031613	FBtr0077444						NA
ManzF3Heat_REP3.mLb.clN_peak_1316	chr2L	20674097	20674534	+	15	NA	intron (FBgn0051678, intron 2 of 5)	-intron (FBgn0051678, intron 2 of 5)	-1730	FBgn0086657	FBgn0086657	FBtr0336824						NA
ManzF3Heat_REP3.mLb.clN_peak_5849	chr3R	11650429	11651106	+	15	NA	promoter-TSS (FBgn0037926)	-promoter-TSS (FBgn0037926)	-204	FBgn0037926	FBgn0037926	FBtr0335448						NA
ManzF3Heat_REP3.mLb.clN_peak_1763	chr2R	7007940	7008281	+	15	NA	exon (FBgn0033124, exon 3 of 3)	-exon (FBgn0033124, exon 3 of 3)	1668	FBgn0033124	FBgn0033124	FBtr0086179						NA
ManzF3Heat_REP3.mLb.clN_peak_7955	chrX	7041286	7041529	+	15	NA	exon (FBgn0029931, exon 1 of 1)	-exon (FBgn0029931, exon 1 of 1)	804	FBgn0029931	FBgn0029931	FBtr0071010						NA
ManzF3Heat_REP3.mLb.clN_peak_3814	chr3L	5523095	5523243	+	15	NA	intron (FBgn0035610, intron 1 of 7)	-intron (FBgn0035610, intron 1 of 7)	6172	FBgn0035610	FBgn0035610	FBtr0077149						NA
ManzF3Heat_REP3.mLb.clN_peak_6296	chr3R	19067371	19067641	+	15	NA	intron (FBgn0004876, intron 2 of 8)	-intron (FBgn0004876, intron 2 of 7)	9486	FBgn0267708	FBgn0267708	FBtr0347247						NA
ManzF3Heat_REP3.mLb.clN_peak_7980	chrX	7360591	7360699	+	15	NA	TTS (FBgn0029947)	-TTS (FBgn0029947)	1849	FBgn0029947	FBgn0029947	FBtr0071054						NA
ManzF3Heat_REP3.mLb.clN_peak_8872	chrX	18816283	18816733	+	15	NA	intron (FBgn0259927, intron 1 of 10)	-intron (FBgn0259927, intron 1 of 9)	3211	FBgn0259927	FBgn0259927	FBtr0310343						NA
ManzF3Heat_REP3.mLb.clN_peak_8570	chrX	14988837	14989218	+	15	NA	intron (FBgn0000535, intron 4 of 16)	-intron (FBgn0000535, intron 4 of 16)	33550	FBgn0000535	FBgn0000535	FBtr0310016						NA
ManzF3Heat_REP3.mLb.clN_peak_5630	chr3R	8352220	8352343	+	15	NA	exon (FBgn0261108, exon 1 of 1)	-exon (FBgn0261108, exon 1 of 1)	2466	FBgn0261108	FBgn0261108	FBtr0081843						NA
ManzF3Heat_REP3.mLb.clN_peak_7271	chr4	545614	545923	+	15	NA	exon (FBgn0026869, exon 6 of 6)	-exon (FBgn0026869, exon 6 of 6)	12086	FBgn0026869	FBgn0026869	FBtr0345197						NA
ManzF3Heat_REP3.mLb.clN_peak_2911	chr2R	19767535	19767731	+	15	NA	Intergenic	Intergenic	-1355	FBgn0053353	FBgn0053353	FBtr0086345						NA
ManzF3Heat_REP3.mLb.clN_peak_5919	chr3R	12834069	12834233	+	15	NA	TTS (FBgn0267937)	-TTS (FBgn0267937)	1024	FBgn0267937	FBgn0267937	FBtr0347512						NA
ManzF3Heat_REP3.mLb.clN_peak_1011	chr2L	15614273	15614399	+	15	NA	exon (FBgn0028949, exon 2 of 2)	-exon (FBgn0028949, exon 2 of 2)	492	FBgn0028949	FBgn0028949	FBtr0343718						NA
ManzF3Heat_REP3.mLb.clN_peak_8015	chrX	7892042	7892167	+	15	NA	promoter-TSS (FBgn0029970)	-promoter-TSS (FBgn0029970)	-458	FBgn0029970	FBgn0029970	FBtr0071142						NA
ManzF3Heat_REP3.mLb.clN_peak_5986	chr3R	13837609	13837882	+	15	NA	promoter-TSS (FBgn0286915)	-promoter-TSS (FBgn0286915)	246	FBgn0266464	FBgn0266464	FBtr0344767						NA
ManzF3Heat_REP3.mLb.clN_peak_8406	chrX	13069999	13070241	+	15	NA	exon (FBgn0265597, exon 14 of 19)	-exon (FBgn0265597, exon 14 of 19)	-14792	FBgn0030443	FBgn0030443	FBtr0343602						NA
ManzF3Heat_REP3.mLb.clN_peak_999	chr2L	15386430	15386656	+	15	NA	Intergenic	Intergenic	-9791	FBgn0266153	FBgn0266153	FBtr0343712						NA
ManzF3Heat_REP3.mLb.clN_peak_9224	chrX	22990219	22990889	+	15	NA	exon (FBgn0016976, exon 4 of 9)	-exon (FBgn0016976, exon 4 of 9)	14094	FBgn0016975	FBgn0016975	FBtr0344466						NA
ManzF3Heat_REP3.mLb.clN_peak_9010	chrX	20150578	20151003	+	15	NA	exon (FBgn0031089, exon 3 of 6)	-exon (FBgn0031089, exon 3 of 6)	2666	FBgn0031089	FBgn0031089	FBtr0343173						NA
ManzF3Heat_REP3.mLb.clN_peak_7580	chrX	2351591	2351745	+	15	NA	intron (FBgn0003159, intron 1 of 3)	-intron (FBgn0003159, intron 1 of 3)	-7019	FBgn0040389	FBgn0040389	FBtr0333730						NA
ManzF3Heat_REP3.mLb.clN_peak_188	chr2L	2597540	2598074	+	15	NA	TTS (FBgn0266025)	-TTS (FBgn0266025)	2053	FBgn0266025	FBgn0266025	FBtr0343235						NA
ManzF3Heat_REP3.mLb.clN_peak_2744	chr2R	17719335	17719559	+	15	NA	promoter-TSS (FBgn0028494)	-promoter-TSS (FBgn0028494)	-101	FBgn0284231	FBgn0284231	FBtr0452131						NA
ManzF3Heat_REP3.mLb.clN_peak_1774	chr2R	7098333	7098535	+	15	NA	promoter-TSS (FBgn0263934)	-promoter-TSS (FBgn0263934)	-124	FBgn0263934	FBgn0263934	FBtr0329859						NA
ManzF3Heat_REP3.mLb.clN_peak_7154	chr3R	31412475	31412611	+	15	NA	intron (FBgn0261988, intron 2 of 12)	-intron (FBgn0261988, intron 2 of 12)	7298	FBgn0261988	FBgn0261988	FBtr0085788						NA
ManzF3Heat_REP3.mLb.clN_peak_5673	chr3R	8931918	8932161	+	15	NA	promoter-TSS (FBgn0262614)	-promoter-TSS (FBgn0262614)	-3087	FBgn0003015	FBgn0003015	FBtr0081956						NA
ManzF3Heat_REP3.mLb.clN_peak_4275	chr3L	12533736	12534006	+	15	NA	promoter-TSS (FBgn0036300)	-promoter-TSS (FBgn0036300)	-125	FBgn0085271	FBgn0085271	FBtr0112436						NA
ManzF3Heat_REP3.mLb.clN_peak_5889	chr3R	12356035	12356297	+	15	NA	promoter-TSS (FBgn0038016)	-promoter-TSS (FBgn0038016)	99	FBgn0038016	FBgn0038016	FBtr0082611						NA
ManzF3Heat_REP3.mLb.clN_peak_3237	chr2R	23587042	23587190	+	15	NA	intron (FBgn0015903, intron 2 of 5)	-intron (FBgn0015903, intron 1 of 4)	-9476	FBgn0015903	FBgn0015903	FBtr0332926						NA
ManzF3Heat_REP3.mLb.clN_peak_2527	chr2R	14877796	14878040	+	15	NA	TTS (FBgn0033978)	-TTS (FBgn0033978)	132	FBgn0033979	FBgn0033979	FBtr0087453						NA
ManzF3Heat_REP3.mLb.clN_peak_7007	chr3R	29641371	29641777	+	15	NA	exon (FBgn0266137, exon 3 of 5)	-exon (FBgn0266137, exon 3 of 5)	18410	FBgn0266137	FBgn0266137	FBtr0330293						NA
ManzF3Heat_REP3.mLb.clN_peak_3366	chr2R	25105617	25106125	+	15	NA	intron (FBgn0266129, intron 2 of 4)	-intron (FBgn0266129, intron 2 of 4)	-21524	FBgn0004919	FBgn0004919	FBtr0306330						NA
ManzF3Heat_REP3.mLb.clN_peak_6295	chr3R	19023793	19023944	+	15	NA	promoter-TSS (FBgn0038673)	-promoter-TSS (FBgn0038673)	162	FBgn0038672	FBgn0038672	FBtr0343992						NA
ManzF3Heat_REP3.mLb.clN_peak_8964	chrX	19643303	19643501	+	15	NA	promoter-TSS (FBgn0031049)	-promoter-TSS (FBgn0031049)	-457	FBgn0031049	FBgn0031049	FBtr0340610						NA
ManzF3Heat_REP3.mLb.clN_peak_5090	chr3L	22798031	22798254	+	15	NA	exon (FBgn0027339, exon 7 of 7)	-exon (FBgn0027339, exon 7 of 7)	9703	FBgn0037191	FBgn0037191	FBtr0078534						NA
ManzF3Heat_REP3.mLb.clN_peak_4635	chr3L	17832686	17832817	+	15	NA	TTS (FBgn0052188)	-TTS (FBgn0052188)	874	FBgn0052188	FBgn0052188	FBtr0075164						NA
ManzF3Heat_REP3.mLb.clN_peak_8097	chrX	8870910	8871058	+	15	NA	exon (FBgn0030065, exon 5 of 5)	-exon (FBgn0030065, exon 5 of 5)	17367	FBgn0030065	FBgn0030065	FBtr0335035						NA
ManzF3Heat_REP3.mLb.clN_peak_8989	chrX	19963801	19964099	+	15	NA	intron (FBgn0031081, intron 1 of 8)	-intron (FBgn0031081, intron 1 of 8)	2653	FBgn0031081	FBgn0031081	FBtr0307555						NA
ManzF3Heat_REP3.mLb.clN_peak_6619	chr3R	23811709	23811827	+	15	NA	exon (FBgn0260634, exon 6 of 6)	-exon (FBgn0260634, exon 6 of 6)	7469	FBgn0053111	FBgn0053111	FBtr0100312						NA
ManzF3Heat_REP3.mLb.clN_peak_5987	chr3R	13859479	13859584	+	15	NA	Intergenic	Intergenic	-4077	FBgn0038186	FBgn0038186	FBtr0082881						NA
ManzF3Heat_REP3.mLb.clN_peak_7052	chr3R	30270848	30271194	+	15	NA	Intergenic	Intergenic	2534	FBgn0267782	FBgn0267782	FBtr0347348						NA
ManzF3Heat_REP3.mLb.clN_peak_8820	chrX	18266305	18266863	+	15	NA	Intergenic	Intergenic	-7067	FBgn0030905	FBgn0030905	FBtr0346294						NA
ManzF3Heat_REP3.mLb.clN_peak_3648	chr3L	3164729	3165163	+	15	NA	promoter-TSS (FBgn0052280)	-promoter-TSS (FBgn0052280)	-235	FBgn0052280	FBgn0052280	FBtr0344220						NA
ManzF3Heat_REP3.mLb.clN_peak_6752	chr3R	25888657	25889062	+	15	NA	TTS (FBgn0039381)	-TTS (FBgn0039381)	317	FBgn0028717	FBgn0028717	FBtr0339160						NA
ManzF3Heat_REP3.mLb.clN_peak_7026	chr3R	29880587	29880786	+	15	NA	intron (FBgn0051038, intron 2 of 3)	-intron (FBgn0051038, intron 2 of 3)	3627	FBgn0051038	FBgn0051038	FBtr0481731						NA
ManzF3Heat_REP3.mLb.clN_peak_2784	chr2R	18151869	18152129	+	15	NA	promoter-TSS (FBgn0034304)	-promoter-TSS (FBgn0034304)	245	FBgn0000057	FBgn0000057	FBtr0340288						NA
ManzF3Heat_REP3.mLb.clN_peak_8179	chrX	10026174	10026562	+	15	NA	intron (FBgn0263132, intron 2 of 14)	-intron (FBgn0263132, intron 2 of 14)	9523	FBgn0263132	FBgn0263132	FBtr0307375						NA
ManzF3Heat_REP3.mLb.clN_peak_4780	chr3L	19477741	19478408	+	15	NA	promoter-TSS (FBgn0262031)	-promoter-TSS (FBgn0262031)	-210	FBgn0262031	FBgn0262031	FBtr0303926						NA
ManzF3Heat_REP3.mLb.clN_peak_3031	chr2R	21199907	21200318	+	15	NA	promoter-TSS (FBgn0265191)	-promoter-TSS (FBgn0265191)	-3254	FBgn0265191	FBgn0265191	FBtr0339089						NA
ManzF3Heat_REP3.mLb.clN_peak_2678	chr2R	16868189	16868339	+	15	NA	promoter-TSS (FBgn0014870)	-promoter-TSS (FBgn0014870)	42	FBgn0028737	FBgn0028737	FBtr0345627						NA
ManzF3Heat_REP3.mLb.clN_peak_6066	chr3R	15117581	15117713	+	15	NA	intron (FBgn0261859, intron 1 of 9)	-intron (FBgn0261859, intron 1 of 9)	14279	FBgn0261859	FBgn0261859	FBtr0303486						NA
ManzF3Heat_REP3.mLb.clN_peak_3073	chr2R	21800361	21800491	+	15	NA	exon (FBgn0034661, exon 1 of 2)	-exon (FBgn0034661, exon 1 of 2)	478	FBgn0034661	FBgn0034661	FBtr0071743						NA
ManzF3Heat_REP3.mLb.clN_peak_5457	chr3R	6409300	6409444	+	15	NA	exon (FBgn0264787, exon 1 of 1)	-exon (FBgn0264787, exon 1 of 1)	206	FBgn0264787	FBgn0264787	FBtr0334323						NA
ManzF3Heat_REP3.mLb.clN_peak_1726	chr2R	6686109	6686654	+	15	NA	intron (FBgn0050446, intron 6 of 7)	-intron (FBgn0033092, intron 1 of 4)	-2632	FBgn0265050	FBgn0265050	FBtr0336660						NA
ManzF3Heat_REP3.mLb.clN_peak_77	chr2L	825152	826519	+	15	NA	promoter-TSS (FBgn0010583)	-promoter-TSS (FBgn0010583)	26	FBgn0031286	FBgn0031286	FBtr0078038						NA
ManzF3Heat_REP3.mLb.clN_peak_7711	chrX	3769966	3770174	+	15	NA	intron (FBgn0283657, intron 2 of 8)	-intron (FBgn0283657, intron 3 of 9)	-19972	FBgn0029676	FBgn0029676	FBtr0333764						NA
ManzF3Heat_REP3.mLb.clN_peak_3321	chr2R	24625154	24625265	+	15	NA	exon (FBgn0035041, exon 3 of 8)	-exon (FBgn0035041, exon 3 of 8)	3535	FBgn0086030	FBgn0086030	FBtr0114306						NA
ManzF3Heat_REP3.mLb.clN_peak_250	chr2L	3682271	3682708	+	15	NA	intron (FBgn0085369, intron 4 of 7)	-intron (FBgn0085369, intron 4 of 7)	10098	FBgn0031558	FBgn0031558	FBtr0339575						NA
ManzF3Heat_REP3.mLb.clN_peak_8334	chrX	11995083	11995315	+	15	NA	exon (FBgn0001083, exon 10 of 15)	-exon (FBgn0001083, exon 10 of 15)	-2431	FBgn0030359	FBgn0030359	FBtr0073581						NA
ManzF3Heat_REP3.mLb.clN_peak_8298	chrX	11428632	11428806	+	15	NA	exon (FBgn0001145, exon 3 of 5)	-exon (FBgn0001145, exon 3 of 5)	4762	FBgn0001145	FBgn0001145	FBtr0343563						NA
ManzF3Heat_REP3.mLb.clN_peak_7292	chr4	742754	742890	+	15	NA	exon (FBgn0005666, exon 21 of 41)	-exon (FBgn0005666, exon 21 of 41)	17466	FBgn0005666	FBgn0005666	FBtr0334483						NA
ManzF3Heat_REP3.mLb.clN_peak_1271	chr2L	20004409	20004616	+	15	NA	intron (FBgn0264443, intron 1 of 5)	-intron (FBgn0264443, intron 1 of 5)	-4064	FBgn0266213	FBgn0266213	FBtr0343851						NA
ManzF3Heat_REP3.mLb.clN_peak_5347	chr3R	5264886	5265226	+	15	NA	promoter-TSS (FBgn0267443)	-promoter-TSS (FBgn0267443)	-545	FBgn0267443	FBgn0267443	FBtr0346781						NA
ManzF3Heat_REP3.mLb.clN_peak_6636	chr3R	24090371	24090613	+	15	NA	intron (FBgn0053100, intron 2 of 2)	-intron (FBgn0053100, intron 2 of 3)	15271	FBgn0013343	FBgn0013343	FBtr0392904						NA
ManzF3Heat_REP3.mLb.clN_peak_1275	chr2L	20054325	20054604	+	15	NA	exon (FBgn0032840, exon 3 of 5)	-exon (FBgn0032840, exon 3 of 5)	6906	FBgn0014127	FBgn0014127	FBtr0343850						NA
ManzF3Heat_REP3.mLb.clN_peak_4928	chr3L	21216861	21217334	+	15	NA	promoter-TSS (FBgn0037061)	-promoter-TSS (FBgn0037061)	196	FBgn0028427	FBgn0028427	FBtr0078305						NA
ManzF3Heat_REP3.mLb.clN_peak_4868	chr3L	20582120	20582364	+	15	NA	Intergenic	Intergenic	24045	FBgn0284412	FBgn0284412	FBtr0452190						NA
ManzF3Heat_REP3.mLb.clN_peak_3351	chr2R	24956193	24956509	+	15	NA	TTS (FBgn0035086)	-TTS (FBgn0035086)	1008	FBgn0266088	FBgn0266088	FBtr0343500						NA
ManzF3Heat_REP3.mLb.clN_peak_4762	chr3L	19301961	19302149	+	15	NA	TTS (FBgn0003089)	-TTS (FBgn0003089)	-6857	FBgn0267715	FBgn0267715	FBtr0347254						NA
ManzF3Heat_REP3.mLb.clN_peak_7378	chrX	396548	396868	+	15	NA	exon (FBgn0004170, exon 1 of 1)	-exon (FBgn0004170, exon 1 of 1)	648	FBgn0004170	FBgn0004170	FBtr0070073						NA
ManzF3Heat_REP3.mLb.clN_peak_7408	chrX	708114	708240	+	15	NA	intron (FBgn0021764, intron 2 of 13)	-intron (FBgn0021764, intron 2 of 14)	21343	FBgn0021764	FBgn0021764	FBtr0340197						NA
ManzF3Heat_REP3.mLb.clN_peak_6464	chr3R	21619289	21619461	+	15	NA	promoter-TSS (FBgn0283499)	-promoter-TSS (FBgn0283499)	-3635	FBgn0264826	FBgn0264826	FBtr0334680						NA
ManzF3Heat_REP3.mLb.clN_peak_4333	chr3L	13390009	13390122	+	15	NA	promoter-TSS (FBgn0036354)	-promoter-TSS (FBgn0036354)	-59	FBgn0036354	FBgn0036354	FBtr0321318						NA
ManzF3Heat_REP3.mLb.clN_peak_861	chr2L	13699382	13699744	+	15	NA	intron (FBgn0051814, intron 2 of 11)	-intron (FBgn0051814, intron 2 of 12)	-8652	FBgn0028848	FBgn0028848	FBtr0305567						NA
ManzF3Heat_REP3.mLb.clN_peak_4188	chr3L	11210659	11210773	+	15	NA	promoter-TSS (FBgn0064766)	-promoter-TSS (FBgn0064766)	-70	FBgn0064766	FBgn0064766	FBtr0076165						NA
