PeakID (cmd=annotatePeaks.pl ManzF6HSan_REP3.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF6HSan_REP3.mLb.clN_peak_10159	chr3R	6324699	6324943	+	19	NA	intron (FBgn0037427, intron 9 of 9)	-intron (FBgn0037427, intron 7 of 7)	-5427	FBgn0037428	FBgn0037428	FBtr0078611						NA
ManzF6HSan_REP3.mLb.clN_peak_3477	chr2R	8409604	8409919	+	19	NA	intron (FBgn0033289, intron 1 of 5)	-intron (FBgn0033289, intron 1 of 5)	2006	FBgn0033289	FBgn0033289	FBtr0290124						NA
ManzF6HSan_REP3.mLb.clN_peak_6811	chr3L	1172873	1173281	+	19	NA	exon (FBgn0025525, exon 2 of 5)	-exon (FBgn0025525, exon 2 of 5)	4199	FBgn0025525	FBgn0025525	FBtr0333271						NA
ManzF6HSan_REP3.mLb.clN_peak_13894	chrX	1191032	1191854	+	19	NA	promoter-TSS (FBgn0040359)	-promoter-TSS (FBgn0040359)	135	FBgn0040359	FBgn0040359	FBtr0345506						NA
ManzF6HSan_REP3.mLb.clN_peak_1141	chr2L	9129564	9129774	+	19	NA	intron (FBgn0052982, intron 2 of 6)	-intron (FBgn0052982, intron 2 of 8)	3932	FBgn0052982	FBgn0052982	FBtr0330218						NA
ManzF6HSan_REP3.mLb.clN_peak_13595	chr4	1126103	1127344	+	19	NA	exon (FBgn0039927, exon 1 of 14)	-exon (FBgn0039927, exon 1 of 14)	121	FBgn0039927	FBgn0039927	FBtr0333701						NA
ManzF6HSan_REP3.mLb.clN_peak_11947	chr3R	21232313	21233135	+	19	NA	exon (FBgn0000527, exon 2 of 7)	-exon (FBgn0000527, exon 2 of 7)	4453	FBgn0000527	FBgn0000527	FBtr0084106						NA
ManzF6HSan_REP3.mLb.clN_peak_8060	chr3L	11442136	11442416	+	19	NA	Intergenic	Intergenic	2828	FBgn0265742	FBgn0265742	FBtr0340699						NA
ManzF6HSan_REP3.mLb.clN_peak_3414	chr2R	8164302	8165258	+	19	NA	promoter-TSS (FBgn0021995)	-promoter-TSS (FBgn0021995)	89	FBgn0050373	FBgn0050373	FBtr0345936						NA
ManzF6HSan_REP3.mLb.clN_peak_6225	chr2R	23227982	23228115	+	19	NA	Intergenic	Intergenic	-4578	FBgn0034835	FBgn0034835	FBtr0071999						NA
ManzF6HSan_REP3.mLb.clN_peak_9648	chr3L	27134044	27134275	+	19	NA	Intergenic	Intergenic	-1025	FBgn0267985	FBgn0267985	FBtr0347582						NA
ManzF6HSan_REP3.mLb.clN_peak_7485	chr3L	7094719	7095053	+	19	NA	promoter-TSS (FBgn0053556)	-promoter-TSS (FBgn0053556)	68	FBgn0053556	FBgn0053556	FBtr0113469						NA
ManzF6HSan_REP3.mLb.clN_peak_2410	chr2L	21716841	21717399	+	19	NA	exon (FBgn0051619, exon 13 of 19)	-exon (FBgn0051619, exon 13 of 19)	33014	FBgn0051619	FBgn0051619	FBtr0339132						NA
ManzF6HSan_REP3.mLb.clN_peak_3340	chr2R	7837292	7837994	+	19	NA	exon (FBgn0085390, exon 7 of 10)	-exon (FBgn0085390, exon 7 of 10)	5472	FBgn0033229	FBgn0033229	FBtr0088842						NA
ManzF6HSan_REP3.mLb.clN_peak_1385	chr2L	11035846	11036172	+	19	NA	TTS (FBgn0040967)	-TTS (FBgn0040967)	1214	FBgn0040967	FBgn0040967	FBtr0080160						NA
ManzF6HSan_REP3.mLb.clN_peak_16578	chrX	18424290	18424485	+	19	NA	exon (FBgn0259223, exon 3 of 5)	-exon (FBgn0259223, exon 3 of 5)	1974	FBgn0259223	FBgn0259223	FBtr0299776						NA
ManzF6HSan_REP3.mLb.clN_peak_11021	chr3R	13450303	13450470	+	19	NA	promoter-TSS (FBgn0038156)	-promoter-TSS (FBgn0038156)	-204	FBgn0038156	FBgn0038156	FBtr0309090						NA
ManzF6HSan_REP3.mLb.clN_peak_5103	chr2R	16056695	16057315	+	19	NA	exon (FBgn0034071, exon 12 of 13)	-exon (FBgn0034071, exon 12 of 13)	9357	FBgn0034071	FBgn0034071	FBtr0340020						NA
ManzF6HSan_REP3.mLb.clN_peak_8901	chr3L	18783573	18783815	+	19	NA	intron (FBgn0267601, intron 2 of 2)	-intron (FBgn0001078, intron 2 of 9)	17618	FBgn0267601	FBgn0267601	FBtr0347047						NA
ManzF6HSan_REP3.mLb.clN_peak_5754	chr2R	20227293	20227514	+	19	NA	Intergenic	Intergenic	-2078	FBgn0011869	FBgn0011869	FBtr0086312						NA
ManzF6HSan_REP3.mLb.clN_peak_3339	chr2R	7836305	7836777	+	19	NA	TTS (FBgn0085390)	-TTS (FBgn0085390)	4370	FBgn0033229	FBgn0033229	FBtr0088842						NA
ManzF6HSan_REP3.mLb.clN_peak_11948	chr3R	21246742	21246946	+	19	NA	promoter-TSS (FBgn0038874)	-promoter-TSS (FBgn0038874)	-167	FBgn0038874	FBgn0038874	FBtr0084053						NA
ManzF6HSan_REP3.mLb.clN_peak_6979	chr3L	2396897	2397098	+	19	NA	intron (FBgn0266696, intron 1 of 1)	-intron (FBgn0266696, intron 1 of 9)	-6008	FBgn0052298	FBgn0052298	FBtr0299807						NA
ManzF6HSan_REP3.mLb.clN_peak_7420	chr3L	6393982	6394127	+	19	NA	Intergenic	Intergenic	-6536	FBgn0261801	FBgn0261801	FBtr0303270						NA
ManzF6HSan_REP3.mLb.clN_peak_6222	chr2R	23217811	23218096	+	19	NA	Intergenic	Intergenic	-6414	FBgn0034834	FBgn0034834	FBtr0072052						NA
ManzF6HSan_REP3.mLb.clN_peak_6527	chr2R	24844802	24845002	+	19	NA	Intergenic	Intergenic	-4092	FBgn0035070	FBgn0035070	FBtr0072380						NA
ManzF6HSan_REP3.mLb.clN_peak_17081	chrX	22942780	22943057	+	19	NA	Intergenic	Intergenic	-2403	FBgn0069938	FBgn0069938	FBtr0111194						NA
ManzF6HSan_REP3.mLb.clN_peak_8940	chr3L	19040187	19040584	+	19	NA	intron (FBgn0002945, intron 1 of 3)	-intron (FBgn0002945, intron 1 of 4)	5064	FBgn0002945	FBgn0002945	FBtr0332650						NA
ManzF6HSan_REP3.mLb.clN_peak_13787	chrX	740282	740847	+	19	NA	exon (FBgn0021764, exon 9 of 15)	-exon (FBgn0021764, exon 9 of 15)	-9783	FBgn0040383	FBgn0040383	FBtr0343759						NA
ManzF6HSan_REP3.mLb.clN_peak_14885	chrX	6985143	6985828	+	19	NA	TTS (FBgn0264893)	-TTS (FBgn0264893)	183	FBgn0004646	FBgn0004646	FBtr0309873						NA
ManzF6HSan_REP3.mLb.clN_peak_4765	chr2R	14341455	14342035	+	19	NA	promoter-TSS (FBgn0085408)	-promoter-TSS (FBgn0085408)	-10486	FBgn0033924	FBgn0033924	FBtr0087546						NA
ManzF6HSan_REP3.mLb.clN_peak_4689	chr2R	13947981	13949196	+	19	NA	exon (FBgn0262739, exon 7 of 8)	-exon (FBgn0262739, exon 7 of 8)	-5211	FBgn0033885	FBgn0033885	FBtr0087615						NA
ManzF6HSan_REP3.mLb.clN_peak_11448	chr3R	17107741	17108091	+	19	NA	exon (FBgn0014141, exon 6 of 16)	-exon (FBgn0014141, exon 6 of 16)	-12549	FBgn0085307	FBgn0085307	FBtr0112473						NA
ManzF6HSan_REP3.mLb.clN_peak_15423	chrX	10624258	10627013	+	19	NA	exon (FBgn0030222, exon 4 of 6)	-exon (FBgn0030222, exon 4 of 6)	1477	FBgn0030222	FBgn0030222	FBtr0071506						NA
ManzF6HSan_REP3.mLb.clN_peak_3483	chr2R	8447420	8448110	+	19	NA	TTS (FBgn0014469)	-TTS (FBgn0014469)	314	FBgn0015034	FBgn0015034	FBtr0088746						NA
ManzF6HSan_REP3.mLb.clN_peak_6865	chr3L	1472300	1472555	+	19	NA	promoter-TSS (FBgn0052319)	-promoter-TSS (FBgn0052319)	-367	FBgn0052319	FBgn0052319	FBtr0072714						NA
ManzF6HSan_REP3.mLb.clN_peak_2838	chr2R	5642106	5643447	+	19	NA	exon (FBgn0033028, exon 5 of 5)	-exon (FBgn0033028, exon 5 of 5)	10039	FBgn0033028	FBgn0033028	FBtr0345359						NA
ManzF6HSan_REP3.mLb.clN_peak_4914	chr2R	15054061	15055015	+	19	NA	TTS (FBgn0053467)	-TTS (FBgn0053467)	1703	FBgn0053467	FBgn0053467	FBtr0339992						NA
ManzF6HSan_REP3.mLb.clN_peak_946	chr2L	7716502	7716773	+	19	NA	promoter-TSS (FBgn0053296)	-promoter-TSS (FBgn0053296)	8	FBgn0053296	FBgn0053296	FBtr0343408						NA
ManzF6HSan_REP3.mLb.clN_peak_13109	chr3R	30714270	30714516	+	19	NA	promoter-TSS (FBgn0267939)	-promoter-TSS (FBgn0267939)	-732	FBgn0267939	FBgn0267939	FBtr0347514						NA
ManzF6HSan_REP3.mLb.clN_peak_9425	chr3L	22348059	22348320	+	19	NA	TTS (FBgn0267624)	-TTS (FBgn0267624)	-2512	FBgn0267626	FBgn0267626	FBtr0347076						NA
ManzF6HSan_REP3.mLb.clN_peak_7934	chr3L	10568368	10568531	+	19	NA	exon (FBgn0052062, exon 3 of 15)	-exon (FBgn0052062, exon 3 of 15)	-9367	FBgn0036085	FBgn0036085	FBtr0344999						NA
ManzF6HSan_REP3.mLb.clN_peak_7631	chr3L	8121515	8122026	+	19	NA	promoter-TSS (FBgn0035838)	-promoter-TSS (FBgn0035838)	-57	FBgn0035838	FBgn0035838	FBtr0076687						NA
ManzF6HSan_REP3.mLb.clN_peak_2222	chr2L	20649758	20650420	+	19	NA	promoter-TSS (FBgn0032871)	-promoter-TSS (FBgn0032871)	-100	FBgn0032871	FBgn0032871	FBtr0081387						NA
ManzF6HSan_REP3.mLb.clN_peak_11464	chr3R	17382074	17382290	+	19	NA	TTS (FBgn0262825)	-TTS (FBgn0262825)	585	FBgn0262825	FBgn0262825	FBtr0344657						NA
ManzF6HSan_REP3.mLb.clN_peak_13470	chr4	681659	682897	+	19	NA	intron (FBgn0039920, intron 2 of 2)	-intron (FBgn0039920, intron 1 of 1)	11136	FBgn0039920	FBgn0039920	FBtr0310539						NA
ManzF6HSan_REP3.mLb.clN_peak_8984	chr3L	19337572	19337741	+	19	NA	promoter-TSS (FBgn0003089)	-promoter-TSS (FBgn0003089)	-47	FBgn0003089	FBgn0003089	FBtr0333897						NA
ManzF6HSan_REP3.mLb.clN_peak_11187	chr3R	14879422	14879995	+	19	NA	exon (FBgn0038268, exon 1 of 5)	-exon (FBgn0038268, exon 1 of 5)	251	FBgn0038268	FBgn0038268	FBtr0344378						NA
ManzF6HSan_REP3.mLb.clN_peak_16201	chrX	16097279	16097435	+	19	NA	promoter-TSS (FBgn0259700)	-promoter-TSS (FBgn0259700)	-694	FBgn0259700	FBgn0259700	FBtr0299951						NA
ManzF6HSan_REP3.mLb.clN_peak_13630	chr4	1273424	1273690	+	19	NA	Intergenic	Intergenic	42720	FBgn0053653	FBgn0053653	FBtr0333702						NA
ManzF6HSan_REP3.mLb.clN_peak_3210	chr2R	7242155	7242640	+	19	NA	TTS (FBgn0026602)	-TTS (FBgn0026602)	3379	FBgn0026602	FBgn0026602	FBtr0089050						NA
ManzF6HSan_REP3.mLb.clN_peak_16300	chrX	16706109	16706732	+	19	NA	exon (FBgn0030777, exon 2 of 2)	-exon (FBgn0030777, exon 2 of 2)	454	FBgn0030777	FBgn0030777	FBtr0074361						NA
ManzF6HSan_REP3.mLb.clN_peak_6532	chr2R	24860391	24860728	+	19	NA	TTS (FBgn0266087)	-TTS (FBgn0266087)	1299	FBgn0266087	FBgn0266087	FBtr0343499						NA
ManzF6HSan_REP3.mLb.clN_peak_13544	chr4	932840	933655	+	19	NA	Intergenic	Intergenic	-2532	FBgn0023213	FBgn0023213	FBtr0112904						NA
ManzF6HSan_REP3.mLb.clN_peak_5821	chr2R	20698357	20699164	+	19	NA	exon (FBgn0040726, exon 1 of 8)	-exon (FBgn0040726, exon 1 of 8)	277	FBgn0040726	FBgn0040726	FBtr0086238						NA
ManzF6HSan_REP3.mLb.clN_peak_16829	chrX	19760751	19762417	+	19	NA	exon (FBgn0031070, exon 1 of 5)	-exon (FBgn0031070, exon 1 of 5)	3290	FBgn0031070	FBgn0031070	FBtr0346378						NA
ManzF6HSan_REP3.mLb.clN_peak_12112	chr3R	22214196	22214720	+	19	NA	exon (FBgn0038934, exon 1 of 3)	-exon (FBgn0038934, exon 1 of 3)	2634	FBgn0038934	FBgn0038934	FBtr0310204						NA
ManzF6HSan_REP3.mLb.clN_peak_13304	chr3R	31923528	31924251	+	19	NA	intron (FBgn0011224, intron 3 of 13)	-intron (FBgn0011224, intron 4 of 13)	-62960	FBgn0039886	FBgn0039886	FBtr0085871						NA
ManzF6HSan_REP3.mLb.clN_peak_12953	chr3R	29632002	29632621	+	19	NA	exon (FBgn0266137, exon 5 of 5)	-exon (FBgn0266137, exon 5 of 5)	13246	FBgn0039674	FBgn0039674	FBtr0085447						NA
ManzF6HSan_REP3.mLb.clN_peak_5870	chr2R	21060335	21060768	+	19	NA	promoter-TSS (FBgn0034579)	-promoter-TSS (FBgn0034579)	-4	FBgn0034578	FBgn0034578	FBtr0071545						NA
ManzF6HSan_REP3.mLb.clN_peak_13769	chrX	678603	679104	+	19	NA	Intergenic	Intergenic	1920	FBgn0286919	FBgn0286919	FBtr0475144						NA
ManzF6HSan_REP3.mLb.clN_peak_10665	chr3R	10049757	10049902	+	19	NA	exon (FBgn0037780, exon 3 of 5)	-exon (FBgn0037780, exon 3 of 5)	630	FBgn0037780	FBgn0037780	FBtr0082174						NA
ManzF6HSan_REP3.mLb.clN_peak_384	chr2L	3163639	3164035	+	19	NA	TTS (FBgn0051953)	-TTS (FBgn0051953)	192	FBgn0014906	FBgn0014906	FBtr0308315						NA
ManzF6HSan_REP3.mLb.clN_peak_14477	chrX	4468338	4468591	+	19	NA	intron (FBgn0052773, intron 2 of 4)	-intron (FBgn0000179, intron 4 of 7)	55002	FBgn0000179	FBgn0000179	FBtr0331162						NA
ManzF6HSan_REP3.mLb.clN_peak_2911	chr2R	5899285	5901463	+	19	NA	intron (FBgn0263109, intron 1 of 3)	-intron (FBgn0263109, intron 1 of 3)	6479	FBgn0263109	FBgn0263109	FBtr0307307						NA
ManzF6HSan_REP3.mLb.clN_peak_11022	chr3R	13466092	13466286	+	19	NA	promoter-TSS (FBgn0040554)	-promoter-TSS (FBgn0040554)	-83	FBgn0040554	FBgn0040554	FBtr0309273						NA
ManzF6HSan_REP3.mLb.clN_peak_9752	chr3R	4184372	4184880	+	19	NA	TTS (FBgn0037213)	-TTS (FBgn0037213)	-2337	FBgn0053294	FBgn0053294	FBtr0308946						NA
ManzF6HSan_REP3.mLb.clN_peak_4130	chr2R	11251351	11252382	+	19	NA	TTS (FBgn0026386)	-TTS (FBgn0026386)	1498	FBgn0026386	FBgn0026386	FBtr0088111						NA
ManzF6HSan_REP3.mLb.clN_peak_906	chr2L	7388820	7389014	+	19	NA	promoter-TSS (FBgn0031904)	-promoter-TSS (FBgn0031904)	409	FBgn0031905	FBgn0031905	FBtr0079438						NA
ManzF6HSan_REP3.mLb.clN_peak_15642	chrX	11872093	11873267	+	19	NA	promoter-TSS (FBgn0030347)	-promoter-TSS (FBgn0030347)	99	FBgn0030346	FBgn0030346	FBtr0073600						NA
ManzF6HSan_REP3.mLb.clN_peak_834	chr2L	6739021	6740211	+	19	NA	exon (FBgn0031854, exon 1 of 4)	-exon (FBgn0031854, exon 1 of 4)	572	FBgn0031854	FBgn0031854	FBtr0079305						NA
ManzF6HSan_REP3.mLb.clN_peak_16487	chrX	17777392	17777700	+	19	NA	exon (FBgn0024184, exon 4 of 4)	-exon (FBgn0024184, exon 4 of 4)	8977	FBgn0024184	FBgn0024184	FBtr0340627						NA
ManzF6HSan_REP3.mLb.clN_peak_5270	chr2R	17076082	17076425	+	19	NA	promoter-TSS (FBgn0050460)	-promoter-TSS (FBgn0050460)	-4344	FBgn0050460	FBgn0050460	FBtr0113378						NA
ManzF6HSan_REP3.mLb.clN_peak_674	chr2L	5712636	5713194	+	19	NA	exon (FBgn0031730, exon 3 of 4)	-exon (FBgn0031730, exon 3 of 4)	-2763	FBgn0266065	FBgn0266065	FBtr0343390						NA
ManzF6HSan_REP3.mLb.clN_peak_16628	chrX	18734648	18734907	+	19	NA	Intergenic	Intergenic	1964	FBgn0267069	FBgn0267069	FBtr0346066						NA
ManzF6HSan_REP3.mLb.clN_peak_8618	chr3L	16470236	16470501	+	19	NA	TTS (FBgn0004569)	-TTS (FBgn0004569)	13282	FBgn0004569	FBgn0004569	FBtr0075408						NA
ManzF6HSan_REP3.mLb.clN_peak_375	chr2L	3109931	3110230	+	19	NA	exon (FBgn0005779, exon 1 of 1)	-exon (FBgn0005779, exon 1 of 1)	408	FBgn0005779	FBgn0005779	FBtr0077660						NA
ManzF6HSan_REP3.mLb.clN_peak_4301	chr2R	11927959	11928369	+	19	NA	Intergenic	Intergenic	1632	FBgn0265371	FBgn0265371	FBtr0339584						NA
ManzF6HSan_REP3.mLb.clN_peak_12993	chr3R	29902312	29902554	+	19	NA	TTS (FBgn0039718)	-TTS (FBgn0039718)	1392	FBgn0039718	FBgn0039718	FBtr0085515						NA
ManzF6HSan_REP3.mLb.clN_peak_1268	chr2L	10065798	10066329	+	19	NA	exon (FBgn0265002, exon 20 of 21)	-exon (FBgn0265002, exon 20 of 21)	5247	FBgn0032178	FBgn0032178	FBtr0079938						NA
ManzF6HSan_REP3.mLb.clN_peak_16888	chrX	20462988	20463287	+	19	NA	intron (FBgn0052506, intron 5 of 8)	-intron (FBgn0052506, intron 5 of 8)	-4318	FBgn0031117	FBgn0031117	FBtr0340044						NA
ManzF6HSan_REP3.mLb.clN_peak_5017	chr2R	15571037	15571642	+	19	NA	promoter-TSS (FBgn0050466)	-promoter-TSS (FBgn0050466)	78	FBgn0013762	FBgn0013762	FBtr0087350						NA
ManzF6HSan_REP3.mLb.clN_peak_81	chr2L	457727	458317	+	19	NA	TTS (FBgn0031258)	-TTS (FBgn0031258)	2491	FBgn0031257	FBgn0031257	FBtr0331230						NA
ManzF6HSan_REP3.mLb.clN_peak_5250	chr2R	16911349	16911554	+	19	NA	Intergenic	Intergenic	12916	FBgn0004784	FBgn0004784	FBtr0087047						NA
ManzF6HSan_REP3.mLb.clN_peak_3932	chr2R	10361323	10361656	+	19	NA	promoter-TSS (FBgn0041242)	-promoter-TSS (FBgn0041242)	-696	FBgn0041242	FBgn0041242	FBtr0303149						NA
ManzF6HSan_REP3.mLb.clN_peak_9014	chr3L	19653610	19653782	+	19	NA	exon (FBgn0036899, exon 4 of 9)	-exon (FBgn0036899, exon 4 of 9)	-3845	FBgn0022774	FBgn0022774	FBtr0074961						NA
ManzF6HSan_REP3.mLb.clN_peak_14081	chrX	2103418	2103583	+	19	NA	exon (FBgn0000382, exon 1 of 8)	-exon (FBgn0000382, exon 1 of 8)	1573	FBgn0086043	FBgn0086043	FBtr0114319						NA
ManzF6HSan_REP3.mLb.clN_peak_10785	chr3R	11226501	11226949	+	19	NA	promoter-TSS (FBgn0037880)	-promoter-TSS (FBgn0037880)	-37	FBgn0037880	FBgn0037880	FBtr0082352						NA
ManzF6HSan_REP3.mLb.clN_peak_8719	chr3L	17056806	17058362	+	19	NA	exon (FBgn0036698, exon 3 of 4)	-exon (FBgn0036698, exon 3 of 4)	1971	FBgn0036698	FBgn0036698	FBtr0075284						NA
ManzF6HSan_REP3.mLb.clN_peak_13613	chr4	1221909	1222780	+	19	NA	exon (FBgn0263112, exon 9 of 9)	-exon (FBgn0263112, exon 9 of 9)	8369	FBgn0027101	FBgn0027101	FBtr0100406						NA
ManzF6HSan_REP3.mLb.clN_peak_5857	chr2R	21000287	21000480	+	19	NA	promoter-TSS (FBgn0034570)	-promoter-TSS (FBgn0034570)	4163	FBgn0034570	FBgn0034570	FBtr0479792						NA
ManzF6HSan_REP3.mLb.clN_peak_112	chr2L	681963	683140	+	19	NA	intron (FBgn0284247, intron 2 of 11)	-intron (FBgn0284247, intron 2 of 11)	-28017	FBgn0266323	FBgn0266323	FBtr0344054						NA
ManzF6HSan_REP3.mLb.clN_peak_11360	chr3R	16263647	16264828	+	19	NA	promoter-TSS (FBgn0020407)	-promoter-TSS (FBgn0020407)	-34	FBgn0020407	FBgn0020407	FBtr0083259						NA
ManzF6HSan_REP3.mLb.clN_peak_6089	chr2R	22401634	22402164	+	19	NA	TTS (FBgn0265981)	-TTS (FBgn0265981)	160	FBgn0034724	FBgn0034724	FBtr0339539						NA
ManzF6HSan_REP3.mLb.clN_peak_16556	chrX	18319782	18320259	+	19	NA	intron (FBgn0030912, intron 1 of 3)	-intron (FBgn0030912, intron 1 of 3)	-4119	FBgn0030912	FBgn0030912	FBtr0074579						NA
ManzF6HSan_REP3.mLb.clN_peak_10120	chr3R	5999705	6000581	+	19	NA	TTS (FBgn0003261)	-TTS (FBgn0003261)	-4326	FBgn0266233	FBgn0266233	FBtr0343896						NA
ManzF6HSan_REP3.mLb.clN_peak_3251	chr2R	7424522	7424652	+	19	NA	exon (FBgn0003460, exon 2 of 7)	-exon (FBgn0003460, exon 2 of 7)	-1593	FBgn0265097	FBgn0265097	FBtr0344614						NA
ManzF6HSan_REP3.mLb.clN_peak_15866	chrX	13685904	13686224	+	19	NA	exon (FBgn0030512, exon 6 of 6)	-exon (FBgn0030512, exon 6 of 6)	3112	FBgn0030511	FBgn0030511	FBtr0073812						NA
ManzF6HSan_REP3.mLb.clN_peak_5630	chr2R	19279338	19280039	+	19	NA	exon (FBgn0003254, exon 2 of 2)	-exon (FBgn0003254, exon 2 of 2)	3956	FBgn0003254	FBgn0003254	FBtr0330058						NA
ManzF6HSan_REP3.mLb.clN_peak_14134	chrX	2341354	2341904	+	19	NA	exon (FBgn0003079, exon 2 of 5)	-exon (FBgn0003079, exon 2 of 5)	3020	FBgn0040389	FBgn0040389	FBtr0333730						NA
ManzF6HSan_REP3.mLb.clN_peak_10003	chr3R	5315486	5316298	+	19	NA	intron (FBgn0013576, intron 2 of 16)	-intron (FBgn0013576, intron 2 of 18)	15747	FBgn0037310	FBgn0037310	FBtr0078784						NA
ManzF6HSan_REP3.mLb.clN_peak_4592	chr2R	13378267	13378739	+	19	NA	promoter-TSS (FBgn0033830)	-promoter-TSS (FBgn0033830)	-772	FBgn0033830	FBgn0033830	FBtr0087720						NA
ManzF6HSan_REP3.mLb.clN_peak_14820	chrX	6646485	6647426	+	19	NA	intron (FBgn0029881, intron 6 of 9)	-intron (FBgn0029881, intron 6 of 9)	7293	FBgn0029882	FBgn0029882	FBtr0070993						NA
ManzF6HSan_REP3.mLb.clN_peak_7144	chr3L	3612242	3612431	+	19	NA	exon (FBgn0035452, exon 1 of 5)	-exon (FBgn0035452, exon 1 of 5)	144	FBgn0035452	FBgn0035452	FBtr0290290						NA
ManzF6HSan_REP3.mLb.clN_peak_12362	chr3R	24206308	24206477	+	19	NA	intron (FBgn0011725, intron 5 of 7)	-intron (FBgn0011725, intron 5 of 7)	12326	FBgn0039167	FBgn0039167	FBtr0084572						NA
ManzF6HSan_REP3.mLb.clN_peak_6080	chr2R	22368663	22369023	+	19	NA	intron (FBgn0034720, intron 1 of 13)	-intron (FBgn0034720, intron 1 of 13)	4266	FBgn0034720	FBgn0034720	FBtr0342990						NA
ManzF6HSan_REP3.mLb.clN_peak_8928	chr3L	18910438	18910574	+	19	NA	exon (FBgn0036830, exon 5 of 7)	-exon (FBgn0036830, exon 5 of 7)	676	FBgn0036829	FBgn0036829	FBtr0309798						NA
ManzF6HSan_REP3.mLb.clN_peak_6413	chr2R	24255303	24255821	+	19	NA	TTS (FBgn0050418)	-TTS (FBgn0050418)	235	FBgn0034996	FBgn0034996	FBtr0072264						NA
ManzF6HSan_REP3.mLb.clN_peak_10518	chr3R	9105750	9106709	+	19	NA	intron (FBgn0003165, intron 1 of 6)	-intron (FBgn0003165, intron 8 of 12)	41046	FBgn0037661	FBgn0037661	FBtr0081971						NA
ManzF6HSan_REP3.mLb.clN_peak_5289	chr2R	17165647	17166024	+	19	NA	exon (FBgn0034204, exon 2 of 2)	-exon (FBgn0034204, exon 2 of 2)	808	FBgn0034204	FBgn0034204	FBtr0329878						NA
ManzF6HSan_REP3.mLb.clN_peak_11495	chr3R	17679750	17679895	+	19	NA	promoter-TSS (FBgn0038535)	-promoter-TSS (FBgn0038535)	2693	FBgn0038535	FBgn0038535	FBtr0089417						NA
ManzF6HSan_REP3.mLb.clN_peak_13755	chrX	596814	597201	+	19	NA	exon (FBgn0261930, exon 3 of 3)	-exon (FBgn0261930, exon 3 of 3)	14886	FBgn0261930	FBgn0261930	FBtr0110929						NA
ManzF6HSan_REP3.mLb.clN_peak_15723	chrX	12676837	12677037	+	19	NA	intron (FBgn0011837, intron 1 of 2)	-intron (FBgn0011837, intron 2 of 3)	-3750	FBgn0286868	FBgn0286868	FBtr0475041						NA
ManzF6HSan_REP3.mLb.clN_peak_4411	chr2R	12485428	12486322	+	19	NA	TTS (FBgn0085263)	-TTS (FBgn0085263)	1516	FBgn0085263	FBgn0085263	FBtr0473609						NA
ManzF6HSan_REP3.mLb.clN_peak_1881	chr2L	16909785	16910470	+	19	NA	exon (FBgn0026150, exon 2 of 2)	-exon (FBgn0026150, exon 2 of 2)	291	FBgn0026150	FBgn0026150	FBtr0080956						NA
ManzF6HSan_REP3.mLb.clN_peak_13226	chr3R	31537931	31538079	+	19	NA	Intergenic	Intergenic	-5158	FBgn0039852	FBgn0039852	FBtr0300876						NA
ManzF6HSan_REP3.mLb.clN_peak_118	chr2L	753416	753894	+	19	NA	exon (FBgn0031275, exon 1 of 10)	-exon (FBgn0031275, exon 1 of 10)	855	FBgn0031275	FBgn0031275	FBtr0343787						NA
ManzF6HSan_REP3.mLb.clN_peak_14353	chrX	3823059	3823314	+	19	NA	intron (FBgn0000542, intron 2 of 5)	-intron (FBgn0000542, intron 2 of 5)	3487	FBgn0052785	FBgn0052785	FBtr0070603						NA
ManzF6HSan_REP3.mLb.clN_peak_3463	chr2R	8356095	8356576	+	19	NA	intron (FBgn0261588, intron 2 of 10)	-intron (FBgn0261588, intron 2 of 10)	-2203	FBgn0033283	FBgn0033283	FBtr0088739						NA
ManzF6HSan_REP3.mLb.clN_peak_14222	chrX	2885356	2885800	+	19	NA	exon (FBgn0029639, exon 1 of 1)	-exon (FBgn0029639, exon 1 of 1)	336	FBgn0029639	FBgn0029639	FBtr0070564						NA
ManzF6HSan_REP3.mLb.clN_peak_16041	chrX	15077928	15078086	+	19	NA	exon (FBgn0265873, exon 1 of 1)	-exon (FBgn0265873, exon 1 of 1)	-1787	FBgn0030608	FBgn0030608	FBtr0346060						NA
ManzF6HSan_REP3.mLb.clN_peak_15544	chrX	11405216	11406524	+	19	NA	intron (FBgn0001624, intron 10 of 11)	-intron (FBgn0001624, intron 11 of 12)	-4077	FBgn0030296	FBgn0030296	FBtr0309222						NA
ManzF6HSan_REP3.mLb.clN_peak_9004	chr3L	19569417	19569721	+	19	NA	intron (FBgn0005564, intron 5 of 5)	-intron (FBgn0005564, intron 6 of 6)	6933	FBgn0267576	FBgn0267576	FBtr0346990						NA
ManzF6HSan_REP3.mLb.clN_peak_13371	chr4	245227	246080	+	19	NA	exon (FBgn0039897, exon 11 of 11)	-exon (FBgn0039897, exon 11 of 11)	7676	FBgn0053481	FBgn0053481	FBtr0334408						NA
