PeakID (cmd=annotatePeaks.pl ManzF3Heat_REP1.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF3Heat_REP1.mLb.clN_peak_5621	chr3L	12391401	12391726	+	20	NA	promoter-TSS (FBgn0036279)	-promoter-TSS (FBgn0036279)	-119	FBgn0036279	FBgn0036279	FBtr0333840						NA
ManzF3Heat_REP1.mLb.clN_peak_5886	chr3L	15173010	15173150	+	20	NA	Intergenic	Intergenic	-9452	FBgn0036489	FBgn0036489	FBtr0075645						NA
ManzF3Heat_REP1.mLb.clN_peak_3921	chr2R	21580867	21581181	+	20	NA	Intergenic	Intergenic	-2468	FBgn0050222	FBgn0050222	FBtr0342898						NA
ManzF3Heat_REP1.mLb.clN_peak_11909	chrX	21560766	21561103	+	20	NA	Intergenic	Intergenic	-22868	FBgn0265922	FBgn0265922	FBtr0342860						NA
ManzF3Heat_REP1.mLb.clN_peak_8832	chr3R	24944426	24945229	+	20	NA	promoter-TSS (FBgn0039254)	-promoter-TSS (FBgn0039254)	129	FBgn0029157	FBgn0029157	FBtr0301613						NA
ManzF3Heat_REP1.mLb.clN_peak_3530	chr2R	18133701	18134678	+	20	NA	intron (FBgn0001222, intron 1 of 8)	-intron (FBgn0001222, intron 1 of 7)	445	FBgn0001222	FBgn0001222	FBtr0110966						NA
ManzF3Heat_REP1.mLb.clN_peak_75	chr2L	681912	684406	+	20	NA	intron (FBgn0284247, intron 2 of 11)	-intron (FBgn0284247, intron 2 of 11)	-27409	FBgn0266323	FBgn0266323	FBtr0344054						NA
ManzF3Heat_REP1.mLb.clN_peak_10250	chrX	4573099	4573223	+	20	NA	intron (FBgn0052773, intron 1 of 4)	-intron (FBgn0052773, intron 1 of 4)	-1232	FBgn0029717	FBgn0029717	FBtr0070697						NA
ManzF3Heat_REP1.mLb.clN_peak_5665	chr3L	12841352	12841650	+	20	NA	intron (FBgn0036316, intron 1 of 4)	-intron (FBgn0036316, intron 1 of 4)	8290	FBgn0036317	FBgn0036317	FBtr0075939						NA
ManzF3Heat_REP1.mLb.clN_peak_7737	chr3R	12244427	12244678	+	20	NA	promoter-TSS (FBgn0267142)	-promoter-TSS (FBgn0267142)	-437	FBgn0267142	FBgn0267142	FBtr0346252						NA
ManzF3Heat_REP1.mLb.clN_peak_5364	chr3L	9696867	9697186	+	20	NA	promoter-TSS (FBgn0036030)	-promoter-TSS (FBgn0036030)	-1310	FBgn0015321	FBgn0015321	FBtr0345604						NA
ManzF3Heat_REP1.mLb.clN_peak_10836	chrX	11108392	11109149	+	20	NA	TTS (FBgn0259101)	-TTS (FBgn0259101)	-1033	FBgn0015245	FBgn0015245	FBtr0073435						NA
ManzF3Heat_REP1.mLb.clN_peak_5308	chr3L	8986047	8986749	+	20	NA	promoter-TSS (FBgn0035951)	-promoter-TSS (FBgn0035951)	-312	FBgn0035951	FBgn0035951	FBtr0333907						NA
ManzF3Heat_REP1.mLb.clN_peak_1378	chr2L	16315102	16315325	+	20	NA	intron (FBgn0000250, intron 4 of 6)	-intron (FBgn0000250, intron 4 of 6)	4257	FBgn0001086	FBgn0001086	FBtr0080833						NA
ManzF3Heat_REP1.mLb.clN_peak_5724	chr3L	13497191	13497395	+	20	NA	intron (FBgn0036373, intron 1 of 2)	-intron (FBgn0036373, intron 2 of 3)	1666	FBgn0036373	FBgn0036373	FBtr0075811						NA
ManzF3Heat_REP1.mLb.clN_peak_7691	chr3R	11778039	11779026	+	20	NA	promoter-TSS (FBgn0265276)	-promoter-TSS (FBgn0265276)	-180	FBgn0265276	FBgn0265276	FBtr0307086						NA
ManzF3Heat_REP1.mLb.clN_peak_2963	chr2R	12652563	12653147	+	20	NA	promoter-TSS (FBgn0033762)	-promoter-TSS (FBgn0033762)	50	FBgn0033762	FBgn0033762	FBtr0087845						NA
ManzF3Heat_REP1.mLb.clN_peak_11782	chrX	20481419	20481748	+	20	NA	intron (FBgn0031118, intron 3 of 13)	-intron (FBgn0031118, intron 5 of 13)	-4597	FBgn0040649	FBgn0040649	FBtr0077311						NA
ManzF3Heat_REP1.mLb.clN_peak_5327	chr3L	9335555	9336161	+	20	NA	promoter-TSS (FBgn0035975)	-promoter-TSS (FBgn0035975)	169	FBgn0035975	FBgn0035975	FBtr0076435						NA
ManzF3Heat_REP1.mLb.clN_peak_3254	chr2R	15308450	15309396	+	20	NA	promoter-TSS (FBgn0265194)	-promoter-TSS (FBgn0265194)	445	FBgn0265194	FBgn0265194	FBtr0481669						NA
ManzF3Heat_REP1.mLb.clN_peak_8782	chr3R	24233709	24234728	+	20	NA	promoter-TSS (FBgn0043884)	-promoter-TSS (FBgn0043884)	-852	FBgn0043884	FBgn0043884	FBtr0345261						NA
ManzF3Heat_REP1.mLb.clN_peak_1504	chr2L	18324073	18325172	+	20	NA	intron (FBgn0000636, intron 1 of 6)	-intron (FBgn0000636, intron 1 of 7)	4520	FBgn0000636	FBgn0000636	FBtr0344782						NA
ManzF3Heat_REP1.mLb.clN_peak_7228	chr3R	6822838	6823114	+	20	NA	promoter-TSS (FBgn0011904)	-promoter-TSS (FBgn0011904)	59	FBgn0011904	FBgn0011904	FBtr0081660						NA
ManzF3Heat_REP1.mLb.clN_peak_11106	chrX	14140623	14140774	+	20	NA	Intergenic	Intergenic	-1031	FBgn0265869	FBgn0265869	FBtr0342715						NA
ManzF3Heat_REP1.mLb.clN_peak_9841	chrX	1099698	1099828	+	20	NA	intron (FBgn0040397, intron 3 of 6)	-intron (FBgn0040397, intron 2 of 4)	35133	FBgn0040397	FBgn0040397	FBtr0331340						NA
ManzF3Heat_REP1.mLb.clN_peak_8193	chr3R	17539945	17540514	+	20	NA	promoter-TSS (FBgn0025571)	-promoter-TSS (FBgn0025571)	-192	FBgn0025571	FBgn0025571	FBtr0083456						NA
ManzF3Heat_REP1.mLb.clN_peak_10164	chrX	3761150	3761449	+	20	NA	intron (FBgn0283657, intron 1 of 8)	-intron (FBgn0283657, intron 2 of 9)	-28743	FBgn0029676	FBgn0029676	FBtr0333764						NA
ManzF3Heat_REP1.mLb.clN_peak_2638	chr2R	9978947	9979352	+	20	NA	promoter-TSS (FBgn0000606)	-promoter-TSS (FBgn0000606)	-170	FBgn0000606	FBgn0000606	FBtr0088390						NA
ManzF3Heat_REP1.mLb.clN_peak_2739	chr2R	10777981	10778514	+	20	NA	intron (FBgn0053144, intron 2 of 8)	-intron (FBgn0053144, intron 1 of 7)	-4648	FBgn0265345	FBgn0265345	FBtr0344612						NA
ManzF3Heat_REP1.mLb.clN_peak_123	chr2L	1157565	1158885	+	20	NA	promoter-TSS (FBgn0031312)	-promoter-TSS (FBgn0031312)	-436	FBgn0031312	FBgn0031312	FBtr0331287						NA
ManzF3Heat_REP1.mLb.clN_peak_10039	chrX	2585798	2586005	+	20	NA	promoter-TSS (FBgn0040066)	-promoter-TSS (FBgn0040066)	-79	FBgn0040066	FBgn0040066	FBtr0308566						NA
ManzF3Heat_REP1.mLb.clN_peak_9141	chr3R	28651913	28652327	+	20	NA	Intergenic	Intergenic	-1640	FBgn0051050	FBgn0051050	FBtr0336752						NA
ManzF3Heat_REP1.mLb.clN_peak_11271	chrX	15788763	15789008	+	20	NA	promoter-TSS (FBgn0026374)	-promoter-TSS (FBgn0026374)	-12	FBgn0026374	FBgn0026374	FBtr0074096						NA
ManzF3Heat_REP1.mLb.clN_peak_8780	chr3R	24220948	24222015	+	20	NA	promoter-TSS (FBgn0026257)	-promoter-TSS (FBgn0026257)	484	FBgn0011725	FBgn0011725	FBtr0084571						NA
ManzF3Heat_REP1.mLb.clN_peak_6085	chr3L	17513675	17514380	+	20	NA	promoter-TSS (FBgn0036734)	-promoter-TSS (FBgn0036734)	-115	FBgn0036733	FBgn0036733	FBtr0075209						NA
ManzF3Heat_REP1.mLb.clN_peak_5067	chr3L	6669699	6670041	+	20	NA	Intergenic	Intergenic	-2054	FBgn0041232	FBgn0041232	FBtr0300026						NA
ManzF3Heat_REP1.mLb.clN_peak_4229	chr2R	24086523	24086720	+	20	NA	promoter-TSS (FBgn0086129)	-promoter-TSS (FBgn0086129)	17	FBgn0086129	FBgn0086129	FBtr0072249						NA
ManzF3Heat_REP1.mLb.clN_peak_6243	chr3L	19092579	19093037	+	20	NA	exon (FBgn0036846, exon 1 of 2)	-exon (FBgn0036846, exon 1 of 2)	138	FBgn0036846	FBgn0036846	FBtr0330090						NA
ManzF3Heat_REP1.mLb.clN_peak_10725	chrX	9970864	9971047	+	20	NA	promoter-TSS (FBgn0263216)	-promoter-TSS (FBgn0263216)	5714	FBgn0030164	FBgn0030164	FBtr0071408						NA
ManzF3Heat_REP1.mLb.clN_peak_11833	chrX	21060670	21061062	+	20	NA	exon (FBgn0031150, exon 2 of 7)	-exon (FBgn0031150, exon 2 of 7)	6320	FBgn0031150	FBgn0031150	FBtr0332846						NA
ManzF3Heat_REP1.mLb.clN_peak_971	chr2L	11182617	11182869	+	20	NA	intron (FBgn0287724, intron 2 of 11)	-intron (FBgn0287724, intron 2 of 11)	3711	FBgn0032354	FBgn0032354	FBtr0080202						NA
ManzF3Heat_REP1.mLb.clN_peak_7621	chr3R	11073156	11073658	+	20	NA	Intergenic	Intergenic	12081	FBgn0266245	FBgn0266245	FBtr0343911						NA
ManzF3Heat_REP1.mLb.clN_peak_11857	chrX	21217328	21217528	+	20	NA	promoter-TSS (FBgn0052523)	-promoter-TSS (FBgn0052523)	-450	FBgn0052523	FBgn0052523	FBtr0077183						NA
ManzF3Heat_REP1.mLb.clN_peak_3408	chr2R	16868196	16868323	+	20	NA	promoter-TSS (FBgn0014870)	-promoter-TSS (FBgn0014870)	37	FBgn0028737	FBgn0028737	FBtr0345627						NA
ManzF3Heat_REP1.mLb.clN_peak_7568	chr3R	10264318	10264883	+	20	NA	TTS (FBgn0040078)	-TTS (FBgn0040078)	2477	FBgn0040078	FBgn0040078	FBtr0082226						NA
ManzF3Heat_REP1.mLb.clN_peak_7791	chr3R	12826571	12826730	+	20	NA	Intergenic	Intergenic	-6477	FBgn0267937	FBgn0267937	FBtr0347512						NA
ManzF3Heat_REP1.mLb.clN_peak_5638	chr3L	12585860	12586127	+	20	NA	exon (FBgn0015904, exon 2 of 5)	-exon (FBgn0015904, exon 2 of 5)	5321	FBgn0015904	FBgn0015904	FBtr0300551						NA
ManzF3Heat_REP1.mLb.clN_peak_3591	chr2R	18776357	18777514	+	20	NA	promoter-TSS (FBgn0034390)	-promoter-TSS (FBgn0034390)	43	FBgn0034390	FBgn0034390	FBtr0303846						NA
ManzF3Heat_REP1.mLb.clN_peak_5477	chr3L	10878770	10879096	+	20	NA	promoter-TSS (FBgn0036105)	-promoter-TSS (FBgn0036105)	104	FBgn0036104	FBgn0036104	FBtr0076274						NA
ManzF3Heat_REP1.mLb.clN_peak_5726	chr3L	13513062	13513720	+	20	NA	promoter-TSS (FBgn0036376)	-promoter-TSS (FBgn0036376)	27	FBgn0036376	FBgn0036376	FBtr0330342						NA
ManzF3Heat_REP1.mLb.clN_peak_6454	chr3L	21094524	21094688	+	20	NA	intron (FBgn0020294, intron 1 of 6)	-intron (FBgn0020294, intron 2 of 7)	5494	FBgn0020294	FBgn0020294	FBtr0078324						NA
ManzF3Heat_REP1.mLb.clN_peak_1586	chr2L	19133751	19134139	+	20	NA	promoter-TSS (FBgn0086447)	-promoter-TSS (FBgn0086447)	1288	FBgn0086447	FBgn0086447	FBtr0336628						NA
ManzF3Heat_REP1.mLb.clN_peak_5450	chr3L	10738523	10738641	+	20	NA	Intergenic	Intergenic	-33343	FBgn0262890	FBgn0262890	FBtr0334743						NA
ManzF3Heat_REP1.mLb.clN_peak_6040	chr3L	16940523	16940769	+	20	NA	exon (FBgn0036680, exon 3 of 4)	-exon (FBgn0036680, exon 3 of 4)	-1694	FBgn0036679	FBgn0036679	FBtr0273313						NA
ManzF3Heat_REP1.mLb.clN_peak_1316	chr2L	15385080	15385372	+	20	NA	Intergenic	Intergenic	-11108	FBgn0266153	FBgn0266153	FBtr0343712						NA
ManzF3Heat_REP1.mLb.clN_peak_246	chr2L	2730000	2730146	+	20	NA	promoter-TSS (FBgn0031449)	-promoter-TSS (FBgn0031449)	4399	FBgn0031449	FBgn0031449	FBtr0334161						NA
ManzF3Heat_REP1.mLb.clN_peak_7063	chr3R	5647811	5648937	+	20	NA	promoter-TSS (FBgn0262125)	-promoter-TSS (FBgn0262125)	364	FBgn0027951	FBgn0027951	FBtr0330315						NA
ManzF3Heat_REP1.mLb.clN_peak_605	chr2L	6852007	6852391	+	20	NA	promoter-TSS (FBgn0017551)	-promoter-TSS (FBgn0017551)	-116	FBgn0017551	FBgn0017551	FBtr0079342						NA
ManzF3Heat_REP1.mLb.clN_peak_1007	chr2L	11650964	11651190	+	20	NA	TTS (FBgn0032370)	-TTS (FBgn0032370)	933	FBgn0032370	FBgn0032370	FBtr0080266						NA
ManzF3Heat_REP1.mLb.clN_peak_10726	chrX	9989492	9989726	+	20	NA	promoter-TSS (FBgn0052694)	-promoter-TSS (FBgn0052694)	-81	FBgn0052694	FBgn0052694	FBtr0307381						NA
ManzF3Heat_REP1.mLb.clN_peak_12032	chrX	22918986	22919213	+	20	NA	Intergenic	Intergenic	1994	FBgn0083994	FBgn0083994	FBtr0332615						NA
ManzF3Heat_REP1.mLb.clN_peak_2166	chr2R	6321355	6321496	+	20	NA	Intergenic	Intergenic	75913	FBgn0286511	FBgn0286511	FBtr0336520						NA
ManzF3Heat_REP1.mLb.clN_peak_4675	chr3L	2547227	2548032	+	20	NA	intron (FBgn0010905, intron 1 of 13)	-intron (FBgn0010905, intron 1 of 15)	6663	FBgn0010905	FBgn0010905	FBtr0345047						NA
ManzF3Heat_REP1.mLb.clN_peak_7378	chr3R	8240293	8240486	+	20	NA	TTS (FBgn0037556)	-TTS (FBgn0037556)	126	FBgn0037555	FBgn0037555	FBtr0334315						NA
ManzF3Heat_REP1.mLb.clN_peak_11343	chrX	16655024	16656098	+	20	NA	promoter-TSS (FBgn0030768)	-promoter-TSS (FBgn0030768)	91	FBgn0003189	FBgn0003189	FBtr0340156						NA
ManzF3Heat_REP1.mLb.clN_peak_5216	chr3L	8158837	8158970	+	20	NA	promoter-TSS (FBgn0259916)	-promoter-TSS (FBgn0259916)	-3	FBgn0259916	FBgn0259916	FBtr0332760						NA
ManzF3Heat_REP1.mLb.clN_peak_6976	chr3R	5023381	5023502	+	20	NA	Intergenic	Intergenic	7817	FBgn0267145	FBgn0267145	FBtr0346249						NA
ManzF3Heat_REP1.mLb.clN_peak_548	chr2L	6239756	6240082	+	20	NA	Intergenic	Intergenic	8112	FBgn0266070	FBgn0266070	FBtr0343397						NA
ManzF3Heat_REP1.mLb.clN_peak_5157	chr3L	7641477	7641698	+	20	NA	promoter-TSS (FBgn0035805)	-promoter-TSS (FBgn0035805)	61	FBgn0035805	FBgn0035805	FBtr0076822						NA
ManzF3Heat_REP1.mLb.clN_peak_1230	chr2L	14440366	14440594	+	20	NA	Intergenic	Intergenic	8529	FBgn0267290	FBgn0267290	FBtr0346575						NA
ManzF3Heat_REP1.mLb.clN_peak_1513	chr2L	18442659	18443552	+	20	NA	intron (FBgn0261597, intron 1 of 1)	-intron (FBgn0261597, intron 1 of 1)	123	FBgn0261597	FBgn0261597	FBtr0081090						NA
ManzF3Heat_REP1.mLb.clN_peak_6492	chr3L	21389602	21389917	+	20	NA	intron (FBgn0261258, intron 1 of 5)	-intron (FBgn0261258, intron 1 of 6)	7258	FBgn0261258	FBgn0261258	FBtr0078346						NA
ManzF3Heat_REP1.mLb.clN_peak_6920	chr3R	4673318	4674083	+	20	NA	promoter-TSS (FBgn0265040)	-promoter-TSS (FBgn0265040)	-277	FBgn0265040	FBgn0265040	FBtr0336463						NA
ManzF3Heat_REP1.mLb.clN_peak_4839	chr3L	4186621	4186898	+	20	NA	exon (FBgn0028664, exon 1 of 1)	-exon (FBgn0028664, exon 1 of 1)	106	FBgn0028664	FBgn0028664	FBtr0073256						NA
ManzF3Heat_REP1.mLb.clN_peak_1096	chr2L	13085134	13085280	+	20	NA	Intergenic	Intergenic	-4596	FBgn0265086	FBgn0265086	FBtr0336854						NA
ManzF3Heat_REP1.mLb.clN_peak_276	chr2L	3039901	3040105	+	20	NA	promoter-TSS (FBgn0031500)	-promoter-TSS (FBgn0031500)	-109	FBgn0031500	FBgn0031500	FBtr0335479						NA
ManzF3Heat_REP1.mLb.clN_peak_3485	chr2R	17568171	17568961	+	20	NA	promoter-TSS (FBgn0040294)	-promoter-TSS (FBgn0040294)	-110	FBgn0034243	FBgn0034243	FBtr0086906						NA
ManzF3Heat_REP1.mLb.clN_peak_1319	chr2L	15391948	15392097	+	20	NA	Intergenic	Intergenic	-4312	FBgn0266153	FBgn0266153	FBtr0343712						NA
ManzF3Heat_REP1.mLb.clN_peak_749	chr2L	8294127	8294359	+	20	NA	promoter-TSS (FBgn0264083)	-promoter-TSS (FBgn0264083)	-915	FBgn0264083	FBgn0264083	FBtr0330691						NA
ManzF3Heat_REP1.mLb.clN_peak_4383	chr3L	99198	99914	+	20	NA	Intergenic	Intergenic	-1181	FBgn0040688	FBgn0040688	FBtr0072540						NA
ManzF3Heat_REP1.mLb.clN_peak_4732	chr3L	3223589	3223830	+	20	NA	promoter-TSS (FBgn0035422)	-promoter-TSS (FBgn0035422)	368	FBgn0035423	FBgn0035423	FBtr0073044						NA
ManzF3Heat_REP1.mLb.clN_peak_8117	chr3R	16453668	16453884	+	20	NA	promoter-TSS (FBgn0044826)	-promoter-TSS (FBgn0044826)	45	FBgn0044826	FBgn0044826	FBtr0330047						NA
ManzF3Heat_REP1.mLb.clN_peak_7651	chr3R	11421754	11422333	+	20	NA	promoter-TSS (FBgn0037897)	-promoter-TSS (FBgn0037897)	-49	FBgn0037897	FBgn0037897	FBtr0082387						NA
ManzF3Heat_REP1.mLb.clN_peak_9424	chr3R	31335939	31336170	+	20	NA	intron (FBgn0085376, intron 1 of 16)	-intron (FBgn0085376, intron 1 of 16)	-9085	FBgn0267787	FBgn0267787	FBtr0347353						NA
ManzF3Heat_REP1.mLb.clN_peak_6341	chr3L	20031031	20031151	+	20	NA	Intergenic	Intergenic	-2071	FBgn0036932	FBgn0036932	FBtr0302366						NA
ManzF3Heat_REP1.mLb.clN_peak_12117	chrX	23510220	23510567	+	20	NA	Intergenic	Intergenic	218693	FBgn0267524	FBgn0267524	FBtr0346898						NA
ManzF3Heat_REP1.mLb.clN_peak_5499	chr3L	11113349	11113791	+	20	NA	TTS (FBgn0036134)	-TTS (FBgn0036134)	170	FBgn0003462	FBgn0003462	FBtr0076229						NA
ManzF3Heat_REP1.mLb.clN_peak_2868	chr2R	11738916	11739076	+	20	NA	Intergenic	Intergenic	-17821	FBgn0033652	FBgn0033652	FBtr0304622						NA
ManzF3Heat_REP1.mLb.clN_peak_1797	chr2L	21168206	21168851	+	20	NA	promoter-TSS (FBgn0010100)	-promoter-TSS (FBgn0010100)	-42	FBgn0010100	FBgn0010100	FBtr0343871						NA
ManzF3Heat_REP1.mLb.clN_peak_8515	chr3R	21359516	21359778	+	20	NA	promoter-TSS (FBgn0002781)	-promoter-TSS (FBgn0002781)	121	FBgn0266176	FBgn0266176	FBtr0343757						NA
ManzF3Heat_REP1.mLb.clN_peak_8605	chr3R	22362220	22362418	+	20	NA	promoter-TSS (FBgn0260467)	-promoter-TSS (FBgn0260467)	52	FBgn0038948	FBgn0038948	FBtr0330378						NA
ManzF3Heat_REP1.mLb.clN_peak_4282	chr2R	24560970	24561681	+	20	NA	promoter-TSS (FBgn0035024)	-promoter-TSS (FBgn0035024)	-272	FBgn0016687	FBgn0016687	FBtr0072343						NA
ManzF3Heat_REP1.mLb.clN_peak_11385	chrX	17101052	17101308	+	20	NA	promoter-TSS (FBgn0030817)	-promoter-TSS (FBgn0030817)	4672	FBgn0065032	FBgn0065032	FBtr0074410						NA
ManzF3Heat_REP1.mLb.clN_peak_10965	chrX	12744134	12744482	+	20	NA	promoter-TSS (FBgn0030418)	-promoter-TSS (FBgn0030418)	-1008	FBgn0030418	FBgn0030418	FBtr0073686						NA
ManzF3Heat_REP1.mLb.clN_peak_2324	chr2R	7457303	7458012	+	20	NA	intron (FBgn0025885, intron 1 of 4)	-intron (FBgn0025885, intron 1 of 4)	1217	FBgn0025885	FBgn0025885	FBtr0089329						NA
ManzF3Heat_REP1.mLb.clN_peak_4487	chr3L	872626	872895	+	20	NA	promoter-TSS (FBgn0052479)	-promoter-TSS (FBgn0052479)	-151	FBgn0052479	FBgn0052479	FBtr0333267						NA
ManzF3Heat_REP1.mLb.clN_peak_7252	chr3R	7089128	7089831	+	20	NA	TTS (FBgn0003884)	-TTS (FBgn0003884)	2880	FBgn0003884	FBgn0003884	FBtr0081639						NA
ManzF3Heat_REP1.mLb.clN_peak_3456	chr2R	17328107	17328695	+	20	NA	intron (FBgn0265487, intron 1 of 5)	-intron (FBgn0265487, intron 2 of 3)	-21099	FBgn0263709	FBgn0263709	FBtr0310348						NA
ManzF3Heat_REP1.mLb.clN_peak_5619	chr3L	12380293	12380613	+	20	NA	exon (FBgn0267474, exon 1 of 1)	-exon (FBgn0267474, exon 1 of 1)	201	FBgn0267474	FBgn0267474	FBtr0346846						NA
ManzF3Heat_REP1.mLb.clN_peak_7719	chr3R	12008830	12009143	+	20	NA	exon (FBgn0037978, exon 3 of 4)	-exon (FBgn0037978, exon 3 of 4)	1448	FBgn0037978	FBgn0037978	FBtr0335434						NA
ManzF3Heat_REP1.mLb.clN_peak_10708	chrX	9833194	9833327	+	20	NA	intron (FBgn0052698, intron 3 of 8)	-intron (FBgn0052698, intron 3 of 8)	-31973	FBgn0019929	FBgn0019929	FBtr0071387						NA
ManzF3Heat_REP1.mLb.clN_peak_5702	chr3L	13277707	13277878	+	20	NA	exon (FBgn0023095, exon 5 of 5)	-exon (FBgn0023095, exon 5 of 5)	-4601	FBgn0262622	FBgn0262622	FBtr0344572						NA
ManzF3Heat_REP1.mLb.clN_peak_969	chr2L	11168835	11169100	+	20	NA	intron (FBgn0287724, intron 3 of 11)	-intron (FBgn0287724, intron 1 of 9)	-1071	FBgn0287724	FBgn0287724	FBtr0310280						NA
ManzF3Heat_REP1.mLb.clN_peak_1459	chr2L	17430591	17431304	+	20	NA	TTS (FBgn0265582)	-TTS (FBgn0265582)	1241	FBgn0265582	FBgn0265582	FBtr0340249						NA
ManzF3Heat_REP1.mLb.clN_peak_2986	chr2R	12915815	12916228	+	20	NA	promoter-TSS (FBgn0010488)	-promoter-TSS (FBgn0010488)	27	FBgn0010488	FBgn0010488	FBtr0334772						NA
ManzF3Heat_REP1.mLb.clN_peak_2943	chr2R	12453099	12453425	+	20	NA	promoter-TSS (FBgn0010238)	-promoter-TSS (FBgn0010238)	72	FBgn0010238	FBgn0010238	FBtr0087933						NA
ManzF3Heat_REP1.mLb.clN_peak_6234	chr3L	19041322	19041562	+	20	NA	intron (FBgn0002945, intron 1 of 3)	-intron (FBgn0002945, intron 1 of 4)	4007	FBgn0002945	FBgn0002945	FBtr0332650						NA
ManzF3Heat_REP1.mLb.clN_peak_9696	chrX	154189	155176	+	20	NA	intron (FBgn0284435, intron 2 of 7)	-intron (FBgn0284435, intron 1 of 6)	-2403	FBgn0264445	FBgn0264445	FBtr0332568						NA
ManzF3Heat_REP1.mLb.clN_peak_5366	chr3L	9704278	9704582	+	20	NA	promoter-TSS (FBgn0036032)	-promoter-TSS (FBgn0036032)	99	FBgn0036032	FBgn0036032	FBtr0330098						NA
ManzF3Heat_REP1.mLb.clN_peak_10994	chrX	13080195	13080976	+	20	NA	intron (FBgn0010303, intron 9 of 9)	-intron (FBgn0010303, intron 9 of 9)	9849	FBgn0010303	FBgn0010303	FBtr0479993						NA
ManzF3Heat_REP1.mLb.clN_peak_11391	chrX	17130319	17130523	+	20	NA	promoter-TSS (FBgn0260748)	-promoter-TSS (FBgn0260748)	-2	FBgn0260748	FBgn0260748	FBtr0346797						NA
ManzF3Heat_REP1.mLb.clN_peak_10844	chrX	11325345	11326782	+	20	NA	promoter-TSS (FBgn0001491)	-promoter-TSS (FBgn0001491)	678	FBgn0030286	FBgn0030286	FBtr0073448						NA
ManzF3Heat_REP1.mLb.clN_peak_2731	chr2R	10731019	10731769	+	20	NA	promoter-TSS (FBgn0033544)	-promoter-TSS (FBgn0033544)	134	FBgn0033543	FBgn0033543	FBtr0345662						NA
ManzF3Heat_REP1.mLb.clN_peak_1484	chr2L	18069065	18069966	+	20	NA	exon (FBgn0243486, exon 15 of 15)	-exon (FBgn0243486, exon 15 of 15)	-9134	FBgn0000120	FBgn0000120	FBtr0307350						NA
ManzF3Heat_REP1.mLb.clN_peak_5437	chr3L	10586481	10586871	+	20	NA	intron (FBgn0052062, intron 9 of 13)	-intron (FBgn0052062, intron 9 of 14)	17833	FBgn0267932	FBgn0267932	FBtr0347507						NA
ManzF3Heat_REP1.mLb.clN_peak_907	chr2L	10226313	10226836	+	20	NA	intron (FBgn0032196, intron 1 of 5)	-intron (FBgn0032196, intron 1 of 5)	234	FBgn0032196	FBgn0032196	FBtr0343607						NA
ManzF3Heat_REP1.mLb.clN_peak_5466	chr3L	10816598	10818301	+	20	NA	TTS (FBgn0266782)	-TTS (FBgn0266782)	868	FBgn0266782	FBgn0266782	FBtr0345406						NA
ManzF3Heat_REP1.mLb.clN_peak_11586	chrX	18793941	18794071	+	20	NA	TTS (FBgn0030960)	-TTS (FBgn0030960)	2338	FBgn0030960	FBgn0030960	FBtr0074635						NA
ManzF3Heat_REP1.mLb.clN_peak_9453	chr3R	31527005	31527649	+	20	NA	Intergenic	Intergenic	-4049	FBgn0267133	FBgn0267133	FBtr0346231						NA
ManzF3Heat_REP1.mLb.clN_peak_10667	chrX	9355874	9356653	+	20	NA	promoter-TSS (FBgn0026149)	-promoter-TSS (FBgn0026149)	-36	FBgn0085478	FBgn0085478	FBtr0331304						NA
ManzF3Heat_REP1.mLb.clN_peak_4747	chr3L	3385586	3385779	+	20	NA	Intergenic	Intergenic	7414	FBgn0035445	FBgn0035445	FBtr0073077						NA
ManzF3Heat_REP1.mLb.clN_peak_2797	chr2R	11204580	11205028	+	20	NA	exon (FBgn0003396, exon 1 of 7)	-exon (FBgn0003396, exon 1 of 7)	14437	FBgn0033582	FBgn0033582	FBtr0339485						NA
ManzF3Heat_REP1.mLb.clN_peak_2756	chr2R	10868865	10869133	+	20	NA	intron (FBgn0050015, intron 1 of 7)	-intron (FBgn0050015, intron 1 of 7)	6393	FBgn0050016	FBgn0050016	FBtr0088241						NA
ManzF3Heat_REP1.mLb.clN_peak_5737	chr3L	13900429	13900909	+	20	NA	intron (FBgn0264006, intron 1 of 15)	-intron (FBgn0264006, intron 1 of 16)	2567	FBgn0264006	FBgn0264006	FBtr0333021						NA
ManzF3Heat_REP1.mLb.clN_peak_6019	chr3L	16711635	16712037	+	20	NA	promoter-TSS (FBgn0063485)	-promoter-TSS (FBgn0063485)	-159	FBgn0063485	FBgn0063485	FBtr0306152						NA
ManzF3Heat_REP1.mLb.clN_peak_10671	chrX	9464770	9464911	+	20	NA	intron (FBgn0261260, intron 2 of 14)	-intron (FBgn0261260, intron 2 of 14)	-18628	FBgn0266050	FBgn0266050	FBtr0343372						NA
