PeakID (cmd=annotatePeaks.pl AkaaF6Ctrl_REP2.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF6Ctrl_REP2.mLb.clN_peak_4757	chr2R	14219520	14219935	+	23	NA	promoter-TSS (FBgn0033913)	-promoter-TSS (FBgn0033913)	-171	FBgn0033913	FBgn0033913	FBtr0087534						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_981	chr2L	7643339	7643944	+	23	NA	exon (FBgn0264087, exon 13 of 13)	-exon (FBgn0264087, exon 13 of 13)	6690	FBgn0266035	FBgn0266035	FBtr0343252						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_7850	chr3L	9379846	9380228	+	23	NA	promoter-TSS (FBgn0001227)	-promoter-TSS (FBgn0001227)	-322	FBgn0263492	FBgn0263492	FBtr0347578						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_4211	chr2R	11344603	11345356	+	23	NA	TTS (FBgn0010425)	-TTS (FBgn0010425)	140	FBgn0003863	FBgn0003863	FBtr0088161						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_4813	chr2R	14561626	14562170	+	23	NA	intron (FBgn0265974, intron 2 of 9)	-intron (FBgn0265974, intron 2 of 9)	-7589	FBgn0264540	FBgn0264540	FBtr0333167						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_2218	chr2L	19083483	19084118	+	23	NA	promoter-TSS (FBgn0002023)	-promoter-TSS (FBgn0002023)	-4772	FBgn0032754	FBgn0032754	FBtr0081171						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_13764	chr4	771227	771515	+	23	NA	exon (FBgn0005666, exon 36 of 41)	-exon (FBgn0005666, exon 36 of 41)	5775	FBgn0266727	FBgn0266727	FBtr0345200						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_4114	chr2R	10857746	10857973	+	23	NA	intron (FBgn0050015, intron 3 of 9)	-intron (FBgn0050015, intron 2 of 7)	-1836	FBgn0265348	FBgn0265348	FBtr0339470						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_10535	chr3R	8333868	8334033	+	23	NA	promoter-TSS (FBgn0003129)	-promoter-TSS (FBgn0003129)	-158	FBgn0003129	FBgn0003129	FBtr0111026						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_4261	chr2R	11574454	11574798	+	23	NA	Intergenic	Intergenic	13705	FBgn0082993	FBgn0082993	FBtr0113499						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_4580	chr2R	13204757	13205393	+	23	NA	exon (FBgn0005654, exon 7 of 9)	-exon (FBgn0005654, exon 7 of 9)	262	FBgn0005654	FBgn0005654	FBtr0087768						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_828	chr2L	6533078	6533240	+	23	NA	intron (FBgn0000320, intron 1 of 4)	-intron (FBgn0000320, intron 1 of 4)	-2650	FBgn0000320	FBgn0000320	FBtr0079334						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_16589	chrX	19315490	19315841	+	23	NA	intron (FBgn0259834, intron 1 of 4)	-intron (FBgn0259834, intron 1 of 4)	6441	FBgn0259834	FBgn0259834	FBtr0344324						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_16628	chrX	19531196	19531469	+	23	NA	TTS (FBgn0261573)	-TTS (FBgn0261573)	410	FBgn0031026	FBgn0031026	FBtr0074779						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_6233	chr2R	23351117	23351416	+	23	NA	promoter-TSS (FBgn0085239)	-promoter-TSS (FBgn0085239)	-252	FBgn0085239	FBgn0085239	FBtr0112403						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_8088	chr3L	11340731	11341225	+	23	NA	Intergenic	Intergenic	-1104	FBgn0266785	FBgn0266785	FBtr0345411						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_3460	chr2R	7688472	7689408	+	23	NA	intron (FBgn0033212, intron 1 of 18)	-intron (FBgn0033212, intron 1 of 18)	9962	FBgn0033212	FBgn0033212	FBtr0332912						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_15986	chrX	14905602	14905927	+	23	NA	promoter-TSS (FBgn0030593)	-promoter-TSS (FBgn0030593)	-215	FBgn0030593	FBgn0030593	FBtr0343381						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_16168	chrX	16331828	16331980	+	23	NA	exon (FBgn0030743, exon 1 of 2)	-exon (FBgn0030743, exon 1 of 2)	-1145	FBgn0030742	FBgn0030742	FBtr0340316						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_16527	chrX	18917469	18918274	+	23	NA	Intergenic	Intergenic	5519	FBgn0265919	FBgn0265919	FBtr0342849						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_4010	chr2R	10448263	10448580	+	23	NA	TTS (FBgn0033524)	-TTS (FBgn0033524)	10471	FBgn0033524	FBgn0033524	FBtr0088311						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_12737	chr3R	25640246	25640571	+	23	NA	intron (FBgn0039350, intron 1 of 5)	-intron (FBgn0039350, intron 1 of 5)	2565	FBgn0039350	FBgn0039350	FBtr0445401						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_9277	chr3L	20594472	20594820	+	23	NA	Intergenic	Intergenic	26013	FBgn0001323	FBgn0001323	FBtr0346815						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_5470	chr2R	18583147	18583548	+	23	NA	promoter-TSS (FBgn0050115)	-promoter-TSS (FBgn0050115)	-30	FBgn0050115	FBgn0050115	FBtr0310055						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_13757	chr4	745714	745963	+	23	NA	exon (FBgn0005666, exon 23 of 41)	-exon (FBgn0005666, exon 23 of 41)	20482	FBgn0005666	FBgn0005666	FBtr0334483						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_8973	chr3L	18460506	18461319	+	23	NA	exon (FBgn0052196, exon 1 of 4)	-exon (FBgn0052196, exon 1 of 4)	112	FBgn0052196	FBgn0052196	FBtr0332868						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_14	chr2L	46802	47151	+	23	NA	intron (FBgn0051973, intron 3 of 14)	-intron (FBgn0051973, intron 2 of 12)	-7841	FBgn0267987	FBgn0267987	FBtr0347585						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_2429	chr2L	20695036	20695454	+	23	NA	intron (FBgn0014859, intron 2 of 5)	-intron (FBgn0014859, intron 1 of 4)	12877	FBgn0032877	FBgn0032877	FBtr0081391						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_11902	chr3R	19469631	19469919	+	23	NA	intron (FBgn0260003, intron 2 of 33)	-intron (FBgn0260003, intron 2 of 34)	-6709	FBgn0038708	FBgn0038708	FBtr0083769						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_4468	chr2R	12591722	12592981	+	23	NA	TTS (FBgn0050055)	-TTS (FBgn0050055)	566	FBgn0022764	FBgn0022764	FBtr0303566						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_6272	chr2R	23544034	23544406	+	23	NA	TTS (FBgn0041234)	-TTS (FBgn0041234)	196	FBgn0050185	FBgn0050185	FBtr0072060						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_1662	chr2L	13098224	13098682	+	23	NA	Intergenic	Intergenic	1459	FBgn0267003	FBgn0267003	FBtr0345953						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_3597	chr2R	8336046	8337773	+	23	NA	intron (FBgn0261588, intron 1 of 10)	-intron (FBgn0261588, intron 1 of 10)	9419	FBgn0261588	FBgn0261588	FBtr0339350						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_4330	chr2R	11803660	11804983	+	23	NA	intron (FBgn0033652, intron 3 of 4)	-intron (FBgn0033652, intron 2 of 3)	-14828	FBgn0033651	FBgn0033651	FBtr0088065						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_11777	chr3R	18475794	18475928	+	23	NA	intron (FBgn0004652, intron 2 of 8)	-intron (FBgn0004652, intron 2 of 7)	-62987	FBgn0051122	FBgn0051122	FBtr0474142						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_3028	chr2R	5693131	5693484	+	23	NA	Intergenic	Intergenic	-2101	FBgn0033033	FBgn0033033	FBtr0086060						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_11912	chr3R	19524786	19526966	+	23	NA	exon (FBgn0260003, exon 2 of 15)	-exon (FBgn0260003, exon 2 of 15)	-34761	FBgn0038709	FBgn0038709	FBtr0083768						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_9775	chr3L	23613349	23613573	+	23	NA	intron (FBgn0250816, intron 4 of 6)	-intron (FBgn0250816, intron 4 of 7)	57536	FBgn0250816	FBgn0250816	FBtr0299882						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_1578	chr2L	12378065	12378197	+	23	NA	intron (FBgn0262475, intron 2 of 6)	-intron (FBgn0262475, intron 5 of 9)	-20143	FBgn0041195	FBgn0041195	FBtr0080365						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_4194	chr2R	11251992	11252858	+	23	NA	TTS (FBgn0026386)	-TTS (FBgn0026386)	973	FBgn0033597	FBgn0033597	FBtr0088190						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_12338	chr3R	22539792	22540077	+	23	NA	promoter-TSS (FBgn0038983)	-promoter-TSS (FBgn0038983)	-15	FBgn0038983	FBgn0038983	FBtr0084285						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_15111	chrX	8041748	8043994	+	23	NA	exon (FBgn0004656, exon 9 of 11)	-exon (FBgn0004656, exon 9 of 11)	-5354	FBgn0029990	FBgn0029990	FBtr0071123						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_7165	chr3L	3539415	3539780	+	23	NA	intron (FBgn0005640, intron 1 of 10)	-intron (FBgn0005640, intron 1 of 10)	-15977	FBgn0266403	FBgn0266403	FBtr0344345						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_13992	chrX	509307	510837	+	23	NA	TTS (FBgn0004648)	-TTS (FBgn0004648)	637	FBgn0023535	FBgn0023535	FBtr0070088						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_14280	chrX	1968697	1969009	+	23	NA	intron (FBgn0264562, intron 4 of 11)	-intron (FBgn0264562, intron 4 of 11)	-14373	FBgn0287217	FBgn0287217	FBtr0475315						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_6761	chr3L	823534	824467	+	23	NA	Intergenic	Intergenic	3144	FBgn0086062	FBgn0086062	FBtr0114338						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_101	chr2L	520375	521061	+	23	NA	intron (FBgn0003963, intron 2 of 8)	-intron (FBgn0003963, intron 1 of 7)	-18482	FBgn0267992	FBgn0267992	FBtr0347591						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_10077	chr3R	4912259	4912550	+	23	NA	intron (FBgn0265082, intron 1 of 11)	-intron (FBgn0265082, intron 1 of 12)	1852	FBgn0265082	FBgn0265082	FBtr0336811						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_12453	chr3R	23434499	23434947	+	23	NA	intron (FBgn0039078, intron 2 of 3)	-intron (FBgn0039078, intron 2 of 3)	1854	FBgn0288809	FBgn0288809	FBtr0481705						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_14313	chrX	2141366	2141997	+	23	NA	intron (FBgn0023507, intron 1 of 4)	-intron (FBgn0023507, intron 1 of 4)	-1006	FBgn0023507	FBgn0023507	FBtr0070383						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_3114	chr2R	6009158	6009296	+	23	NA	intron (FBgn0264959, intron 3 of 10)	-intron (FBgn0264959, intron 3 of 9)	6462	FBgn0000043	FBgn0000043	FBtr0086029						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_9372	chr3L	21242065	21242752	+	23	NA	intron (FBgn0004865, intron 1 of 3)	-intron (FBgn0004865, intron 3 of 5)	-15612	FBgn0262854	FBgn0262854	FBtr0306159						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_4589	chr2R	13240397	13240540	+	23	NA	promoter-TSS (FBgn0033816)	-promoter-TSS (FBgn0033816)	739	FBgn0033817	FBgn0033817	FBtr0087744						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_2893	chr2R	4419109	4419320	+	23	NA	intron (FBgn0260798, intron 6 of 14)	-intron (FBgn0260798, intron 6 of 14)	51846	FBgn0260798	FBgn0260798	FBtr0302242						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_13151	chr3R	29219947	29220180	+	23	NA	promoter-TSS (FBgn0029176)	-promoter-TSS (FBgn0029176)	-109	FBgn0029176	FBgn0029176	FBtr0302442						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_1927	chr2L	16049716	16050429	+	23	NA	exon (FBgn0013433, exon 1 of 8)	-exon (FBgn0013433, exon 1 of 8)	107	FBgn0013433	FBgn0013433	FBtr0343728						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_9005	chr3L	18753997	18754151	+	23	NA	promoter-TSS (FBgn0267600)	-promoter-TSS (FBgn0267600)	11	FBgn0267600	FBgn0267600	FBtr0347046						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_4919	chr2R	15225332	15226685	+	23	NA	promoter-TSS (FBgn0265508)	-promoter-TSS (FBgn0265508)	-930	FBgn0265508	FBgn0265508	FBtr0340009						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_9488	chr3L	21892473	21892714	+	23	NA	intron (FBgn0262737, intron 2 of 10)	-intron (FBgn0262737, intron 1 of 8)	-5554	FBgn0264470	FBgn0264470	FBtr0332737						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_6204	chr2R	23217621	23218125	+	23	NA	Intergenic	Intergenic	-6334	FBgn0034834	FBgn0034834	FBtr0072052						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_914	chr2L	7145690	7145838	+	23	NA	TTS (FBgn0265823)	-TTS (FBgn0265823)	3460	FBgn0265823	FBgn0265823	FBtr0342653						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_8986	chr3L	18592851	18593593	+	23	NA	exon (FBgn0003683, exon 1 of 1)	-exon (FBgn0003683, exon 1 of 1)	549	FBgn0003683	FBgn0003683	FBtr0075112						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_10493	chr3R	8007724	8008159	+	23	NA	TTS (FBgn0040524)	-TTS (FBgn0040524)	169	FBgn0037537	FBgn0037537	FBtr0081822						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_11831	chr3R	19044820	19045048	+	23	NA	TTS (FBgn0004876)	-TTS (FBgn0004876)	11396	FBgn0038676	FBgn0038676	FBtr0273301						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_10764	chr3R	10034229	10034421	+	23	NA	intron (FBgn0053208, intron 2 of 22)	-intron (FBgn0053208, intron 3 of 7)	8570	FBgn0053208	FBgn0053208	FBtr0347214						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_13103	chr3R	28920796	28922600	+	23	NA	exon (FBgn0265998, exon 13 of 13)	-exon (FBgn0265998, exon 13 of 13)	-1346	FBgn0039616	FBgn0039616	FBtr0308601						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_3660	chr2R	8627390	8627902	+	23	NA	promoter-TSS (FBgn0033316)	-promoter-TSS (FBgn0033316)	-35	FBgn0033315	FBgn0033315	FBtr0088728						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_13586	chr3R	32050797	32050970	+	23	NA	intron (FBgn0040206, intron 1 of 1)	-intron (FBgn0040206, intron 1 of 1)	1110	FBgn0040206	FBgn0040206	FBtr0305268						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_6427	chr2R	24362031	24364574	+	23	NA	intron (FBgn0266046, intron 1 of 1)	-intron (FBgn0004101, intron 2 of 3)	6387	FBgn0266046	FBgn0266046	FBtr0343311						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_653	chr2L	5230297	5231338	+	23	NA	intron (FBgn0003716, intron 2 of 3)	-intron (FBgn0003716, intron 2 of 3)	6545	FBgn0003716	FBgn0003716	FBtr0079086						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_13660	chr4	376027	376515	+	23	NA	TTS (FBgn0039904)	-TTS (FBgn0039904)	-4453	FBgn0266618	FBgn0266618	FBtr0344901						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_4890	chr2R	15029876	15030150	+	23	NA	intron (FBgn0287864, intron 1 of 11)	-intron (FBgn0287864, intron 1 of 11)	4909	FBgn0266791	FBgn0266791	FBtr0345421						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_15687	chrX	12507956	12508116	+	23	NA	intron (FBgn0030396, intron 1 of 3)	-intron (FBgn0030396, intron 1 of 3)	10335	FBgn0086047	FBgn0086047	FBtr0114323						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_2582	chr2L	21401164	21401682	+	23	NA	Intergenic	Intergenic	-2758	FBgn0051616	FBgn0051616	FBtr0085889						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_11364	chr3R	15113962	15114857	+	23	NA	intron (FBgn0261859, intron 1 of 9)	-intron (FBgn0261859, intron 1 of 9)	17517	FBgn0261859	FBgn0261859	FBtr0303486						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_7598	chr3L	7681090	7681343	+	23	NA	exon (FBgn0261788, exon 16 of 21)	-exon (FBgn0261788, exon 16 of 21)	14438	FBgn0265084	FBgn0265084	FBtr0336853						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_2222	chr2L	19123364	19124134	+	23	NA	promoter-TSS (FBgn0002031)	-promoter-TSS (FBgn0002031)	120	FBgn0002031	FBgn0002031	FBtr0346428						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_11069	chr3R	12672911	12673556	+	23	NA	exon (FBgn0038073, exon 8 of 8)	-exon (FBgn0038073, exon 8 of 8)	-1375	FBgn0038074	FBgn0038074	FBtr0082651						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_7209	chr3L	3905032	3905538	+	23	NA	promoter-TSS (FBgn0041147)	-promoter-TSS (FBgn0041147)	-59	FBgn0041147	FBgn0041147	FBtr0073160						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_11756	chr3R	18390029	18391015	+	23	NA	promoter-TSS (FBgn0038613)	-promoter-TSS (FBgn0038613)	-717	FBgn0038613	FBgn0038613	FBtr0083658						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_15278	chrX	9161863	9162094	+	23	NA	promoter-TSS (FBgn0265725)	-promoter-TSS (FBgn0265725)	112	FBgn0030096	FBgn0030096	FBtr0071342						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_8848	chr3L	17609663	17609812	+	23	NA	intron (FBgn0000567, intron 1 of 7)	-intron (FBgn0000567, intron 1 of 7)	9588	FBgn0000567	FBgn0000567	FBtr0305796						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_8556	chr3L	15520463	15520829	+	23	NA	promoter-TSS (FBgn0036504)	-promoter-TSS (FBgn0036504)	26	FBgn0036504	FBgn0036504	FBtr0075556						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_1049	chr2L	8102497	8103444	+	23	NA	exon (FBgn0261822, exon 4 of 10)	-exon (FBgn0261822, exon 4 of 10)	14666	FBgn0261822	FBgn0261822	FBtr0079574						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_14255	chrX	1835955	1836970	+	23	NA	intron (FBgn0283741, intron 1 of 2)	-intron (FBgn0283741, intron 1 of 2)	-6166	FBgn0283741	FBgn0283741	FBtr0332901						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_9329	chr3L	20942803	20943055	+	23	NA	intron (FBgn0011591, intron 2 of 6)	-intron (FBgn0011591, intron 2 of 6)	6583	FBgn0011591	FBgn0011591	FBtr0078267						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_4379	chr2R	12025092	12025410	+	23	NA	promoter-TSS (FBgn0267728)	-promoter-TSS (FBgn0267728)	21	FBgn0267728	FBgn0267728	FBtr0088027						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_1234	chr2L	9504027	9504477	+	23	NA	exon (FBgn0032120, exon 2 of 15)	-exon (FBgn0032120, exon 2 of 15)	8778	FBgn0032120	FBgn0032120	FBtr0089853						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_5634	chr2R	19508282	19509202	+	23	NA	exon (FBgn0034456, exon 1 of 1)	-exon (FBgn0034456, exon 1 of 1)	575	FBgn0034456	FBgn0034456	FBtr0481729						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_16989	chrX	23387269	23387936	+	23	NA	Intergenic	Intergenic	95902	FBgn0267524	FBgn0267524	FBtr0346898						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_1038	chr2L	8040971	8041721	+	23	NA	TTS (FBgn0044323)	-TTS (FBgn0044323)	240	FBgn0031979	FBgn0031979	FBtr0079540						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_5408	chr2R	18232699	18233233	+	23	NA	TTS (FBgn0286834)	-TTS (FBgn0286834)	205	FBgn0000658	FBgn0000658	FBtr0086754						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_1571	chr2L	12341560	12342104	+	23	NA	Intergenic	Intergenic	2434	FBgn0264361	FBgn0264361	FBtr0332235						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_5760	chr2R	20533222	20533620	+	23	NA	promoter-TSS (FBgn0050154)	-promoter-TSS (FBgn0050154)	62	FBgn0050154	FBgn0050154	FBtr0086215						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_13844	chr4	1033304	1035060	+	23	NA	exon (FBgn0010217, exon 3 of 3)	-exon (FBgn0010217, exon 3 of 3)	2318	FBgn0010217	FBgn0010217	FBtr0344754						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_8063	chr3L	11239297	11239526	+	23	NA	Intergenic	Intergenic	-1791	FBgn0265929	FBgn0265929	FBtr0342868						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_12348	chr3R	22593706	22593892	+	23	NA	intron (FBgn0051158, intron 1 of 13)	-intron (FBgn0051158, intron 1 of 14)	6044	FBgn0051158	FBgn0051158	FBtr0302187						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_11659	chr3R	17572919	17573139	+	23	NA	Intergenic	Intergenic	14099	FBgn0264005	FBgn0264005	FBtr0330386						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_6676	chr3L	440319	441752	+	23	NA	promoter-TSS (FBgn0001316)	-promoter-TSS (FBgn0001316)	-3261	FBgn0001316	FBgn0001316	FBtr0333850						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_11315	chr3R	14762373	14762683	+	23	NA	intron (FBgn0263929, intron 2 of 6)	-intron (FBgn0263929, intron 1 of 5)	-8068	FBgn0038258	FBgn0038258	FBtr0331700						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_6120	chr2R	22746065	22747006	+	23	NA	intron (FBgn0259145, intron 8 of 11)	-intron (FBgn0259145, intron 8 of 11)	-6076	FBgn0028371	FBgn0028371	FBtr0330234						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_4318	chr2R	11763388	11763837	+	23	NA	intron (FBgn0033652, intron 1 of 4)	-intron (FBgn0033652, intron 1 of 4)	-4841	FBgn0033650	FBgn0033650	FBtr0088029						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_14965	chrX	6875927	6877195	+	23	NA	TTS (FBgn0263993)	-TTS (FBgn0263993)	8334	FBgn0263993	FBgn0263993	FBtr0330267						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_15865	chrX	13805518	13805797	+	23	NA	intron (FBgn0261244, intron 13 of 13)	-intron (FBgn0261244, intron 13 of 14)	-6027	FBgn0030528	FBgn0030528	FBtr0073827						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_6216	chr2R	23263624	23265327	+	23	NA	exon (FBgn0034838, exon 2 of 2)	-exon (FBgn0034838, exon 2 of 2)	1068	FBgn0034838	FBgn0034838	FBtr0072048						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_2402	chr2L	20399440	20399574	+	23	NA	promoter-TSS (FBgn0032857)	-promoter-TSS (FBgn0032857)	15293	FBgn0032857	FBgn0032857	FBtr0336750						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_6210	chr2R	23236382	23236520	+	23	NA	Intergenic	Intergenic	3825	FBgn0034835	FBgn0034835	FBtr0071999						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_12984	chr3R	27736467	27736677	+	23	NA	promoter-TSS (FBgn0005659)	-promoter-TSS (FBgn0005659)	-6608	FBgn0005659	FBgn0005659	FBtr0085224						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_13451	chr3R	31326993	31327370	+	23	NA	intron (FBgn0085376, intron 1 of 16)	-intron (FBgn0085376, intron 1 of 16)	16024	FBgn0085376	FBgn0085376	FBtr0479761						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_12013	chr3R	20547786	20548138	+	23	NA	intron (FBgn0016917, intron 1 of 9)	-intron (FBgn0016917, intron 1 of 7)	3145	FBgn0016917	FBgn0016917	FBtr0334585						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_7712	chr3L	8458740	8458885	+	23	NA	intron (FBgn0010825, intron 2 of 14)	-intron (FBgn0010825, intron 2 of 14)	8890	FBgn0010825	FBgn0010825	FBtr0333049						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_709	chr2L	5742677	5742841	+	23	NA	intron (FBgn0031736, intron 1 of 3)	-intron (FBgn0031736, intron 1 of 3)	-1805	FBgn0031734	FBgn0031734	FBtr0079165						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_8318	chr3L	13120218	13120354	+	23	NA	Intergenic	Intergenic	6015	FBgn0010452	FBgn0010452	FBtr0330075						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_6059	chr2R	22405842	22406127	+	23	NA	intron (FBgn0034725, intron 1 of 2)	-intron (FBgn0034725, intron 1 of 2)	1807	FBgn0034725	FBgn0034725	FBtr0339533						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_6857	chr3L	1472530	1472707	+	23	NA	promoter-TSS (FBgn0052319)	-promoter-TSS (FBgn0052319)	-558	FBgn0052319	FBgn0052319	FBtr0072714						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_600	chr2L	4967596	4968050	+	23	NA	promoter-TSS (FBgn0015834)	-promoter-TSS (FBgn0015834)	-48	FBgn0015834	FBgn0015834	FBtr0079053						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_1868	chr2L	15007213	15008265	+	23	NA	promoter-TSS (FBgn0028926)	-promoter-TSS (FBgn0028926)	-74	FBgn0028926	FBgn0028926	FBtr0080695						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_15652	chrX	11888040	11888601	+	23	NA	promoter-TSS (FBgn0030351)	-promoter-TSS (FBgn0030351)	-32	FBgn0030351	FBgn0030351	FBtr0331590						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_14724	chrX	4928102	4928722	+	23	NA	promoter-TSS (FBgn0285992)	-promoter-TSS (FBgn0285992)	-279	FBgn0285992	FBgn0285992	FBtr0472837						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_4099	chr2R	10807369	10807583	+	23	NA	promoter-TSS (FBgn0027499)	-promoter-TSS (FBgn0027499)	-939	FBgn0027499	FBgn0027499	FBtr0088253						NA
