PeakID (cmd=annotatePeaks.pl ManzF3Ctrl_REP1.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF3Ctrl_REP1.mLb.clN_peak_12246	chr3R	8356928	8358889	+	17	NA	promoter-TSS (FBgn0020249)	-promoter-TSS (FBgn0020249)	930	FBgn0020249	FBgn0020249	FBtr0306260						NA
ManzF3Ctrl_REP1.mLb.clN_peak_19118	chrX	17108847	17109028	+	17	NA	intron (FBgn0260748, intron 1 of 10)	-intron (FBgn0260748, intron 1 of 10)	-3085	FBgn0065032	FBgn0065032	FBtr0074410						NA
ManzF3Ctrl_REP1.mLb.clN_peak_648	chr2L	4881264	4883118	+	17	NA	exon (FBgn0000286, exon 2 of 4)	-exon (FBgn0000286, exon 2 of 4)	916	FBgn0000286	FBgn0000286	FBtr0089649						NA
ManzF3Ctrl_REP1.mLb.clN_peak_1737	chr2L	12063973	12064389	+	17	NA	promoter-TSS (FBgn0027505)	-promoter-TSS (FBgn0027505)	-997	FBgn0027505	FBgn0027505	FBtr0080302						NA
ManzF3Ctrl_REP1.mLb.clN_peak_12141	chr3R	7843893	7844357	+	17	NA	exon (FBgn0085413, exon 4 of 12)	-exon (FBgn0085413, exon 4 of 12)	29764	FBgn0085413	FBgn0085413	FBtr0304918						NA
ManzF3Ctrl_REP1.mLb.clN_peak_17679	chrX	8175225	8175664	+	17	NA	exon (FBgn0030018, exon 3 of 8)	-exon (FBgn0030018, exon 3 of 8)	1741	FBgn0030018	FBgn0030018	FBtr0303844						NA
ManzF3Ctrl_REP1.mLb.clN_peak_17556	chrX	7537542	7537664	+	16	NA	promoter-TSS (FBgn0052720)	-promoter-TSS (FBgn0052720)	-644	FBgn0052720	FBgn0052720	FBtr0304870						NA
ManzF3Ctrl_REP1.mLb.clN_peak_15862	chr3R	31509297	31509502	+	16	NA	Intergenic	Intergenic	10008	FBgn0039851	FBgn0039851	FBtr0346230						NA
ManzF3Ctrl_REP1.mLb.clN_peak_3527	chr2R	6456704	6456934	+	16	NA	Intergenic	Intergenic	44953	FBgn0267744	FBgn0267744	FBtr0347304						NA
ManzF3Ctrl_REP1.mLb.clN_peak_19172	chrX	17419656	17420860	+	16	NA	exon (FBgn0027602, exon 2 of 5)	-exon (FBgn0027602, exon 2 of 5)	1887	FBgn0027602	FBgn0027602	FBtr0340619						NA
ManzF3Ctrl_REP1.mLb.clN_peak_5629	chr2R	15538421	15538719	+	16	NA	TTS (FBgn0034027)	-TTS (FBgn0034027)	395	FBgn0050467	FBgn0050467	FBtr0087334						NA
ManzF3Ctrl_REP1.mLb.clN_peak_3929	chr2R	8089949	8090464	+	16	NA	TTS (FBgn0028562)	-TTS (FBgn0028562)	724	FBgn0028561	FBgn0028561	FBtr0332247						NA
ManzF3Ctrl_REP1.mLb.clN_peak_18758	chrX	14852035	14852911	+	16	NA	exon (FBgn0030588, exon 1 of 1)	-exon (FBgn0030588, exon 1 of 1)	796	FBgn0030588	FBgn0030588	FBtr0073985						NA
ManzF3Ctrl_REP1.mLb.clN_peak_1449	chr2L	9915194	9915547	+	16	NA	TTS (FBgn0024285)	-TTS (FBgn0024285)	117	FBgn0040064	FBgn0040064	FBtr0079876						NA
ManzF3Ctrl_REP1.mLb.clN_peak_7267	chr2R	23782403	23782646	+	16	NA	intron (FBgn0034903, intron 3 of 13)	-intron (FBgn0034903, intron 3 of 13)	8703	FBgn0034904	FBgn0034904	FBtr0072245						NA
ManzF3Ctrl_REP1.mLb.clN_peak_7724	chr3L	784228	784896	+	16	NA	Intergenic	Intergenic	14199	FBgn0052481	FBgn0052481	FBtr0072580						NA
ManzF3Ctrl_REP1.mLb.clN_peak_13020	chr3R	13294605	13295092	+	16	NA	promoter-TSS (FBgn0038135)	-promoter-TSS (FBgn0038135)	100	FBgn0038135	FBgn0038135	FBtr0290037						NA
ManzF3Ctrl_REP1.mLb.clN_peak_1426	chr2L	9763715	9764366	+	16	NA	promoter-TSS (FBgn0011291)	-promoter-TSS (FBgn0011291)	551	FBgn0283478	FBgn0283478	FBtr0345287						NA
ManzF3Ctrl_REP1.mLb.clN_peak_12278	chr3R	8650088	8651329	+	16	NA	promoter-TSS (FBgn0037602)	-promoter-TSS (FBgn0037602)	88	FBgn0024326	FBgn0024326	FBtr0334320						NA
ManzF3Ctrl_REP1.mLb.clN_peak_15813	chr3R	31266852	31268098	+	16	NA	intron (FBgn0039839, intron 6 of 8)	-intron (FBgn0039839, intron 6 of 8)	1745	FBgn0039839	FBgn0039839	FBtr0085764						NA
ManzF3Ctrl_REP1.mLb.clN_peak_3549	chr2R	6553116	6553317	+	16	NA	intron (FBgn0086655, intron 1 of 6)	-intron (FBgn0086655, intron 1 of 6)	-19621	FBgn0264506	FBgn0264506	FBtr0332951						NA
ManzF3Ctrl_REP1.mLb.clN_peak_17685	chrX	8203978	8204091	+	16	NA	intron (FBgn0261873, intron 1 of 11)	-intron (FBgn0261873, intron 1 of 12)	25485	FBgn0261873	FBgn0261873	FBtr0340142						NA
ManzF3Ctrl_REP1.mLb.clN_peak_10593	chr3L	19979264	19979677	+	16	NA	exon (FBgn0036922, exon 2 of 2)	-exon (FBgn0036922, exon 2 of 2)	342	FBgn0036922	FBgn0036922	FBtr0346534						NA
ManzF3Ctrl_REP1.mLb.clN_peak_15447	chr3R	29006740	29006881	+	16	NA	intron (FBgn0039620, intron 1 of 9)	-intron (FBgn0039620, intron 1 of 9)	13596	FBgn0039620	FBgn0039620	FBtr0085345						NA
ManzF3Ctrl_REP1.mLb.clN_peak_14828	chr3R	24591400	24591674	+	16	NA	intron (FBgn0263490, intron 2 of 4)	-intron (FBgn0263490, intron 2 of 5)	5884	FBgn0263490	FBgn0263490	FBtr0304915						NA
ManzF3Ctrl_REP1.mLb.clN_peak_14846	chr3R	24718236	24718993	+	16	NA	TTS (FBgn0039218)	-TTS (FBgn0039218)	750	FBgn0039219	FBgn0039219	FBtr0084745						NA
ManzF3Ctrl_REP1.mLb.clN_peak_6935	chr2R	22249070	22249267	+	16	NA	intron (FBgn0020307, intron 1 of 5)	-intron (FBgn0020307, intron 1 of 5)	-12373	FBgn0265976	FBgn0265976	FBtr0342993						NA
ManzF3Ctrl_REP1.mLb.clN_peak_18580	chrX	13562044	13562689	+	16	NA	exon (FBgn0052633, exon 2 of 2)	-exon (FBgn0052633, exon 2 of 2)	695	FBgn0052633	FBgn0052633	FBtr0073800						NA
ManzF3Ctrl_REP1.mLb.clN_peak_3555	chr2R	6578969	6579316	+	16	NA	intron (FBgn0086655, intron 1 of 6)	-intron (FBgn0086655, intron 1 of 6)	21836	FBgn0033076	FBgn0033076	FBtr0305958						NA
ManzF3Ctrl_REP1.mLb.clN_peak_12855	chr3R	12080728	12080849	+	16	NA	promoter-TSS (FBgn0037989)	-promoter-TSS (FBgn0037989)	9824	FBgn0037989	FBgn0037989	FBtr0339646						NA
ManzF3Ctrl_REP1.mLb.clN_peak_6328	chr2R	19123591	19124837	+	16	NA	exon (FBgn0034417, exon 3 of 9)	-exon (FBgn0034417, exon 3 of 9)	2055	FBgn0034417	FBgn0034417	FBtr0086593						NA
ManzF3Ctrl_REP1.mLb.clN_peak_14815	chr3R	24528732	24529189	+	16	NA	TTS (FBgn0039205)	-TTS (FBgn0039205)	913	FBgn0039204	FBgn0039204	FBtr0084644						NA
ManzF3Ctrl_REP1.mLb.clN_peak_17833	chrX	9089845	9089990	+	16	NA	TTS (FBgn0030085)	-TTS (FBgn0030085)	404	FBgn0030086	FBgn0030086	FBtr0071289						NA
ManzF3Ctrl_REP1.mLb.clN_peak_4433	chr2R	10281417	10281567	+	16	NA	promoter-TSS (FBgn0033504)	-promoter-TSS (FBgn0033504)	2756	FBgn0033504	FBgn0033504	FBtr0479881						NA
ManzF3Ctrl_REP1.mLb.clN_peak_3166	chr2R	4126710	4126836	+	16	NA	Intergenic	Intergenic	-4201	FBgn0262115	FBgn0262115	FBtr0111300						NA
ManzF3Ctrl_REP1.mLb.clN_peak_453	chr2L	3122292	3122491	+	16	NA	intron (FBgn0015600, intron 3 of 10)	-intron (FBgn0015600, intron 3 of 10)	-6244	FBgn0031504	FBgn0031504	FBtr0077661						NA
ManzF3Ctrl_REP1.mLb.clN_peak_13841	chr3R	18678252	18678604	+	16	NA	promoter-TSS (FBgn0286828)	-promoter-TSS (FBgn0286828)	610	FBgn0038640	FBgn0038640	FBtr0083667						NA
ManzF3Ctrl_REP1.mLb.clN_peak_19460	chrX	19068545	19069108	+	16	NA	promoter-TSS (FBgn0085359)	-promoter-TSS (FBgn0085359)	147	FBgn0085359	FBgn0085359	FBtr0346017						NA
ManzF3Ctrl_REP1.mLb.clN_peak_18059	chrX	10387524	10387776	+	16	NA	intron (FBgn0000711, intron 1 of 4)	-intron (FBgn0000711, intron 1 of 5)	1690	FBgn0000711	FBgn0000711	FBtr0474146						NA
ManzF3Ctrl_REP1.mLb.clN_peak_17748	chrX	8526201	8528228	+	16	NA	exon (FBgn0024943, exon 2 of 3)	-exon (FBgn0024943, exon 2 of 3)	2484	FBgn0024943	FBgn0024943	FBtr0071235						NA
ManzF3Ctrl_REP1.mLb.clN_peak_18376	chrX	12037640	12037791	+	16	NA	Intergenic	Intergenic	5083	FBgn0030369	FBgn0030369	FBtr0073623						NA
ManzF3Ctrl_REP1.mLb.clN_peak_16939	chrX	3818409	3818532	+	16	NA	intron (FBgn0000542, intron 1 of 5)	-intron (FBgn0000542, intron 1 of 5)	-1229	FBgn0052785	FBgn0052785	FBtr0070603						NA
ManzF3Ctrl_REP1.mLb.clN_peak_6298	chr2R	18940693	18941018	+	16	NA	intron (FBgn0034408, intron 3 of 6)	-intron (FBgn0034408, intron 4 of 7)	-6462	FBgn0034408	FBgn0034408	FBtr0344564						NA
ManzF3Ctrl_REP1.mLb.clN_peak_19431	chrX	18886094	18886414	+	16	NA	exon (FBgn0030973, exon 3 of 6)	-exon (FBgn0030973, exon 3 of 6)	1741	FBgn0030973	FBgn0030973	FBtr0342877						NA
ManzF3Ctrl_REP1.mLb.clN_peak_15146	chr3R	26591238	26591673	+	16	NA	intron (FBgn0263289, intron 22 of 23)	-intron (FBgn0263289, intron 22 of 22)	-15592	FBgn0266256	FBgn0266256	FBtr0343923						NA
ManzF3Ctrl_REP1.mLb.clN_peak_8867	chr3L	8176646	8177077	+	16	NA	promoter-TSS (FBgn0040290)	-promoter-TSS (FBgn0040290)	-883	FBgn0040290	FBgn0040290	FBtr0076729						NA
ManzF3Ctrl_REP1.mLb.clN_peak_9204	chr3L	10046912	10047215	+	16	NA	intron (FBgn0040823, intron 6 of 6)	-intron (FBgn0040823, intron 6 of 6)	-1239	FBgn0267538	FBgn0267538	FBtr0346943						NA
ManzF3Ctrl_REP1.mLb.clN_peak_4785	chr2R	11732919	11733340	+	16	NA	Intergenic	Intergenic	20866	FBgn0033649	FBgn0033649	FBtr0113070						NA
ManzF3Ctrl_REP1.mLb.clN_peak_8511	chr3L	5869699	5869874	+	16	NA	Intergenic	Intergenic	-1715	FBgn0035641	FBgn0035641	FBtr0077025						NA
ManzF3Ctrl_REP1.mLb.clN_peak_9820	chr3L	14637703	14637943	+	16	NA	intron (FBgn0041604, intron 1 of 7)	-intron (FBgn0041604, intron 1 of 7)	5222	FBgn0041604	FBgn0041604	FBtr0333032						NA
ManzF3Ctrl_REP1.mLb.clN_peak_18978	chrX	16279067	16279348	+	16	NA	exon (FBgn0000536, exon 1 of 5)	-exon (FBgn0000536, exon 1 of 5)	879	FBgn0000536	FBgn0000536	FBtr0343519						NA
ManzF3Ctrl_REP1.mLb.clN_peak_9494	chr3L	12192853	12193204	+	16	NA	TTS (FBgn0000594)	-TTS (FBgn0000594)	660	FBgn0036263	FBgn0036263	FBtr0346911						NA
ManzF3Ctrl_REP1.mLb.clN_peak_14863	chr3R	24816565	24817005	+	16	NA	promoter-TSS (FBgn0039229)	-promoter-TSS (FBgn0039229)	222	FBgn0027617	FBgn0027617	FBtr0084738						NA
ManzF3Ctrl_REP1.mLb.clN_peak_15763	chr3R	30894118	30894414	+	16	NA	exon (FBgn0015032, exon 1 of 8)	-exon (FBgn0015032, exon 1 of 8)	228	FBgn0015032	FBgn0015032	FBtr0085712						NA
ManzF3Ctrl_REP1.mLb.clN_peak_16729	chrX	2500083	2500402	+	16	NA	exon (FBgn0284408, exon 10 of 43)	-exon (FBgn0284408, exon 10 of 43)	-30199	FBgn0040388	FBgn0040388	FBtr0334883						NA
ManzF3Ctrl_REP1.mLb.clN_peak_9775	chr3L	14321974	14322286	+	16	NA	TTS (FBgn0266383)	-TTS (FBgn0266383)	4121	FBgn0266383	FBgn0266383	FBtr0344868						NA
ManzF3Ctrl_REP1.mLb.clN_peak_9454	chr3L	11943981	11944099	+	16	NA	TTS (FBgn0036224)	-TTS (FBgn0036224)	812	FBgn0036225	FBgn0036225	FBtr0076067						NA
ManzF3Ctrl_REP1.mLb.clN_peak_12413	chr3R	9325234	9325406	+	16	NA	intron (FBgn0037676, intron 2 of 3)	-intron (FBgn0037676, intron 2 of 3)	3191	FBgn0037676	FBgn0037676	FBtr0301210						NA
ManzF3Ctrl_REP1.mLb.clN_peak_3554	chr2R	6577808	6578525	+	16	NA	intron (FBgn0086655, intron 1 of 6)	-intron (FBgn0086655, intron 1 of 6)	22812	FBgn0033076	FBgn0033076	FBtr0305958						NA
ManzF3Ctrl_REP1.mLb.clN_peak_15316	chr3R	27914371	27914832	+	16	NA	TTS (FBgn0267366)	-TTS (FBgn0267366)	1915	FBgn0039554	FBgn0039554	FBtr0085272						NA
ManzF3Ctrl_REP1.mLb.clN_peak_16152	chr4	914403	914715	+	16	NA	TTS (FBgn0023213)	-TTS (FBgn0023213)	-2228	FBgn0025726	FBgn0025726	FBtr0344971						NA
ManzF3Ctrl_REP1.mLb.clN_peak_16001	chr4	183640	183811	+	16	NA	TTS (FBgn0039890)	-TTS (FBgn0039890)	-1886	FBgn0287619	FBgn0287619	FBtr0479982						NA
ManzF3Ctrl_REP1.mLb.clN_peak_18428	chrX	12610866	12612564	+	16	NA	promoter-TSS (FBgn0030407)	-promoter-TSS (FBgn0030407)	-48	FBgn0030406	FBgn0030406	FBtr0346381						NA
ManzF3Ctrl_REP1.mLb.clN_peak_2274	chr2L	16799978	16801087	+	16	NA	intron (FBgn0040260, intron 1 of 1)	-intron (FBgn0040260, intron 2 of 2)	764	FBgn0040260	FBgn0040260	FBtr0344850						NA
ManzF3Ctrl_REP1.mLb.clN_peak_6302	chr2R	18964192	18964641	+	16	NA	Intergenic	Intergenic	6717	FBgn0014269	FBgn0014269	FBtr0086601						NA
ManzF3Ctrl_REP1.mLb.clN_peak_16896	chrX	3570362	3571331	+	16	NA	TTS (FBgn0029672)	-TTS (FBgn0029672)	1342	FBgn0052792	FBgn0052792	FBtr0307180						NA
ManzF3Ctrl_REP1.mLb.clN_peak_12116	chr3R	7547987	7548149	+	16	NA	exon (FBgn0015568, exon 2 of 3)	-exon (FBgn0015568, exon 2 of 3)	1056	FBgn0015568	FBgn0015568	FBtr0081544						NA
ManzF3Ctrl_REP1.mLb.clN_peak_13726	chr3R	17945983	17946222	+	16	NA	intron (FBgn0263995, intron 1 of 11)	-intron (FBgn0263995, intron 1 of 11)	1996	FBgn0263995	FBgn0263995	FBtr0330271						NA
ManzF3Ctrl_REP1.mLb.clN_peak_14178	chr3R	20818291	20818669	+	16	NA	TTS (FBgn0038829)	-TTS (FBgn0038829)	449	FBgn0038828	FBgn0038828	FBtr0334723						NA
ManzF3Ctrl_REP1.mLb.clN_peak_16862	chrX	3379475	3379637	+	16	NA	intron (FBgn0266350, intron 2 of 3)	-intron (FBgn0262656, intron 2 of 2)	6397	FBgn0266350	FBgn0266350	FBtr0344076						NA
ManzF3Ctrl_REP1.mLb.clN_peak_2526	chr2L	19473494	19473609	+	16	NA	Intergenic	Intergenic	-1924	FBgn0264391	FBgn0264391	FBtr0332319						NA
ManzF3Ctrl_REP1.mLb.clN_peak_14192	chr3R	20896813	20897017	+	16	NA	exon (FBgn0038839, exon 1 of 1)	-exon (FBgn0038839, exon 1 of 1)	405	FBgn0038839	FBgn0038839	FBtr0347575						NA
ManzF3Ctrl_REP1.mLb.clN_peak_17152	chrX	5004335	5004738	+	16	NA	intron (FBgn0266096, intron 3 of 3)	-intron (FBgn0266096, intron 3 of 3)	7095	FBgn0029740	FBgn0029740	FBtr0343530						NA
ManzF3Ctrl_REP1.mLb.clN_peak_1629	chr2L	11072037	11072261	+	16	NA	promoter-TSS (FBgn0275432)	-promoter-TSS (FBgn0275432)	-683	FBgn0275432	FBgn0275432	FBtr0392913						NA
ManzF3Ctrl_REP1.mLb.clN_peak_12464	chr3R	9540907	9541556	+	16	NA	exon (FBgn0037705, exon 4 of 9)	-exon (FBgn0037705, exon 4 of 9)	-8220	FBgn0000244	FBgn0000244	FBtr0302382						NA
ManzF3Ctrl_REP1.mLb.clN_peak_17488	chrX	7084641	7084764	+	16	NA	exon (FBgn0264270, exon 7 of 8)	-exon (FBgn0264270, exon 7 of 8)	-9131	FBgn0287667	FBgn0287667	FBtr0480521						NA
ManzF3Ctrl_REP1.mLb.clN_peak_4375	chr2R	10033449	10033934	+	16	NA	promoter-TSS (FBgn0033474)	-promoter-TSS (FBgn0033474)	387	FBgn0033475	FBgn0033475	FBtr0088395						NA
ManzF3Ctrl_REP1.mLb.clN_peak_8601	chr3L	6544909	6546160	+	16	NA	exon (FBgn0020251, exon 5 of 7)	-exon (FBgn0020251, exon 5 of 7)	-5205	FBgn0042185	FBgn0042185	FBtr0076970						NA
ManzF3Ctrl_REP1.mLb.clN_peak_19443	chrX	18972577	18973728	+	16	NA	intron (FBgn0264090, intron 2 of 6)	-intron (FBgn0264090, intron 2 of 6)	42793	FBgn0264090	FBgn0264090	FBtr0331157						NA
ManzF3Ctrl_REP1.mLb.clN_peak_18208	chrX	11170125	11170429	+	16	NA	exon (FBgn0030277, exon 1 of 1)	-exon (FBgn0030277, exon 1 of 1)	401	FBgn0030277	FBgn0030277	FBtr0346269						NA
ManzF3Ctrl_REP1.mLb.clN_peak_5037	chr2R	12954175	12954906	+	16	NA	exon (FBgn0033787, exon 3 of 4)	-exon (FBgn0033787, exon 3 of 4)	1428	FBgn0033787	FBgn0033787	FBtr0345371						NA
ManzF3Ctrl_REP1.mLb.clN_peak_17683	chrX	8196729	8197099	+	16	NA	intron (FBgn0261873, intron 1 of 11)	-intron (FBgn0261873, intron 1 of 12)	18365	FBgn0261873	FBgn0261873	FBtr0340142						NA
ManzF3Ctrl_REP1.mLb.clN_peak_2407	chr2L	18737356	18737585	+	16	NA	Intergenic	Intergenic	1722	FBgn0265994	FBgn0265994	FBtr0343111						NA
ManzF3Ctrl_REP1.mLb.clN_peak_15744	chr3R	30774077	30774783	+	16	NA	exon (FBgn0004606, exon 3 of 5)	-exon (FBgn0004606, exon 3 of 5)	8504	FBgn0004606	FBgn0004606	FBtr0331180						NA
ManzF3Ctrl_REP1.mLb.clN_peak_12483	chr3R	9649234	9649565	+	16	NA	exon (FBgn0012344, exon 4 of 5)	-exon (FBgn0012344, exon 4 of 5)	-3245	FBgn0037724	FBgn0037724	FBtr0082101						NA
ManzF3Ctrl_REP1.mLb.clN_peak_16528	chrX	1535312	1536323	+	16	NA	intron (FBgn0025390, intron 7 of 7)	-intron (FBgn0025390, intron 7 of 7)	22583	FBgn0065095	FBgn0065095	FBtr0091687						NA
ManzF3Ctrl_REP1.mLb.clN_peak_3930	chr2R	8095269	8096187	+	16	NA	exon (FBgn0033257, exon 3 of 7)	-exon (FBgn0033257, exon 3 of 7)	2756	FBgn0033258	FBgn0033258	FBtr0088822						NA
ManzF3Ctrl_REP1.mLb.clN_peak_9035	chr3L	8974119	8974985	+	16	NA	promoter-TSS (FBgn0035947)	-promoter-TSS (FBgn0035947)	-135	FBgn0086706	FBgn0086706	FBtr0076557						NA
ManzF3Ctrl_REP1.mLb.clN_peak_4705	chr2R	11425862	11425998	+	16	NA	intron (FBgn0015872, intron 1 of 4)	-intron (FBgn0015872, intron 1 of 3)	3715	FBgn0015872	FBgn0015872	FBtr0088142						NA
ManzF3Ctrl_REP1.mLb.clN_peak_11961	chr3R	6492856	6493139	+	16	NA	exon (FBgn0037448, exon 6 of 7)	-exon (FBgn0037448, exon 6 of 7)	3114	FBgn0011919	FBgn0011919	FBtr0081706						NA
ManzF3Ctrl_REP1.mLb.clN_peak_14151	chr3R	20632694	20633445	+	16	NA	exon (FBgn0015279, exon 2 of 8)	-exon (FBgn0015279, exon 2 of 8)	1663	FBgn0015279	FBgn0015279	FBtr0083941						NA
ManzF3Ctrl_REP1.mLb.clN_peak_8605	chr3L	6563643	6564257	+	16	NA	exon (FBgn0263973, exon 7 of 7)	-exon (FBgn0263973, exon 7 of 7)	13211	FBgn0042185	FBgn0042185	FBtr0076970						NA
ManzF3Ctrl_REP1.mLb.clN_peak_9786	chr3L	14404027	14404935	+	16	NA	exon (FBgn0003459, exon 2 of 2)	-exon (FBgn0003459, exon 2 of 2)	-1756	FBgn0036422	FBgn0036422	FBtr0075729						NA
ManzF3Ctrl_REP1.mLb.clN_peak_17681	chrX	8178629	8178859	+	16	NA	exon (FBgn0261873, exon 1 of 17)	-exon (FBgn0261873, exon 1 of 17)	195	FBgn0261873	FBgn0261873	FBtr0340142						NA
ManzF3Ctrl_REP1.mLb.clN_peak_4159	chr2R	9080423	9080547	+	16	NA	exon (FBgn0025709, exon 4 of 8)	-exon (FBgn0025709, exon 4 of 8)	1764	FBgn0025709	FBgn0025709	FBtr0088562						NA
ManzF3Ctrl_REP1.mLb.clN_peak_10303	chr3L	17898749	17899719	+	16	NA	exon (FBgn0036770, exon 6 of 6)	-exon (FBgn0036770, exon 6 of 6)	-3372	FBgn0036769	FBgn0036769	FBtr0075155						NA
ManzF3Ctrl_REP1.mLb.clN_peak_7243	chr2R	23677982	23678354	+	16	NA	intron (FBgn0266377, intron 14 of 15)	-intron (FBgn0266377, intron 5 of 6)	-3455	FBgn0034887	FBgn0034887	FBtr0114541						NA
ManzF3Ctrl_REP1.mLb.clN_peak_9994	chr3L	16066710	16066842	+	16	NA	exon (FBgn0005536, exon 9 of 16)	-exon (FBgn0005536, exon 9 of 16)	14817	FBgn0005536	FBgn0005536	FBtr0475269						NA
ManzF3Ctrl_REP1.mLb.clN_peak_15195	chr3R	26859648	26859791	+	16	NA	intron (FBgn0051072, intron 9 of 17)	-intron (FBgn0051072, intron 9 of 17)	3094	FBgn0051072	FBgn0051072	FBtr0085097						NA
ManzF3Ctrl_REP1.mLb.clN_peak_12361	chr3R	9064468	9065899	+	16	NA	promoter-TSS (FBgn0037661)	-promoter-TSS (FBgn0037661)	0	FBgn0037661	FBgn0037661	FBtr0081971						NA
ManzF3Ctrl_REP1.mLb.clN_peak_19772	chrX	21197368	21197500	+	16	NA	Intergenic	Intergenic	4181	FBgn0287645	FBgn0287645	FBtr0077256						NA
ManzF3Ctrl_REP1.mLb.clN_peak_15803	chr3R	31212833	31213452	+	16	NA	promoter-TSS (FBgn0039828)	-promoter-TSS (FBgn0039828)	234	FBgn0061476	FBgn0061476	FBtr0085777						NA
ManzF3Ctrl_REP1.mLb.clN_peak_3135	chr2R	2816920	2817135	+	16	NA	intron (FBgn0085638, intron 3 of 3)	-intron (FBgn0085638, intron 2 of 2)	29634	FBgn0085638	FBgn0085638	FBtr0301792						NA
ManzF3Ctrl_REP1.mLb.clN_peak_12123	chr3R	7691856	7692008	+	16	NA	exon (FBgn0051146, exon 12 of 12)	-exon (FBgn0051146, exon 12 of 12)	-28117	FBgn0265200	FBgn0265200	FBtr0339178						NA
ManzF3Ctrl_REP1.mLb.clN_peak_3108	chr2R	2530754	2530994	+	16	NA	intron (FBgn0058263, intron 2 of 5)	-intron (FBgn0058263, intron 2 of 4)	34511	FBgn0058263	FBgn0058263	FBtr0334936						NA
ManzF3Ctrl_REP1.mLb.clN_peak_11843	chr3R	5938167	5938372	+	16	NA	intron (FBgn0083949, intron 2 of 17)	-intron (FBgn0083949, intron 2 of 17)	21286	FBgn0083949	FBgn0083949	FBtr0110806						NA
ManzF3Ctrl_REP1.mLb.clN_peak_17863	chrX	9215002	9215513	+	16	NA	promoter-TSS (FBgn0030104)	-promoter-TSS (FBgn0030104)	381	FBgn0030103	FBgn0030103	FBtr0071307						NA
ManzF3Ctrl_REP1.mLb.clN_peak_5939	chr2R	17113873	17114673	+	16	NA	TTS (FBgn0034194)	-TTS (FBgn0034194)	5429	FBgn0034194	FBgn0034194	FBtr0086982						NA
ManzF3Ctrl_REP1.mLb.clN_peak_3968	chr2R	8260106	8260210	+	16	NA	TTS (FBgn0050369)	-TTS (FBgn0050369)	317	FBgn0033278	FBgn0033278	FBtr0339312						NA
ManzF3Ctrl_REP1.mLb.clN_peak_268	chr2L	1902316	1903257	+	16	NA	intron (FBgn0031374, intron 1 of 17)	-intron (FBgn0031374, intron 1 of 18)	18164	FBgn0031374	FBgn0031374	FBtr0113011						NA
ManzF3Ctrl_REP1.mLb.clN_peak_18213	chrX	11247080	11247491	+	16	NA	promoter-TSS (FBgn0030283)	-promoter-TSS (FBgn0030283)	-951	FBgn0030283	FBgn0030283	FBtr0073447						NA
ManzF3Ctrl_REP1.mLb.clN_peak_375	chr2L	2729995	2730160	+	16	NA	promoter-TSS (FBgn0031449)	-promoter-TSS (FBgn0031449)	4403	FBgn0031449	FBgn0031449	FBtr0334161						NA
ManzF3Ctrl_REP1.mLb.clN_peak_17200	chrX	5312045	5312306	+	16	NA	promoter-TSS (FBgn0011761)	-promoter-TSS (FBgn0011761)	4	FBgn0011761	FBgn0011761	FBtr0070749						NA
ManzF3Ctrl_REP1.mLb.clN_peak_14453	chr3R	22292004	22292416	+	16	NA	intron (FBgn0051163, intron 17 of 20)	-intron (FBgn0051163, intron 15 of 18)	-4660	FBgn0263834	FBgn0263834	FBtr0321274						NA
ManzF3Ctrl_REP1.mLb.clN_peak_16184	chr4	1074328	1074768	+	16	NA	exon (FBgn0087002, exon 6 of 8)	-exon (FBgn0087002, exon 6 of 8)	-9547	FBgn0011642	FBgn0011642	FBtr0345298						NA
ManzF3Ctrl_REP1.mLb.clN_peak_3445	chr2R	6057200	6059220	+	16	NA	exon (FBgn0033056, exon 1 of 1)	-exon (FBgn0033056, exon 1 of 1)	1348	FBgn0033056	FBgn0033056	FBtr0086024						NA
ManzF3Ctrl_REP1.mLb.clN_peak_132	chr2L	696150	697587	+	16	NA	intron (FBgn0284247, intron 2 of 11)	-intron (FBgn0284247, intron 2 of 11)	-13700	FBgn0266323	FBgn0266323	FBtr0344054						NA
ManzF3Ctrl_REP1.mLb.clN_peak_12955	chr3R	12836602	12836788	+	16	NA	Intergenic	Intergenic	3568	FBgn0267937	FBgn0267937	FBtr0347512						NA
ManzF3Ctrl_REP1.mLb.clN_peak_11933	chr3R	6373373	6373824	+	16	NA	promoter-TSS (FBgn0037440)	-promoter-TSS (FBgn0037440)	-877	FBgn0260766	FBgn0260766	FBtr0301268						NA
ManzF3Ctrl_REP1.mLb.clN_peak_13281	chr3R	14859444	14859839	+	16	NA	exon (FBgn0266756, exon 2 of 14)	-exon (FBgn0266756, exon 2 of 14)	14598	FBgn0038266	FBgn0038266	FBtr0082994						NA
ManzF3Ctrl_REP1.mLb.clN_peak_5637	chr2R	15577348	15577470	+	16	NA	Intergenic	Intergenic	-3647	FBgn0034033	FBgn0034033	FBtr0087349						NA
