PeakID (cmd=annotatePeaks.pl ManzF6Ctrl_REP1.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF6Ctrl_REP1.mLb.clN_peak_13732	chrX	5698120	5698611	+	23	NA	promoter-TSS (FBgn0029791)	-promoter-TSS (FBgn0029791)	-822	FBgn0029791	FBgn0029791	FBtr0301083						NA
ManzF6Ctrl_REP1.mLb.clN_peak_6450	chr3L	2494373	2495523	+	23	NA	intron (FBgn0266696, intron 1 of 6)	-intron (FBgn0266696, intron 11 of 16)	4348	FBgn0035346	FBgn0035346	FBtr0344219						NA
ManzF6Ctrl_REP1.mLb.clN_peak_11765	chr3R	25996108	25997057	+	23	NA	TTS (FBgn0015269)	-TTS (FBgn0015269)	414	FBgn0262576	FBgn0262576	FBtr0305046						NA
ManzF6Ctrl_REP1.mLb.clN_peak_3312	chr2R	8862560	8862779	+	23	NA	promoter-TSS (FBgn0011286)	-promoter-TSS (FBgn0011286)	2305	FBgn0011286	FBgn0011286	FBtr0308083						NA
ManzF6Ctrl_REP1.mLb.clN_peak_448	chr2L	3918855	3919087	+	23	NA	exon (FBgn0051774, exon 6 of 9)	-exon (FBgn0051774, exon 6 of 9)	-4683	FBgn0051773	FBgn0051773	FBtr0077509						NA
ManzF6Ctrl_REP1.mLb.clN_peak_12797	chr4	1231747	1234952	+	23	NA	exon (FBgn0053653, exon 2 of 24)	-exon (FBgn0053653, exon 2 of 24)	2512	FBgn0053653	FBgn0053653	FBtr0333702						NA
ManzF6Ctrl_REP1.mLb.clN_peak_15190	chrX	17134562	17134703	+	23	NA	exon (FBgn0260748, exon 9 of 11)	-exon (FBgn0260748, exon 9 of 11)	4209	FBgn0260748	FBgn0260748	FBtr0346797						NA
ManzF6Ctrl_REP1.mLb.clN_peak_5777	chr2R	23526275	23526682	+	23	NA	exon (FBgn0261786, exon 7 of 9)	-exon (FBgn0261786, exon 7 of 9)	2622	FBgn0261786	FBgn0261786	FBtr0072058						NA
ManzF6Ctrl_REP1.mLb.clN_peak_3373	chr2R	9148544	9151087	+	23	NA	exon (FBgn0050345, exon 3 of 9)	-exon (FBgn0050345, exon 3 of 9)	1126	FBgn0050345	FBgn0050345	FBtr0305317						NA
ManzF6Ctrl_REP1.mLb.clN_peak_6993	chr3L	7684576	7684791	+	23	NA	exon (FBgn0261788, exon 16 of 21)	-exon (FBgn0261788, exon 16 of 21)	10971	FBgn0265084	FBgn0265084	FBtr0336853						NA
ManzF6Ctrl_REP1.mLb.clN_peak_12735	chr4	1001754	1002423	+	23	NA	intron (FBgn0019650, intron 5 of 8)	-intron (FBgn0019650, intron 5 of 8)	12363	FBgn0019650	FBgn0019650	FBtr0479793						NA
ManzF6Ctrl_REP1.mLb.clN_peak_5508	chr2R	21924851	21925420	+	23	NA	intron (FBgn0085397, intron 2 of 4)	-intron (FBgn0085397, intron 2 of 4)	11728	FBgn0263999	FBgn0263999	FBtr0334012						NA
ManzF6Ctrl_REP1.mLb.clN_peak_8211	chr3L	18586422	18586603	+	23	NA	Intergenic	Intergenic	-2247	FBgn0036791	FBgn0036791	FBtr0075101						NA
ManzF6Ctrl_REP1.mLb.clN_peak_15305	chrX	17869105	17869964	+	23	NA	exon (FBgn0259168, exon 8 of 9)	-exon (FBgn0259168, exon 8 of 9)	5506	FBgn0259168	FBgn0259168	FBtr0300509						NA
ManzF6Ctrl_REP1.mLb.clN_peak_8404	chr3L	19998880	20000309	+	23	NA	exon (FBgn0036927, exon 5 of 7)	-exon (FBgn0036927, exon 5 of 7)	653	FBgn0036927	FBgn0036927	FBtr0074908						NA
ManzF6Ctrl_REP1.mLb.clN_peak_14669	chrX	13079967	13082065	+	23	NA	exon (FBgn0010303, exon 9 of 10)	-exon (FBgn0010303, exon 9 of 10)	9418	FBgn0010303	FBgn0010303	FBtr0479993						NA
ManzF6Ctrl_REP1.mLb.clN_peak_11996	chr3R	28540292	28540528	+	23	NA	promoter-TSS (FBgn0003137)	-promoter-TSS (FBgn0003137)	-86	FBgn0003137	FBgn0003137	FBtr0301839						NA
ManzF6Ctrl_REP1.mLb.clN_peak_7469	chr3L	11627936	11628432	+	23	NA	promoter-TSS (FBgn0042138)	-promoter-TSS (FBgn0042138)	147	FBgn0042138	FBgn0042138	FBtr0331545						NA
ManzF6Ctrl_REP1.mLb.clN_peak_14328	chrX	10277553	10279061	+	23	NA	exon (FBgn0259170, exon 4 of 7)	-exon (FBgn0259170, exon 4 of 7)	11767	FBgn0259170	FBgn0259170	FBtr0300513						NA
ManzF6Ctrl_REP1.mLb.clN_peak_5626	chr2R	22635360	22636176	+	23	NA	TTS (FBgn0019949)	-TTS (FBgn0019949)	174	FBgn0034748	FBgn0034748	FBtr0071938						NA
ManzF6Ctrl_REP1.mLb.clN_peak_15055	chrX	16124081	16124379	+	23	NA	exon (FBgn0285879, exon 1 of 3)	-exon (FBgn0285879, exon 1 of 3)	102	FBgn0285879	FBgn0285879	FBtr0310301						NA
ManzF6Ctrl_REP1.mLb.clN_peak_13963	chrX	7363916	7364144	+	23	NA	intron (FBgn0265457, intron 1 of 4)	-intron (FBgn0029941, intron 1 of 6)	5234	FBgn0029947	FBgn0029947	FBtr0071054						NA
ManzF6Ctrl_REP1.mLb.clN_peak_11312	chr3R	22212454	22212940	+	23	NA	exon (FBgn0038934, exon 1 of 3)	-exon (FBgn0038934, exon 1 of 3)	873	FBgn0038934	FBgn0038934	FBtr0310204						NA
ManzF6Ctrl_REP1.mLb.clN_peak_15276	chrX	17732413	17732673	+	23	NA	intron (FBgn0261570, intron 1 of 7)	-intron (FBgn0261570, intron 3 of 7)	-5870	FBgn0261570	FBgn0261570	FBtr0302834						NA
ManzF6Ctrl_REP1.mLb.clN_peak_8869	chr3L	23142679	23143262	+	23	NA	Intergenic	Intergenic	6347	FBgn0084017	FBgn0084017	FBtr0336866						NA
ManzF6Ctrl_REP1.mLb.clN_peak_14768	chrX	13757024	13757291	+	23	NA	promoter-TSS (FBgn0020909)	-promoter-TSS (FBgn0020909)	-22	FBgn0020909	FBgn0020909	FBtr0073820						NA
ManzF6Ctrl_REP1.mLb.clN_peak_10426	chr3R	14662697	14664022	+	23	NA	promoter-TSS (FBgn0038252)	-promoter-TSS (FBgn0038252)	-91	FBgn0038252	FBgn0038252	FBtr0082969						NA
ManzF6Ctrl_REP1.mLb.clN_peak_12872	chrX	346384	347598	+	23	NA	exon (FBgn0024989, exon 3 of 6)	-exon (FBgn0024989, exon 3 of 6)	-3575	FBgn0262810	FBgn0262810	FBtr0306054						NA
ManzF6Ctrl_REP1.mLb.clN_peak_641	chr2L	5801579	5802415	+	23	NA	promoter-TSS (FBgn0031740)	-promoter-TSS (FBgn0031740)	-22	FBgn0031739	FBgn0031739	FBtr0332037						NA
ManzF6Ctrl_REP1.mLb.clN_peak_7524	chr3L	12090222	12090427	+	23	NA	Intergenic	Intergenic	1698	FBgn0036246	FBgn0036246	FBtr0075990						NA
ManzF6Ctrl_REP1.mLb.clN_peak_11056	chr3R	20563566	20564192	+	23	NA	exon (FBgn0038804, exon 1 of 1)	-exon (FBgn0038804, exon 1 of 1)	188	FBgn0038804	FBgn0038804	FBtr0083950						NA
ManzF6Ctrl_REP1.mLb.clN_peak_8835	chr3L	22911357	22912141	+	23	NA	exon (FBgn0037206, exon 2 of 5)	-exon (FBgn0037206, exon 2 of 5)	1258	FBgn0037206	FBgn0037206	FBtr0331398						NA
ManzF6Ctrl_REP1.mLb.clN_peak_2036	chr2L	20386758	20387254	+	23	NA	exon (FBgn0032857, exon 2 of 2)	-exon (FBgn0032857, exon 2 of 2)	-4650	FBgn0032856	FBgn0032856	FBtr0081371						NA
ManzF6Ctrl_REP1.mLb.clN_peak_7876	chr3L	15684036	15684398	+	23	NA	promoter-TSS (FBgn0036528)	-promoter-TSS (FBgn0036528)	345	FBgn0036529	FBgn0036529	FBtr0075578						NA
ManzF6Ctrl_REP1.mLb.clN_peak_159	chr2L	1091936	1092631	+	23	NA	intron (FBgn0031299, intron 1 of 7)	-intron (FBgn0031299, intron 2 of 8)	10221	FBgn0031299	FBgn0031299	FBtr0332571						NA
ManzF6Ctrl_REP1.mLb.clN_peak_9439	chr3R	6150690	6151015	+	23	NA	exon (FBgn0051559, exon 2 of 2)	-exon (FBgn0051559, exon 2 of 2)	6383	FBgn0051559	FBgn0051559	FBtr0078616						NA
ManzF6Ctrl_REP1.mLb.clN_peak_11147	chr3R	21169564	21169872	+	23	NA	intron (FBgn0264357, intron 2 of 12)	-intron (FBgn0264357, intron 3 of 12)	-1513	FBgn0260004	FBgn0260004	FBtr0333928						NA
ManzF6Ctrl_REP1.mLb.clN_peak_7241	chr3L	9460767	9461262	+	23	NA	promoter-TSS (FBgn0036000)	-promoter-TSS (FBgn0036000)	-215	FBgn0036000	FBgn0036000	FBtr0076473						NA
ManzF6Ctrl_REP1.mLb.clN_peak_13366	chrX	2936481	2936654	+	23	NA	promoter-TSS (FBgn0025645)	-promoter-TSS (FBgn0025645)	-460	FBgn0025645	FBgn0025645	FBtr0070552						NA
ManzF6Ctrl_REP1.mLb.clN_peak_7390	chr3L	11047614	11048126	+	23	NA	intron (FBgn0263776, intron 1 of 6)	-intron (FBgn0263776, intron 1 of 5)	-2538	FBgn0266594	FBgn0266594	FBtr0344817						NA
ManzF6Ctrl_REP1.mLb.clN_peak_2072	chr2L	20812503	20812857	+	23	NA	intron (FBgn0032886, intron 1 of 2)	-intron (FBgn0032886, intron 1 of 2)	2706	FBgn0032886	FBgn0032886	FBtr0081416						NA
ManzF6Ctrl_REP1.mLb.clN_peak_14932	chrX	15292965	15293310	+	23	NA	promoter-TSS (FBgn0030625)	-promoter-TSS (FBgn0030625)	106	FBgn0030625	FBgn0030625	FBtr0074002						NA
ManzF6Ctrl_REP1.mLb.clN_peak_14193	chrX	9142421	9142990	+	23	NA	promoter-TSS (FBgn0265710)	-promoter-TSS (FBgn0265710)	212	FBgn0030091	FBgn0030091	FBtr0071299						NA
ManzF6Ctrl_REP1.mLb.clN_peak_12547	chr4	290511	290892	+	23	NA	intron (FBgn0039900, intron 4 of 8)	-intron (FBgn0039900, intron 4 of 9)	14178	FBgn0264793	FBgn0264793	FBtr0334476						NA
ManzF6Ctrl_REP1.mLb.clN_peak_1895	chr2L	19131731	19132527	+	23	NA	promoter-TSS (FBgn0086446)	-promoter-TSS (FBgn0086446)	-175	FBgn0086443	FBgn0086443	FBtr0332578						NA
ManzF6Ctrl_REP1.mLb.clN_peak_5096	chr2R	18892290	18892591	+	23	NA	intron (FBgn0034408, intron 2 of 6)	-intron (FBgn0034408, intron 2 of 7)	-6989	FBgn0086022	FBgn0086022	FBtr0114298						NA
ManzF6Ctrl_REP1.mLb.clN_peak_3540	chr2R	10060054	10060282	+	23	NA	intron (FBgn0262169, intron 2 of 9)	-intron (FBgn0262169, intron 2 of 10)	-5592	FBgn0010385	FBgn0010385	FBtr0088432						NA
ManzF6Ctrl_REP1.mLb.clN_peak_11595	chr3R	24585153	24585440	+	23	NA	promoter-TSS (FBgn0039210)	-promoter-TSS (FBgn0039210)	-136	FBgn0039210	FBgn0039210	FBtr0084671						NA
ManzF6Ctrl_REP1.mLb.clN_peak_977	chr2L	8311184	8311778	+	23	NA	promoter-TSS (FBgn0032018)	-promoter-TSS (FBgn0032018)	82	FBgn0032018	FBgn0032018	FBtr0079600						NA
ManzF6Ctrl_REP1.mLb.clN_peak_14434	chrX	10953783	10954254	+	23	NA	promoter-TSS (FBgn0263705)	-promoter-TSS (FBgn0263705)	-1532	FBgn0052670	FBgn0052670	FBtr0073401						NA
ManzF6Ctrl_REP1.mLb.clN_peak_1906	chr2L	19185697	19186543	+	23	NA	promoter-TSS (FBgn0010309)	-promoter-TSS (FBgn0010309)	77	FBgn0010309	FBgn0010309	FBtr0081194						NA
ManzF6Ctrl_REP1.mLb.clN_peak_3890	chr2R	11787947	11788611	+	23	NA	exon (FBgn0033651, exon 1 of 1)	-exon (FBgn0033651, exon 1 of 1)	1214	FBgn0033651	FBgn0033651	FBtr0088065						NA
ManzF6Ctrl_REP1.mLb.clN_peak_8503	chr3L	20711575	20711876	+	23	NA	Intergenic	Intergenic	-2375	FBgn0085289	FBgn0085289	FBtr0333482						NA
ManzF6Ctrl_REP1.mLb.clN_peak_13053	chrX	1196235	1196476	+	23	NA	exon (FBgn0040359, exon 3 of 3)	-exon (FBgn0040359, exon 3 of 3)	-3191	FBgn0040358	FBgn0040358	FBtr0070202						NA
ManzF6Ctrl_REP1.mLb.clN_peak_9666	chr3R	8313093	8313612	+	23	NA	TTS (FBgn0037572)	-TTS (FBgn0037572)	144	FBgn0037573	FBgn0037573	FBtr0081834						NA
ManzF6Ctrl_REP1.mLb.clN_peak_13150	chrX	1789405	1790920	+	23	NA	exon (FBgn0052806, exon 2 of 2)	-exon (FBgn0052806, exon 2 of 2)	596	FBgn0052806	FBgn0052806	FBtr0070301						NA
ManzF6Ctrl_REP1.mLb.clN_peak_7025	chr3L	7879776	7880063	+	23	NA	intron (FBgn0052365, intron 1 of 3)	-intron (FBgn0052365, intron 2 of 4)	10877	FBgn0052365	FBgn0052365	FBtr0339897						NA
ManzF6Ctrl_REP1.mLb.clN_peak_3094	chr2R	7756070	7756220	+	23	NA	intron (FBgn0286778, intron 2 of 2)	-intron (FBgn0286778, intron 2 of 2)	2732	FBgn0286778	FBgn0286778	FBtr0474228						NA
ManzF6Ctrl_REP1.mLb.clN_peak_3809	chr2R	11419438	11419756	+	23	NA	intron (FBgn0015872, intron 2 of 4)	-intron (FBgn0015872, intron 2 of 3)	5087	FBgn0040503	FBgn0040503	FBtr0473624						NA
ManzF6Ctrl_REP1.mLb.clN_peak_12373	chr3R	31389551	31390175	+	23	NA	exon (FBgn0039844, exon 7 of 10)	-exon (FBgn0039844, exon 7 of 10)	3664	FBgn0051204	FBgn0051204	FBtr0085814						NA
ManzF6Ctrl_REP1.mLb.clN_peak_9579	chr3R	7540819	7541522	+	23	NA	promoter-TSS (FBgn0015570)	-promoter-TSS (FBgn0015570)	52	FBgn0015571	FBgn0015571	FBtr0081545						NA
ManzF6Ctrl_REP1.mLb.clN_peak_12889	chrX	436662	436905	+	23	NA	exon (FBgn0011822, exon 1 of 1)	-exon (FBgn0011822, exon 1 of 1)	665	FBgn0011822	FBgn0011822	FBtr0070100						NA
ManzF6Ctrl_REP1.mLb.clN_peak_6871	chr3L	6216296	6216991	+	23	NA	intron (FBgn0002526, intron 2 of 14)	-intron (FBgn0002526, intron 2 of 14)	1379	FBgn0002526	FBgn0002526	FBtr0077014						NA
ManzF6Ctrl_REP1.mLb.clN_peak_650	chr2L	5860424	5861472	+	23	NA	exon (FBgn0031745, exon 4 of 4)	-exon (FBgn0031745, exon 4 of 4)	18550	FBgn0031745	FBgn0031745	FBtr0342620						NA
ManzF6Ctrl_REP1.mLb.clN_peak_7957	chr3L	16400942	16401310	+	23	NA	promoter-TSS (FBgn0266099)	-promoter-TSS (FBgn0266099)	6540	FBgn0036627	FBgn0036627	FBtr0343534						NA
ManzF6Ctrl_REP1.mLb.clN_peak_4216	chr2R	13577514	13577898	+	23	NA	promoter-TSS (FBgn0265497)	-promoter-TSS (FBgn0265497)	-330	FBgn0265497	FBgn0265497	FBtr0339944						NA
ManzF6Ctrl_REP1.mLb.clN_peak_3964	chr2R	12198272	12198933	+	23	NA	TTS (FBgn0033699)	-TTS (FBgn0033699)	252	FBgn0033698	FBgn0033698	FBtr0088008						NA
ManzF6Ctrl_REP1.mLb.clN_peak_15354	chrX	18391281	18391622	+	23	NA	exon (FBgn0052549, exon 7 of 8)	-exon (FBgn0052549, exon 7 of 8)	4367	FBgn0022355	FBgn0022355	FBtr0346625						NA
ManzF6Ctrl_REP1.mLb.clN_peak_10519	chr3R	15305198	15305756	+	23	NA	TTS (FBgn0003721)	-TTS (FBgn0003721)	-6899	FBgn0004117	FBgn0004117	FBtr0333920						NA
ManzF6Ctrl_REP1.mLb.clN_peak_7123	chr3L	8602513	8603052	+	23	NA	TTS (FBgn0017579)	-TTS (FBgn0017579)	834	FBgn0060291	FBgn0060291	FBtr0076635						NA
ManzF6Ctrl_REP1.mLb.clN_peak_6140	chr3L	393879	394162	+	23	NA	promoter-TSS (FBgn0266927)	-promoter-TSS (FBgn0266927)	426	FBgn0264700	FBgn0264700	FBtr0333900						NA
ManzF6Ctrl_REP1.mLb.clN_peak_1296	chr2L	10989297	10989455	+	23	NA	promoter-TSS (FBgn0026147)	-promoter-TSS (FBgn0026147)	-25	FBgn0026147	FBgn0026147	FBtr0300404						NA
ManzF6Ctrl_REP1.mLb.clN_peak_5142	chr2R	19188224	19188426	+	23	NA	intron (FBgn0263395, intron 2 of 13)	-intron (FBgn0263395, intron 2 of 14)	9587	FBgn0263395	FBgn0263395	FBtr0340456						NA
ManzF6Ctrl_REP1.mLb.clN_peak_10953	chr3R	19472230	19472606	+	23	NA	intron (FBgn0260003, intron 2 of 33)	-intron (FBgn0260003, intron 2 of 34)	-9352	FBgn0038708	FBgn0038708	FBtr0083769						NA
ManzF6Ctrl_REP1.mLb.clN_peak_2466	chr2R	4044166	4044459	+	23	NA	intron (FBgn0046706, intron 4 of 4)	-intron (FBgn0046706, intron 4 of 4)	30201	FBgn0046706	FBgn0046706	FBtr0113784						NA
ManzF6Ctrl_REP1.mLb.clN_peak_7333	chr3L	10573625	10574037	+	23	NA	exon (FBgn0052062, exon 4 of 15)	-exon (FBgn0052062, exon 4 of 15)	-14749	FBgn0036085	FBgn0036085	FBtr0344999						NA
ManzF6Ctrl_REP1.mLb.clN_peak_4384	chr2R	14582894	14583159	+	23	NA	intron (FBgn0265974, intron 6 of 9)	-intron (FBgn0265974, intron 6 of 9)	-7255	FBgn0010397	FBgn0010397	FBtr0333166						NA
ManzF6Ctrl_REP1.mLb.clN_peak_8446	chr3L	20295202	20295405	+	23	NA	promoter-TSS (FBgn0052227)	-promoter-TSS (FBgn0052227)	-170	FBgn0052227	FBgn0052227	FBtr0074848						NA
ManzF6Ctrl_REP1.mLb.clN_peak_767	chr2L	6733449	6735213	+	23	NA	exon (FBgn0031853, exon 1 of 5)	-exon (FBgn0031853, exon 1 of 5)	1465	FBgn0031853	FBgn0031853	FBtr0300056						NA
ManzF6Ctrl_REP1.mLb.clN_peak_8002	chr3L	16704383	16704541	+	23	NA	promoter-TSS (FBgn0036654)	-promoter-TSS (FBgn0036654)	-511	FBgn0036654	FBgn0036654	FBtr0344229						NA
ManzF6Ctrl_REP1.mLb.clN_peak_3640	chr2R	10510731	10510918	+	23	NA	exon (FBgn0283521, exon 6 of 6)	-exon (FBgn0283521, exon 6 of 6)	-25572	FBgn0264817	FBgn0264817	FBtr0347596						NA
ManzF6Ctrl_REP1.mLb.clN_peak_6431	chr3L	2403284	2403935	+	23	NA	exon (FBgn0266696, exon 2 of 10)	-exon (FBgn0266696, exon 2 of 10)	-12620	FBgn0052299	FBgn0052299	FBtr0299808						NA
ManzF6Ctrl_REP1.mLb.clN_peak_10081	chr3R	11626723	11626909	+	23	NA	promoter-TSS (FBgn0042205)	-promoter-TSS (FBgn0042205)	-73	FBgn0042205	FBgn0042205	FBtr0082417						NA
ManzF6Ctrl_REP1.mLb.clN_peak_1565	chr2L	14158684	14158992	+	23	NA	exon (FBgn0283651, exon 5 of 5)	-exon (FBgn0283651, exon 5 of 5)	4384	FBgn0263037	FBgn0263037	FBtr0306928						NA
ManzF6Ctrl_REP1.mLb.clN_peak_13450	chrX	3696982	3697222	+	23	NA	intron (FBgn0023215, intron 2 of 7)	-intron (FBgn0023215, intron 2 of 7)	-4755	FBgn0266549	FBgn0266549	FBtr0344655						NA
ManzF6Ctrl_REP1.mLb.clN_peak_11753	chr3R	25763603	25763770	+	23	NA	promoter-TSS (FBgn0066101)	-promoter-TSS (FBgn0066101)	-10691	FBgn0066101	FBgn0066101	FBtr0335237						NA
ManzF6Ctrl_REP1.mLb.clN_peak_637	chr2L	5774176	5774343	+	23	NA	promoter-TSS (FBgn0031738)	-promoter-TSS (FBgn0031738)	-661	FBgn0031738	FBgn0031738	FBtr0301234						NA
ManzF6Ctrl_REP1.mLb.clN_peak_6585	chr3L	3455312	3455605	+	23	NA	intron (FBgn0026259, intron 5 of 9)	-intron (FBgn0026259, intron 4 of 8)	5519	FBgn0026259	FBgn0026259	FBtr0309839						NA
ManzF6Ctrl_REP1.mLb.clN_peak_8488	chr3L	20530410	20531252	+	23	NA	intron (FBgn0037012, intron 2 of 2)	-intron (FBgn0037012, intron 2 of 2)	-3367	FBgn0037013	FBgn0037013	FBtr0331565						NA
ManzF6Ctrl_REP1.mLb.clN_peak_15631	chrX	20613199	20613347	+	23	NA	intron (FBgn0083981, intron 1 of 5)	-intron (FBgn0083981, intron 1 of 5)	10500	FBgn0083981	FBgn0083981	FBtr0331160						NA
ManzF6Ctrl_REP1.mLb.clN_peak_12603	chr4	492696	492890	+	23	NA	Intergenic	Intergenic	-3799	FBgn0039908	FBgn0039908	FBtr0344869						NA
ManzF6Ctrl_REP1.mLb.clN_peak_4172	chr2R	13344395	13345114	+	23	NA	promoter-TSS (FBgn0265104)	-promoter-TSS (FBgn0265104)	54	FBgn0265104	FBgn0265104	FBtr0346953						NA
ManzF6Ctrl_REP1.mLb.clN_peak_8240	chr3L	18789613	18789850	+	23	NA	intron (FBgn0267601, intron 2 of 2)	-intron (FBgn0001078, intron 2 of 9)	11581	FBgn0267601	FBgn0267601	FBtr0347047						NA
ManzF6Ctrl_REP1.mLb.clN_peak_9105	chr3R	4253816	4255455	+	23	NA	promoter-TSS (FBgn0037227)	-promoter-TSS (FBgn0037227)	-73	FBgn0037227	FBgn0037227	FBtr0078976						NA
ManzF6Ctrl_REP1.mLb.clN_peak_3992	chr2R	12361371	12361514	+	23	NA	exon (FBgn0050043, exon 8 of 11)	-exon (FBgn0050043, exon 8 of 11)	-1878	FBgn0053013	FBgn0053013	FBtr0334031						NA
ManzF6Ctrl_REP1.mLb.clN_peak_9407	chr3R	5794305	5795472	+	23	NA	promoter-TSS (FBgn0037378)	-promoter-TSS (FBgn0037378)	183	FBgn0037379	FBgn0037379	FBtr0335518						NA
ManzF6Ctrl_REP1.mLb.clN_peak_8913	chr3L	23721190	23721547	+	23	NA	Intergenic	Intergenic	-5461	FBgn0058298	FBgn0058298	FBtr0111169						NA
ManzF6Ctrl_REP1.mLb.clN_peak_11275	chr3R	21897488	21897896	+	23	NA	intron (FBgn0038917, intron 4 of 4)	-intron (FBgn0038917, intron 4 of 4)	8153	FBgn0264426	FBgn0264426	FBtr0347290						NA
ManzF6Ctrl_REP1.mLb.clN_peak_8970	chr3L	26215387	26215521	+	23	NA	promoter-TSS (FBgn0058160)	-promoter-TSS (FBgn0058160)	-361	FBgn0058160	FBgn0058160	FBtr0333380						NA
ManzF6Ctrl_REP1.mLb.clN_peak_13066	chrX	1254534	1255625	+	23	NA	intron (FBgn0028550, intron 1 of 3)	-intron (FBgn0028550, intron 2 of 4)	-15195	FBgn0026876	FBgn0026876	FBtr0070245						NA
ManzF6Ctrl_REP1.mLb.clN_peak_15183	chrX	17106349	17106569	+	23	NA	promoter-TSS (FBgn0065032)	-promoter-TSS (FBgn0065032)	-607	FBgn0065032	FBgn0065032	FBtr0074410						NA
ManzF6Ctrl_REP1.mLb.clN_peak_3413	chr2R	9389541	9390061	+	23	NA	promoter-TSS (FBgn0010549)	-promoter-TSS (FBgn0010549)	-364	FBgn0010549	FBgn0010549	FBtr0332999						NA
ManzF6Ctrl_REP1.mLb.clN_peak_1551	chr2L	13933259	13933563	+	23	NA	exon (FBgn0032538, exon 2 of 2)	-exon (FBgn0032538, exon 2 of 2)	1281	FBgn0032538	FBgn0032538	FBtr0080558						NA
ManzF6Ctrl_REP1.mLb.clN_peak_13893	chrX	6849288	6850196	+	23	NA	promoter-TSS (FBgn0029914)	-promoter-TSS (FBgn0029914)	-28	FBgn0029914	FBgn0029914	FBtr0300177						NA
ManzF6Ctrl_REP1.mLb.clN_peak_14685	chrX	13174982	13175243	+	23	NA	intron (FBgn0085440, intron 1 of 17)	-intron (FBgn0085440, intron 1 of 17)	-2893	FBgn0052640	FBgn0052640	FBtr0073728						NA
ManzF6Ctrl_REP1.mLb.clN_peak_11417	chr3R	23173727	23173910	+	23	NA	promoter-TSS (FBgn0265042)	-promoter-TSS (FBgn0265042)	-55	FBgn0284226	FBgn0284226	FBtr0452125						NA
ManzF6Ctrl_REP1.mLb.clN_peak_3285	chr2R	8701001	8701473	+	23	NA	promoter-TSS (FBgn0033323)	-promoter-TSS (FBgn0033323)	557	FBgn0033322	FBgn0033322	FBtr0088724						NA
ManzF6Ctrl_REP1.mLb.clN_peak_14340	chrX	10362494	10363407	+	23	NA	intron (FBgn0028331, intron 1 of 7)	-intron (FBgn0028331, intron 1 of 6)	3323	FBgn0028331	FBgn0028331	FBtr0481644						NA
ManzF6Ctrl_REP1.mLb.clN_peak_5661	chr2R	22809490	22809622	+	23	NA	intron (FBgn0086408, intron 1 of 9)	-intron (FBgn0086408, intron 1 of 9)	1696	FBgn0086408	FBgn0086408	FBtr0309857						NA
ManzF6Ctrl_REP1.mLb.clN_peak_3724	chr2R	10897580	10897852	+	23	NA	TTS (FBgn0033569)	-TTS (FBgn0033569)	169	FBgn0033570	FBgn0033570	FBtr0331936						NA
ManzF6Ctrl_REP1.mLb.clN_peak_6128	chr3L	324481	324973	+	23	NA	promoter-TSS (FBgn0052344)	-promoter-TSS (FBgn0052344)	-7	FBgn0052344	FBgn0052344	FBtr0072576						NA
ManzF6Ctrl_REP1.mLb.clN_peak_9604	chr3R	7912608	7914169	+	23	NA	promoter-TSS (FBgn0014931)	-promoter-TSS (FBgn0014931)	-98	FBgn0014930	FBgn0014930	FBtr0339712						NA
ManzF6Ctrl_REP1.mLb.clN_peak_507	chr2L	4829740	4830722	+	23	NA	TTS (FBgn0031634)	-TTS (FBgn0031634)	462	FBgn0031633	FBgn0031633	FBtr0336961						NA
ManzF6Ctrl_REP1.mLb.clN_peak_9656	chr3R	8249620	8250964	+	23	NA	promoter-TSS (FBgn0260386)	-promoter-TSS (FBgn0260386)	-205	FBgn0260386	FBgn0260386	FBtr0344714						NA
ManzF6Ctrl_REP1.mLb.clN_peak_11046	chr3R	20395918	20396113	+	23	NA	intron (FBgn0262869, intron 6 of 17)	-intron (FBgn0262869, intron 6 of 17)	11856	FBgn0038795	FBgn0038795	FBtr0083894						NA
ManzF6Ctrl_REP1.mLb.clN_peak_3746	chr2R	11051813	11052177	+	23	NA	intron (FBgn0040765, intron 2 of 4)	-intron (FBgn0040765, intron 2 of 4)	-33591	FBgn0262817	FBgn0262817	FBtr0306049						NA
ManzF6Ctrl_REP1.mLb.clN_peak_871	chr2L	7593060	7593336	+	23	NA	Intergenic	Intergenic	-11045	FBgn0266910	FBgn0266910	FBtr0345778						NA
ManzF6Ctrl_REP1.mLb.clN_peak_12006	chr3R	28591745	28592072	+	22	NA	TTS (FBgn0262741)	-TTS (FBgn0262741)	-1580	FBgn0263388	FBgn0263388	FBtr0344587						NA
ManzF6Ctrl_REP1.mLb.clN_peak_2599	chr2R	5313592	5313752	+	22	NA	intron (FBgn0261403, intron 1 of 8)	-intron (FBgn0261403, intron 2 of 9)	6384	FBgn0261403	FBgn0261403	FBtr0086086						NA
