PeakID (cmd=annotatePeaks.pl ManzF6HSan_REP2.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF6HSan_REP2.mLb.clN_peak_12045	chr3R	25355945	25357369	+	17	NA	exon (FBgn0004509, exon 7 of 12)	-exon (FBgn0004509, exon 7 of 12)	-1628	FBgn0039331	FBgn0039331	FBtr0273265						NA
ManzF6HSan_REP2.mLb.clN_peak_13899	chrX	5217893	5218303	+	17	NA	intron (FBgn0029746, intron 7 of 31)	-intron (FBgn0029746, intron 5 of 28)	-29301	FBgn0266097	FBgn0266097	FBtr0343543						NA
ManzF6HSan_REP2.mLb.clN_peak_10281	chr3R	9925179	9925693	+	17	NA	intron (FBgn0287598, intron 1 of 6)	-intron (FBgn0267336, intron 1 of 6)	-46938	FBgn0266389	FBgn0266389	FBtr0344328						NA
ManzF6HSan_REP2.mLb.clN_peak_4531	chr2R	14227491	14229102	+	17	NA	exon (FBgn0033913, exon 3 of 4)	-exon (FBgn0033913, exon 3 of 4)	7153	FBgn0261276	FBgn0261276	FBtr0339761						NA
ManzF6HSan_REP2.mLb.clN_peak_6278	chr2R	24938141	24938390	+	17	NA	promoter-TSS (FBgn0022343)	-promoter-TSS (FBgn0022343)	-107	FBgn0022343	FBgn0022343	FBtr0309242						NA
ManzF6HSan_REP2.mLb.clN_peak_4847	chr2R	15858749	15859374	+	17	NA	intron (FBgn0022160, intron 6 of 7)	-intron (FBgn0022160, intron 6 of 7)	2283	FBgn0022160	FBgn0022160	FBtr0087307						NA
ManzF6HSan_REP2.mLb.clN_peak_8970	chr3L	21076437	21079195	+	17	NA	exon (FBgn0020294, exon 8 of 8)	-exon (FBgn0020294, exon 8 of 8)	11173	FBgn0053285	FBgn0053285	FBtr0078325						NA
ManzF6HSan_REP2.mLb.clN_peak_14192	chrX	7160893	7162755	+	17	NA	intron (FBgn0029939, intron 1 of 4)	-intron (FBgn0029939, intron 1 of 5)	-11974	FBgn0047092	FBgn0047092	FBtr0071016						NA
ManzF6HSan_REP2.mLb.clN_peak_9004	chr3L	21336400	21336880	+	17	NA	exon (FBgn0037073, exon 2 of 4)	-exon (FBgn0037073, exon 2 of 4)	1425	FBgn0037073	FBgn0037073	FBtr0078342						NA
ManzF6HSan_REP2.mLb.clN_peak_8024	chr3L	13441903	13443354	+	17	NA	promoter-TSS (FBgn0036365)	-promoter-TSS (FBgn0036365)	34	FBgn0036365	FBgn0036365	FBtr0331534						NA
ManzF6HSan_REP2.mLb.clN_peak_3543	chr2R	9373238	9373888	+	17	NA	exon (FBgn0033405, exon 2 of 8)	-exon (FBgn0033405, exon 2 of 8)	-10657	FBgn0040775	FBgn0040775	FBtr0088557						NA
ManzF6HSan_REP2.mLb.clN_peak_2328	chr2L	21689834	21690110	+	17	NA	intron (FBgn0051619, intron 3 of 18)	-intron (FBgn0051619, intron 3 of 18)	5866	FBgn0051619	FBgn0051619	FBtr0339132						NA
ManzF6HSan_REP2.mLb.clN_peak_4890	chr2R	16091165	16091366	+	17	NA	intron (FBgn0034072, intron 1 of 14)	-intron (FBgn0034072, intron 1 of 13)	7299	FBgn0034072	FBgn0034072	FBtr0306238						NA
ManzF6HSan_REP2.mLb.clN_peak_11603	chr3R	21838934	21839547	+	17	NA	Intergenic	Intergenic	4525	FBgn0045470	FBgn0045470	FBtr0290236						NA
ManzF6HSan_REP2.mLb.clN_peak_8688	chr3L	19014541	19014678	+	17	NA	intron (FBgn0002945, intron 1 of 3)	-intron (FBgn0002945, intron 1 of 4)	-11357	FBgn0036839	FBgn0036839	FBtr0075040						NA
ManzF6HSan_REP2.mLb.clN_peak_12693	chr3R	31883103	31883534	+	17	NA	intron (FBgn0011224, intron 4 of 13)	-intron (FBgn0011224, intron 4 of 13)	70709	FBgn0039883	FBgn0039883	FBtr0343538						NA
ManzF6HSan_REP2.mLb.clN_peak_3250	chr2R	7953234	7953467	+	17	NA	intron (FBgn0033236, intron 2 of 2)	-intron (FBgn0033236, intron 2 of 3)	1127	FBgn0033236	FBgn0033236	FBtr0305127						NA
ManzF6HSan_REP2.mLb.clN_peak_2250	chr2L	21090491	21090626	+	17	NA	promoter-TSS (FBgn0032914)	-promoter-TSS (FBgn0032914)	-669	FBgn0032914	FBgn0032914	FBtr0300444						NA
ManzF6HSan_REP2.mLb.clN_peak_4064	chr2R	11818245	11818518	+	17	NA	Intergenic	Intergenic	-6964	FBgn0033653	FBgn0033653	FBtr0088031						NA
ManzF6HSan_REP2.mLb.clN_peak_15786	chrX	18824644	18825334	+	17	NA	intron (FBgn0259927, intron 8 of 10)	-intron (FBgn0259927, intron 7 of 9)	-5602	FBgn0030963	FBgn0030963	FBtr0074639						NA
ManzF6HSan_REP2.mLb.clN_peak_5883	chr2R	22694917	22695095	+	17	NA	exon (FBgn0005631, exon 18 of 18)	-exon (FBgn0005631, exon 18 of 18)	4511	FBgn0265985	FBgn0265985	FBtr0343007						NA
ManzF6HSan_REP2.mLb.clN_peak_12528	chr3R	30476677	30477952	+	17	NA	exon (FBgn0260440, exon 1 of 2)	-exon (FBgn0260440, exon 1 of 2)	630	FBgn0260440	FBgn0260440	FBtr0085651						NA
ManzF6HSan_REP2.mLb.clN_peak_6224	chr2R	24675022	24676451	+	17	NA	exon (FBgn0035049, exon 4 of 6)	-exon (FBgn0035049, exon 4 of 6)	6339	FBgn0035047	FBgn0035047	FBtr0072327						NA
ManzF6HSan_REP2.mLb.clN_peak_1720	chr2L	15116703	15116845	+	17	NA	exon (FBgn0001978, exon 3 of 5)	-exon (FBgn0001978, exon 3 of 5)	-3009	FBgn0264435	FBgn0264435	FBtr0332515						NA
ManzF6HSan_REP2.mLb.clN_peak_1199	chr2L	10064919	10065083	+	17	NA	exon (FBgn0265002, exon 21 of 21)	-exon (FBgn0265002, exon 21 of 21)	4185	FBgn0032178	FBgn0032178	FBtr0079938						NA
ManzF6HSan_REP2.mLb.clN_peak_1105	chr2L	9379907	9380149	+	17	NA	intron (FBgn0085395, intron 8 of 10)	-intron (FBgn0085395, intron 8 of 11)	-7531	FBgn0012036	FBgn0012036	FBtr0332597						NA
ManzF6HSan_REP2.mLb.clN_peak_5184	chr2R	17865587	17866018	+	17	NA	TTS (FBgn0034282)	-TTS (FBgn0034282)	161	FBgn0003701	FBgn0003701	FBtr0340283						NA
ManzF6HSan_REP2.mLb.clN_peak_15551	chrX	17108625	17109028	+	17	NA	intron (FBgn0260748, intron 1 of 10)	-intron (FBgn0260748, intron 1 of 10)	-2974	FBgn0065032	FBgn0065032	FBtr0074410						NA
ManzF6HSan_REP2.mLb.clN_peak_15062	chrX	13534770	13534958	+	17	NA	intron (FBgn0030493, intron 1 of 3)	-intron (FBgn0030493, intron 1 of 3)	464	FBgn0030493	FBgn0030493	FBtr0073783						NA
ManzF6HSan_REP2.mLb.clN_peak_12899	chr4	740426	741129	+	17	NA	intron (FBgn0005666, intron 20 of 41)	-intron (FBgn0005666, intron 19 of 40)	15421	FBgn0005666	FBgn0005666	FBtr0334483						NA
ManzF6HSan_REP2.mLb.clN_peak_12973	chr4	1010368	1011798	+	17	NA	exon (FBgn0025741, exon 10 of 10)	-exon (FBgn0025741, exon 10 of 10)	16018	FBgn0025741	FBgn0025741	FBtr0089224						NA
ManzF6HSan_REP2.mLb.clN_peak_10784	chr3R	14640971	14641098	+	17	NA	exon (FBgn0038247, exon 10 of 12)	-exon (FBgn0038247, exon 10 of 12)	1529	FBgn0038248	FBgn0038248	FBtr0082976						NA
ManzF6HSan_REP2.mLb.clN_peak_3377	chr2R	8594267	8594522	+	17	NA	exon (FBgn0033308, exon 2 of 2)	-exon (FBgn0033308, exon 2 of 2)	607	FBgn0033308	FBgn0033308	FBtr0290280						NA
ManzF6HSan_REP2.mLb.clN_peak_13550	chrX	2668262	2668875	+	17	NA	exon (FBgn0003371, exon 2 of 10)	-exon (FBgn0003371, exon 2 of 10)	758	FBgn0003371	FBgn0003371	FBtr0331753						NA
ManzF6HSan_REP2.mLb.clN_peak_6422	chr3L	469483	469684	+	17	NA	intron (FBgn0001316, intron 4 of 18)	-intron (FBgn0001316, intron 5 of 18)	30868	FBgn0085296	FBgn0085296	FBtr0112462						NA
ManzF6HSan_REP2.mLb.clN_peak_3125	chr2R	7359599	7360549	+	17	NA	intron (FBgn0033159, intron 5 of 23)	-intron (FBgn0033159, intron 5 of 23)	16729	FBgn0264880	FBgn0264880	FBtr0334802						NA
ManzF6HSan_REP2.mLb.clN_peak_6677	chr3L	2190125	2190261	+	17	NA	exon (FBgn0026593, exon 2 of 2)	-exon (FBgn0026593, exon 2 of 2)	2028	FBgn0026593	FBgn0026593	FBtr0072912						NA
ManzF6HSan_REP2.mLb.clN_peak_7267	chr3L	7530752	7530941	+	17	NA	intron (FBgn0028582, intron 1 of 7)	-intron (FBgn0028582, intron 1 of 8)	-2280	FBgn0028582	FBgn0028582	FBtr0331834						NA
ManzF6HSan_REP2.mLb.clN_peak_8964	chr3L	21064499	21064647	+	17	NA	exon (FBgn0026179, exon 2 of 7)	-exon (FBgn0026179, exon 2 of 7)	-1279	FBgn0262482	FBgn0262482	FBtr0304821						NA
ManzF6HSan_REP2.mLb.clN_peak_2676	chr2R	5082278	5082586	+	17	NA	promoter-TSS (FBgn0263092)	-promoter-TSS (FBgn0263092)	-1	FBgn0263092	FBgn0263092	FBtr0307111						NA
ManzF6HSan_REP2.mLb.clN_peak_5661	chr2R	21450304	21450592	+	17	NA	intron (FBgn0010415, intron 2 of 6)	-intron (FBgn0010415, intron 2 of 6)	30728	FBgn0010415	FBgn0010415	FBtr0474169						NA
ManzF6HSan_REP2.mLb.clN_peak_15532	chrX	16951972	16952852	+	17	NA	exon (FBgn0030808, exon 3 of 9)	-exon (FBgn0030808, exon 3 of 9)	-3941	FBgn0030807	FBgn0030807	FBtr0074416						NA
ManzF6HSan_REP2.mLb.clN_peak_14121	chrX	6778486	6778891	+	17	NA	intron (FBgn0003390, intron 1 of 7)	-intron (FBgn0003390, intron 1 of 7)	971	FBgn0003390	FBgn0003390	FBtr0340090						NA
ManzF6HSan_REP2.mLb.clN_peak_10112	chr3R	8792556	8793051	+	17	NA	promoter-TSS (FBgn0046874)	-promoter-TSS (FBgn0046874)	-1881	FBgn0037630	FBgn0037630	FBtr0081917						NA
ManzF6HSan_REP2.mLb.clN_peak_7838	chr3L	11772625	11772984	+	17	NA	promoter-TSS (FBgn0036203)	-promoter-TSS (FBgn0036203)	-647	FBgn0036203	FBgn0036203	FBtr0076119						NA
ManzF6HSan_REP2.mLb.clN_peak_8438	chr3L	16974907	16975110	+	17	NA	intron (FBgn0261547, intron 1 of 8)	-intron (FBgn0261547, intron 1 of 8)	4995	FBgn0261547	FBgn0261547	FBtr0302651						NA
ManzF6HSan_REP2.mLb.clN_peak_8357	chr3L	16557452	16557726	+	17	NA	exon (FBgn0036639, exon 2 of 2)	-exon (FBgn0036639, exon 2 of 2)	766	FBgn0036639	FBgn0036639	FBtr0075392						NA
ManzF6HSan_REP2.mLb.clN_peak_1532	chr2L	13023528	13024106	+	17	NA	exon (FBgn0262160, exon 7 of 7)	-exon (FBgn0262160, exon 7 of 7)	-2505	FBgn0028965	FBgn0028965	FBtr0080427						NA
ManzF6HSan_REP2.mLb.clN_peak_3866	chr2R	10805173	10805675	+	17	NA	exon (FBgn0027499, exon 3 of 5)	-exon (FBgn0027499, exon 3 of 5)	1113	FBgn0027499	FBgn0027499	FBtr0088253						NA
ManzF6HSan_REP2.mLb.clN_peak_15522	chrX	16851545	16851820	+	17	NA	intron (FBgn0030798, intron 3 of 5)	-intron (FBgn0030798, intron 1 of 2)	-7249	FBgn0024941	FBgn0024941	FBtr0307538						NA
ManzF6HSan_REP2.mLb.clN_peak_2122	chr2L	20341254	20342398	+	17	NA	promoter-TSS (FBgn0003475)	-promoter-TSS (FBgn0003475)	8186	FBgn0011638	FBgn0011638	FBtr0081374						NA
ManzF6HSan_REP2.mLb.clN_peak_15115	chrX	13803091	13804158	+	17	NA	exon (FBgn0261244, exon 9 of 15)	-exon (FBgn0261244, exon 9 of 15)	-5986	FBgn0030525	FBgn0030525	FBtr0073836						NA
ManzF6HSan_REP2.mLb.clN_peak_10789	chr3R	14672600	14673015	+	17	NA	intron (FBgn0265140, intron 1 of 6)	-intron (FBgn0265140, intron 1 of 7)	9357	FBgn0038252	FBgn0038252	FBtr0082969						NA
ManzF6HSan_REP2.mLb.clN_peak_1522	chr2L	12903408	12903570	+	17	NA	Intergenic	Intergenic	-9041	FBgn0040508	FBgn0040508	FBtr0080413						NA
ManzF6HSan_REP2.mLb.clN_peak_3029	chr2R	6917117	6917526	+	17	NA	intron (FBgn0050158, intron 6 of 7)	-intron (FBgn0050158, intron 6 of 7)	-6045	FBgn0033117	FBgn0033117	FBtr0336740						NA
ManzF6HSan_REP2.mLb.clN_peak_2520	chr2R	2495588	2495861	+	17	NA	intron (FBgn0058263, intron 4 of 4)	-intron (FBgn0058263, intron 4 of 4)	69661	FBgn0058263	FBgn0058263	FBtr0334936						NA
ManzF6HSan_REP2.mLb.clN_peak_13439	chrX	2082434	2082583	+	17	NA	intron (FBgn0040395, intron 1 of 4)	-intron (FBgn0040395, intron 1 of 4)	-2103	FBgn0040394	FBgn0040394	FBtr0070434						NA
ManzF6HSan_REP2.mLb.clN_peak_2677	chr2R	5088028	5088591	+	17	NA	Intergenic	Intergenic	-2695	FBgn0033005	FBgn0033005	FBtr0345009						NA
ManzF6HSan_REP2.mLb.clN_peak_15565	chrX	17185687	17186066	+	17	NA	intron (FBgn0000163, intron 2 of 8)	-intron (FBgn0000163, intron 1 of 7)	-2634	FBgn0264818	FBgn0264818	FBtr0334466						NA
ManzF6HSan_REP2.mLb.clN_peak_2322	chr2L	21650469	21651225	+	17	NA	Intergenic	Intergenic	-6778	FBgn0262620	FBgn0262620	FBtr0342857						NA
ManzF6HSan_REP2.mLb.clN_peak_13410	chrX	1951687	1952059	+	17	NA	intron (FBgn0264562, intron 2 of 11)	-intron (FBgn0264562, intron 2 of 11)	2607	FBgn0287217	FBgn0287217	FBtr0475315						NA
ManzF6HSan_REP2.mLb.clN_peak_2957	chr2R	6605778	6606274	+	17	NA	intron (FBgn0086655, intron 1 of 6)	-intron (FBgn0086655, intron 1 of 6)	-4461	FBgn0086655	FBgn0086655	FBtr0332950						NA
ManzF6HSan_REP2.mLb.clN_peak_6691	chr3L	2276608	2277603	+	17	NA	exon (FBgn0035328, exon 1 of 2)	-exon (FBgn0035328, exon 1 of 2)	555	FBgn0035328	FBgn0035328	FBtr0072883						NA
ManzF6HSan_REP2.mLb.clN_peak_12415	chr3R	29725745	29726989	+	17	NA	TTS (FBgn0042213)	-TTS (FBgn0042213)	537	FBgn0039688	FBgn0039688	FBtr0339717						NA
ManzF6HSan_REP2.mLb.clN_peak_3793	chr2R	10486539	10486697	+	17	NA	TTS (FBgn0283521)	-TTS (FBgn0283521)	-1366	FBgn0264817	FBgn0264817	FBtr0347596						NA
ManzF6HSan_REP2.mLb.clN_peak_6667	chr3L	2105573	2106669	+	17	NA	exon (FBgn0086906, exon 3 of 14)	-exon (FBgn0086906, exon 3 of 14)	9490	FBgn0086906	FBgn0086906	FBtr0332684						NA
ManzF6HSan_REP2.mLb.clN_peak_10657	chr3R	13426898	13428190	+	17	NA	exon (FBgn0000046, exon 2 of 2)	-exon (FBgn0000046, exon 2 of 2)	-1366	FBgn0267151	FBgn0267151	FBtr0346243						NA
ManzF6HSan_REP2.mLb.clN_peak_8139	chr3L	14634525	14635605	+	17	NA	intron (FBgn0041604, intron 1 of 7)	-intron (FBgn0041604, intron 1 of 7)	2464	FBgn0041604	FBgn0041604	FBtr0333032						NA
ManzF6HSan_REP2.mLb.clN_peak_12681	chr3R	31839959	31841655	+	17	NA	exon (FBgn0039883, exon 10 of 10)	-exon (FBgn0039883, exon 10 of 10)	28198	FBgn0039883	FBgn0039883	FBtr0343538						NA
ManzF6HSan_REP2.mLb.clN_peak_9691	chr3R	5219625	5219861	+	17	NA	promoter-TSS (FBgn0037297)	-promoter-TSS (FBgn0037297)	86	FBgn0037297	FBgn0037297	FBtr0078775						NA
ManzF6HSan_REP2.mLb.clN_peak_4078	chr2R	11862681	11863445	+	17	NA	exon (FBgn0033658, exon 1 of 1)	-exon (FBgn0033658, exon 1 of 1)	189	FBgn0033658	FBgn0033658	FBtr0088062						NA
ManzF6HSan_REP2.mLb.clN_peak_11026	chr3R	16456060	16456472	+	17	NA	TTS (FBgn0038431)	-TTS (FBgn0038431)	214	FBgn0038432	FBgn0038432	FBtr0083291						NA
ManzF6HSan_REP2.mLb.clN_peak_11317	chr3R	19424188	19424447	+	17	NA	exon (FBgn0038706, exon 1 of 1)	-exon (FBgn0038706, exon 1 of 1)	882	FBgn0038706	FBgn0038706	FBtr0083770						NA
ManzF6HSan_REP2.mLb.clN_peak_11499	chr3R	21174321	21175538	+	17	NA	exon (FBgn0264357, exon 3 of 13)	-exon (FBgn0264357, exon 3 of 13)	-6724	FBgn0260004	FBgn0260004	FBtr0333928						NA
ManzF6HSan_REP2.mLb.clN_peak_1566	chr2L	13360050	13360505	+	17	NA	exon (FBgn0032507, exon 2 of 2)	-exon (FBgn0032507, exon 2 of 2)	1288	FBgn0032507	FBgn0032507	FBtr0080474						NA
ManzF6HSan_REP2.mLb.clN_peak_8681	chr3L	18985194	18985400	+	17	NA	TTS (FBgn0036836)	-TTS (FBgn0036836)	336	FBgn0036835	FBgn0036835	FBtr0075024						NA
ManzF6HSan_REP2.mLb.clN_peak_14169	chrX	7044521	7044836	+	17	NA	intron (FBgn0029930, intron 1 of 5)	-intron (FBgn0029930, intron 1 of 5)	4075	FBgn0029931	FBgn0029931	FBtr0071010						NA
ManzF6HSan_REP2.mLb.clN_peak_11035	chr3R	16498450	16498766	+	17	NA	TTS (FBgn0028381)	-TTS (FBgn0028381)	351	FBgn0038440	FBgn0038440	FBtr0089695						NA
ManzF6HSan_REP2.mLb.clN_peak_2212	chr2L	20967499	20968065	+	17	NA	intron (FBgn0250867, intron 1 of 1)	-intron (FBgn0250867, intron 1 of 1)	-19612	FBgn0265817	FBgn0265817	FBtr0342649						NA
ManzF6HSan_REP2.mLb.clN_peak_2747	chr2R	5533990	5534382	+	17	NA	intron (FBgn0050438, intron 2 of 5)	-intron (FBgn0050438, intron 2 of 5)	6993	FBgn0050438	FBgn0050438	FBtr0335263						NA
ManzF6HSan_REP2.mLb.clN_peak_6420	chr3L	462342	462604	+	17	NA	exon (FBgn0001316, exon 6 of 19)	-exon (FBgn0001316, exon 6 of 19)	-24699	FBgn0001316	FBgn0001316	FBtr0333850						NA
ManzF6HSan_REP2.mLb.clN_peak_4973	chr2R	16633995	16634524	+	17	NA	exon (FBgn0040505, exon 2 of 9)	-exon (FBgn0040505, exon 2 of 9)	5752	FBgn0040505	FBgn0040505	FBtr0331926						NA
ManzF6HSan_REP2.mLb.clN_peak_15223	chrX	14918227	14918733	+	17	NA	TTS (FBgn0030598)	-TTS (FBgn0030598)	320	FBgn0030597	FBgn0030597	FBtr0073975						NA
ManzF6HSan_REP2.mLb.clN_peak_8721	chr3L	19221387	19222007	+	17	NA	intron (FBgn0016797, intron 2 of 5)	-intron (FBgn0016797, intron 2 of 6)	-7364	FBgn0264485	FBgn0264485	FBtr0332794						NA
ManzF6HSan_REP2.mLb.clN_peak_9118	chr3L	21953579	21954051	+	17	NA	Intergenic	Intergenic	-1295	FBgn0037144	FBgn0037144	FBtr0078475						NA
ManzF6HSan_REP2.mLb.clN_peak_12005	chr3R	25094741	25095263	+	17	NA	promoter-TSS (FBgn0004898)	-promoter-TSS (FBgn0004898)	-10	FBgn0004898	FBgn0004898	FBtr0084771						NA
ManzF6HSan_REP2.mLb.clN_peak_11004	chr3R	16314756	16314933	+	17	NA	exon (FBgn0040271, exon 3 of 10)	-exon (FBgn0040271, exon 3 of 10)	-6559	FBgn0011858	FBgn0011858	FBtr0083267						NA
ManzF6HSan_REP2.mLb.clN_peak_15900	chrX	19528940	19529599	+	17	NA	exon (FBgn0261573, exon 8 of 9)	-exon (FBgn0261573, exon 8 of 9)	2473	FBgn0031026	FBgn0031026	FBtr0074779						NA
ManzF6HSan_REP2.mLb.clN_peak_6469	chr3L	704961	705213	+	17	NA	promoter-TSS (FBgn0265707)	-promoter-TSS (FBgn0265707)	-243	FBgn0265707	FBgn0265707	FBtr0340640						NA
ManzF6HSan_REP2.mLb.clN_peak_2588	chr2R	4026947	4028165	+	17	NA	intron (FBgn0046706, intron 2 of 4)	-intron (FBgn0046706, intron 2 of 4)	13445	FBgn0046706	FBgn0046706	FBtr0113784						NA
ManzF6HSan_REP2.mLb.clN_peak_8551	chr3L	17889832	17890581	+	17	NA	exon (FBgn0036768, exon 4 of 6)	-exon (FBgn0036768, exon 4 of 6)	2501	FBgn0036768	FBgn0036768	FBtr0075143						NA
ManzF6HSan_REP2.mLb.clN_peak_4534	chr2R	14243685	14244419	+	17	NA	TTS (FBgn0033916)	-TTS (FBgn0033916)	274	FBgn0033917	FBgn0033917	FBtr0087536						NA
ManzF6HSan_REP2.mLb.clN_peak_6096	chr2R	23996103	23997350	+	17	NA	exon (FBgn0053519, exon 36 of 38)	-exon (FBgn0053519, exon 36 of 38)	-1671	FBgn0034951	FBgn0034951	FBtr0343288						NA
ManzF6HSan_REP2.mLb.clN_peak_7380	chr3L	8287842	8287990	+	17	NA	exon (FBgn0027569, exon 3 of 9)	-exon (FBgn0027569, exon 3 of 9)	1562	FBgn0027569	FBgn0027569	FBtr0076717						NA
ManzF6HSan_REP2.mLb.clN_peak_8589	chr3L	18079195	18079355	+	17	NA	Intergenic	Intergenic	1694	FBgn0266941	FBgn0266941	FBtr0345833						NA
ManzF6HSan_REP2.mLb.clN_peak_2006	chr2L	19191969	19193055	+	17	NA	intron (FBgn0015380, intron 1 of 3)	-intron (FBgn0015380, intron 1 of 3)	2170	FBgn0015380	FBgn0015380	FBtr0330209						NA
ManzF6HSan_REP2.mLb.clN_peak_9019	chr3L	21440643	21441624	+	17	NA	exon (FBgn0037082, exon 1 of 3)	-exon (FBgn0037082, exon 1 of 3)	230	FBgn0037082	FBgn0037082	FBtr0331822						NA
ManzF6HSan_REP2.mLb.clN_peak_9459	chr3R	3514037	3514566	+	17	NA	intron (FBgn0010247, intron 4 of 5)	-intron (FBgn0010247, intron 4 of 5)	72753	FBgn0010247	FBgn0010247	FBtr0113885						NA
ManzF6HSan_REP2.mLb.clN_peak_8055	chr3L	13959370	13959652	+	17	NA	intron (FBgn0052137, intron 2 of 6)	-intron (FBgn0052137, intron 2 of 6)	5191	FBgn0025874	FBgn0025874	FBtr0333030						NA
ManzF6HSan_REP2.mLb.clN_peak_13874	chrX	5008687	5008897	+	17	NA	intron (FBgn0266096, intron 2 of 3)	-intron (FBgn0266096, intron 2 of 3)	11351	FBgn0029740	FBgn0029740	FBtr0343530						NA
ManzF6HSan_REP2.mLb.clN_peak_10931	chr3R	15858366	15858623	+	17	NA	exon (FBgn0051183, exon 9 of 9)	-exon (FBgn0051183, exon 9 of 9)	-1024	FBgn0038376	FBgn0038376	FBtr0083188						NA
ManzF6HSan_REP2.mLb.clN_peak_4837	chr2R	15808676	15808845	+	17	NA	intron (FBgn0265991, intron 1 of 10)	-intron (FBgn0265991, intron 1 of 15)	6157	FBgn0265991	FBgn0265991	FBtr0392918						NA
ManzF6HSan_REP2.mLb.clN_peak_4579	chr2R	14466314	14466777	+	17	NA	TTS (FBgn0288433)	-TTS (FBgn0288433)	-9846	FBgn0265655	FBgn0265655	FBtr0340522						NA
ManzF6HSan_REP2.mLb.clN_peak_13339	chrX	1565992	1566328	+	17	NA	intron (FBgn0025390, intron 4 of 8)	-intron (FBgn0025390, intron 3 of 7)	-7760	FBgn0065095	FBgn0065095	FBtr0091687						NA
ManzF6HSan_REP2.mLb.clN_peak_14489	chrX	9285900	9286771	+	17	NA	exon (FBgn0002576, exon 2 of 6)	-exon (FBgn0002576, exon 2 of 6)	1686	FBgn0002576	FBgn0002576	FBtr0112814						NA
ManzF6HSan_REP2.mLb.clN_peak_4052	chr2R	11724524	11725375	+	17	NA	exon (FBgn0033649, exon 5 of 5)	-exon (FBgn0033649, exon 5 of 5)	12686	FBgn0033649	FBgn0033649	FBtr0113070						NA
ManzF6HSan_REP2.mLb.clN_peak_14110	chrX	6723628	6723981	+	17	NA	exon (FBgn0029896, exon 3 of 4)	-exon (FBgn0029896, exon 3 of 4)	6729	FBgn0029896	FBgn0029896	FBtr0340265						NA
ManzF6HSan_REP2.mLb.clN_peak_3375	chr2R	8581302	8582240	+	17	NA	exon (FBgn0259226, exon 5 of 13)	-exon (FBgn0259226, exon 5 of 13)	3008	FBgn0259226	FBgn0259226	FBtr0339346						NA
ManzF6HSan_REP2.mLb.clN_peak_10124	chr3R	8838464	8838636	+	17	NA	exon (FBgn0262614, exon 5 of 10)	-exon (FBgn0262614, exon 5 of 10)	14139	FBgn0037638	FBgn0037638	FBtr0081922						NA
ManzF6HSan_REP2.mLb.clN_peak_4425	chr2R	13762660	13762902	+	17	NA	Intergenic	Intergenic	-7134	FBgn0033867	FBgn0033867	FBtr0087629						NA
ManzF6HSan_REP2.mLb.clN_peak_13103	chrX	406339	406511	+	17	NA	intron (FBgn0052816, intron 2 of 2)	-intron (FBgn0052816, intron 2 of 2)	-3296	FBgn0002561	FBgn0002561	FBtr0070074						NA
ManzF6HSan_REP2.mLb.clN_peak_8405	chr3L	16782962	16783225	+	17	NA	promoter-TSS (FBgn0036662)	-promoter-TSS (FBgn0036662)	83	FBgn0036662	FBgn0036662	FBtr0474236						NA
ManzF6HSan_REP2.mLb.clN_peak_13216	chrX	957188	957577	+	17	NA	Intergenic	Intergenic	-5482	FBgn0040350	FBgn0040350	FBtr0342734						NA
ManzF6HSan_REP2.mLb.clN_peak_15012	chrX	13190028	13191207	+	17	NA	exon (FBgn0030459, exon 2 of 3)	-exon (FBgn0030459, exon 2 of 3)	1266	FBgn0030459	FBgn0030459	FBtr0073738						NA
ManzF6HSan_REP2.mLb.clN_peak_12892	chr4	715651	716028	+	17	NA	intron (FBgn0005558, intron 5 of 8)	-intron (FBgn0005558, intron 4 of 7)	-9517	FBgn0005666	FBgn0005666	FBtr0334483						NA
ManzF6HSan_REP2.mLb.clN_peak_15605	chrX	17508418	17508982	+	17	NA	intron (FBgn0263706, intron 4 of 8)	-intron (FBgn0263706, intron 4 of 8)	12031	FBgn0265903	FBgn0265903	FBtr0342804						NA
ManzF6HSan_REP2.mLb.clN_peak_2408	chr2L	22319834	22320675	+	17	NA	intron (FBgn0039972, intron 1 of 6)	-intron (FBgn0039972, intron 1 of 6)	-20368	FBgn0263091	FBgn0263091	FBtr0307110						NA
ManzF6HSan_REP2.mLb.clN_peak_7493	chr3L	8897441	8897856	+	17	NA	exon (FBgn0035934, exon 10 of 17)	-exon (FBgn0035934, exon 10 of 17)	-3848	FBgn0267531	FBgn0267531	FBtr0346919						NA
ManzF6HSan_REP2.mLb.clN_peak_1648	chr2L	14158225	14159002	+	17	NA	intron (FBgn0283651, intron 7 of 7)	-intron (FBgn0283651, intron 4 of 4)	4609	FBgn0263037	FBgn0263037	FBtr0306928						NA
ManzF6HSan_REP2.mLb.clN_peak_10136	chr3R	8930868	8931263	+	17	NA	exon (FBgn0262614, exon 1 of 14)	-exon (FBgn0262614, exon 1 of 14)	-4061	FBgn0003015	FBgn0003015	FBtr0081956						NA
