PeakID (cmd=annotatePeaks.pl AkaaF6Ctrl_REP3.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF6Ctrl_REP3.mLb.clN_peak_8477	chr3L	14235619	14236086	+	26	NA	promoter-TSS (FBgn0036417)	-promoter-TSS (FBgn0036417)	89	FBgn0085273	FBgn0085273	FBtr0333033						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_13893	chrX	324434	325853	+	26	NA	intron (FBgn0052816, intron 2 of 2)	-intron (FBgn0024989, intron 1 of 5)	9658	FBgn0052816	FBgn0052816	FBtr0273442						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_5532	chr2R	18811642	18812166	+	26	NA	promoter-TSS (FBgn0034394)	-promoter-TSS (FBgn0034394)	-444	FBgn0034394	FBgn0034394	FBtr0086632						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_6519	chr2R	25000576	25001869	+	26	NA	intron (FBgn0287873, intron 4 of 13)	-intron (FBgn0287873, intron 4 of 13)	10241	FBgn0287873	FBgn0287873	FBtr0302572						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_11925	chr3R	19537199	19537412	+	26	NA	intron (FBgn0260003, intron 2 of 14)	-intron (FBgn0260003, intron 22 of 34)	-46190	FBgn0038709	FBgn0038709	FBtr0083768						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_1806	chr2L	14511270	14512164	+	26	NA	exon (FBgn0267257, exon 1 of 1)	-exon (FBgn0267257, exon 1 of 1)	366	FBgn0267257	FBgn0267257	FBtr0346471						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_1037	chr2L	7833541	7834064	+	26	NA	TTS (FBgn0004177)	-TTS (FBgn0004177)	6009	FBgn0004177	FBgn0004177	FBtr0343416						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_11357	chr3R	15114486	15114814	+	26	NA	intron (FBgn0261859, intron 1 of 9)	-intron (FBgn0261859, intron 1 of 9)	17276	FBgn0261859	FBgn0261859	FBtr0303486						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_5500	chr2R	18633074	18633337	+	26	NA	exon (FBgn0050122, exon 8 of 10)	-exon (FBgn0050122, exon 8 of 10)	-1160	FBgn0034368	FBgn0034368	FBtr0345424						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_1446	chr2L	10974958	10975251	+	26	NA	TTS (FBgn0010612)	-TTS (FBgn0010612)	189	FBgn0000018	FBgn0000018	FBtr0080168						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_7204	chr3L	3862014	3862304	+	26	NA	TTS (FBgn0013751)	-TTS (FBgn0013751)	2265	FBgn0266928	FBgn0266928	FBtr0345821						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_17083	chrX	22277399	22277647	+	26	NA	Intergenic	Intergenic	25941	FBgn0085693	FBgn0085693	FBtr0114142						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_10448	chr3R	7447392	7447737	+	26	NA	Intergenic	Intergenic	-3733	FBgn0011999	FBgn0011999	FBtr0081535						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_701	chr2L	5525721	5526139	+	26	NA	promoter-TSS (FBgn0051989)	-promoter-TSS (FBgn0051989)	25	FBgn0051989	FBgn0051989	FBtr0079097						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_670	chr2L	5294493	5295048	+	26	NA	intron (FBgn0016076, intron 1 of 2)	-intron (FBgn0016076, intron 1 of 2)	3158	FBgn0267294	FBgn0267294	FBtr0346580						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_6933	chr3L	2149839	2150546	+	26	NA	exon (FBgn0052311, exon 2 of 20)	-exon (FBgn0052311, exon 2 of 20)	1508	FBgn0052311	FBgn0052311	FBtr0332120						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_13199	chr3R	30043325	30043672	+	26	NA	TTS (FBgn0003510)	-TTS (FBgn0003510)	157	FBgn0003512	FBgn0003512	FBtr0085558						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_12721	chr3R	25551468	25551772	+	26	NA	intron (FBgn0011666, intron 2 of 4)	-intron (FBgn0011666, intron 2 of 6)	2715	FBgn0267769	FBgn0267769	FBtr0347333						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_1722	chr2L	13833070	13833573	+	26	NA	promoter-TSS (FBgn0026373)	-promoter-TSS (FBgn0026373)	-16	FBgn0026373	FBgn0026373	FBtr0080544						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_2552	chr2L	21319973	21320481	+	26	NA	promoter-TSS (FBgn0266020)	-promoter-TSS (FBgn0266020)	93	FBgn0266020	FBgn0266020	FBtr0343230						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_2964	chr2R	5715553	5716597	+	26	NA	intron (FBgn0267978, intron 4 of 7)	-intron (FBgn0267978, intron 4 of 7)	11450	FBgn0267978	FBgn0267978	FBtr0335274						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_13371	chr3R	31343871	31344527	+	26	NA	promoter-TSS (FBgn0267787)	-promoter-TSS (FBgn0267787)	-940	FBgn0267787	FBgn0267787	FBtr0347353						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_9847	chr3L	27325279	27325711	+	26	NA	intron (FBgn0024804, intron 3 of 9)	-intron (FBgn0024804, intron 4 of 9)	40495	FBgn0267983	FBgn0267983	FBtr0347580						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_9735	chr3L	23104720	23106009	+	26	NA	Intergenic	Intergenic	4358	FBgn0264492	FBgn0264492	FBtr0345139						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_6185	chr2R	23165774	23166083	+	26	NA	intron (FBgn0085400, intron 13 of 13)	-intron (FBgn0085400, intron 13 of 13)	-7743	FBgn0034828	FBgn0034828	FBtr0306080						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_13232	chr3R	30281206	30281914	+	26	NA	intron (FBgn0010113, intron 1 of 5)	-intron (FBgn0010113, intron 1 of 5)	3628	FBgn0010113	FBgn0010113	FBtr0085621						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_2167	chr2L	18826651	18826972	+	26	NA	promoter-TSS (FBgn0027070)	-promoter-TSS (FBgn0027070)	41	FBgn0027070	FBgn0027070	FBtr0081108						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_1534	chr2L	11942407	11942549	+	26	NA	Intergenic	Intergenic	-1651	FBgn0005664	FBgn0005664	FBtr0342578						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_7040	chr3L	2812808	2813240	+	26	NA	intron (FBgn0263392, intron 5 of 10)	-intron (FBgn0263392, intron 4 of 9)	30769	FBgn0035375	FBgn0035375	FBtr0333442						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_7377	chr3L	5537605	5538142	+	26	NA	TTS (FBgn0035612)	-TTS (FBgn0035612)	-2114	FBgn0035611	FBgn0035611	FBtr0306593						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_12071	chr3R	20754998	20755865	+	26	NA	exon (FBgn0259222, exon 10 of 10)	-exon (FBgn0259222, exon 10 of 10)	-6357	FBgn0265606	FBgn0265606	FBtr0083928						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_12974	chr3R	27983581	27983840	+	26	NA	intron (FBgn0003890, intron 1 of 6)	-intron (FBgn0003890, intron 1 of 6)	4674	FBgn0003890	FBgn0003890	FBtr0334906						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_8404	chr3L	13386963	13387845	+	26	NA	TTS (FBgn0036354)	-TTS (FBgn0036354)	503	FBgn0036353	FBgn0036353	FBtr0075865						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_12011	chr3R	20259683	20260183	+	26	NA	intron (FBgn0262582, intron 1 of 17)	-intron (FBgn0262582, intron 2 of 18)	-20842	FBgn0267710	FBgn0267710	FBtr0347250						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_2740	chr2R	1081402	1081974	+	26	NA	TTS (FBgn0003256)	-TTS (FBgn0003256)	9713	FBgn0003256	FBgn0003256	FBtr0345337						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_16977	chrX	21068301	21068552	+	26	NA	promoter-TSS (FBgn0052512)	-promoter-TSS (FBgn0052512)	-886	FBgn0052512	FBgn0052512	FBtr0340438						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_514	chr2L	4071492	4071849	+	26	NA	intron (FBgn0000547, intron 2 of 9)	-intron (FBgn0000547, intron 2 of 8)	4282	FBgn0266319	FBgn0266319	FBtr0344049						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_8992	chr3L	18166988	18167387	+	26	NA	TTS (FBgn0003997)	-TTS (FBgn0003997)	-4665	FBgn0036781	FBgn0036781	FBtr0075134						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_7811	chr3L	8774550	8775793	+	26	NA	intron (FBgn0266084, intron 1 of 16)	-intron (FBgn0266084, intron 1 of 16)	13374	FBgn0035926	FBgn0035926	FBtr0076591						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_3345	chr2R	7398690	7399564	+	26	NA	exon (FBgn0033166, exon 6 of 7)	-exon (FBgn0033166, exon 6 of 7)	-1616	FBgn0033164	FBgn0033164	FBtr0113047						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_14416	chrX	2885561	2885800	+	26	NA	exon (FBgn0029639, exon 1 of 1)	-exon (FBgn0029639, exon 1 of 1)	234	FBgn0029639	FBgn0029639	FBtr0070564						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_730	chr2L	5770120	5771434	+	26	NA	exon (FBgn0031738, exon 5 of 8)	-exon (FBgn0031738, exon 5 of 8)	1025	FBgn0051912	FBgn0051912	FBtr0340166						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_5279	chr2R	17163049	17163774	+	26	NA	Intergenic	Intergenic	-2582	FBgn0050457	FBgn0050457	FBtr0086998						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_14885	chrX	6001261	6001400	+	26	NA	promoter-TSS (FBgn0027546)	-promoter-TSS (FBgn0027546)	-181	FBgn0265691	FBgn0265691	FBtr0340603						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_14154	chrX	1523469	1525710	+	26	NA	intron (FBgn0025390, intron 7 of 7)	-intron (FBgn0025390, intron 7 of 7)	-11786	FBgn0025393	FBgn0025393	FBtr0070285						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_15955	chrX	13606078	13606990	+	26	NA	TTS (FBgn0265865)	-TTS (FBgn0265865)	853	FBgn0030499	FBgn0030499	FBtr0345128						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_1843	chr2L	14699759	14700095	+	26	NA	Intergenic	Intergenic	-10587	FBgn0003016	FBgn0003016	FBtr0301496						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_16167	chrX	15094139	15094978	+	26	NA	TTS (FBgn0030614)	-TTS (FBgn0030614)	1484	FBgn0030614	FBgn0030614	FBtr0074029						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_1678	chr2L	13369108	13369409	+	26	NA	promoter-TSS (FBgn0051855)	-promoter-TSS (FBgn0051855)	54	FBgn0051855	FBgn0051855	FBtr0290000						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_13761	chr4	976757	977023	+	26	NA	promoter-TSS (FBgn0083990)	-promoter-TSS (FBgn0083990)	95	FBgn0083990	FBgn0083990	FBtr0334622						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_16007	chrX	13879425	13880351	+	26	NA	intron (FBgn0267033, intron 7 of 8)	-intron (FBgn0267033, intron 7 of 10)	-41790	FBgn0052626	FBgn0052626	FBtr0309245						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_5467	chr2R	18446519	18446872	+	26	NA	TTS (FBgn0261119)	-TTS (FBgn0261119)	147	FBgn0050120	FBgn0050120	FBtr0299806						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_4110	chr2R	11047382	11047948	+	26	NA	intron (FBgn0040765, intron 2 of 4)	-intron (FBgn0040765, intron 2 of 4)	-37921	FBgn0262817	FBgn0262817	FBtr0306049						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_11260	chr3R	14349056	14349260	+	26	NA	intron (FBgn0024321, intron 1 of 3)	-intron (FBgn0024321, intron 1 of 3)	12628	FBgn0051320	FBgn0051320	FBtr0082943						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_11817	chr3R	18980964	18981582	+	26	NA	promoter-TSS (FBgn0022338)	-promoter-TSS (FBgn0022338)	51	FBgn0038666	FBgn0038666	FBtr0304690						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_8041	chr3L	10696776	10697538	+	26	NA	promoter-TSS (FBgn0036101)	-promoter-TSS (FBgn0036101)	-280	FBgn0036101	FBgn0036101	FBtr0331575						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_13666	chr4	633369	633762	+	26	NA	exon (FBgn0039915, exon 7 of 10)	-exon (FBgn0039915, exon 7 of 10)	-3768	FBgn0264820	FBgn0264820	FBtr0334478						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_8766	chr3L	16582537	16583306	+	26	NA	promoter-TSS (FBgn0028693)	-promoter-TSS (FBgn0028693)	-107	FBgn0028693	FBgn0028693	FBtr0075308						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_5822	chr2R	20849655	20850125	+	26	NA	promoter-TSS (FBgn0034552)	-promoter-TSS (FBgn0034552)	49	FBgn0034552	FBgn0034552	FBtr0071561						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_16040	chrX	14135901	14136193	+	26	NA	Intergenic	Intergenic	-5682	FBgn0265869	FBgn0265869	FBtr0342715						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_6240	chr2R	23518766	23518951	+	26	NA	TTS (FBgn0015372)	-TTS (FBgn0015372)	4755	FBgn0015372	FBgn0015372	FBtr0072120						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_1588	chr2L	12404449	12404739	+	26	NA	promoter-TSS (FBgn0043841)	-promoter-TSS (FBgn0043841)	6320	FBgn0041195	FBgn0041195	FBtr0080365						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_8111	chr3L	11098205	11098841	+	26	NA	promoter-TSS (FBgn0036126)	-promoter-TSS (FBgn0036126)	-106	FBgn0261112	FBgn0261112	FBtr0331179						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_10142	chr3R	5262017	5262280	+	26	NA	intron (FBgn0037307, intron 1 of 1)	-intron (FBgn0037307, intron 1 of 1)	544	FBgn0037307	FBgn0037307	FBtr0078820						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_4808	chr2R	14581892	14582108	+	26	NA	intron (FBgn0265974, intron 5 of 9)	-intron (FBgn0265974, intron 5 of 9)	-6229	FBgn0010397	FBgn0010397	FBtr0333166						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_11270	chr3R	14388487	14389240	+	26	NA	Intergenic	Intergenic	-7164	FBgn0038225	FBgn0038225	FBtr0082940						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_16192	chrX	15292877	15293381	+	26	NA	promoter-TSS (FBgn0030625)	-promoter-TSS (FBgn0030625)	98	FBgn0030625	FBgn0030625	FBtr0074002						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_6150	chr2R	22911957	22912138	+	26	NA	exon (FBgn0034797, exon 5 of 11)	-exon (FBgn0034797, exon 5 of 11)	6743	FBgn0050187	FBgn0050187	FBtr0473595						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_11793	chr3R	18680994	18681485	+	26	NA	TTS (FBgn0038640)	-TTS (FBgn0038640)	635	FBgn0038641	FBgn0038641	FBtr0083669						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_2894	chr2R	5300855	5302231	+	26	NA	Intergenic	Intergenic	-5745	FBgn0261403	FBgn0261403	FBtr0086086						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_13509	chr3R	31984387	31984620	+	25	NA	intron (FBgn0011224, intron 1 of 15)	-intron (FBgn0039886, intron 1 of 3)	-2346	FBgn0039886	FBgn0039886	FBtr0085871						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_5431	chr2R	18232612	18233272	+	25	NA	TTS (FBgn0286834)	-TTS (FBgn0286834)	181	FBgn0000658	FBgn0000658	FBtr0086754						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_5319	chr2R	17461868	17462399	+	25	NA	exon (FBgn0028953, exon 2 of 2)	-exon (FBgn0028953, exon 2 of 2)	4470	FBgn0028953	FBgn0028953	FBtr0345418						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_10304	chr3R	6234204	6234537	+	25	NA	promoter-TSS (FBgn0027527)	-promoter-TSS (FBgn0027527)	-338	FBgn0027527	FBgn0027527	FBtr0346344						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_6849	chr3L	1533841	1534329	+	25	NA	promoter-TSS (FBgn0035227)	-promoter-TSS (FBgn0035227)	-51	FBgn0035227	FBgn0035227	FBtr0333402						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_4145	chr2R	11251138	11252381	+	25	NA	TTS (FBgn0033597)	-TTS (FBgn0033597)	1391	FBgn0026386	FBgn0026386	FBtr0088111						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_11092	chr3R	12915733	12916070	+	25	NA	promoter-TSS (FBgn0038092)	-promoter-TSS (FBgn0038092)	-155	FBgn0038092	FBgn0038092	FBtr0337087						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_12479	chr3R	23620159	23620687	+	25	NA	intron (FBgn0051145, intron 9 of 16)	-intron (FBgn0051145, intron 6 of 13)	-14928	FBgn0039094	FBgn0039094	FBtr0084481						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_6639	chr3L	416481	416662	+	25	NA	Intergenic	Intergenic	17335	FBgn0035139	FBgn0035139	FBtr0072566						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_16335	chrX	16254146	16254898	+	25	NA	promoter-TSS (FBgn0003920)	-promoter-TSS (FBgn0003920)	-150	FBgn0003920	FBgn0003920	FBtr0074208						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_14954	chrX	6641428	6642105	+	25	NA	intron (FBgn0029881, intron 3 of 9)	-intron (FBgn0029881, intron 3 of 9)	4643	FBgn0266052	FBgn0266052	FBtr0343376						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_3143	chr2R	6553080	6553317	+	25	NA	intron (FBgn0086655, intron 1 of 6)	-intron (FBgn0086655, intron 1 of 6)	-19603	FBgn0264506	FBgn0264506	FBtr0332951						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_4852	chr2R	14860240	14862110	+	25	NA	promoter-TSS (FBgn0053505)	-promoter-TSS (FBgn0053505)	-417	FBgn0053505	FBgn0053505	FBtr0091445						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_6824	chr3L	1413328	1413993	+	25	NA	TTS (FBgn0035216)	-TTS (FBgn0035216)	-2571	FBgn0035217	FBgn0035217	FBtr0072693						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_7064	chr3L	3042342	3043116	+	25	NA	promoter-TSS (FBgn0040308)	-promoter-TSS (FBgn0040308)	8	FBgn0040308	FBgn0040308	FBtr0332112						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_6029	chr2R	22200156	22200420	+	25	NA	intron (FBgn0034709, intron 1 of 3)	-intron (FBgn0034709, intron 1 of 3)	-1220	FBgn0266925	FBgn0266925	FBtr0345795						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_15147	chrX	7891631	7892303	+	25	NA	promoter-TSS (FBgn0029970)	-promoter-TSS (FBgn0029970)	-321	FBgn0029970	FBgn0029970	FBtr0071142						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_5635	chr2R	19563675	19565380	+	25	NA	TTS (FBgn0053535)	-TTS (FBgn0053535)	417	FBgn0053535	FBgn0053535	FBtr0100843						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_8748	chr3L	16458975	16459557	+	25	NA	intron (FBgn0053158, intron 3 of 5)	-intron (FBgn0053158, intron 3 of 5)	-7308	FBgn0261799	FBgn0261799	FBtr0075409						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_14259	chrX	2043747	2044198	+	25	NA	promoter-TSS (FBgn0026878)	-promoter-TSS (FBgn0026878)	-154	FBgn0026878	FBgn0026878	FBtr0310443						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_15567	chrX	10714463	10715993	+	25	NA	exon (FBgn0052676, exon 3 of 4)	-exon (FBgn0052676, exon 3 of 4)	-29280	FBgn0265987	FBgn0265987	FBtr0343045						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_14831	chrX	5714302	5715036	+	25	NA	exon (FBgn0053080, exon 2 of 6)	-exon (FBgn0053080, exon 2 of 6)	-1142	FBgn0053080	FBgn0053080	FBtr0070844						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_2087	chr2L	18327259	18327958	+	25	NA	intron (FBgn0000636, intron 1 of 6)	-intron (FBgn0000636, intron 1 of 7)	7506	FBgn0000636	FBgn0000636	FBtr0344782						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_9340	chr3L	20791472	20791910	+	25	NA	intron (FBgn0027364, intron 1 of 3)	-intron (FBgn0027364, intron 1 of 3)	663	FBgn0027364	FBgn0027364	FBtr0078274						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_12936	chr3R	27537879	27538146	+	25	NA	promoter-TSS (FBgn0265315)	-promoter-TSS (FBgn0265315)	-109	FBgn0265316	FBgn0265316	FBtr0339325						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_3132	chr2R	6525442	6525890	+	25	NA	intron (FBgn0086655, intron 1 of 6)	-intron (FBgn0086655, intron 1 of 6)	7929	FBgn0264506	FBgn0264506	FBtr0332951						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_13585	chr4	274732	274983	+	25	NA	intron (FBgn0042696, intron 2 of 8)	-intron (FBgn0042696, intron 2 of 8)	1512	FBgn0042696	FBgn0042696	FBtr0333678						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_10922	chr3R	11231872	11232096	+	25	NA	promoter-TSS (FBgn0037883)	-promoter-TSS (FBgn0037883)	72	FBgn0037883	FBgn0037883	FBtr0082353						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_9792	chr3L	25107866	25108092	+	25	NA	intron (FBgn0040022, intron 1 of 5)	-intron (FBgn0040022, intron 1 of 5)	-1018	FBgn0040022	FBgn0040022	FBtr0302248						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_10487	chr3R	7894299	7894619	+	25	NA	exon (FBgn0260005, exon 2 of 4)	-exon (FBgn0260005, exon 2 of 4)	-1363	FBgn0260005	FBgn0260005	FBtr0339709						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_9995	chr3R	4654655	4655102	+	25	NA	promoter-TSS (FBgn0037265)	-promoter-TSS (FBgn0037265)	-281	FBgn0037265	FBgn0037265	FBtr0308820						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_1302	chr2L	9737586	9737879	+	25	NA	TTS (FBgn0032140)	-TTS (FBgn0032140)	1087	FBgn0032140	FBgn0032140	FBtr0335503						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_14741	chrX	4965785	4966627	+	25	NA	intron (FBgn0266096, intron 3 of 3)	-intron (FBgn0266096, intron 3 of 3)	-5078	FBgn0061196	FBgn0061196	FBtr0479779						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_10081	chr3R	5030386	5031197	+	25	NA	Intergenic	Intergenic	12234	FBgn0286032	FBgn0286032	FBtr0473376						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_7133	chr3L	3451812	3452732	+	25	NA	intron (FBgn0026259, intron 5 of 9)	-intron (FBgn0026259, intron 4 of 8)	8705	FBgn0026259	FBgn0026259	FBtr0309839						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_16948	chrX	20507559	20507774	+	25	NA	intron (FBgn0031118, intron 2 of 14)	-intron (FBgn0031118, intron 2 of 13)	-3878	FBgn0031119	FBgn0031119	FBtr0077312						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_10724	chr3R	9450932	9451089	+	25	NA	exon (FBgn0261552, exon 6 of 6)	-exon (FBgn0261552, exon 6 of 6)	5536	FBgn0037696	FBgn0037696	FBtr0082044						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_3865	chr2R	9937807	9938370	+	25	NA	intron (FBgn0011656, intron 1 of 9)	-intron (FBgn0011656, intron 2 of 9)	-8473	FBgn0011656	FBgn0011656	FBtr0330708						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_6635	chr3L	380761	381560	+	25	NA	intron (FBgn0262139, intron 4 of 12)	-intron (FBgn0262139, intron 4 of 11)	-3844	FBgn0262139	FBgn0262139	FBtr0333901						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_1326	chr2L	9954010	9954438	+	25	NA	promoter-TSS (FBgn0032169)	-promoter-TSS (FBgn0032169)	-43	FBgn0032168	FBgn0032168	FBtr0343747						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_12766	chr3R	26013175	26013549	+	25	NA	Intergenic	Intergenic	-1359	FBgn0002578	FBgn0002578	FBtr0310083						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_12615	chr3R	24792191	24792471	+	25	NA	promoter-TSS (FBgn0039225)	-promoter-TSS (FBgn0039225)	-2195	FBgn0039224	FBgn0039224	FBtr0084742						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_3664	chr2R	8980184	8980377	+	25	NA	intron (FBgn0286782, intron 1 of 6)	-intron (FBgn0286782, intron 1 of 6)	5620	FBgn0286782	FBgn0286782	FBtr0339307						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_1994	chr2L	16729441	16730920	+	25	NA	promoter-TSS (FBgn0263746)	-promoter-TSS (FBgn0263746)	403	FBgn0051812	FBgn0051812	FBtr0290062						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_3004	chr2R	5864449	5865379	+	25	NA	Intergenic	Intergenic	15481	FBgn0265631	FBgn0265631	FBtr0340497						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_6428	chr2R	24538525	24539839	+	25	NA	promoter-TSS (FBgn0035023)	-promoter-TSS (FBgn0035023)	1761	FBgn0035023	FBgn0035023	FBtr0300186						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_9209	chr3L	19904672	19904864	+	25	NA	intron (FBgn0014037, intron 1 of 4)	-intron (FBgn0262519, intron 1 of 5)	-4597	FBgn0264481	FBgn0264481	FBtr0332770						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_14322	chrX	2355684	2356036	+	25	NA	intron (FBgn0003159, intron 1 of 3)	-intron (FBgn0003159, intron 1 of 3)	10496	FBgn0003159	FBgn0003159	FBtr0343597						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_1049	chr2L	7913560	7915492	+	25	NA	intron (FBgn0085450, intron 1 of 1)	-intron (FBgn0085450, intron 1 of 1)	-23822	FBgn0053121	FBgn0053121	FBtr0473606						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_2000	chr2L	16757087	16757596	+	25	NA	TTS (FBgn0032602)	-TTS (FBgn0032602)	3005	FBgn0032601	FBgn0032601	FBtr0343768						NA
