PeakID (cmd=annotatePeaks.pl ManzF6Ctrl_REP2.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF6Ctrl_REP2.mLb.clN_peak_6022	chr2R	17723295	17723456	+	27	NA	promoter-TSS (FBgn0034264)	-promoter-TSS (FBgn0034264)	66	FBgn0034264	FBgn0034264	FBtr0086860						NA
ManzF6Ctrl_REP2.mLb.clN_peak_1551	chr2L	10989336	10989638	+	27	NA	promoter-TSS (FBgn0026147)	-promoter-TSS (FBgn0026147)	86	FBgn0026147	FBgn0026147	FBtr0300404						NA
ManzF6Ctrl_REP2.mLb.clN_peak_838	chr2L	6036178	6038148	+	27	NA	promoter-TSS (FBgn0051643)	-promoter-TSS (FBgn0051643)	-148	FBgn0025742	FBgn0025742	FBtr0345290						NA
ManzF6Ctrl_REP2.mLb.clN_peak_3804	chr2R	7832958	7833665	+	27	NA	exon (FBgn0033229, exon 3 of 3)	-exon (FBgn0033229, exon 3 of 3)	1140	FBgn0040780	FBgn0040780	FBtr0113331						NA
ManzF6Ctrl_REP2.mLb.clN_peak_3073	chr2R	3897324	3897800	+	27	NA	Intergenic	Intergenic	50153	FBgn0262124	FBgn0262124	FBtr0302227						NA
ManzF6Ctrl_REP2.mLb.clN_peak_7761	chr3L	2174656	2175037	+	27	NA	promoter-TSS (FBgn0035312)	-promoter-TSS (FBgn0035312)	-514	FBgn0035312	FBgn0035312	FBtr0072913						NA
ManzF6Ctrl_REP2.mLb.clN_peak_18245	chrX	16463781	16464504	+	27	NA	exon (FBgn0285944, exon 31 of 31)	-exon (FBgn0285944, exon 31 of 31)	14990	FBgn0262734	FBgn0262734	FBtr0074280						NA
ManzF6Ctrl_REP2.mLb.clN_peak_17655	chrX	12718707	12719254	+	27	NA	promoter-TSS (FBgn0264678)	-promoter-TSS (FBgn0264678)	-520	FBgn0264678	FBgn0264678	FBtr0333774						NA
ManzF6Ctrl_REP2.mLb.clN_peak_15773	chrX	1470657	1471027	+	27	NA	promoter-TSS (FBgn0013720)	-promoter-TSS (FBgn0013720)	86	FBgn0013720	FBgn0013720	FBtr0070256						NA
ManzF6Ctrl_REP2.mLb.clN_peak_9900	chr3L	17378146	17379684	+	27	NA	intron (FBgn0036715, intron 1 of 8)	-intron (FBgn0036715, intron 1 of 8)	615	FBgn0036715	FBgn0036715	FBtr0075240						NA
ManzF6Ctrl_REP2.mLb.clN_peak_10952	chr3L	24508152	24508727	+	27	NA	Intergenic	Intergenic	-25651	FBgn0040045	FBgn0040045	FBtr0307117						NA
ManzF6Ctrl_REP2.mLb.clN_peak_14613	chr3R	29263557	29264034	+	27	NA	Intergenic	Intergenic	7310	FBgn0267104	FBgn0267104	FBtr0346198						NA
ManzF6Ctrl_REP2.mLb.clN_peak_18717	chrX	19305293	19305649	+	27	NA	promoter-TSS (FBgn0031012)	-promoter-TSS (FBgn0031012)	-172	FBgn0031012	FBgn0031012	FBtr0074683						NA
ManzF6Ctrl_REP2.mLb.clN_peak_16153	chrX	3514570	3514944	+	27	NA	intron (FBgn0029669, intron 1 of 1)	-intron (FBgn0029669, intron 2 of 2)	402	FBgn0029669	FBgn0029669	FBtr0070571						NA
ManzF6Ctrl_REP2.mLb.clN_peak_7983	chr3L	3535710	3536273	+	27	NA	intron (FBgn0005640, intron 1 of 10)	-intron (FBgn0005640, intron 1 of 10)	-12371	FBgn0266403	FBgn0266403	FBtr0344345						NA
ManzF6Ctrl_REP2.mLb.clN_peak_3774	chr2R	7691423	7691821	+	27	NA	intron (FBgn0033212, intron 1 of 18)	-intron (FBgn0033212, intron 1 of 18)	7280	FBgn0033212	FBgn0033212	FBtr0332912						NA
ManzF6Ctrl_REP2.mLb.clN_peak_5984	chr2R	17517594	17518916	+	27	NA	promoter-TSS (FBgn0034232)	-promoter-TSS (FBgn0034232)	32	FBgn0034232	FBgn0034232	FBtr0086940						NA
ManzF6Ctrl_REP2.mLb.clN_peak_13559	chr3R	21593804	21594306	+	27	NA	exon (FBgn0263662, exon 2 of 2)	-exon (FBgn0263662, exon 2 of 2)	1705	FBgn0263662	FBgn0263662	FBtr0310107						NA
ManzF6Ctrl_REP2.mLb.clN_peak_10038	chr3L	18148188	18149068	+	27	NA	promoter-TSS (FBgn0036780)	-promoter-TSS (FBgn0036780)	-295	FBgn0036780	FBgn0036780	FBtr0332861						NA
ManzF6Ctrl_REP2.mLb.clN_peak_8639	chr3L	8528623	8528783	+	27	NA	promoter-TSS (FBgn0024236)	-promoter-TSS (FBgn0024236)	3459	FBgn0024236	FBgn0024236	FBtr0345601						NA
ManzF6Ctrl_REP2.mLb.clN_peak_1810	chr2L	13286305	13286922	+	27	NA	promoter-TSS (FBgn0032499)	-promoter-TSS (FBgn0032499)	-151	FBgn0028406	FBgn0028406	FBtr0080478						NA
ManzF6Ctrl_REP2.mLb.clN_peak_947	chr2L	6709106	6709301	+	27	NA	promoter-TSS (FBgn0031850)	-promoter-TSS (FBgn0031850)	6983	FBgn0025595	FBgn0025595	FBtr0332331						NA
ManzF6Ctrl_REP2.mLb.clN_peak_18319	chrX	16913058	16913562	+	27	NA	promoter-TSS (FBgn0265967)	-promoter-TSS (FBgn0265967)	-586	FBgn0265967	FBgn0265967	FBtr0342975						NA
ManzF6Ctrl_REP2.mLb.clN_peak_8525	chr3L	7858263	7858432	+	27	NA	intron (FBgn0016694, intron 1 of 5)	-intron (FBgn0016694, intron 1 of 4)	-2799	FBgn0016694	FBgn0016694	FBtr0332083						NA
ManzF6Ctrl_REP2.mLb.clN_peak_8106	chr3L	4259024	4259906	+	27	NA	promoter-TSS (FBgn0035519)	-promoter-TSS (FBgn0035519)	35	FBgn0035519	FBgn0035519	FBtr0073229						NA
ManzF6Ctrl_REP2.mLb.clN_peak_16043	chrX	2672987	2673676	+	27	NA	exon (FBgn0003371, exon 9 of 10)	-exon (FBgn0003371, exon 9 of 10)	-2105	FBgn0266707	FBgn0266707	FBtr0346738						NA
ManzF6Ctrl_REP2.mLb.clN_peak_7460	chr3L	470534	471525	+	27	NA	intron (FBgn0001316, intron 4 of 18)	-intron (FBgn0001316, intron 5 of 18)	29422	FBgn0085296	FBgn0085296	FBtr0112462						NA
ManzF6Ctrl_REP2.mLb.clN_peak_8416	chr3L	7131686	7131887	+	27	NA	promoter-TSS (FBgn0010387)	-promoter-TSS (FBgn0010387)	821	FBgn0250836	FBgn0250836	FBtr0301218						NA
ManzF6Ctrl_REP2.mLb.clN_peak_3228	chr2R	5354263	5354636	+	27	NA	exon (FBgn0033020, exon 2 of 2)	-exon (FBgn0033020, exon 2 of 2)	455	FBgn0033020	FBgn0033020	FBtr0335260						NA
ManzF6Ctrl_REP2.mLb.clN_peak_9353	chr3L	13452190	13452390	+	27	NA	intron (FBgn0036368, intron 1 of 14)	-intron (FBgn0036368, intron 1 of 14)	1520	FBgn0036368	FBgn0036368	FBtr0304792						NA
ManzF6Ctrl_REP2.mLb.clN_peak_16924	chrX	8049329	8049490	+	27	NA	TTS (FBgn0004656)	-TTS (FBgn0004656)	8949	FBgn0004656	FBgn0004656	FBtr0071120						NA
ManzF6Ctrl_REP2.mLb.clN_peak_2677	chr2L	21029993	21030503	+	27	NA	intron (FBgn0250867, intron 2 of 5)	-intron (FBgn0250867, intron 1 of 1)	-4527	FBgn0286733	FBgn0286733	FBtr0474087						NA
ManzF6Ctrl_REP2.mLb.clN_peak_15179	chr4	328378	329788	+	27	NA	TTS (FBgn0259214)	-TTS (FBgn0259214)	14160	FBgn0052850	FBgn0052850	FBtr0333680						NA
ManzF6Ctrl_REP2.mLb.clN_peak_13277	chr3R	19597656	19598268	+	27	NA	TTS (FBgn0260003)	-TTS (FBgn0260003)	993	FBgn0038714	FBgn0038714	FBtr0083811						NA
ManzF6Ctrl_REP2.mLb.clN_peak_8732	chr3L	9004873	9005050	+	27	NA	promoter-TSS (FBgn0035954)	-promoter-TSS (FBgn0035954)	-235	FBgn0035954	FBgn0035954	FBtr0076521						NA
ManzF6Ctrl_REP2.mLb.clN_peak_3482	chr2R	6546968	6547668	+	27	NA	intron (FBgn0086655, intron 1 of 6)	-intron (FBgn0086655, intron 1 of 6)	-13723	FBgn0264506	FBgn0264506	FBtr0332951						NA
ManzF6Ctrl_REP2.mLb.clN_peak_7560	chr3L	886263	886657	+	27	NA	intron (FBgn0052479, intron 4 of 9)	-intron (FBgn0052479, intron 4 of 9)	-3810	FBgn0263476	FBgn0263476	FBtr0309775						NA
ManzF6Ctrl_REP2.mLb.clN_peak_15307	chr4	802555	803430	+	27	NA	exon (FBgn0039938, exon 2 of 3)	-exon (FBgn0039938, exon 2 of 3)	4355	FBgn0039938	FBgn0039938	FBtr0100600						NA
ManzF6Ctrl_REP2.mLb.clN_peak_1955	chr2L	14511207	14512110	+	27	NA	exon (FBgn0267257, exon 1 of 1)	-exon (FBgn0267257, exon 1 of 1)	425	FBgn0267257	FBgn0267257	FBtr0346471						NA
ManzF6Ctrl_REP2.mLb.clN_peak_2051	chr2L	15767962	15768409	+	27	NA	TTS (FBgn0041627)	-TTS (FBgn0041627)	164	FBgn0001990	FBgn0001990	FBtr0331282						NA
ManzF6Ctrl_REP2.mLb.clN_peak_3483	chr2R	6548345	6548931	+	27	NA	intron (FBgn0086655, intron 1 of 6)	-intron (FBgn0086655, intron 1 of 6)	-15043	FBgn0264506	FBgn0264506	FBtr0332951						NA
ManzF6Ctrl_REP2.mLb.clN_peak_12756	chr3R	15305263	15305761	+	27	NA	TTS (FBgn0003721)	-TTS (FBgn0003721)	-6864	FBgn0004117	FBgn0004117	FBtr0333920						NA
ManzF6Ctrl_REP2.mLb.clN_peak_16492	chrX	5410794	5412084	+	27	NA	promoter-TSS (FBgn0029762)	-promoter-TSS (FBgn0029762)	-590	FBgn0029762	FBgn0029762	FBtr0070797						NA
ManzF6Ctrl_REP2.mLb.clN_peak_14582	chr3R	29088153	29088380	+	27	NA	promoter-TSS (FBgn0039633)	-promoter-TSS (FBgn0039633)	-7102	FBgn0266390	FBgn0266390	FBtr0344329						NA
ManzF6Ctrl_REP2.mLb.clN_peak_18046	chrX	15312060	15312993	+	27	NA	intron (FBgn0261703, intron 3 of 9)	-intron (FBgn0261703, intron 3 of 9)	5441	FBgn0266276	FBgn0266276	FBtr0343974						NA
ManzF6Ctrl_REP2.mLb.clN_peak_18530	chrX	18374474	18374944	+	27	NA	TTS (FBgn0265784)	-TTS (FBgn0265784)	3725	FBgn0265784	FBgn0265784	FBtr0112879						NA
ManzF6Ctrl_REP2.mLb.clN_peak_12521	chr3R	13450301	13450788	+	27	NA	promoter-TSS (FBgn0038156)	-promoter-TSS (FBgn0038156)	-46	FBgn0038156	FBgn0038156	FBtr0309090						NA
ManzF6Ctrl_REP2.mLb.clN_peak_7106	chr2R	24062199	24062471	+	27	NA	promoter-TSS (FBgn0283666)	-promoter-TSS (FBgn0283666)	96	FBgn0023170	FBgn0023170	FBtr0072185						NA
ManzF6Ctrl_REP2.mLb.clN_peak_6421	chr2R	20224612	20224928	+	27	NA	Intergenic	Intergenic	-2613	FBgn0266972	FBgn0266972	FBtr0345870						NA
ManzF6Ctrl_REP2.mLb.clN_peak_6363	chr2R	19670675	19671034	+	27	NA	promoter-TSS (FBgn0028372)	-promoter-TSS (FBgn0028372)	236	FBgn0028372	FBgn0028372	FBtr0330247						NA
ManzF6Ctrl_REP2.mLb.clN_peak_8026	chr3L	3771598	3771873	+	27	NA	intron (FBgn0052264, intron 2 of 10)	-intron (FBgn0052264, intron 2 of 11)	-16534	FBgn0035458	FBgn0035458	FBtr0303094						NA
ManzF6Ctrl_REP2.mLb.clN_peak_7359	chr3L	21921	22636	+	27	NA	promoter-TSS (FBgn0052475)	-promoter-TSS (FBgn0052475)	-150	FBgn0052475	FBgn0052475	FBtr0329896						NA
ManzF6Ctrl_REP2.mLb.clN_peak_12769	chr3R	15374449	15374625	+	27	NA	promoter-TSS (FBgn0262483)	-promoter-TSS (FBgn0262483)	-98	FBgn0262483	FBgn0262483	FBtr0433495						NA
ManzF6Ctrl_REP2.mLb.clN_peak_8919	chr3L	10530147	10530332	+	27	NA	intron (FBgn0052062, intron 2 of 13)	-intron (FBgn0052062, intron 2 of 14)	-7379	FBgn0286730	FBgn0286730	FBtr0474085						NA
ManzF6Ctrl_REP2.mLb.clN_peak_10029	chr3L	18079170	18079485	+	27	NA	Intergenic	Intergenic	1746	FBgn0266941	FBgn0266941	FBtr0345833						NA
ManzF6Ctrl_REP2.mLb.clN_peak_12198	chr3R	10772059	10772436	+	27	NA	TTS (FBgn0266451)	-TTS (FBgn0266451)	-4443	FBgn0010421	FBgn0010421	FBtr0082310						NA
ManzF6Ctrl_REP2.mLb.clN_peak_5080	chr2R	13167972	13168335	+	27	NA	promoter-TSS (FBgn0086532)	-promoter-TSS (FBgn0086532)	-121	FBgn0033799	FBgn0033799	FBtr0310155						NA
ManzF6Ctrl_REP2.mLb.clN_peak_15262	chr4	627231	627422	+	27	NA	Intergenic	Intergenic	-1295	FBgn0039914	FBgn0039914	FBtr0089103						NA
ManzF6Ctrl_REP2.mLb.clN_peak_12202	chr3R	10815207	10816346	+	27	NA	promoter-TSS (FBgn0037837)	-promoter-TSS (FBgn0037837)	488	FBgn0037838	FBgn0037838	FBtr0082281						NA
ManzF6Ctrl_REP2.mLb.clN_peak_9869	chr3L	17055459	17055589	+	27	NA	promoter-TSS (FBgn0036698)	-promoter-TSS (FBgn0036698)	-89	FBgn0036698	FBgn0036698	FBtr0075284						NA
ManzF6Ctrl_REP2.mLb.clN_peak_10052	chr3L	18204575	18204740	+	27	NA	Intergenic	Intergenic	3163	FBgn0036782	FBgn0036782	FBtr0310156						NA
ManzF6Ctrl_REP2.mLb.clN_peak_4399	chr2R	10265825	10266061	+	27	NA	promoter-TSS (FBgn0033502)	-promoter-TSS (FBgn0033502)	-128	FBgn0033502	FBgn0033502	FBtr0310142						NA
ManzF6Ctrl_REP2.mLb.clN_peak_7335	chr2R	25086698	25087713	+	27	NA	exon (FBgn0266129, exon 4 of 4)	-exon (FBgn0266129, exon 4 of 4)	-2858	FBgn0004919	FBgn0004919	FBtr0306330						NA
ManzF6Ctrl_REP2.mLb.clN_peak_15306	chr4	801498	802034	+	27	NA	exon (FBgn0039938, exon 3 of 3)	-exon (FBgn0039938, exon 3 of 3)	5581	FBgn0039938	FBgn0039938	FBtr0100600						NA
ManzF6Ctrl_REP2.mLb.clN_peak_15560	chrX	590312	590966	+	27	NA	promoter-TSS (FBgn0261930)	-promoter-TSS (FBgn0261930)	8518	FBgn0261930	FBgn0261930	FBtr0110929						NA
ManzF6Ctrl_REP2.mLb.clN_peak_14781	chr3R	30423581	30424161	+	27	NA	promoter-TSS (FBgn0039765)	-promoter-TSS (FBgn0039765)	58	FBgn0039764	FBgn0039764	FBtr0346511						NA
ManzF6Ctrl_REP2.mLb.clN_peak_5321	chr2R	14219486	14220309	+	27	NA	promoter-TSS (FBgn0033913)	-promoter-TSS (FBgn0033913)	-1	FBgn0033913	FBgn0033913	FBtr0087534						NA
ManzF6Ctrl_REP2.mLb.clN_peak_13752	chr3R	22775355	22776031	+	27	NA	exon (FBgn0039025, exon 3 of 3)	-exon (FBgn0039025, exon 3 of 3)	-3923	FBgn0262541	FBgn0262541	FBtr0304877						NA
ManzF6Ctrl_REP2.mLb.clN_peak_3589	chr2R	6914401	6914913	+	27	NA	exon (FBgn0050158, exon 6 of 8)	-exon (FBgn0050158, exon 6 of 8)	-8709	FBgn0033117	FBgn0033117	FBtr0336740						NA
ManzF6Ctrl_REP2.mLb.clN_peak_5311	chr2R	14197215	14198062	+	27	NA	TTS (FBgn0033911)	-TTS (FBgn0033911)	3611	FBgn0033911	FBgn0033911	FBtr0087577						NA
ManzF6Ctrl_REP2.mLb.clN_peak_9488	chr3L	14664453	14666138	+	27	NA	intron (FBgn0041604, intron 3 of 7)	-intron (FBgn0041604, intron 3 of 7)	-3349	FBgn0267548	FBgn0267548	FBtr0346931						NA
ManzF6Ctrl_REP2.mLb.clN_peak_2381	chr2L	19206035	19206729	+	27	NA	exon (FBgn0015380, exon 2 of 4)	-exon (FBgn0015380, exon 2 of 4)	-9069	FBgn0267928	FBgn0267928	FBtr0347489						NA
ManzF6Ctrl_REP2.mLb.clN_peak_7968	chr3L	3444576	3445587	+	27	NA	intron (FBgn0026259, intron 7 of 9)	-intron (FBgn0026259, intron 6 of 8)	15896	FBgn0026259	FBgn0026259	FBtr0309839						NA
ManzF6Ctrl_REP2.mLb.clN_peak_17825	chrX	13718029	13718299	+	27	NA	TTS (FBgn0030514)	-TTS (FBgn0030514)	121	FBgn0030512	FBgn0030512	FBtr0073845						NA
ManzF6Ctrl_REP2.mLb.clN_peak_8223	chr3L	5512054	5512199	+	27	NA	TTS (FBgn0035610)	-TTS (FBgn0035610)	-1266	FBgn0085371	FBgn0085371	FBtr0344835						NA
ManzF6Ctrl_REP2.mLb.clN_peak_7986	chr3L	3545054	3545254	+	27	NA	promoter-TSS (FBgn0005640)	-promoter-TSS (FBgn0005640)	11145	FBgn0267470	FBgn0267470	FBtr0346841						NA
ManzF6Ctrl_REP2.mLb.clN_peak_12949	chr3R	16643692	16644132	+	27	NA	TTS (FBgn0015520)	-TTS (FBgn0015520)	191	FBgn0038453	FBgn0038453	FBtr0333728						NA
ManzF6Ctrl_REP2.mLb.clN_peak_9440	chr3L	14289383	14289750	+	27	NA	intron (FBgn0001085, intron 1 of 4)	-intron (FBgn0001085, intron 1 of 4)	15223	FBgn0001085	FBgn0001085	FBtr0330102						NA
ManzF6Ctrl_REP2.mLb.clN_peak_7235	chr2R	24699463	24700547	+	27	NA	exon (FBgn0053988, exon 6 of 6)	-exon (FBgn0053988, exon 6 of 6)	-5619	FBgn0035050	FBgn0035050	FBtr0072442						NA
ManzF6Ctrl_REP2.mLb.clN_peak_7005	chr2R	23555996	23556291	+	27	NA	promoter-TSS (FBgn0034879)	-promoter-TSS (FBgn0034879)	74	FBgn0034879	FBgn0034879	FBtr0343267						NA
ManzF6Ctrl_REP2.mLb.clN_peak_399	chr2L	2878394	2879638	+	27	NA	promoter-TSS (FBgn0028970)	-promoter-TSS (FBgn0028970)	-96	FBgn0028970	FBgn0028970	FBtr0077631						NA
ManzF6Ctrl_REP2.mLb.clN_peak_1048	chr2L	7433478	7435033	+	27	NA	promoter-TSS (FBgn0031913)	-promoter-TSS (FBgn0031913)	-739	FBgn0031913	FBgn0031913	FBtr0079466						NA
ManzF6Ctrl_REP2.mLb.clN_peak_7497	chr3L	626500	627166	+	27	NA	Intergenic	Intergenic	-1637	FBgn0286827	FBgn0286827	FBtr0333724						NA
ManzF6Ctrl_REP2.mLb.clN_peak_7589	chr3L	1090425	1090971	+	27	NA	intron (FBgn0004870, intron 1 of 3)	-intron (FBgn0004870, intron 1 of 3)	10391	FBgn0004870	FBgn0004870	FBtr0333270						NA
ManzF6Ctrl_REP2.mLb.clN_peak_1377	chr2L	9709105	9712214	+	27	NA	TTS (FBgn0028704)	-TTS (FBgn0028704)	612	FBgn0032138	FBgn0032138	FBtr0079848						NA
ManzF6Ctrl_REP2.mLb.clN_peak_9447	chr3L	14338650	14339293	+	27	NA	intron (FBgn0001085, intron 4 of 4)	-intron (FBgn0001085, intron 4 of 4)	9625	FBgn0036419	FBgn0036419	FBtr0075744						NA
ManzF6Ctrl_REP2.mLb.clN_peak_19091	chrX	22846059	22847980	+	27	NA	intron (FBgn0000719, intron 1 of 2)	-intron (FBgn0000719, intron 1 of 2)	8175	FBgn0000719	FBgn0000719	FBtr0333181						NA
ManzF6Ctrl_REP2.mLb.clN_peak_12664	chr3R	14662965	14663829	+	27	NA	promoter-TSS (FBgn0038252)	-promoter-TSS (FBgn0038252)	-53	FBgn0038252	FBgn0038252	FBtr0082969						NA
ManzF6Ctrl_REP2.mLb.clN_peak_10771	chr3L	22474357	22474645	+	27	NA	promoter-TSS (FBgn0037167)	-promoter-TSS (FBgn0037167)	-70	FBgn0266931	FBgn0266931	FBtr0345824						NA
ManzF6Ctrl_REP2.mLb.clN_peak_7711	chr3L	1840855	1841262	+	27	NA	exon (FBgn0035281, exon 3 of 3)	-exon (FBgn0035281, exon 3 of 3)	1026	FBgn0035281	FBgn0035281	FBtr0332673						NA
ManzF6Ctrl_REP2.mLb.clN_peak_18190	chrX	16124027	16124534	+	27	NA	promoter-TSS (FBgn0285879)	-promoter-TSS (FBgn0285879)	52	FBgn0285879	FBgn0285879	FBtr0310301						NA
ManzF6Ctrl_REP2.mLb.clN_peak_17241	chrX	10040644	10041201	+	27	NA	exon (FBgn0263132, exon 12 of 15)	-exon (FBgn0263132, exon 12 of 15)	7234	FBgn0267495	FBgn0267495	FBtr0345084						NA
ManzF6Ctrl_REP2.mLb.clN_peak_4835	chr2R	12054660	12055061	+	27	NA	promoter-TSS (FBgn0028407)	-promoter-TSS (FBgn0028407)	-229	FBgn0028407	FBgn0028407	FBtr0087980						NA
ManzF6Ctrl_REP2.mLb.clN_peak_1052	chr2L	7471736	7471906	+	27	NA	TTS (FBgn0260486)	-TTS (FBgn0260486)	477	FBgn0031918	FBgn0031918	FBtr0330720						NA
ManzF6Ctrl_REP2.mLb.clN_peak_13719	chr3R	22593389	22593979	+	27	NA	intron (FBgn0051158, intron 1 of 13)	-intron (FBgn0051158, intron 1 of 14)	5929	FBgn0051158	FBgn0051158	FBtr0302187						NA
ManzF6Ctrl_REP2.mLb.clN_peak_12548	chr3R	13699125	13699576	+	27	NA	promoter-TSS (FBgn0028487)	-promoter-TSS (FBgn0028487)	195	FBgn0028487	FBgn0028487	FBtr0334526						NA
ManzF6Ctrl_REP2.mLb.clN_peak_5454	chr2R	14858466	14858686	+	27	NA	promoter-TSS (FBgn0053506)	-promoter-TSS (FBgn0053506)	64	FBgn0053506	FBgn0053506	FBtr0091446						NA
ManzF6Ctrl_REP2.mLb.clN_peak_12641	chr3R	14382329	14382625	+	27	NA	promoter-TSS (FBgn0038225)	-promoter-TSS (FBgn0038225)	-778	FBgn0038225	FBgn0038225	FBtr0082940						NA
ManzF6Ctrl_REP2.mLb.clN_peak_655	chr2L	4974010	4974473	+	27	NA	promoter-TSS (FBgn0010607)	-promoter-TSS (FBgn0010607)	265	FBgn0031660	FBgn0031660	FBtr0331227						NA
ManzF6Ctrl_REP2.mLb.clN_peak_651	chr2L	4965644	4965904	+	27	NA	promoter-TSS (FBgn0264372)	-promoter-TSS (FBgn0264372)	101	FBgn0083961	FBgn0083961	FBtr0110839						NA
ManzF6Ctrl_REP2.mLb.clN_peak_7957	chr3L	3400722	3401011	+	27	NA	TTS (FBgn0014388)	-TTS (FBgn0014388)	6778	FBgn0267301	FBgn0267301	FBtr0346556						NA
ManzF6Ctrl_REP2.mLb.clN_peak_7506	chr3L	680169	680533	+	27	NA	promoter-TSS (FBgn0035151)	-promoter-TSS (FBgn0035151)	-25	FBgn0035151	FBgn0035151	FBtr0072614						NA
ManzF6Ctrl_REP2.mLb.clN_peak_15937	chrX	2196066	2196638	+	27	NA	intron (FBgn0023549, intron 1 of 8)	-intron (FBgn0023549, intron 1 of 8)	-2443	FBgn0029603	FBgn0029603	FBtr0331383						NA
ManzF6Ctrl_REP2.mLb.clN_peak_10404	chr3L	20620508	20620994	+	27	NA	promoter-TSS (FBgn0001323)	-promoter-TSS (FBgn0001323)	-92	FBgn0001323	FBgn0001323	FBtr0346815						NA
ManzF6Ctrl_REP2.mLb.clN_peak_14695	chr3R	29891330	29891533	+	27	NA	intron (FBgn0051038, intron 2 of 3)	-intron (FBgn0051038, intron 2 of 3)	12394	FBgn0039718	FBgn0039718	FBtr0085515						NA
ManzF6Ctrl_REP2.mLb.clN_peak_3303	chr2R	5821203	5821814	+	27	NA	intron (FBgn0085414, intron 1 of 7)	-intron (FBgn0085414, intron 1 of 9)	16796	FBgn0085414	FBgn0085414	FBtr0335273						NA
ManzF6Ctrl_REP2.mLb.clN_peak_16800	chrX	7194222	7195102	+	27	NA	intron (FBgn0029939, intron 2 of 4)	-intron (FBgn0029939, intron 2 of 5)	-31793	FBgn0029939	FBgn0029939	FBtr0474234						NA
ManzF6Ctrl_REP2.mLb.clN_peak_11169	chr3R	4301597	4301984	+	27	NA	TTS (FBgn0041605)	-TTS (FBgn0041605)	-6118	FBgn0027930	FBgn0027930	FBtr0445313						NA
ManzF6Ctrl_REP2.mLb.clN_peak_9543	chr3L	15098118	15099810	+	27	NA	intron (FBgn0264704, intron 1 of 2)	-intron (FBgn0264704, intron 1 of 2)	538	FBgn0264704	FBgn0264704	FBtr0333938						NA
ManzF6Ctrl_REP2.mLb.clN_peak_6909	chr2R	23057427	23057687	+	27	NA	promoter-TSS (FBgn0265187)	-promoter-TSS (FBgn0265187)	-691	FBgn0265188	FBgn0265188	FBtr0339111						NA
ManzF6Ctrl_REP2.mLb.clN_peak_8515	chr3L	7810649	7810871	+	27	NA	promoter-TSS (FBgn0052369)	-promoter-TSS (FBgn0052369)	-935	FBgn0052369	FBgn0052369	FBtr0304992						NA
ManzF6Ctrl_REP2.mLb.clN_peak_5386	chr2R	14533137	14533453	+	27	NA	intron (FBgn0265974, intron 1 of 9)	-intron (FBgn0265974, intron 1 of 9)	6719	FBgn0265974	FBgn0265974	FBtr0474168						NA
ManzF6Ctrl_REP2.mLb.clN_peak_7131	chr2R	24205860	24206716	+	27	NA	exon (FBgn0034990, exon 1 of 4)	-exon (FBgn0034990, exon 1 of 4)	652	FBgn0034990	FBgn0034990	FBtr0100169						NA
ManzF6Ctrl_REP2.mLb.clN_peak_12858	chr3R	16107284	16107681	+	27	NA	Intergenic	Intergenic	8254	FBgn0010379	FBgn0010379	FBtr0344717						NA
ManzF6Ctrl_REP2.mLb.clN_peak_2203	chr2L	17433271	17433415	+	27	NA	promoter-TSS (FBgn0032636)	-promoter-TSS (FBgn0032636)	-182	FBgn0011274	FBgn0011274	FBtr0301578						NA
ManzF6Ctrl_REP2.mLb.clN_peak_13928	chr3R	24093042	24093194	+	27	NA	intron (FBgn0053100, intron 2 of 2)	-intron (FBgn0053100, intron 2 of 3)	12645	FBgn0013343	FBgn0013343	FBtr0392904						NA
ManzF6Ctrl_REP2.mLb.clN_peak_15714	chrX	1186876	1187190	+	27	NA	exon (FBgn0040360, exon 2 of 3)	-exon (FBgn0040360, exon 2 of 3)	2255	FBgn0040360	FBgn0040360	FBtr0070200						NA
ManzF6Ctrl_REP2.mLb.clN_peak_11620	chr3R	6693068	6693379	+	27	NA	exon (FBgn0004780, exon 2 of 2)	-exon (FBgn0004780, exon 2 of 2)	491	FBgn0004780	FBgn0004780	FBtr0081690						NA
ManzF6Ctrl_REP2.mLb.clN_peak_2482	chr2L	19870911	19871452	+	27	NA	intron (FBgn0263873, intron 1 of 13)	-intron (FBgn0263873, intron 3 of 15)	21369	FBgn0032827	FBgn0032827	FBtr0081312						NA
ManzF6Ctrl_REP2.mLb.clN_peak_11270	chr3R	4788717	4791528	+	27	NA	exon (FBgn0260794, exon 9 of 12)	-exon (FBgn0260794, exon 9 of 12)	-5400	FBgn0037276	FBgn0037276	FBtr0078880						NA
ManzF6Ctrl_REP2.mLb.clN_peak_29	chr2L	154911	156185	+	27	NA	promoter-TSS (FBgn0031229)	-promoter-TSS (FBgn0031229)	-243	FBgn0031227	FBgn0031227	FBtr0078147						NA
