PeakID (cmd=annotatePeaks.pl AkaaF6HSan_REP1.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF6HSan_REP1.mLb.clN_peak_10508	chr3R	28605264	28606408	+	18	NA	promoter-TSS (FBgn0039589)	-promoter-TSS (FBgn0039589)	-243	FBgn0039589	FBgn0039589	FBtr0085304						NA
AkaaF6HSan_REP1.mLb.clN_peak_10895	chr3R	31548586	31550287	+	18	NA	intron (FBgn0039852, intron 2 of 8)	-intron (FBgn0039852, intron 2 of 8)	6273	FBgn0039852	FBgn0039852	FBtr0300876						NA
AkaaF6HSan_REP1.mLb.clN_peak_6619	chr3L	13017892	13018266	+	18	NA	promoter-TSS (FBgn0036336)	-promoter-TSS (FBgn0036336)	-187	FBgn0036336	FBgn0036336	FBtr0075876						NA
AkaaF6HSan_REP1.mLb.clN_peak_12052	chrX	5029540	5030415	+	18	NA	intron (FBgn0266096, intron 2 of 3)	-intron (FBgn0266096, intron 2 of 3)	-18296	FBgn0003028	FBgn0003028	FBtr0301914						NA
AkaaF6HSan_REP1.mLb.clN_peak_3168	chr2R	9771971	9772291	+	18	NA	exon (FBgn0027589, exon 7 of 9)	-exon (FBgn0027589, exon 7 of 9)	-2979	FBgn0265105	FBgn0265105	FBtr0336932						NA
AkaaF6HSan_REP1.mLb.clN_peak_12355	chrX	7569583	7571082	+	18	NA	Intergenic	Intergenic	-3958	FBgn0029951	FBgn0029951	FBtr0071067						NA
AkaaF6HSan_REP1.mLb.clN_peak_3268	chr2R	10444207	10444351	+	18	NA	promoter-TSS (FBgn0001122)	-promoter-TSS (FBgn0001122)	-6897	FBgn0033523	FBgn0033523	FBtr0330615						NA
AkaaF6HSan_REP1.mLb.clN_peak_12205	chrX	6302783	6303050	+	18	NA	Intergenic	Intergenic	-1059	FBgn0029863	FBgn0029863	FBtr0070900						NA
AkaaF6HSan_REP1.mLb.clN_peak_6903	chr3L	15981254	15981572	+	18	NA	exon (FBgn0036553, exon 2 of 2)	-exon (FBgn0036553, exon 2 of 2)	1313	FBgn0036553	FBgn0036553	FBtr0333576						NA
AkaaF6HSan_REP1.mLb.clN_peak_10888	chr3R	31529629	31530048	+	18	NA	Intergenic	Intergenic	-6560	FBgn0267133	FBgn0267133	FBtr0346231						NA
AkaaF6HSan_REP1.mLb.clN_peak_11336	chrX	568822	569624	+	18	NA	intron (FBgn0000108, intron 3 of 11)	-intron (FBgn0000108, intron 3 of 11)	-12898	FBgn0261930	FBgn0261930	FBtr0110929						NA
AkaaF6HSan_REP1.mLb.clN_peak_6745	chr3L	14486580	14487060	+	18	NA	intron (FBgn0087007, intron 4 of 8)	-intron (FBgn0087007, intron 4 of 8)	-31005	FBgn0036426	FBgn0036426	FBtr0290282						NA
AkaaF6HSan_REP1.mLb.clN_peak_9160	chr3R	15081604	15082045	+	18	NA	exon (FBgn0038286, exon 4 of 5)	-exon (FBgn0038286, exon 4 of 5)	-2539	FBgn0038285	FBgn0038285	FBtr0083042						NA
AkaaF6HSan_REP1.mLb.clN_peak_8789	chr3R	10964422	10964698	+	18	NA	Intergenic	Intergenic	-5107	FBgn0267121	FBgn0267121	FBtr0346217						NA
AkaaF6HSan_REP1.mLb.clN_peak_7035	chr3L	17022259	17022423	+	18	NA	TTS (FBgn0011293)	-TTS (FBgn0011293)	515	FBgn0036687	FBgn0036687	FBtr0075291						NA
AkaaF6HSan_REP1.mLb.clN_peak_13913	chrX	22464483	22465072	+	18	NA	exon (FBgn0031187, exon 5 of 12)	-exon (FBgn0031187, exon 5 of 12)	-1779	FBgn0031187	FBgn0031187	FBtr0339506						NA
AkaaF6HSan_REP1.mLb.clN_peak_3529	chr2R	12198500	12198972	+	18	NA	TTS (FBgn0033699)	-TTS (FBgn0033699)	118	FBgn0033698	FBgn0033698	FBtr0088008						NA
AkaaF6HSan_REP1.mLb.clN_peak_4672	chr2R	21221108	21221408	+	18	NA	exon (FBgn0034606, exon 5 of 8)	-exon (FBgn0034606, exon 5 of 8)	-3479	FBgn0034605	FBgn0034605	FBtr0071624						NA
AkaaF6HSan_REP1.mLb.clN_peak_10137	chr3R	24020138	24020480	+	18	NA	intron (FBgn0020647, intron 1 of 9)	-intron (FBgn0020647, intron 2 of 11)	11518	FBgn0020647	FBgn0020647	FBtr0084508						NA
AkaaF6HSan_REP1.mLb.clN_peak_12977	chrX	13032450	13032654	+	18	NA	exon (FBgn0265597, exon 3 of 19)	-exon (FBgn0265597, exon 3 of 19)	-2183	FBgn0265597	FBgn0265597	FBtr0340355						NA
AkaaF6HSan_REP1.mLb.clN_peak_4477	chr2R	19390029	19390297	+	18	NA	promoter-TSS (FBgn0034442)	-promoter-TSS (FBgn0034442)	35	FBgn0034442	FBgn0034442	FBtr0086525						NA
AkaaF6HSan_REP1.mLb.clN_peak_5569	chr3L	2727653	2728330	+	18	NA	intron (FBgn0052296, intron 3 of 4)	-intron (FBgn0052296, intron 3 of 4)	-11759	FBgn0020509	FBgn0020509	FBtr0072943						NA
AkaaF6HSan_REP1.mLb.clN_peak_12232	chrX	6618793	6619030	+	18	NA	intron (FBgn0029881, intron 2 of 9)	-intron (FBgn0029881, intron 2 of 9)	-15048	FBgn0029880	FBgn0029880	FBtr0308654						NA
AkaaF6HSan_REP1.mLb.clN_peak_12122	chrX	5698076	5698632	+	18	NA	promoter-TSS (FBgn0029791)	-promoter-TSS (FBgn0029791)	-833	FBgn0029791	FBgn0029791	FBtr0301083						NA
AkaaF6HSan_REP1.mLb.clN_peak_11958	chrX	4465832	4466242	+	18	NA	intron (FBgn0052773, intron 2 of 4)	-intron (FBgn0000179, intron 4 of 7)	52575	FBgn0000179	FBgn0000179	FBtr0331162						NA
AkaaF6HSan_REP1.mLb.clN_peak_2551	chr2R	5360227	5361639	+	18	NA	exon (FBgn0033021, exon 5 of 5)	-exon (FBgn0033021, exon 5 of 5)	2171	FBgn0033021	FBgn0033021	FBtr0086092						NA
AkaaF6HSan_REP1.mLb.clN_peak_9597	chr3R	19419154	19419499	+	18	NA	intron (FBgn0051221, intron 2 of 4)	-intron (FBgn0051221, intron 2 of 4)	5873	FBgn0038706	FBgn0038706	FBtr0083770						NA
AkaaF6HSan_REP1.mLb.clN_peak_2538	chr2R	5174214	5174959	+	18	NA	Intergenic	Intergenic	29853	FBgn0033010	FBgn0033010	FBtr0086080						NA
AkaaF6HSan_REP1.mLb.clN_peak_2817	chr2R	7232613	7232845	+	18	NA	TTS (FBgn0026389)	-TTS (FBgn0026389)	2184	FBgn0026389	FBgn0026389	FBtr0089051						NA
AkaaF6HSan_REP1.mLb.clN_peak_12053	chrX	5036448	5036682	+	18	NA	intron (FBgn0266096, intron 2 of 3)	-intron (FBgn0266096, intron 2 of 3)	-11708	FBgn0003028	FBgn0003028	FBtr0301914						NA
AkaaF6HSan_REP1.mLb.clN_peak_449	chr2L	4064757	4064933	+	18	NA	intron (FBgn0000547, intron 2 of 9)	-intron (FBgn0000547, intron 2 of 8)	11107	FBgn0266319	FBgn0266319	FBtr0344049						NA
AkaaF6HSan_REP1.mLb.clN_peak_12765	chrX	10798928	10799224	+	18	NA	intron (FBgn0285926, intron 2 of 5)	-intron (FBgn0285926, intron 2 of 5)	-2784	FBgn0266731	FBgn0266731	FBtr0345221						NA
AkaaF6HSan_REP1.mLb.clN_peak_12284	chrX	6973044	6973524	+	18	NA	TTS (FBgn0004646)	-TTS (FBgn0004646)	109	FBgn0029925	FBgn0029925	FBtr0071038						NA
AkaaF6HSan_REP1.mLb.clN_peak_12138	chrX	5809586	5809835	+	18	NA	promoter-TSS (FBgn0267085)	-promoter-TSS (FBgn0267085)	756	FBgn0029812	FBgn0029812	FBtr0070816						NA
AkaaF6HSan_REP1.mLb.clN_peak_11991	chrX	4610621	4611141	+	18	NA	exon (FBgn0052773, exon 1 of 5)	-exon (FBgn0052773, exon 1 of 5)	504	FBgn0052773	FBgn0052773	FBtr0344480						NA
AkaaF6HSan_REP1.mLb.clN_peak_8409	chr3R	7357981	7358616	+	18	NA	Intergenic	Intergenic	3825	FBgn0037500	FBgn0037500	FBtr0081590						NA
AkaaF6HSan_REP1.mLb.clN_peak_1175	chr2L	10064893	10065180	+	18	NA	exon (FBgn0265002, exon 21 of 21)	-exon (FBgn0265002, exon 21 of 21)	4220	FBgn0032178	FBgn0032178	FBtr0079938						NA
AkaaF6HSan_REP1.mLb.clN_peak_8941	chr3R	12464909	12465317	+	18	NA	TTS (FBgn0013277)	-TTS (FBgn0013277)	185	FBgn0038058	FBgn0038058	FBtr0082680						NA
AkaaF6HSan_REP1.mLb.clN_peak_1218	chr2L	10372314	10372489	+	18	NA	TTS (FBgn0053303)	-TTS (FBgn0053303)	1499	FBgn0041723	FBgn0041723	FBtr0089855						NA
AkaaF6HSan_REP1.mLb.clN_peak_10350	chr3R	26445657	26446238	+	18	NA	intron (FBgn0263118, intron 1 of 1)	-intron (FBgn0263118, intron 1 of 1)	-3132	FBgn0042711	FBgn0042711	FBtr0085010						NA
AkaaF6HSan_REP1.mLb.clN_peak_3842	chr2R	14435446	14435662	+	18	NA	promoter-TSS (FBgn0288433)	-promoter-TSS (FBgn0288433)	-345	FBgn0288433	FBgn0288433	FBtr0302927						NA
AkaaF6HSan_REP1.mLb.clN_peak_7788	chr3L	22654249	22654912	+	18	NA	Intergenic	Intergenic	-2055	FBgn0053772	FBgn0053772	FBtr0303714						NA
AkaaF6HSan_REP1.mLb.clN_peak_11904	chrX	4169998	4172532	+	18	NA	intron (FBgn0000635, intron 2 of 8)	-intron (FBgn0000635, intron 2 of 9)	34828	FBgn0000635	FBgn0000635	FBtr0343524						NA
AkaaF6HSan_REP1.mLb.clN_peak_2411	chr2R	1110001	1110466	+	18	NA	intron (FBgn0003256, intron 5 of 7)	-intron (FBgn0003256, intron 5 of 7)	38258	FBgn0003256	FBgn0003256	FBtr0345337						NA
AkaaF6HSan_REP1.mLb.clN_peak_4060	chr2R	16329789	16330082	+	18	NA	exon (FBgn0287825, exon 4 of 11)	-exon (FBgn0287825, exon 4 of 11)	6702	FBgn0287825	FBgn0287825	FBtr0290032						NA
AkaaF6HSan_REP1.mLb.clN_peak_11687	chrX	2577867	2578031	+	18	NA	TTS (FBgn0260753)	-TTS (FBgn0260753)	2611	FBgn0040377	FBgn0040377	FBtr0345706						NA
AkaaF6HSan_REP1.mLb.clN_peak_62	chr2L	367907	370606	+	18	NA	Intergenic	Intergenic	-8856	FBgn0000061	FBgn0000061	FBtr0078053						NA
AkaaF6HSan_REP1.mLb.clN_peak_5344	chr3L	692680	693178	+	18	NA	promoter-TSS (FBgn0260862)	-promoter-TSS (FBgn0260862)	-10	FBgn0260862	FBgn0260862	FBtr0072607						NA
AkaaF6HSan_REP1.mLb.clN_peak_7422	chr3L	20361296	20361636	+	18	NA	TTS (FBgn0036978)	-TTS (FBgn0036978)	119	FBgn0259676	FBgn0259676	FBtr0078241						NA
AkaaF6HSan_REP1.mLb.clN_peak_6540	chr3L	12116051	12116387	+	18	NA	exon (FBgn0011335, exon 1 of 4)	-exon (FBgn0011335, exon 1 of 4)	118	FBgn0011335	FBgn0011335	FBtr0075991						NA
AkaaF6HSan_REP1.mLb.clN_peak_12444	chrX	8213950	8214329	+	18	NA	intron (FBgn0261873, intron 6 of 14)	-intron (FBgn0261873, intron 3 of 12)	-26545	FBgn0030025	FBgn0030025	FBtr0071166						NA
AkaaF6HSan_REP1.mLb.clN_peak_11867	chrX	3872025	3872397	+	18	NA	promoter-TSS (FBgn0028491)	-promoter-TSS (FBgn0028491)	3238	FBgn0028491	FBgn0028491	FBtr0070608						NA
AkaaF6HSan_REP1.mLb.clN_peak_10801	chr3R	30842844	30843175	+	18	NA	TTS (FBgn0039804)	-TTS (FBgn0039804)	-9306	FBgn0003720	FBgn0003720	FBtr0085709						NA
AkaaF6HSan_REP1.mLb.clN_peak_679	chr2L	6023408	6024561	+	18	NA	exon (FBgn0031764, exon 2 of 2)	-exon (FBgn0031764, exon 2 of 2)	555	FBgn0031764	FBgn0031764	FBtr0079226						NA
AkaaF6HSan_REP1.mLb.clN_peak_8284	chr3R	5934349	5934630	+	18	NA	intron (FBgn0083949, intron 2 of 17)	-intron (FBgn0083949, intron 2 of 17)	20173	FBgn0267400	FBgn0267400	FBtr0346725						NA
AkaaF6HSan_REP1.mLb.clN_peak_10775	chr3R	30713703	30714520	+	18	NA	Intergenic	Intergenic	-1014	FBgn0267939	FBgn0267939	FBtr0347514						NA
AkaaF6HSan_REP1.mLb.clN_peak_10978	chr3R	31991533	31991713	+	18	NA	TTS (FBgn0039886)	-TTS (FBgn0039886)	4774	FBgn0039886	FBgn0039886	FBtr0085871						NA
AkaaF6HSan_REP1.mLb.clN_peak_5383	chr3L	895422	896441	+	18	NA	promoter-TSS (FBgn0054056)	-promoter-TSS (FBgn0054056)	-20	FBgn0054056	FBgn0054056	FBtr0100833						NA
AkaaF6HSan_REP1.mLb.clN_peak_1497	chr2L	13095263	13095805	+	18	NA	Intergenic	Intergenic	-1460	FBgn0267003	FBgn0267003	FBtr0345953						NA
AkaaF6HSan_REP1.mLb.clN_peak_7553	chr3L	21267702	21268480	+	18	NA	promoter-TSS (FBgn0037063)	-promoter-TSS (FBgn0037063)	244	FBgn0037063	FBgn0037063	FBtr0305708						NA
AkaaF6HSan_REP1.mLb.clN_peak_3068	chr2R	9061638	9062057	+	18	NA	promoter-TSS (FBgn0033369)	-promoter-TSS (FBgn0033369)	77	FBgn0033369	FBgn0033369	FBtr0339286						NA
AkaaF6HSan_REP1.mLb.clN_peak_6757	chr3L	14607433	14608783	+	18	NA	Intergenic	Intergenic	-6350	FBgn0003388	FBgn0003388	FBtr0333031						NA
AkaaF6HSan_REP1.mLb.clN_peak_13542	chrX	18250340	18250848	+	18	NA	Intergenic	Intergenic	-5414	FBgn0267167	FBgn0267167	FBtr0346288						NA
AkaaF6HSan_REP1.mLb.clN_peak_11534	chrX	1623106	1623335	+	18	NA	intron (FBgn0283451, intron 1 of 7)	-intron (FBgn0283451, intron 1 of 7)	912	FBgn0283451	FBgn0283451	FBtr0070265						NA
AkaaF6HSan_REP1.mLb.clN_peak_11162	chr4	824122	825359	+	18	NA	intron (FBgn0039938, intron 2 of 4)	-intron (FBgn0039938, intron 2 of 4)	-17393	FBgn0039938	FBgn0039938	FBtr0100600						NA
AkaaF6HSan_REP1.mLb.clN_peak_2907	chr2R	7749832	7750619	+	18	NA	intron (FBgn0286778, intron 2 of 2)	-intron (FBgn0286778, intron 2 of 2)	8652	FBgn0286778	FBgn0286778	FBtr0474228						NA
AkaaF6HSan_REP1.mLb.clN_peak_12669	chrX	10040729	10041045	+	18	NA	exon (FBgn0263132, exon 12 of 15)	-exon (FBgn0263132, exon 12 of 15)	7269	FBgn0267495	FBgn0267495	FBtr0345084						NA
AkaaF6HSan_REP1.mLb.clN_peak_9830	chr3R	21425835	21426107	+	18	NA	TTS (FBgn0008651)	-TTS (FBgn0008651)	8162	FBgn0008651	FBgn0008651	FBtr0332438						NA
AkaaF6HSan_REP1.mLb.clN_peak_3999	chr2R	15752046	15752592	+	18	NA	intron (FBgn0050089, intron 1 of 3)	-intron (FBgn0050089, intron 3 of 6)	16823	FBgn0050089	FBgn0050089	FBtr0340007						NA
AkaaF6HSan_REP1.mLb.clN_peak_7704	chr3L	22178501	22178682	+	18	NA	promoter-TSS (FBgn0267633)	-promoter-TSS (FBgn0267633)	-992	FBgn0267633	FBgn0267633	FBtr0347088						NA
AkaaF6HSan_REP1.mLb.clN_peak_3680	chr2R	13344390	13345114	+	18	NA	promoter-TSS (FBgn0265104)	-promoter-TSS (FBgn0265104)	56	FBgn0265104	FBgn0265104	FBtr0346953						NA
AkaaF6HSan_REP1.mLb.clN_peak_65	chr2L	381311	381504	+	18	NA	intron (FBgn0000061, intron 1 of 4)	-intron (FBgn0000061, intron 1 of 4)	3295	FBgn0000061	FBgn0000061	FBtr0078053						NA
AkaaF6HSan_REP1.mLb.clN_peak_12367	chrX	7672006	7672724	+	18	NA	exon (FBgn0004198, exon 7 of 7)	-exon (FBgn0004198, exon 7 of 7)	7256	FBgn0267227	FBgn0267227	FBtr0346400						NA
AkaaF6HSan_REP1.mLb.clN_peak_4757	chr2R	21904536	21905032	+	18	NA	intron (FBgn0085397, intron 2 of 6)	-intron (FBgn0085397, intron 1 of 4)	-22251	FBgn0025573	FBgn0025573	FBtr0071734						NA
AkaaF6HSan_REP1.mLb.clN_peak_1551	chr2L	13509961	13510170	+	18	NA	intron (FBgn0023407, intron 4 of 6)	-intron (FBgn0023407, intron 4 of 6)	-17776	FBgn0053640	FBgn0053640	FBtr0332506						NA
AkaaF6HSan_REP1.mLb.clN_peak_6614	chr3L	12926433	12926656	+	18	NA	Intergenic	Intergenic	-12898	FBgn0052115	FBgn0052115	FBtr0075904						NA
AkaaF6HSan_REP1.mLb.clN_peak_8288	chr3R	5997843	5998147	+	18	NA	Intergenic	Intergenic	-2178	FBgn0266233	FBgn0266233	FBtr0343896						NA
AkaaF6HSan_REP1.mLb.clN_peak_13072	chrX	13841472	13841927	+	18	NA	intron (FBgn0052626, intron 1 of 8)	-intron (FBgn0052626, intron 1 of 9)	-3601	FBgn0052626	FBgn0052626	FBtr0309245						NA
AkaaF6HSan_REP1.mLb.clN_peak_40	chr2L	240997	241635	+	18	NA	exon (FBgn0266557, exon 3 of 18)	-exon (FBgn0266557, exon 3 of 18)	-7593	FBgn0265149	FBgn0265149	FBtr0336987						NA
AkaaF6HSan_REP1.mLb.clN_peak_1676	chr2L	14851510	14851905	+	18	NA	promoter-TSS (FBgn0028886)	-promoter-TSS (FBgn0028886)	42	FBgn0028886	FBgn0028886	FBtr0300845						NA
AkaaF6HSan_REP1.mLb.clN_peak_622	chr2L	5720978	5721254	+	18	NA	promoter-TSS (FBgn0024191)	-promoter-TSS (FBgn0024191)	65	FBgn0024191	FBgn0024191	FBtr0345545						NA
AkaaF6HSan_REP1.mLb.clN_peak_8098	chr3R	4751081	4751334	+	18	NA	exon (FBgn0264907, exon 5 of 5)	-exon (FBgn0264907, exon 5 of 5)	1172	FBgn0010750	FBgn0010750	FBtr0334899						NA
AkaaF6HSan_REP1.mLb.clN_peak_12360	chrX	7611543	7611712	+	18	NA	intron (FBgn0004198, intron 1 of 6)	-intron (FBgn0004198, intron 1 of 6)	3199	FBgn0004198	FBgn0004198	FBtr0331733						NA
AkaaF6HSan_REP1.mLb.clN_peak_8171	chr3R	5120499	5120670	+	18	NA	Intergenic	Intergenic	-7503	FBgn0037293	FBgn0037293	FBtr0078842						NA
AkaaF6HSan_REP1.mLb.clN_peak_8041	chr3R	4419013	4419925	+	18	NA	exon (FBgn0052944, exon 1 of 9)	-exon (FBgn0052944, exon 1 of 9)	109	FBgn0052944	FBgn0052944	FBtr0339973						NA
AkaaF6HSan_REP1.mLb.clN_peak_3112	chr2R	9319657	9320158	+	18	NA	exon (FBgn0033403, exon 3 of 4)	-exon (FBgn0033403, exon 3 of 4)	-6670	FBgn0267578	FBgn0267578	FBtr0346992						NA
AkaaF6HSan_REP1.mLb.clN_peak_6190	chr3L	9047095	9047680	+	18	NA	promoter-TSS (FBgn0035957)	-promoter-TSS (FBgn0035957)	-52	FBgn0035957	FBgn0035957	FBtr0076523						NA
AkaaF6HSan_REP1.mLb.clN_peak_117	chr2L	808064	808394	+	18	NA	Intergenic	Intergenic	-2348	FBgn0051658	FBgn0051658	FBtr0078008						NA
AkaaF6HSan_REP1.mLb.clN_peak_7528	chr3L	21094594	21094745	+	18	NA	intron (FBgn0020294, intron 1 of 6)	-intron (FBgn0020294, intron 2 of 7)	5431	FBgn0020294	FBgn0020294	FBtr0078324						NA
AkaaF6HSan_REP1.mLb.clN_peak_2457	chr2R	3902556	3903158	+	18	NA	intron (FBgn0262124, intron 9 of 9)	-intron (FBgn0262124, intron 9 of 9)	44858	FBgn0262124	FBgn0262124	FBtr0302227						NA
AkaaF6HSan_REP1.mLb.clN_peak_9906	chr3R	21923142	21923984	+	18	NA	Intergenic	Intergenic	9816	FBgn0038919	FBgn0038919	FBtr0084150						NA
AkaaF6HSan_REP1.mLb.clN_peak_1326	chr2L	11219179	11219667	+	18	NA	intron (FBgn0264442, intron 1 of 6)	-intron (FBgn0264442, intron 2 of 8)	-13331	FBgn0264441	FBgn0264441	FBtr0332563						NA
AkaaF6HSan_REP1.mLb.clN_peak_5946	chr3L	6974905	6975146	+	18	NA	intron (FBgn0001104, intron 1 of 4)	-intron (FBgn0001104, intron 1 of 4)	-1297	FBgn0047205	FBgn0047205	FBtr0076899						NA
AkaaF6HSan_REP1.mLb.clN_peak_3317	chr2R	10755205	10755695	+	18	NA	exon (FBgn0053144, exon 4 of 8)	-exon (FBgn0053144, exon 4 of 8)	-5328	FBgn0263802	FBgn0263802	FBtr0309816						NA
AkaaF6HSan_REP1.mLb.clN_peak_2847	chr2R	7414005	7414209	+	18	NA	Intergenic	Intergenic	-4722	FBgn0033167	FBgn0033167	FBtr0332995						NA
AkaaF6HSan_REP1.mLb.clN_peak_9501	chr3R	18480696	18480931	+	18	NA	promoter-TSS (FBgn0004652)	-promoter-TSS (FBgn0004652)	64773	FBgn0004652	FBgn0004652	FBtr0330040						NA
AkaaF6HSan_REP1.mLb.clN_peak_12574	chrX	9255011	9255285	+	18	NA	TTS (FBgn0030114)	-TTS (FBgn0030114)	-1020	FBgn0028292	FBgn0028292	FBtr0346166						NA
AkaaF6HSan_REP1.mLb.clN_peak_12844	chrX	11515982	11516730	+	18	NA	intron (FBgn0052666, intron 1 of 4)	-intron (FBgn0052666, intron 2 of 5)	22537	FBgn0052666	FBgn0052666	FBtr0340295						NA
AkaaF6HSan_REP1.mLb.clN_peak_12699	chrX	10250112	10250633	+	18	NA	intron (FBgn0263220, intron 6 of 11)	-intron (FBgn0263220, intron 7 of 12)	-5792	FBgn0263220	FBgn0263220	FBtr0307881						NA
AkaaF6HSan_REP1.mLb.clN_peak_6746	chr3L	14488798	14489446	+	18	NA	intron (FBgn0087007, intron 4 of 8)	-intron (FBgn0087007, intron 4 of 8)	-28703	FBgn0036426	FBgn0036426	FBtr0290282						NA
AkaaF6HSan_REP1.mLb.clN_peak_2722	chr2R	6567171	6567322	+	18	NA	intron (FBgn0086655, intron 1 of 6)	-intron (FBgn0086655, intron 1 of 6)	-33651	FBgn0264506	FBgn0264506	FBtr0332951						NA
AkaaF6HSan_REP1.mLb.clN_peak_2446	chr2R	2830799	2831139	+	18	NA	exon (FBgn0085638, exon 2 of 3)	-exon (FBgn0085638, exon 2 of 3)	15692	FBgn0085638	FBgn0085638	FBtr0301792						NA
AkaaF6HSan_REP1.mLb.clN_peak_9899	chr3R	21878677	21879075	+	18	NA	promoter-TSS (FBgn0083984)	-promoter-TSS (FBgn0083984)	-190	FBgn0083984	FBgn0083984	FBtr0301007						NA
AkaaF6HSan_REP1.mLb.clN_peak_1354	chr2L	11471459	11471608	+	18	NA	Intergenic	Intergenic	5395	FBgn0287465	FBgn0287465	FBtr0479698						NA
AkaaF6HSan_REP1.mLb.clN_peak_4319	chr2R	18391613	18391882	+	18	NA	Intergenic	Intergenic	-1118	FBgn0040733	FBgn0040733	FBtr0086727						NA
AkaaF6HSan_REP1.mLb.clN_peak_10690	chr3R	30120252	30120928	+	18	NA	exon (FBgn0266411, exon 6 of 6)	-exon (FBgn0266411, exon 6 of 6)	2673	FBgn0266442	FBgn0266442	FBtr0344436						NA
AkaaF6HSan_REP1.mLb.clN_peak_6339	chr3L	10557010	10558679	+	18	NA	TTS (FBgn0036085)	-TTS (FBgn0036085)	1238	FBgn0036085	FBgn0036085	FBtr0344999						NA
AkaaF6HSan_REP1.mLb.clN_peak_7175	chr3L	18148290	18149162	+	18	NA	promoter-TSS (FBgn0036780)	-promoter-TSS (FBgn0036780)	-197	FBgn0036780	FBgn0036780	FBtr0332861						NA
AkaaF6HSan_REP1.mLb.clN_peak_7945	chr3L	27323175	27323840	+	18	NA	exon (FBgn0024804, exon 3 of 10)	-exon (FBgn0024804, exon 3 of 10)	42483	FBgn0267983	FBgn0267983	FBtr0347580						NA
AkaaF6HSan_REP1.mLb.clN_peak_7767	chr3L	22494822	22495949	+	18	NA	TTS (FBgn0266979)	-TTS (FBgn0266979)	1729	FBgn0266979	FBgn0266979	FBtr0345881						NA
AkaaF6HSan_REP1.mLb.clN_peak_6910	chr3L	16041012	16041419	+	18	NA	promoter-TSS (FBgn0260635)	-promoter-TSS (FBgn0260635)	-1180	FBgn0267549	FBgn0267549	FBtr0346930						NA
AkaaF6HSan_REP1.mLb.clN_peak_13834	chrX	21291284	21291435	+	18	NA	TTS (FBgn0031170)	-TTS (FBgn0031170)	6058	FBgn0031169	FBgn0031169	FBtr0332307						NA
AkaaF6HSan_REP1.mLb.clN_peak_11170	chr4	854572	855515	+	18	NA	TTS (FBgn0039936)	-TTS (FBgn0039936)	3869	FBgn0266616	FBgn0266616	FBtr0344899						NA
AkaaF6HSan_REP1.mLb.clN_peak_6876	chr3L	15595802	15596483	+	18	NA	intron (FBgn0036518, intron 1 of 4)	-intron (FBgn0036518, intron 1 of 5)	7282	FBgn0036518	FBgn0036518	FBtr0332093						NA
AkaaF6HSan_REP1.mLb.clN_peak_1957	chr2L	19033092	19033497	+	18	NA	TTS (FBgn0051800)	-TTS (FBgn0051800)	204	FBgn0001202	FBgn0001202	FBtr0081180						NA
AkaaF6HSan_REP1.mLb.clN_peak_11897	chrX	4119640	4120078	+	18	NA	promoter-TSS (FBgn0026083)	-intron (FBgn0026083, intron 1 of 5)	2309	FBgn0026083	FBgn0026083	FBtr0345713						NA
AkaaF6HSan_REP1.mLb.clN_peak_10894	chr3R	31544396	31545090	+	18	NA	intron (FBgn0039852, intron 1 of 8)	-intron (FBgn0039852, intron 1 of 8)	1580	FBgn0039852	FBgn0039852	FBtr0300876						NA
AkaaF6HSan_REP1.mLb.clN_peak_1695	chr2L	15164379	15164847	+	18	NA	exon (FBgn0028888, exon 5 of 6)	-exon (FBgn0028888, exon 5 of 6)	3962	FBgn0265995	FBgn0265995	FBtr0343104						NA
AkaaF6HSan_REP1.mLb.clN_peak_2468	chr2R	4027532	4028147	+	18	NA	intron (FBgn0046706, intron 2 of 4)	-intron (FBgn0046706, intron 2 of 4)	13728	FBgn0046706	FBgn0046706	FBtr0113784						NA
AkaaF6HSan_REP1.mLb.clN_peak_6306	chr3L	10306414	10306687	+	18	NA	promoter-TSS (FBgn0267666)	-promoter-TSS (FBgn0267666)	-334	FBgn0267666	FBgn0267666	FBtr0347129						NA
AkaaF6HSan_REP1.mLb.clN_peak_10573	chr3R	29105935	29106608	+	18	NA	exon (FBgn0039633, exon 9 of 9)	-exon (FBgn0039633, exon 9 of 9)	6551	FBgn0039634	FBgn0039634	FBtr0085416						NA
AkaaF6HSan_REP1.mLb.clN_peak_7936	chr3L	27158927	27159496	+	18	NA	Intergenic	Intergenic	-10825	FBgn0262789	FBgn0262789	FBtr0305903						NA
AkaaF6HSan_REP1.mLb.clN_peak_3436	chr2R	11618807	11619115	+	18	NA	promoter-TSS (FBgn0086712)	-promoter-TSS (FBgn0086712)	62	FBgn0086712	FBgn0086712	FBtr0088090						NA
AkaaF6HSan_REP1.mLb.clN_peak_13942	chrX	22782608	22782771	+	18	NA	intron (FBgn0266348, intron 3 of 3)	-intron (FBgn0266348, intron 3 of 3)	-16026	FBgn0264940	FBgn0264940	FBtr0335051						NA
