PeakID (cmd=annotatePeaks.pl ManzF6Ctrl_REP3.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF6Ctrl_REP3.mLb.clN_peak_8286	chr3L	889079	890332	+	18	NA	promoter-TSS (FBgn0263476)	-promoter-TSS (FBgn0263476)	-565	FBgn0263476	FBgn0263476	FBtr0309775						NA
ManzF6Ctrl_REP3.mLb.clN_peak_941	chr2L	6344408	6345235	+	18	NA	exon (FBgn0015623, exon 5 of 7)	-exon (FBgn0015623, exon 5 of 7)	3606	FBgn0031800	FBgn0031800	FBtr0331225						NA
ManzF6Ctrl_REP3.mLb.clN_peak_13827	chr3R	13668322	13668729	+	18	NA	exon (FBgn0038165, exon 9 of 9)	-exon (FBgn0038165, exon 9 of 9)	6017	FBgn0038165	FBgn0038165	FBtr0334492						NA
ManzF6Ctrl_REP3.mLb.clN_peak_17741	chrX	2533007	2534761	+	18	NA	intron (FBgn0284408, intron 2 of 31)	-intron (FBgn0284408, intron 2 of 42)	11543	FBgn0284408	FBgn0284408	FBtr0481646						NA
ManzF6Ctrl_REP3.mLb.clN_peak_18582	chrX	7049921	7050218	+	18	NA	exon (FBgn0004143, exon 1 of 1)	-exon (FBgn0004143, exon 1 of 1)	593	FBgn0004143	FBgn0004143	FBtr0299565						NA
ManzF6Ctrl_REP3.mLb.clN_peak_12612	chr3R	5900142	5900382	+	18	NA	intron (FBgn0083949, intron 3 of 17)	-intron (FBgn0083949, intron 3 of 17)	9420	FBgn0267399	FBgn0267399	FBtr0346724						NA
ManzF6Ctrl_REP3.mLb.clN_peak_8635	chr3L	2794170	2794727	+	18	NA	exon (FBgn0263392, exon 6 of 10)	-exon (FBgn0263392, exon 6 of 10)	12193	FBgn0035375	FBgn0035375	FBtr0333442						NA
ManzF6Ctrl_REP3.mLb.clN_peak_7331	chr2R	22041909	22042647	+	18	NA	exon (FBgn0005778, exon 1 of 1)	-exon (FBgn0005778, exon 1 of 1)	667	FBgn0005778	FBgn0005778	FBtr0071806						NA
ManzF6Ctrl_REP3.mLb.clN_peak_14945	chr3R	20862865	20863678	+	18	NA	exon (FBgn0038837, exon 6 of 13)	-exon (FBgn0038837, exon 6 of 13)	2960	FBgn0038837	FBgn0038837	FBtr0083987						NA
ManzF6Ctrl_REP3.mLb.clN_peak_3619	chr2R	6050914	6051470	+	18	NA	promoter-TSS (FBgn0085241)	-promoter-TSS (FBgn0085241)	243	FBgn0033058	FBgn0033058	FBtr0085975						NA
ManzF6Ctrl_REP3.mLb.clN_peak_2118	chr2L	13998638	13998781	+	18	NA	intron (FBgn0003255, intron 1 of 14)	-intron (FBgn0003255, intron 1 of 14)	2539	FBgn0003255	FBgn0003255	FBtr0080610						NA
ManzF6Ctrl_REP3.mLb.clN_peak_2389	chr2L	16702733	16703311	+	18	NA	exon (FBgn0263745, exon 2 of 3)	-exon (FBgn0263745, exon 2 of 3)	175	FBgn0263745	FBgn0263745	FBtr0310392						NA
ManzF6Ctrl_REP3.mLb.clN_peak_17989	chrX	4016600	4016849	+	18	NA	Intergenic	Intergenic	-15117	FBgn0262990	FBgn0262990	FBtr0306828						NA
ManzF6Ctrl_REP3.mLb.clN_peak_11001	chr3L	18200617	18200807	+	18	NA	promoter-TSS (FBgn0036782)	-promoter-TSS (FBgn0036782)	-782	FBgn0036782	FBgn0036782	FBtr0310156						NA
ManzF6Ctrl_REP3.mLb.clN_peak_7082	chr2R	20922557	20923311	+	18	NA	exon (FBgn0020617, exon 3 of 6)	-exon (FBgn0020617, exon 3 of 6)	6181	FBgn0020617	FBgn0020617	FBtr0342783						NA
ManzF6Ctrl_REP3.mLb.clN_peak_8203	chr3L	581593	582052	+	18	NA	TTS (FBgn0035142)	-TTS (FBgn0035142)	485	FBgn0035143	FBgn0035143	FBtr0072553						NA
ManzF6Ctrl_REP3.mLb.clN_peak_3163	chr2L	23065342	23065763	+	18	NA	Intergenic	Intergenic	2639	FBgn0086683	FBgn0086683	FBtr0111239						NA
ManzF6Ctrl_REP3.mLb.clN_peak_8610	chr3L	2666046	2666605	+	18	NA	exon (FBgn0264606, exon 14 of 18)	-exon (FBgn0264606, exon 14 of 18)	4703	FBgn0053234	FBgn0053234	FBtr0345013						NA
ManzF6Ctrl_REP3.mLb.clN_peak_15521	chr3R	24092864	24093152	+	18	NA	intron (FBgn0053100, intron 2 of 2)	-intron (FBgn0053100, intron 2 of 3)	12755	FBgn0013343	FBgn0013343	FBtr0392904						NA
ManzF6Ctrl_REP3.mLb.clN_peak_7406	chr2R	22300142	22300803	+	18	NA	exon (FBgn0034718, exon 3 of 3)	-exon (FBgn0034718, exon 3 of 3)	951	FBgn0034718	FBgn0034718	FBtr0071850						NA
ManzF6Ctrl_REP3.mLb.clN_peak_10664	chr3L	16375861	16376347	+	18	NA	exon (FBgn0036621, exon 3 of 4)	-exon (FBgn0036621, exon 3 of 4)	2462	FBgn0036621	FBgn0036621	FBtr0333265						NA
ManzF6Ctrl_REP3.mLb.clN_peak_10307	chr3L	13940532	13941078	+	18	NA	exon (FBgn0052137, exon 2 of 7)	-exon (FBgn0052137, exon 2 of 7)	1555	FBgn0052137	FBgn0052137	FBtr0075758						NA
ManzF6Ctrl_REP3.mLb.clN_peak_13099	chr3R	9022110	9022920	+	18	NA	exon (FBgn0002932, exon 2 of 3)	-exon (FBgn0002932, exon 2 of 3)	308	FBgn0063298	FBgn0063298	FBtr0309817						NA
ManzF6Ctrl_REP3.mLb.clN_peak_6020	chr2R	15560201	15561177	+	18	NA	promoter-TSS (FBgn0034031)	-promoter-TSS (FBgn0034031)	3761	FBgn0034031	FBgn0034031	FBtr0331965						NA
ManzF6Ctrl_REP3.mLb.clN_peak_19942	chrX	15077766	15077990	+	18	NA	exon (FBgn0265873, exon 1 of 1)	-exon (FBgn0265873, exon 1 of 1)	-1658	FBgn0030608	FBgn0030608	FBtr0346060						NA
ManzF6Ctrl_REP3.mLb.clN_peak_17412	chrX	1110777	1111731	+	18	NA	intron (FBgn0040397, intron 1 of 4)	-intron (FBgn0040397, intron 1 of 4)	23642	FBgn0040397	FBgn0040397	FBtr0331340						NA
ManzF6Ctrl_REP3.mLb.clN_peak_5713	chr2R	14215439	14216037	+	18	NA	intron (FBgn0033912, intron 2 of 2)	-intron (FBgn0033912, intron 2 of 2)	840	FBgn0033912	FBgn0033912	FBtr0087575						NA
ManzF6Ctrl_REP3.mLb.clN_peak_6260	chr2R	16699012	16699355	+	18	NA	intron (FBgn0050463, intron 3 of 10)	-intron (FBgn0050463, intron 4 of 11)	8161	FBgn0013763	FBgn0013763	FBtr0340066						NA
ManzF6Ctrl_REP3.mLb.clN_peak_17531	chrX	1639914	1640574	+	18	NA	intron (FBgn0283451, intron 7 of 7)	-intron (FBgn0283451, intron 7 of 7)	17936	FBgn0283451	FBgn0283451	FBtr0070265						NA
ManzF6Ctrl_REP3.mLb.clN_peak_4279	chr2R	8607404	8608407	+	18	NA	intron (FBgn0267792, intron 1 of 4)	-intron (FBgn0267792, intron 1 of 4)	6250	FBgn0033312	FBgn0033312	FBtr0310502						NA
ManzF6Ctrl_REP3.mLb.clN_peak_6089	chr2R	15882376	15883122	+	18	NA	intron (FBgn0264089, intron 8 of 20)	-intron (FBgn0264089, intron 7 of 19)	-12098	FBgn0287602	FBgn0287602	FBtr0479949						NA
ManzF6Ctrl_REP3.mLb.clN_peak_8006	chr2R	24977068	24977321	+	18	NA	exon (FBgn0010435, exon 8 of 8)	-exon (FBgn0010435, exon 8 of 8)	1817	FBgn0266787	FBgn0266787	FBtr0345420						NA
ManzF6Ctrl_REP3.mLb.clN_peak_910	chr2L	6160568	6160912	+	18	NA	exon (FBgn0031786, exon 1 of 2)	-exon (FBgn0031786, exon 1 of 2)	340	FBgn0031786	FBgn0031786	FBtr0079204						NA
ManzF6Ctrl_REP3.mLb.clN_peak_3528	chr2R	5735669	5736647	+	18	NA	Intergenic	Intergenic	-8633	FBgn0267978	FBgn0267978	FBtr0335274						NA
ManzF6Ctrl_REP3.mLb.clN_peak_2593	chr2L	19021524	19022168	+	18	NA	promoter-TSS (FBgn0032740)	-promoter-TSS (FBgn0032740)	-1172	FBgn0032740	FBgn0032740	FBtr0321272						NA
ManzF6Ctrl_REP3.mLb.clN_peak_11833	chr3L	22686286	22687902	+	18	NA	promoter-TSS (FBgn0037176)	-promoter-TSS (FBgn0037176)	-7	FBgn0037175	FBgn0037175	FBtr0331777						NA
ManzF6Ctrl_REP3.mLb.clN_peak_16428	chr3R	30165261	30166465	+	18	NA	TTS (FBgn0051028)	-TTS (FBgn0051028)	556	FBgn0051030	FBgn0051030	FBtr0110834						NA
ManzF6Ctrl_REP3.mLb.clN_peak_16422	chr3R	30120340	30121002	+	18	NA	exon (FBgn0266411, exon 6 of 6)	-exon (FBgn0266411, exon 6 of 6)	2592	FBgn0266442	FBgn0266442	FBtr0344436						NA
ManzF6Ctrl_REP3.mLb.clN_peak_3342	chr2R	4400794	4402369	+	18	NA	intron (FBgn0260798, intron 7 of 14)	-intron (FBgn0260798, intron 7 of 14)	69479	FBgn0260798	FBgn0260798	FBtr0302242						NA
ManzF6Ctrl_REP3.mLb.clN_peak_7108	chr2R	21060335	21060781	+	18	NA	promoter-TSS (FBgn0034579)	-promoter-TSS (FBgn0034579)	-11	FBgn0034578	FBgn0034578	FBtr0071545						NA
ManzF6Ctrl_REP3.mLb.clN_peak_20514	chrX	18239435	18239874	+	18	NA	TTS (FBgn0030904)	-TTS (FBgn0030904)	3630	FBgn0030904	FBgn0030904	FBtr0473620						NA
ManzF6Ctrl_REP3.mLb.clN_peak_18748	chrX	8041504	8043171	+	18	NA	exon (FBgn0004656, exon 9 of 11)	-exon (FBgn0004656, exon 9 of 11)	-4820	FBgn0029990	FBgn0029990	FBtr0071123						NA
ManzF6Ctrl_REP3.mLb.clN_peak_12121	chr3R	531133	531238	+	18	NA	Intergenic	Intergenic	-35891	FBgn0267431	FBgn0267431	FBtr0392909						NA
ManzF6Ctrl_REP3.mLb.clN_peak_15413	chr3R	23450293	23450550	+	18	NA	intron (FBgn0039078, intron 2 of 3)	-intron (FBgn0039078, intron 2 of 3)	17552	FBgn0288809	FBgn0288809	FBtr0481705						NA
ManzF6Ctrl_REP3.mLb.clN_peak_8795	chr3L	3789221	3789353	+	18	NA	intron (FBgn0052264, intron 2 of 10)	-intron (FBgn0052264, intron 1 of 10)	-1517	FBgn0052266	FBgn0052266	FBtr0073147						NA
ManzF6Ctrl_REP3.mLb.clN_peak_18904	chrX	8973070	8974050	+	18	NA	intron (FBgn0264384, intron 2 of 2)	-intron (FBgn0264384, intron 2 of 2)	695	FBgn0030073	FBgn0030073	FBtr0071263						NA
ManzF6Ctrl_REP3.mLb.clN_peak_18313	chrX	5696598	5696717	+	18	NA	promoter-TSS (FBgn0261927)	-promoter-TSS (FBgn0261927)	-466	FBgn0261927	FBgn0261927	FBtr0344580						NA
ManzF6Ctrl_REP3.mLb.clN_peak_15119	chr3R	21673469	21674540	+	18	NA	intron (FBgn0051176, intron 1 of 2)	-intron (FBgn0051176, intron 1 of 2)	-2254	FBgn0259113	FBgn0259113	FBtr0084115						NA
ManzF6Ctrl_REP3.mLb.clN_peak_11795	chr3L	22469009	22469143	+	18	NA	TTS (FBgn0037164)	-TTS (FBgn0037164)	214	FBgn0037165	FBgn0037165	FBtr0078505						NA
ManzF6Ctrl_REP3.mLb.clN_peak_12219	chr3R	4301591	4301848	+	18	NA	TTS (FBgn0041605)	-TTS (FBgn0041605)	-6189	FBgn0027930	FBgn0027930	FBtr0445313						NA
ManzF6Ctrl_REP3.mLb.clN_peak_20880	chrX	20024504	20024732	+	18	NA	promoter-TSS (FBgn0052826)	-promoter-TSS (FBgn0052826)	-481	FBgn0052826	FBgn0052826	FBtr0070001						NA
ManzF6Ctrl_REP3.mLb.clN_peak_7381	chr2R	22198215	22198407	+	18	NA	promoter-TSS (FBgn0086027)	-promoter-TSS (FBgn0086027)	-937	FBgn0086027	FBgn0086027	FBtr0114303						NA
ManzF6Ctrl_REP3.mLb.clN_peak_11436	chr3L	20854866	20855839	+	18	NA	intron (FBgn0052432, intron 4 of 18)	-intron (FBgn0052432, intron 4 of 19)	13365	FBgn0037031	FBgn0037031	FBtr0300873						NA
ManzF6Ctrl_REP3.mLb.clN_peak_10570	chr3L	15905218	15905486	+	18	NA	exon (FBgn0036544, exon 9 of 16)	-exon (FBgn0036544, exon 9 of 16)	-6323	FBgn0264908	FBgn0264908	FBtr0474162						NA
ManzF6Ctrl_REP3.mLb.clN_peak_19977	chrX	15304598	15304707	+	18	NA	intron (FBgn0261703, intron 1 of 9)	-intron (FBgn0261703, intron 1 of 9)	5643	FBgn0261703	FBgn0261703	FBtr0331765						NA
ManzF6Ctrl_REP3.mLb.clN_peak_17609	chrX	1970572	1970831	+	18	NA	intron (FBgn0264562, intron 4 of 11)	-intron (FBgn0264562, intron 4 of 11)	-16221	FBgn0287217	FBgn0287217	FBtr0475315						NA
ManzF6Ctrl_REP3.mLb.clN_peak_12086	chr3L	27363115	27363409	+	18	NA	intron (FBgn0024804, intron 7 of 11)	-intron (FBgn0024804, intron 7 of 9)	2728	FBgn0267983	FBgn0267983	FBtr0347580						NA
ManzF6Ctrl_REP3.mLb.clN_peak_10292	chr3L	13863332	13863732	+	18	NA	intron (FBgn0036381, intron 2 of 3)	-intron (FBgn0036381, intron 2 of 3)	3373	FBgn0036381	FBgn0036381	FBtr0075801						NA
ManzF6Ctrl_REP3.mLb.clN_peak_12382	chr3R	4988325	4988620	+	18	NA	intron (FBgn0037292, intron 2 of 3)	-intron (FBgn0037292, intron 2 of 3)	-2352	FBgn0263343	FBgn0263343	FBtr0308777						NA
ManzF6Ctrl_REP3.mLb.clN_peak_8902	chr3L	4320623	4320820	+	18	NA	TTS (FBgn0035532)	-TTS (FBgn0035532)	1538	FBgn0035532	FBgn0035532	FBtr0073340						NA
ManzF6Ctrl_REP3.mLb.clN_peak_3455	chr2R	5331235	5332151	+	18	NA	Intergenic	Intergenic	9302	FBgn0033017	FBgn0033017	FBtr0086094						NA
ManzF6Ctrl_REP3.mLb.clN_peak_17296	chrX	703048	703777	+	18	NA	intron (FBgn0021764, intron 2 of 13)	-intron (FBgn0021764, intron 2 of 14)	16578	FBgn0021764	FBgn0021764	FBtr0340197						NA
ManzF6Ctrl_REP3.mLb.clN_peak_1589	chr2L	10151255	10151549	+	18	NA	exon (FBgn0032187, exon 4 of 11)	-exon (FBgn0032187, exon 4 of 11)	6626	FBgn0032187	FBgn0032187	FBtr0079944						NA
ManzF6Ctrl_REP3.mLb.clN_peak_43	chr2L	244521	244626	+	18	NA	intron (FBgn0266557, intron 1 of 16)	-intron (FBgn0266557, intron 1 of 17)	-4336	FBgn0265149	FBgn0265149	FBtr0336987						NA
ManzF6Ctrl_REP3.mLb.clN_peak_13308	chr3R	10070342	10070484	+	18	NA	promoter-TSS (FBgn0041105)	-promoter-TSS (FBgn0041105)	-704	FBgn0041105	FBgn0041105	FBtr0330083						NA
ManzF6Ctrl_REP3.mLb.clN_peak_17793	chrX	2765500	2765726	+	18	NA	intron (FBgn0028369, intron 2 of 10)	-intron (FBgn0028369, intron 2 of 12)	-14197	FBgn0263505	FBgn0263505	FBtr0309525						NA
ManzF6Ctrl_REP3.mLb.clN_peak_8787	chr3L	3723742	3724027	+	18	NA	intron (FBgn0052264, intron 4 of 9)	-intron (FBgn0052264, intron 5 of 11)	9857	FBgn0262535	FBgn0262535	FBtr0340708						NA
ManzF6Ctrl_REP3.mLb.clN_peak_9459	chr3L	8392890	8393344	+	18	NA	TTS (FBgn0035886)	-TTS (FBgn0035886)	532	FBgn0035887	FBgn0035887	FBtr0076666						NA
ManzF6Ctrl_REP3.mLb.clN_peak_10229	chr3L	13107651	13107829	+	18	NA	Intergenic	Intergenic	-5790	FBgn0265747	FBgn0265747	FBtr0340704						NA
ManzF6Ctrl_REP3.mLb.clN_peak_16531	chr3R	30745908	30746078	+	18	NA	promoter-TSS (FBgn0039800)	-promoter-TSS (FBgn0039800)	297	FBgn0039801	FBgn0039801	FBtr0306292						NA
ManzF6Ctrl_REP3.mLb.clN_peak_19341	chrX	11397404	11398623	+	18	NA	exon (FBgn0001624, exon 6 of 13)	-exon (FBgn0001624, exon 6 of 13)	-11934	FBgn0030296	FBgn0030296	FBtr0309222						NA
ManzF6Ctrl_REP3.mLb.clN_peak_8258	chr3L	791578	791754	+	18	NA	Intergenic	Intergenic	12385	FBgn0035161	FBgn0035161	FBtr0072599						NA
ManzF6Ctrl_REP3.mLb.clN_peak_3422	chr2R	5131485	5131829	+	18	NA	Intergenic	Intergenic	3190	FBgn0262901	FBgn0262901	FBtr0306315						NA
ManzF6Ctrl_REP3.mLb.clN_peak_20326	chrX	17192378	17193374	+	18	NA	exon (FBgn0000163, exon 6 of 8)	-exon (FBgn0000163, exon 6 of 8)	-9634	FBgn0264818	FBgn0264818	FBtr0334466						NA
ManzF6Ctrl_REP3.mLb.clN_peak_11078	chr3L	18918545	18919794	+	18	NA	TTS (FBgn0036831)	-TTS (FBgn0036831)	1150	FBgn0036832	FBgn0036832	FBtr0333711						NA
ManzF6Ctrl_REP3.mLb.clN_peak_20625	chrX	18797678	18797874	+	18	NA	promoter-TSS (FBgn0001090)	-promoter-TSS (FBgn0001090)	-1196	FBgn0001090	FBgn0001090	FBtr0074657						NA
ManzF6Ctrl_REP3.mLb.clN_peak_20611	chrX	18725293	18726525	+	18	NA	promoter-TSS (FBgn0259198)	-promoter-TSS (FBgn0259198)	-237	FBgn0259198	FBgn0259198	FBtr0299682						NA
ManzF6Ctrl_REP3.mLb.clN_peak_5540	chr2R	13522406	13523145	+	18	NA	exon (FBgn0033850, exon 2 of 2)	-exon (FBgn0033850, exon 2 of 2)	1006	FBgn0033850	FBgn0033850	FBtr0087673						NA
ManzF6Ctrl_REP3.mLb.clN_peak_19101	chrX	10104044	10104611	+	18	NA	intron (FBgn0083940, intron 2 of 7)	-intron (FBgn0083940, intron 2 of 6)	17800	FBgn0083940	FBgn0083940	FBtr0343017						NA
ManzF6Ctrl_REP3.mLb.clN_peak_13184	chr3R	9412358	9412658	+	18	NA	promoter-TSS (FBgn0011740)	-promoter-TSS (FBgn0011740)	-40	FBgn0011740	FBgn0011740	FBtr0334302						NA
ManzF6Ctrl_REP3.mLb.clN_peak_7656	chr2R	23414597	23415028	+	18	NA	intron (FBgn0034860, intron 3 of 5)	-intron (FBgn0034860, intron 3 of 5)	-1127	FBgn0050411	FBgn0050411	FBtr0072016						NA
ManzF6Ctrl_REP3.mLb.clN_peak_19335	chrX	11379590	11379720	+	18	NA	intron (FBgn0001624, intron 3 of 5)	-intron (FBgn0001624, intron 3 of 5)	9990	FBgn0001624	FBgn0001624	FBtr0330390						NA
ManzF6Ctrl_REP3.mLb.clN_peak_5940	chr2R	15231972	15232509	+	18	NA	exon (FBgn0265508, exon 5 of 5)	-exon (FBgn0265508, exon 5 of 5)	5302	FBgn0265508	FBgn0265508	FBtr0340009						NA
ManzF6Ctrl_REP3.mLb.clN_peak_17490	chrX	1440152	1441637	+	18	NA	exon (FBgn0259108, exon 6 of 8)	-exon (FBgn0259108, exon 6 of 8)	-11536	FBgn0265139	FBgn0265139	FBtr0300224						NA
ManzF6Ctrl_REP3.mLb.clN_peak_4580	chr2R	9750095	9750356	+	18	NA	TTS (FBgn0262594)	-TTS (FBgn0262594)	1425	FBgn0262594	FBgn0262594	FBtr0091804						NA
ManzF6Ctrl_REP3.mLb.clN_peak_5322	chr2R	12640892	12642098	+	18	NA	TTS (FBgn0011604)	-TTS (FBgn0011604)	3646	FBgn0033760	FBgn0033760	FBtr0087881						NA
ManzF6Ctrl_REP3.mLb.clN_peak_16388	chr3R	29935851	29937346	+	18	NA	promoter-TSS (FBgn0039726)	-promoter-TSS (FBgn0039726)	620	FBgn0039727	FBgn0039727	FBtr0085505						NA
ManzF6Ctrl_REP3.mLb.clN_peak_3710	chr2R	6505527	6505780	+	18	NA	intron (FBgn0086655, intron 1 of 6)	-intron (FBgn0086655, intron 1 of 6)	-3881	FBgn0267744	FBgn0267744	FBtr0347304						NA
ManzF6Ctrl_REP3.mLb.clN_peak_14895	chr3R	20604204	20604815	+	18	NA	TTS (FBgn0051506)	-TTS (FBgn0051506)	323	FBgn0051506	FBgn0051506	FBtr0083943						NA
ManzF6Ctrl_REP3.mLb.clN_peak_5750	chr2R	14365361	14365485	+	18	NA	promoter-TSS (FBgn0085213)	-promoter-TSS (FBgn0085213)	-233	FBgn0085213	FBgn0085213	FBtr0112377						NA
ManzF6Ctrl_REP3.mLb.clN_peak_8562	chr3L	2465402	2465601	+	18	NA	TTS (FBgn0266696)	-TTS (FBgn0266696)	10113	FBgn0035343	FBgn0035343	FBtr0072968						NA
ManzF6Ctrl_REP3.mLb.clN_peak_9144	chr3L	6285200	6285697	+	18	NA	Intergenic	Intergenic	9661	FBgn0262787	FBgn0262787	FBtr0305900						NA
ManzF6Ctrl_REP3.mLb.clN_peak_5223	chr2R	12275812	12276235	+	18	NA	exon (FBgn0000253, exon 5 of 5)	-exon (FBgn0000253, exon 5 of 5)	-3748	FBgn0261611	FBgn0261611	FBtr0345483						NA
ManzF6Ctrl_REP3.mLb.clN_peak_17863	chrX	3337339	3339015	+	18	NA	intron (FBgn0000479, intron 12 of 14)	-intron (FBgn0000479, intron 12 of 14)	10223	FBgn0266180	FBgn0266180	FBtr0343761						NA
ManzF6Ctrl_REP3.mLb.clN_peak_10107	chr3L	12260969	12261216	+	18	NA	intron (FBgn0260941, intron 2 of 11)	-intron (FBgn0260941, intron 2 of 9)	4654	FBgn0260941	FBgn0260941	FBtr0304661						NA
ManzF6Ctrl_REP3.mLb.clN_peak_1955	chr2L	12841049	12841181	+	18	NA	promoter-TSS (FBgn0266306)	-promoter-TSS (FBgn0266306)	220	FBgn0266305	FBgn0266305	FBtr0344033						NA
ManzF6Ctrl_REP3.mLb.clN_peak_20802	chrX	19555688	19555958	+	18	NA	Intergenic	Intergenic	-8341	FBgn0052532	FBgn0052532	FBtr0340420						NA
ManzF6Ctrl_REP3.mLb.clN_peak_19062	chrX	9900112	9900253	+	18	NA	promoter-TSS (FBgn0030161)	-promoter-TSS (FBgn0030161)	-816	FBgn0030161	FBgn0030161	FBtr0112966						NA
ManzF6Ctrl_REP3.mLb.clN_peak_16648	chr3R	31536499	31537034	+	18	NA	Intergenic	Intergenic	-6397	FBgn0039852	FBgn0039852	FBtr0300876						NA
ManzF6Ctrl_REP3.mLb.clN_peak_9464	chr3L	8412729	8413410	+	18	NA	promoter-TSS (FBgn0010431)	-promoter-TSS (FBgn0010431)	57	FBgn0010431	FBgn0010431	FBtr0076613						NA
ManzF6Ctrl_REP3.mLb.clN_peak_7133	chr2R	21149428	21150048	+	18	NA	exon (FBgn0050389, exon 11 of 11)	-exon (FBgn0050389, exon 11 of 11)	-1585	FBgn0034595	FBgn0034595	FBtr0342872						NA
ManzF6Ctrl_REP3.mLb.clN_peak_18264	chrX	5371682	5371793	+	18	NA	intron (FBgn0029761, intron 1 of 12)	-intron (FBgn0029761, intron 1 of 12)	31501	FBgn0029761	FBgn0029761	FBtr0331604						NA
ManzF6Ctrl_REP3.mLb.clN_peak_3340	chr2R	4398043	4398251	+	18	NA	intron (FBgn0260798, intron 7 of 14)	-intron (FBgn0260798, intron 7 of 14)	72913	FBgn0260798	FBgn0260798	FBtr0302242						NA
ManzF6Ctrl_REP3.mLb.clN_peak_7498	chr2R	22667068	22668264	+	18	NA	promoter-TSS (FBgn0050269)	-promoter-TSS (FBgn0050269)	511	FBgn0050273	FBgn0050273	FBtr0346948						NA
ManzF6Ctrl_REP3.mLb.clN_peak_1335	chr2L	8424032	8424156	+	18	NA	intron (FBgn0027932, intron 1 of 4)	-intron (FBgn0027932, intron 1 of 5)	4222	FBgn0027932	FBgn0027932	FBtr0340240						NA
ManzF6Ctrl_REP3.mLb.clN_peak_7910	chr2R	24551044	24551386	+	18	NA	intron (FBgn0035023, intron 2 of 3)	-intron (FBgn0035023, intron 1 of 2)	5085	FBgn0035021	FBgn0035021	FBtr0300490						NA
ManzF6Ctrl_REP3.mLb.clN_peak_5623	chr2R	13861728	13862586	+	18	NA	promoter-TSS (FBgn0033883)	-promoter-TSS (FBgn0033883)	160	FBgn0033884	FBgn0033884	FBtr0087586						NA
ManzF6Ctrl_REP3.mLb.clN_peak_119	chr2L	577327	577661	+	18	NA	promoter-TSS (FBgn0023489)	-promoter-TSS (FBgn0023489)	8	FBgn0023489	FBgn0023489	FBtr0078070						NA
ManzF6Ctrl_REP3.mLb.clN_peak_9874	chr3L	10882840	10883238	+	18	NA	promoter-TSS (FBgn0036106)	-promoter-TSS (FBgn0036106)	149	FBgn0036107	FBgn0036107	FBtr0076270						NA
ManzF6Ctrl_REP3.mLb.clN_peak_12411	chr3R	5077468	5077753	+	18	NA	TTS (FBgn0010313)	-TTS (FBgn0010313)	9102	FBgn0010313	FBgn0010313	FBtr0308120						NA
ManzF6Ctrl_REP3.mLb.clN_peak_19369	chrX	11520355	11520512	+	18	NA	intron (FBgn0052666, intron 1 of 4)	-intron (FBgn0052666, intron 2 of 5)	26614	FBgn0052666	FBgn0052666	FBtr0340295						NA
ManzF6Ctrl_REP3.mLb.clN_peak_9376	chr3L	7896011	7896650	+	18	NA	TTS (FBgn0035823)	-TTS (FBgn0035823)	1450	FBgn0035823	FBgn0035823	FBtr0076747						NA
ManzF6Ctrl_REP3.mLb.clN_peak_2800	chr2L	20332272	20332396	+	18	NA	intron (FBgn0003475, intron 2 of 16)	-intron (FBgn0003475, intron 2 of 16)	-14711	FBgn0263581	FBgn0263581	FBtr0309806						NA
ManzF6Ctrl_REP3.mLb.clN_peak_16484	chr3R	30487139	30487728	+	18	NA	exon (FBgn0039777, exon 1 of 1)	-exon (FBgn0039777, exon 1 of 1)	495	FBgn0039777	FBgn0039777	FBtr0085690						NA
ManzF6Ctrl_REP3.mLb.clN_peak_18894	chrX	8900034	8900290	+	18	NA	exon (FBgn0030066, exon 1 of 1)	-exon (FBgn0030066, exon 1 of 1)	102	FBgn0030066	FBgn0030066	FBtr0333606						NA
ManzF6Ctrl_REP3.mLb.clN_peak_6871	chr2R	19670729	19671063	+	18	NA	promoter-TSS (FBgn0028372)	-promoter-TSS (FBgn0028372)	278	FBgn0028372	FBgn0028372	FBtr0330247						NA
ManzF6Ctrl_REP3.mLb.clN_peak_19666	chrX	13365279	13365906	+	18	NA	exon (FBgn0261085, exon 6 of 6)	-exon (FBgn0261085, exon 6 of 6)	-2599	FBgn0030477	FBgn0030477	FBtr0073768						NA
ManzF6Ctrl_REP3.mLb.clN_peak_7263	chr2R	21657951	21658832	+	18	NA	promoter-TSS (FBgn0034645)	-promoter-TSS (FBgn0034645)	313	FBgn0034645	FBgn0034645	FBtr0300680						NA
ManzF6Ctrl_REP3.mLb.clN_peak_19671	chrX	13381096	13381360	+	18	NA	TTS (FBgn0030479)	-TTS (FBgn0030479)	3649	FBgn0030479	FBgn0030479	FBtr0339838						NA
ManzF6Ctrl_REP3.mLb.clN_peak_8226	chr3L	662844	662998	+	18	NA	Intergenic	Intergenic	8558	FBgn0035150	FBgn0035150	FBtr0072557						NA
