PeakID (cmd=annotatePeaks.pl AkaaF3Heat_REP2.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF3Heat_REP2.mLb.clN_peak_1568	chr2L	17745288	17745625	+	18	NA	intron (FBgn0015609, intron 3 of 23)	-intron (FBgn0015609, intron 1 of 21)	6890	FBgn0015609	FBgn0015609	FBtr0081015						NA
AkaaF3Heat_REP2.mLb.clN_peak_1528	chr2L	17111259	17111724	+	18	NA	Intergenic	Intergenic	6346	FBgn0267004	FBgn0267004	FBtr0345954						NA
AkaaF3Heat_REP2.mLb.clN_peak_13	chr2L	110075	110387	+	18	NA	intron (FBgn0005278, intron 1 of 5)	-intron (FBgn0005278, intron 2 of 7)	2470	FBgn0005278	FBgn0005278	FBtr0089437						NA
AkaaF3Heat_REP2.mLb.clN_peak_7572	chr3R	8810552	8810745	+	18	NA	promoter-TSS (FBgn0037635)	-promoter-TSS (FBgn0037635)	-837	FBgn0037635	FBgn0037635	FBtr0309098						NA
AkaaF3Heat_REP2.mLb.clN_peak_7928	chr3R	12720714	12720900	+	18	NA	promoter-TSS (FBgn0002719)	-promoter-TSS (FBgn0002719)	-1015	FBgn0002719	FBgn0002719	FBtr0082660						NA
AkaaF3Heat_REP2.mLb.clN_peak_10645	chrX	6283608	6283730	+	18	NA	promoter-TSS (FBgn0029856)	-promoter-TSS (FBgn0029856)	-94	FBgn0029856	FBgn0029856	FBtr0333520						NA
AkaaF3Heat_REP2.mLb.clN_peak_8562	chr3R	19766682	19766919	+	18	NA	intron (FBgn0024963, intron 11 of 11)	-intron (FBgn0024963, intron 11 of 11)	6425	FBgn0038730	FBgn0038730	FBtr0083798						NA
AkaaF3Heat_REP2.mLb.clN_peak_2465	chr2R	7519262	7519581	+	18	NA	promoter-TSS (FBgn0033186)	-promoter-TSS (FBgn0033186)	141	FBgn0033187	FBgn0033187	FBtr0088904						NA
AkaaF3Heat_REP2.mLb.clN_peak_39	chr2L	356945	357098	+	18	NA	promoter-TSS (FBgn0266906)	-promoter-TSS (FBgn0266906)	-308	FBgn0266906	FBgn0266906	FBtr0345775						NA
AkaaF3Heat_REP2.mLb.clN_peak_6592	chr3L	21335072	21335251	+	18	NA	promoter-TSS (FBgn0037073)	-promoter-TSS (FBgn0037073)	-54	FBgn0037073	FBgn0037073	FBtr0078342						NA
AkaaF3Heat_REP2.mLb.clN_peak_9395	chr3R	29345833	29346285	+	18	NA	Intergenic	Intergenic	10712	FBgn0267107	FBgn0267107	FBtr0346201						NA
AkaaF3Heat_REP2.mLb.clN_peak_1108	chr2L	12712139	12712474	+	18	NA	TTS (FBgn0032455)	-TTS (FBgn0032455)	646	FBgn0032454	FBgn0032454	FBtr0332410						NA
AkaaF3Heat_REP2.mLb.clN_peak_9129	chr3R	26547941	26548472	+	18	NA	intron (FBgn0263289, intron 3 of 23)	-intron (FBgn0263289, intron 3 of 22)	-4997	FBgn0267753	FBgn0267753	FBtr0347317						NA
AkaaF3Heat_REP2.mLb.clN_peak_1888	chr2L	20971652	20972137	+	18	NA	intron (FBgn0250867, intron 4 of 5)	-intron (FBgn0250867, intron 1 of 1)	-23724	FBgn0265817	FBgn0265817	FBtr0342649						NA
AkaaF3Heat_REP2.mLb.clN_peak_7693	chr3R	10094599	10095247	+	18	NA	TTS (FBgn0263413)	-TTS (FBgn0263413)	1162	FBgn0263413	FBgn0263413	FBtr0346908						NA
AkaaF3Heat_REP2.mLb.clN_peak_4462	chr2R	25190118	25190554	+	18	NA	promoter-TSS (FBgn0035094)	-promoter-TSS (FBgn0035094)	-1528	FBgn0035094	FBgn0035094	FBtr0333172						NA
AkaaF3Heat_REP2.mLb.clN_peak_355	chr2L	3825549	3826466	+	18	NA	exon (FBgn0003430, exon 1 of 1)	-exon (FBgn0003430, exon 1 of 1)	332	FBgn0003430	FBgn0003430	FBtr0077499						NA
AkaaF3Heat_REP2.mLb.clN_peak_1381	chr2L	15454873	15455249	+	18	NA	Intergenic	Intergenic	-8193	FBgn0266157	FBgn0266157	FBtr0343733						NA
AkaaF3Heat_REP2.mLb.clN_peak_10780	chrX	7516673	7516888	+	18	NA	intron (FBgn0052719, intron 2 of 7)	-intron (FBgn0052719, intron 2 of 7)	-11524	FBgn0262612	FBgn0262612	FBtr0305286						NA
AkaaF3Heat_REP2.mLb.clN_peak_2977	chr2R	11652403	11652695	+	18	NA	promoter-TSS (FBgn0011915)	-promoter-TSS (FBgn0011915)	-100	FBgn0011915	FBgn0011915	FBtr0088071						NA
AkaaF3Heat_REP2.mLb.clN_peak_8078	chr3R	14413819	14413978	+	18	NA	intron (FBgn0285955, intron 6 of 15)	-intron (FBgn0285955, intron 5 of 14)	-4695	FBgn0085417	FBgn0085417	FBtr0112629						NA
AkaaF3Heat_REP2.mLb.clN_peak_11493	chrX	14882677	14883248	+	18	NA	promoter-TSS (FBgn0266435)	-promoter-TSS (FBgn0266435)	-376	FBgn0266435	FBgn0266435	FBtr0344424						NA
AkaaF3Heat_REP2.mLb.clN_peak_10677	chrX	6642903	6643366	+	18	NA	intron (FBgn0029881, intron 3 of 9)	-intron (FBgn0029881, intron 3 of 9)	6011	FBgn0266052	FBgn0266052	FBtr0343376						NA
AkaaF3Heat_REP2.mLb.clN_peak_5939	chr3L	15018784	15018927	+	18	NA	exon (FBgn0261090, exon 3 of 8)	-exon (FBgn0261090, exon 3 of 8)	-4637	FBgn0047338	FBgn0047338	FBtr0075630						NA
AkaaF3Heat_REP2.mLb.clN_peak_7446	chr3R	7547903	7548013	+	18	NA	exon (FBgn0015568, exon 2 of 3)	-exon (FBgn0015568, exon 2 of 3)	1166	FBgn0015568	FBgn0015568	FBtr0081544						NA
AkaaF3Heat_REP2.mLb.clN_peak_523	chr2L	5650790	5650938	+	18	NA	intron (FBgn0051646, intron 2 of 12)	-intron (FBgn0051646, intron 2 of 12)	7696	FBgn0051646	FBgn0051646	FBtr0079114						NA
AkaaF3Heat_REP2.mLb.clN_peak_11368	chrX	13749089	13749519	+	18	NA	intron (FBgn0030520, intron 3 of 3)	-intron (FBgn0030520, intron 3 of 3)	4364	FBgn0262108	FBgn0262108	FBtr0343987						NA
AkaaF3Heat_REP2.mLb.clN_peak_6130	chr3L	17012128	17012609	+	18	NA	TTS (FBgn0036685)	-TTS (FBgn0036685)	3683	FBgn0036685	FBgn0036685	FBtr0075294						NA
AkaaF3Heat_REP2.mLb.clN_peak_5443	chr3L	9786888	9787143	+	18	NA	promoter-TSS (FBgn0044328)	-promoter-TSS (FBgn0044328)	-31	FBgn0044328	FBgn0044328	FBtr0347599						NA
AkaaF3Heat_REP2.mLb.clN_peak_10000	chrX	784536	784701	+	18	NA	promoter-TSS (FBgn0086368)	-promoter-TSS (FBgn0086368)	-128	FBgn0086368	FBgn0086368	FBtr0335403						NA
AkaaF3Heat_REP2.mLb.clN_peak_3645	chr2R	18050997	18051320	+	18	NA	exon (FBgn0034294, exon 2 of 2)	-exon (FBgn0034294, exon 2 of 2)	949	FBgn0034294	FBgn0034294	FBtr0340280						NA
AkaaF3Heat_REP2.mLb.clN_peak_5556	chr3L	10951906	10952081	+	18	NA	Intergenic	Intergenic	-7238	FBgn0266783	FBgn0266783	FBtr0345409						NA
AkaaF3Heat_REP2.mLb.clN_peak_2429	chr2R	7277997	7278632	+	18	NA	promoter-TSS (FBgn0260991)	-promoter-TSS (FBgn0260991)	-153	FBgn0260991	FBgn0260991	FBtr0088961						NA
AkaaF3Heat_REP2.mLb.clN_peak_10598	chrX	5763636	5764642	+	18	NA	promoter-TSS (FBgn0013987)	-promoter-TSS (FBgn0013987)	-414	FBgn0261610	FBgn0261610	FBtr0302921						NA
AkaaF3Heat_REP2.mLb.clN_peak_12231	chrX	21504282	21504477	+	18	NA	intron (FBgn0266457, intron 1 of 1)	-intron (FBgn0266457, intron 1 of 1)	14839	FBgn0031182	FBgn0031182	FBtr0077212						NA
AkaaF3Heat_REP2.mLb.clN_peak_4228	chr2R	23125543	23125856	+	18	NA	exon (FBgn0034824, exon 1 of 1)	-exon (FBgn0034824, exon 1 of 1)	343	FBgn0034824	FBgn0034824	FBtr0071975						NA
AkaaF3Heat_REP2.mLb.clN_peak_7027	chr3R	4536519	4536899	+	18	NA	intron (FBgn0085386, intron 3 of 14)	-intron (FBgn0085386, intron 3 of 5)	3461	FBgn0051526	FBgn0051526	FBtr0445669						NA
AkaaF3Heat_REP2.mLb.clN_peak_5883	chr3L	14548251	14548511	+	18	NA	intron (FBgn0036428, intron 1 of 4)	-intron (FBgn0036428, intron 1 of 4)	2594	FBgn0036428	FBgn0036428	FBtr0333037						NA
AkaaF3Heat_REP2.mLb.clN_peak_9461	chr3R	30100435	30100904	+	18	NA	intron (FBgn0266411, intron 1 of 5)	-intron (FBgn0266411, intron 1 of 5)	-6328	FBgn0267781	FBgn0267781	FBtr0347346						NA
AkaaF3Heat_REP2.mLb.clN_peak_2580	chr2R	8380489	8380668	+	18	NA	intron (FBgn0261588, intron 2 of 10)	-intron (FBgn0261588, intron 2 of 10)	9505	FBgn0033287	FBgn0033287	FBtr0088740						NA
AkaaF3Heat_REP2.mLb.clN_peak_2993	chr2R	11765577	11765821	+	18	NA	intron (FBgn0033652, intron 1 of 4)	-intron (FBgn0033652, intron 1 of 4)	-2754	FBgn0033650	FBgn0033650	FBtr0088029						NA
AkaaF3Heat_REP2.mLb.clN_peak_11485	chrX	14831776	14831993	+	18	NA	promoter-TSS (FBgn0030582)	-promoter-TSS (FBgn0030582)	149	FBgn0030581	FBgn0030581	FBtr0340466						NA
AkaaF3Heat_REP2.mLb.clN_peak_648	chr2L	6914093	6914448	+	18	NA	promoter-TSS (FBgn0011737)	-promoter-TSS (FBgn0011737)	-132	FBgn0011737	FBgn0011737	FBtr0332329						NA
AkaaF3Heat_REP2.mLb.clN_peak_3100	chr2R	12782364	12782486	+	18	NA	intron (FBgn0003326, intron 1 of 3)	-intron (FBgn0003326, intron 1 of 3)	1884	FBgn0003326	FBgn0003326	FBtr0087856						NA
AkaaF3Heat_REP2.mLb.clN_peak_10907	chrX	8871275	8871612	+	18	NA	exon (FBgn0030065, exon 5 of 5)	-exon (FBgn0030065, exon 5 of 5)	17826	FBgn0030065	FBgn0030065	FBtr0335035						NA
AkaaF3Heat_REP2.mLb.clN_peak_5008	chr3L	4690635	4690775	+	18	NA	promoter-TSS (FBgn0035568)	-promoter-TSS (FBgn0035568)	-635	FBgn0035568	FBgn0035568	FBtr0073366						NA
AkaaF3Heat_REP2.mLb.clN_peak_9368	chr3R	29027173	29027314	+	18	NA	promoter-TSS (FBgn0039623)	-promoter-TSS (FBgn0039623)	7	FBgn0039623	FBgn0039623	FBtr0085342						NA
AkaaF3Heat_REP2.mLb.clN_peak_3287	chr2R	14322292	14322726	+	18	NA	intron (FBgn0085408, intron 2 of 9)	-intron (FBgn0085408, intron 2 of 9)	14367	FBgn0085408	FBgn0085408	FBtr0339991						NA
AkaaF3Heat_REP2.mLb.clN_peak_8545	chr3R	19614874	19615591	+	18	NA	TTS (FBgn0038720)	-TTS (FBgn0038720)	1851	FBgn0038719	FBgn0038719	FBtr0083780						NA
AkaaF3Heat_REP2.mLb.clN_peak_6320	chr3L	18820709	18821631	+	18	NA	promoter-TSS (FBgn0036815)	-promoter-TSS (FBgn0036815)	-1	FBgn0036815	FBgn0036815	FBtr0075057						NA
AkaaF3Heat_REP2.mLb.clN_peak_2106	chr2R	4246732	4246883	+	18	NA	Intergenic	Intergenic	-3873	FBgn0262117	FBgn0262117	FBtr0111268						NA
AkaaF3Heat_REP2.mLb.clN_peak_10071	chrX	1229426	1229576	+	18	NA	intron (FBgn0261444, intron 2 of 10)	-intron (FBgn0261444, intron 2 of 9)	5552	FBgn0261444	FBgn0261444	FBtr0346960						NA
AkaaF3Heat_REP2.mLb.clN_peak_5725	chr3L	12834253	12834941	+	18	NA	intron (FBgn0036316, intron 2 of 4)	-intron (FBgn0036316, intron 2 of 4)	-6753	FBgn0036316	FBgn0036316	FBtr0075941						NA
AkaaF3Heat_REP2.mLb.clN_peak_9482	chr3R	30260018	30260280	+	18	NA	Intergenic	Intergenic	6967	FBgn0039761	FBgn0039761	FBtr0085618						NA
AkaaF3Heat_REP2.mLb.clN_peak_6857	chr3L	23034045	23034199	+	18	NA	exon (FBgn0262509, exon 27 of 28)	-exon (FBgn0262509, exon 27 of 28)	35750	FBgn0262509	FBgn0262509	FBtr0333221						NA
AkaaF3Heat_REP2.mLb.clN_peak_5615	chr3L	11412034	11412242	+	18	NA	Intergenic	Intergenic	6603	FBgn0265470	FBgn0265470	FBtr0339929						NA
AkaaF3Heat_REP2.mLb.clN_peak_11794	chrX	18046451	18046758	+	18	NA	exon (FBgn0030889, exon 8 of 12)	-exon (FBgn0030889, exon 8 of 12)	2613	FBgn0030889	FBgn0030889	FBtr0479777						NA
AkaaF3Heat_REP2.mLb.clN_peak_5629	chr3L	11547263	11548257	+	18	NA	intron (FBgn0259481, intron 1 of 4)	-intron (FBgn0259481, intron 1 of 3)	-13282	FBgn0259481	FBgn0259481	FBtr0089330						NA
AkaaF3Heat_REP2.mLb.clN_peak_7493	chr3R	7994700	7995074	+	18	NA	intron (FBgn0037534, intron 1 of 5)	-intron (FBgn0037534, intron 1 of 5)	965	FBgn0037534	FBgn0037534	FBtr0081823						NA
AkaaF3Heat_REP2.mLb.clN_peak_5934	chr3L	14977611	14977797	+	18	NA	promoter-TSS (FBgn0263380)	-promoter-TSS (FBgn0263380)	-73	FBgn0263380	FBgn0263380	FBtr0309066						NA
AkaaF3Heat_REP2.mLb.clN_peak_6474	chr3L	20315148	20315261	+	18	NA	TTS (FBgn0264467)	-TTS (FBgn0264467)	1572	FBgn0250791	FBgn0250791	FBtr0074840						NA
AkaaF3Heat_REP2.mLb.clN_peak_809	chr2L	8694382	8694676	+	18	NA	intron (FBgn0004914, intron 2 of 7)	-intron (FBgn0004914, intron 2 of 7)	-2129	FBgn0004914	FBgn0004914	FBtr0336633						NA
AkaaF3Heat_REP2.mLb.clN_peak_12224	chrX	21470482	21471249	+	18	NA	Intergenic	Intergenic	-2386	FBgn0267064	FBgn0267064	FBtr0346049						NA
AkaaF3Heat_REP2.mLb.clN_peak_7741	chr3R	10696419	10696526	+	18	NA	promoter-TSS (FBgn0020385)	-promoter-TSS (FBgn0020385)	-175	FBgn0287589	FBgn0287589	FBtr0479861						NA
AkaaF3Heat_REP2.mLb.clN_peak_11364	chrX	13718019	13718284	+	18	NA	TTS (FBgn0030514)	-TTS (FBgn0030514)	134	FBgn0030512	FBgn0030512	FBtr0073845						NA
AkaaF3Heat_REP2.mLb.clN_peak_10919	chrX	9048030	9048388	+	18	NA	intron (FBgn0259734, intron 1 of 6)	-intron (FBgn0259734, intron 1 of 6)	782	FBgn0264384	FBgn0264384	FBtr0332281						NA
AkaaF3Heat_REP2.mLb.clN_peak_9260	chr3R	27948683	27948877	+	18	NA	promoter-TSS (FBgn0039562)	-promoter-TSS (FBgn0039562)	69	FBgn0039562	FBgn0039562	FBtr0085254						NA
AkaaF3Heat_REP2.mLb.clN_peak_11166	chrX	11611113	11612067	+	18	NA	promoter-TSS (FBgn0030321)	-promoter-TSS (FBgn0030321)	62	FBgn0030320	FBgn0030320	FBtr0306135						NA
AkaaF3Heat_REP2.mLb.clN_peak_2087	chr2R	2594653	2595439	+	18	NA	Intergenic	Intergenic	-29661	FBgn0058263	FBgn0058263	FBtr0334936						NA
AkaaF3Heat_REP2.mLb.clN_peak_12184	chrX	21203826	21204100	+	18	NA	promoter-TSS (FBgn0031164)	-promoter-TSS (FBgn0031164)	-622	FBgn0031164	FBgn0031164	FBtr0077257						NA
AkaaF3Heat_REP2.mLb.clN_peak_459	chr2L	5029468	5029670	+	18	NA	promoter-TSS (FBgn0000299)	-promoter-TSS (FBgn0000299)	-40	FBgn0000299	FBgn0000299	FBtr0079002						NA
AkaaF3Heat_REP2.mLb.clN_peak_5679	chr3L	12178581	12179103	+	18	NA	intron (FBgn0027843, intron 1 of 3)	-intron (FBgn0027843, intron 1 of 3)	1241	FBgn0027843	FBgn0027843	FBtr0333381						NA
AkaaF3Heat_REP2.mLb.clN_peak_686	chr2L	7484839	7484988	+	18	NA	intron (FBgn0260486, intron 1 of 13)	-intron (FBgn0260486, intron 2 of 13)	10209	FBgn0031920	FBgn0031920	FBtr0079451						NA
AkaaF3Heat_REP2.mLb.clN_peak_7574	chr3R	8814171	8814414	+	18	NA	promoter-TSS (FBgn0037635)	-promoter-TSS (FBgn0037635)	-4481	FBgn0037635	FBgn0037635	FBtr0309098						NA
AkaaF3Heat_REP2.mLb.clN_peak_9116	chr3R	26464254	26464659	+	18	NA	intron (FBgn0039430, intron 1 of 6)	-intron (FBgn0039430, intron 1 of 6)	-1084	FBgn0039430	FBgn0039430	FBtr0085016						NA
AkaaF3Heat_REP2.mLb.clN_peak_11242	chrX	12497937	12498090	+	18	NA	TTS (FBgn0086047)	-TTS (FBgn0086047)	312	FBgn0086047	FBgn0086047	FBtr0114323						NA
AkaaF3Heat_REP2.mLb.clN_peak_6267	chr3L	18245574	18245696	+	18	NA	Intergenic	Intergenic	1935	FBgn0267598	FBgn0267598	FBtr0347043						NA
AkaaF3Heat_REP2.mLb.clN_peak_216	chr2L	2048233	2048724	+	18	NA	TTS (FBgn0028952)	-TTS (FBgn0028952)	2984	FBgn0028952	FBgn0028952	FBtr0077825						NA
AkaaF3Heat_REP2.mLb.clN_peak_1606	chr2L	18185646	18185979	+	18	NA	promoter-TSS (FBgn0266205)	-promoter-TSS (FBgn0266205)	45	FBgn0266205	FBgn0266205	FBtr0343820						NA
AkaaF3Heat_REP2.mLb.clN_peak_9370	chr3R	29045547	29045661	+	18	NA	exon (FBgn0003093, exon 9 of 11)	-exon (FBgn0003093, exon 9 of 11)	-3889	FBgn0039627	FBgn0039627	FBtr0085360						NA
AkaaF3Heat_REP2.mLb.clN_peak_9051	chr3R	25760392	25760555	+	18	NA	promoter-TSS (FBgn0066101)	-promoter-TSS (FBgn0066101)	-7478	FBgn0066101	FBgn0066101	FBtr0335237						NA
AkaaF3Heat_REP2.mLb.clN_peak_6056	chr3L	16287817	16288062	+	18	NA	exon (FBgn0036595, exon 2 of 2)	-exon (FBgn0036595, exon 2 of 2)	483	FBgn0036595	FBgn0036595	FBtr0289963						NA
AkaaF3Heat_REP2.mLb.clN_peak_2900	chr2R	11100197	11100730	+	18	NA	intron (FBgn0040765, intron 1 of 4)	-intron (FBgn0040765, intron 1 of 4)	14169	FBgn0286890	FBgn0286890	FBtr0475066						NA
AkaaF3Heat_REP2.mLb.clN_peak_5539	chr3L	10810825	10811230	+	18	NA	Intergenic	Intergenic	-3792	FBgn0262020	FBgn0262020	FBtr0303850						NA
AkaaF3Heat_REP2.mLb.clN_peak_1804	chr2L	20093834	20094138	+	18	NA	promoter-TSS (FBgn0032848)	-promoter-TSS (FBgn0032848)	14	FBgn0032848	FBgn0032848	FBtr0081335						NA
AkaaF3Heat_REP2.mLb.clN_peak_5183	chr3L	6660761	6660989	+	18	NA	Intergenic	Intergenic	4766	FBgn0035709	FBgn0035709	FBtr0076963						NA
AkaaF3Heat_REP2.mLb.clN_peak_592	chr2L	6268926	6269039	+	18	NA	intron (FBgn0053531, intron 1 of 16)	-intron (FBgn0053531, intron 1 of 6)	2521	FBgn0286891	FBgn0286891	FBtr0475067						NA
AkaaF3Heat_REP2.mLb.clN_peak_4476	chr3L	55370	55698	+	18	NA	promoter-TSS (FBgn0262679)	-promoter-TSS (FBgn0262679)	-783	FBgn0262679	FBgn0262679	FBtr0305596						NA
AkaaF3Heat_REP2.mLb.clN_peak_11004	chrX	10013245	10013382	+	18	NA	exon (FBgn0288690, exon 3 of 3)	-exon (FBgn0288690, exon 3 of 3)	2832	FBgn0288690	FBgn0288690	FBtr0112971						NA
AkaaF3Heat_REP2.mLb.clN_peak_12354	chrX	22890323	22890451	+	18	NA	Intergenic	Intergenic	17575	FBgn0263829	FBgn0263829	FBtr0112536						NA
AkaaF3Heat_REP2.mLb.clN_peak_3457	chr2R	16109922	16110450	+	18	NA	promoter-TSS (FBgn0034075)	-promoter-TSS (FBgn0034075)	-145	FBgn0034075	FBgn0034075	FBtr0336734						NA
AkaaF3Heat_REP2.mLb.clN_peak_7334	chr3R	6691304	6691680	+	18	NA	exon (FBgn0004779, exon 2 of 2)	-exon (FBgn0004779, exon 2 of 2)	266	FBgn0004779	FBgn0004779	FBtr0081694						NA
AkaaF3Heat_REP2.mLb.clN_peak_11628	chrX	16361562	16361864	+	18	NA	TTS (FBgn0086448)	-TTS (FBgn0086448)	144	FBgn0004227	FBgn0004227	FBtr0074233						NA
AkaaF3Heat_REP2.mLb.clN_peak_6017	chr3L	15832358	15832493	+	18	NA	promoter-TSS (FBgn0036536)	-promoter-TSS (FBgn0036536)	-39	FBgn0036536	FBgn0036536	FBtr0075506						NA
AkaaF3Heat_REP2.mLb.clN_peak_1329	chr2L	14908726	14908935	+	18	NA	exon (FBgn0259213, exon 20 of 20)	-exon (FBgn0259213, exon 20 of 20)	-15760	FBgn0028887	FBgn0028887	FBtr0080675						NA
AkaaF3Heat_REP2.mLb.clN_peak_4241	chr2R	23224301	23224924	+	18	NA	Intergenic	Intergenic	-8014	FBgn0034835	FBgn0034835	FBtr0071999						NA
AkaaF3Heat_REP2.mLb.clN_peak_1566	chr2L	17731476	17731726	+	18	NA	intron (FBgn0015609, intron 2 of 22)	-intron (FBgn0015609, intron 2 of 21)	20745	FBgn0015609	FBgn0015609	FBtr0081015						NA
AkaaF3Heat_REP2.mLb.clN_peak_4451	chr2R	25084229	25085139	+	18	NA	promoter-TSS (FBgn0004919)	-promoter-TSS (FBgn0004919)	-337	FBgn0004919	FBgn0004919	FBtr0306330						NA
AkaaF3Heat_REP2.mLb.clN_peak_2436	chr2R	7347187	7347295	+	18	NA	exon (FBgn0033159, exon 9 of 24)	-exon (FBgn0033159, exon 9 of 24)	3896	FBgn0264880	FBgn0264880	FBtr0334802						NA
AkaaF3Heat_REP2.mLb.clN_peak_12247	chrX	21631480	21631636	+	18	NA	promoter-TSS (FBgn0267704)	-promoter-TSS (FBgn0267704)	650	FBgn0265923	FBgn0265923	FBtr0342861						NA
AkaaF3Heat_REP2.mLb.clN_peak_3316	chr2R	14593293	14593428	+	18	NA	exon (FBgn0033943, exon 4 of 4)	-exon (FBgn0033943, exon 4 of 4)	815	FBgn0033943	FBgn0033943	FBtr0479796						NA
AkaaF3Heat_REP2.mLb.clN_peak_10658	chrX	6394350	6394515	+	18	NA	Intergenic	Intergenic	5668	FBgn0053669	FBgn0053669	FBtr0302419						NA
AkaaF3Heat_REP2.mLb.clN_peak_10101	chrX	1417105	1417826	+	18	NA	intron (FBgn0259108, intron 2 of 8)	-intron (FBgn0259108, intron 1 of 7)	8396	FBgn0259108	FBgn0259108	FBtr0307597						NA
AkaaF3Heat_REP2.mLb.clN_peak_6909	chr3L	25795591	25795707	+	18	NA	Intergenic	Intergenic	-32870	FBgn0287184	FBgn0287184	FBtr0305959						NA
AkaaF3Heat_REP2.mLb.clN_peak_5308	chr3L	8115889	8116369	+	18	NA	promoter-TSS (FBgn0026252)	-promoter-TSS (FBgn0026252)	-50	FBgn0026252	FBgn0026252	FBtr0076685						NA
AkaaF3Heat_REP2.mLb.clN_peak_10806	chrX	7678972	7679094	+	18	NA	TTS (FBgn0004198)	-TTS (FBgn0004198)	588	FBgn0267227	FBgn0267227	FBtr0346400						NA
AkaaF3Heat_REP2.mLb.clN_peak_8230	chr3R	15994350	15994644	+	18	NA	TTS (FBgn0264982)	-TTS (FBgn0264982)	-4592	FBgn0003507	FBgn0003507	FBtr0479894						NA
AkaaF3Heat_REP2.mLb.clN_peak_137	chr2L	1271544	1271705	+	18	NA	intron (FBgn0041097, intron 1 of 12)	-intron (FBgn0041097, intron 1 of 11)	15207	FBgn0041097	FBgn0041097	FBtr0479835						NA
AkaaF3Heat_REP2.mLb.clN_peak_4327	chr2R	23949371	23949913	+	18	NA	promoter-TSS (FBgn0034935)	-promoter-TSS (FBgn0034935)	288	FBgn0034936	FBgn0034936	FBtr0331980						NA
AkaaF3Heat_REP2.mLb.clN_peak_6858	chr3L	23062673	23062811	+	18	NA	Intergenic	Intergenic	32729	FBgn0024733	FBgn0024733	FBtr0333910						NA
AkaaF3Heat_REP2.mLb.clN_peak_246	chr2L	2434721	2434898	+	18	NA	intron (FBgn0000490, intron 1 of 2)	-intron (FBgn0000490, intron 1 of 2)	-6928	FBgn0266217	FBgn0266217	FBtr0343862						NA
AkaaF3Heat_REP2.mLb.clN_peak_8200	chr3R	15643211	15643346	+	18	NA	Intergenic	Intergenic	6110	FBgn0263041	FBgn0263041	FBtr0306930						NA
AkaaF3Heat_REP2.mLb.clN_peak_8477	chr3R	18986279	18986619	+	18	NA	intron (FBgn0026239, intron 1 of 4)	-intron (FBgn0026239, intron 1 of 4)	2424	FBgn0026239	FBgn0026239	FBtr0089768						NA
AkaaF3Heat_REP2.mLb.clN_peak_3150	chr2R	13240126	13240703	+	18	NA	promoter-TSS (FBgn0033816)	-promoter-TSS (FBgn0033816)	685	FBgn0033817	FBgn0033817	FBtr0087744						NA
AkaaF3Heat_REP2.mLb.clN_peak_7862	chr3R	11984593	11985097	+	18	NA	promoter-TSS (FBgn0037975)	-promoter-TSS (FBgn0037975)	-304	FBgn0037975	FBgn0037975	FBtr0082504						NA
AkaaF3Heat_REP2.mLb.clN_peak_1661	chr2L	18753256	18753588	+	18	NA	Intergenic	Intergenic	13064	FBgn0032709	FBgn0032709	FBtr0081101						NA
AkaaF3Heat_REP2.mLb.clN_peak_3618	chr2R	17750232	17750363	+	18	NA	promoter-TSS (FBgn0034275)	-promoter-TSS (FBgn0034275)	4	FBgn0034275	FBgn0034275	FBtr0089546						NA
AkaaF3Heat_REP2.mLb.clN_peak_5194	chr3L	6801400	6801913	+	18	NA	Intergenic	Intergenic	11498	FBgn0086680	FBgn0086680	FBtr0346999						NA
AkaaF3Heat_REP2.mLb.clN_peak_2892	chr2R	11046093	11047383	+	18	NA	intron (FBgn0040765, intron 2 of 4)	-intron (FBgn0040765, intron 2 of 4)	-38848	FBgn0262817	FBgn0262817	FBtr0306049						NA
AkaaF3Heat_REP2.mLb.clN_peak_9212	chr3R	27398240	27398494	+	18	NA	exon (FBgn0016061, exon 6 of 17)	-exon (FBgn0016061, exon 6 of 17)	-13304	FBgn0267653	FBgn0267653	FBtr0347121						NA
AkaaF3Heat_REP2.mLb.clN_peak_8104	chr3R	14705404	14706163	+	18	NA	intron (FBgn0262127, intron 1 of 8)	-intron (FBgn0262127, intron 1 of 8)	-8491	FBgn0265140	FBgn0265140	FBtr0301499						NA
AkaaF3Heat_REP2.mLb.clN_peak_2315	chr2R	6547000	6547755	+	18	NA	intron (FBgn0086655, intron 1 of 6)	-intron (FBgn0086655, intron 1 of 6)	-13782	FBgn0264506	FBgn0264506	FBtr0332951						NA
AkaaF3Heat_REP2.mLb.clN_peak_9847	chr4	818598	818908	+	18	NA	intron (FBgn0039938, intron 3 of 4)	-intron (FBgn0039938, intron 3 of 4)	-11406	FBgn0039938	FBgn0039938	FBtr0100600						NA
AkaaF3Heat_REP2.mLb.clN_peak_10016	chrX	862448	862590	+	18	NA	promoter-TSS (FBgn0040892)	-promoter-TSS (FBgn0040892)	-89	FBgn0040892	FBgn0040892	FBtr0110804						NA
