PeakID (cmd=annotatePeaks.pl ManzF6HSan_REP1.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF6HSan_REP1.mLb.clN_peak_5702	chr2R	17139691	17140775	+	21	NA	promoter-TSS (FBgn0262563)	-promoter-TSS (FBgn0262563)	-302	FBgn0262563	FBgn0262563	FBtr0304891						NA
ManzF6HSan_REP1.mLb.clN_peak_17595	chrX	16713453	16713969	+	21	NA	TTS (FBgn0085354)	-TTS (FBgn0085354)	2408	FBgn0030780	FBgn0030780	FBtr0074322						NA
ManzF6HSan_REP1.mLb.clN_peak_2175	chr2L	18503970	18504190	+	21	NA	promoter-TSS (FBgn0032683)	-promoter-TSS (FBgn0032683)	-3223	FBgn0032683	FBgn0032683	FBtr0332322						NA
ManzF6HSan_REP1.mLb.clN_peak_2428	chr2L	20097723	20098134	+	21	NA	promoter-TSS (FBgn0032850)	-promoter-TSS (FBgn0032850)	347	FBgn0032850	FBgn0032850	FBtr0331617						NA
ManzF6HSan_REP1.mLb.clN_peak_5310	chr2R	14979199	14979670	+	21	NA	exon (FBgn0033987, exon 6 of 6)	-exon (FBgn0033987, exon 6 of 6)	-1829	FBgn0033988	FBgn0033988	FBtr0301507						NA
ManzF6HSan_REP1.mLb.clN_peak_3158	chr2R	5633589	5634054	+	21	NA	Intergenic	Intergenic	18994	FBgn0033028	FBgn0033028	FBtr0345359						NA
ManzF6HSan_REP1.mLb.clN_peak_8780	chr3L	11959114	11959842	+	21	NA	TTS (FBgn0262986)	-TTS (FBgn0262986)	1195	FBgn0262986	FBgn0262986	FBtr0473614						NA
ManzF6HSan_REP1.mLb.clN_peak_15252	chrX	1172817	1173126	+	21	NA	TTS (FBgn0040364)	-TTS (FBgn0040364)	1546	FBgn0040364	FBgn0040364	FBtr0345513						NA
ManzF6HSan_REP1.mLb.clN_peak_3756	chr2R	8089444	8090295	+	21	NA	TTS (FBgn0028562)	-TTS (FBgn0028562)	387	FBgn0028561	FBgn0028561	FBtr0332247						NA
ManzF6HSan_REP1.mLb.clN_peak_265	chr2L	1901542	1902966	+	21	NA	intron (FBgn0031374, intron 1 of 17)	-intron (FBgn0031374, intron 1 of 18)	17632	FBgn0031374	FBgn0031374	FBtr0113011						NA
ManzF6HSan_REP1.mLb.clN_peak_11778	chr3R	11153635	11154315	+	21	NA	promoter-TSS (FBgn0040257)	-promoter-TSS (FBgn0040257)	-126	FBgn0040251	FBgn0040251	FBtr0346101						NA
ManzF6HSan_REP1.mLb.clN_peak_3330	chr2R	6258067	6259143	+	21	NA	Intergenic	Intergenic	13093	FBgn0286511	FBgn0286511	FBtr0336520						NA
ManzF6HSan_REP1.mLb.clN_peak_13816	chr3R	26118803	26119063	+	21	NA	intron (FBgn0051324, intron 3 of 4)	-intron (FBgn0051324, intron 1 of 2)	6490	FBgn0267729	FBgn0267729	FBtr0347307						NA
ManzF6HSan_REP1.mLb.clN_peak_6754	chr2R	23604470	23604738	+	21	NA	TTS (FBgn0034882)	-TTS (FBgn0034882)	2019	FBgn0034882	FBgn0034882	FBtr0072071						NA
ManzF6HSan_REP1.mLb.clN_peak_10379	chr3L	22913277	22914091	+	21	NA	exon (FBgn0037206, exon 3 of 4)	-exon (FBgn0037206, exon 3 of 4)	3193	FBgn0037206	FBgn0037206	FBtr0331398						NA
ManzF6HSan_REP1.mLb.clN_peak_11079	chr3R	6156170	6157365	+	21	NA	exon (FBgn0051559, exon 1 of 2)	-exon (FBgn0051559, exon 1 of 2)	468	FBgn0051559	FBgn0051559	FBtr0078616						NA
ManzF6HSan_REP1.mLb.clN_peak_17484	chrX	15983733	15983985	+	21	NA	promoter-TSS (FBgn0030717)	-promoter-TSS (FBgn0030717)	87	FBgn0030717	FBgn0030717	FBtr0074134						NA
ManzF6HSan_REP1.mLb.clN_peak_7890	chr3L	4897021	4897662	+	21	NA	exon (FBgn0035582, exon 2 of 2)	-exon (FBgn0035582, exon 2 of 2)	477	FBgn0035582	FBgn0035582	FBtr0073352						NA
ManzF6HSan_REP1.mLb.clN_peak_11351	chr3R	8213563	8213789	+	21	NA	Intergenic	Intergenic	-4281	FBgn0037552	FBgn0037552	FBtr0081795						NA
ManzF6HSan_REP1.mLb.clN_peak_2890	chr2R	1577963	1578310	+	21	NA	Intergenic	Intergenic	-12434	FBgn0039993	FBgn0039993	FBtr0302409						NA
ManzF6HSan_REP1.mLb.clN_peak_4982	chr2R	13466237	13466557	+	21	NA	intron (FBgn0000119, intron 2 of 6)	-intron (FBgn0000119, intron 2 of 6)	-10945	FBgn0262821	FBgn0262821	FBtr0306064						NA
ManzF6HSan_REP1.mLb.clN_peak_5300	chr2R	14943887	14944183	+	21	NA	TTS (FBgn0261854)	-TTS (FBgn0261854)	1637	FBgn0033985	FBgn0033985	FBtr0087408						NA
ManzF6HSan_REP1.mLb.clN_peak_3132	chr2R	5364848	5365893	+	21	NA	exon (FBgn0261429, exon 5 of 8)	-exon (FBgn0261429, exon 5 of 8)	2117	FBgn0261429	FBgn0261429	FBtr0335261						NA
ManzF6HSan_REP1.mLb.clN_peak_2599	chr2L	21134704	21135873	+	20	NA	TTS (FBgn0023388)	-TTS (FBgn0023388)	7059	FBgn0023388	FBgn0023388	FBtr0333087						NA
ManzF6HSan_REP1.mLb.clN_peak_8535	chr3L	9825938	9826154	+	20	NA	exon (FBgn0264489, exon 4 of 8)	-exon (FBgn0264489, exon 4 of 8)	-2149	FBgn0044048	FBgn0044048	FBtr0472645						NA
ManzF6HSan_REP1.mLb.clN_peak_14630	chr3R	31966682	31966858	+	20	NA	intron (FBgn0011224, intron 2 of 13)	-intron (FBgn0011224, intron 3 of 13)	-20079	FBgn0039886	FBgn0039886	FBtr0085871						NA
ManzF6HSan_REP1.mLb.clN_peak_10820	chr3R	4925984	4926339	+	20	NA	exon (FBgn0265082, exon 10 of 13)	-exon (FBgn0265082, exon 10 of 13)	15609	FBgn0265082	FBgn0265082	FBtr0336811						NA
ManzF6HSan_REP1.mLb.clN_peak_14396	chr3R	30717907	30718467	+	20	NA	Intergenic	Intergenic	3062	FBgn0267939	FBgn0267939	FBtr0347514						NA
ManzF6HSan_REP1.mLb.clN_peak_14594	chr3R	31854801	31855312	+	20	NA	intron (FBgn0011224, intron 11 of 13)	-intron (FBgn0011224, intron 11 of 13)	42447	FBgn0039883	FBgn0039883	FBtr0343538						NA
ManzF6HSan_REP1.mLb.clN_peak_16610	chrX	9678714	9678974	+	20	NA	exon (FBgn0261617, exon 5 of 14)	-exon (FBgn0261617, exon 5 of 14)	7814	FBgn0261617	FBgn0261617	FBtr0302723						NA
ManzF6HSan_REP1.mLb.clN_peak_8399	chr3L	8919807	8920212	+	20	NA	intron (FBgn0035936, intron 2 of 6)	-intron (FBgn0035936, intron 2 of 6)	4776	FBgn0264701	FBgn0264701	FBtr0333906						NA
ManzF6HSan_REP1.mLb.clN_peak_12295	chr3R	15117565	15118161	+	20	NA	intron (FBgn0261859, intron 1 of 9)	-intron (FBgn0261859, intron 1 of 9)	14063	FBgn0261859	FBgn0261859	FBtr0303486						NA
ManzF6HSan_REP1.mLb.clN_peak_17156	chrX	13685901	13688155	+	20	NA	exon (FBgn0030512, exon 5 of 6)	-exon (FBgn0030512, exon 5 of 6)	4076	FBgn0030511	FBgn0030511	FBtr0073812						NA
ManzF6HSan_REP1.mLb.clN_peak_3527	chr2R	7131488	7132848	+	20	NA	promoter-TSS (FBgn0015039)	-promoter-TSS (FBgn0015039)	-29	FBgn0015039	FBgn0015039	FBtr0089055						NA
ManzF6HSan_REP1.mLb.clN_peak_1813	chr2L	13833326	13833637	+	20	NA	promoter-TSS (FBgn0064115)	-promoter-TSS (FBgn0064115)	144	FBgn0026373	FBgn0026373	FBtr0080544						NA
ManzF6HSan_REP1.mLb.clN_peak_10446	chr3L	23350134	23350529	+	20	NA	Intergenic	Intergenic	11005	FBgn0052230	FBgn0052230	FBtr0331408						NA
ManzF6HSan_REP1.mLb.clN_peak_602	chr2L	4827287	4827574	+	20	NA	exon (FBgn0031632, exon 5 of 5)	-exon (FBgn0031632, exon 5 of 5)	3263	FBgn0031633	FBgn0031633	FBtr0336961						NA
ManzF6HSan_REP1.mLb.clN_peak_13878	chr3R	26606617	26606844	+	20	NA	promoter-TSS (FBgn0266256)	-promoter-TSS (FBgn0266256)	-317	FBgn0266256	FBgn0266256	FBtr0343923						NA
ManzF6HSan_REP1.mLb.clN_peak_11536	chr3R	9362377	9364363	+	20	NA	promoter-TSS (FBgn0037683)	-promoter-TSS (FBgn0037683)	65	FBgn0037683	FBgn0037683	FBtr0082025						NA
ManzF6HSan_REP1.mLb.clN_peak_8680	chr3L	11222942	11223915	+	20	NA	exon (FBgn0261553, exon 3 of 7)	-exon (FBgn0261553, exon 3 of 7)	6009	FBgn0267717	FBgn0267717	FBtr0347256						NA
ManzF6HSan_REP1.mLb.clN_peak_6669	chr2R	23062370	23062606	+	20	NA	TTS (FBgn0034814)	-TTS (FBgn0034814)	105	FBgn0010622	FBgn0010622	FBtr0336732						NA
ManzF6HSan_REP1.mLb.clN_peak_11643	chr3R	9966634	9967007	+	20	NA	intron (FBgn0287598, intron 4 of 6)	-intron (FBgn0267336, intron 4 of 6)	19240	FBgn0037770	FBgn0037770	FBtr0333687						NA
ManzF6HSan_REP1.mLb.clN_peak_7051	chr2R	25105562	25106171	+	20	NA	intron (FBgn0266129, intron 2 of 4)	-intron (FBgn0266129, intron 2 of 4)	-21519	FBgn0004919	FBgn0004919	FBtr0306330						NA
ManzF6HSan_REP1.mLb.clN_peak_935	chr2L	7189818	7189980	+	20	NA	TTS (FBgn0031895)	-TTS (FBgn0031895)	111	FBgn0031894	FBgn0031894	FBtr0342655						NA
ManzF6HSan_REP1.mLb.clN_peak_2284	chr2L	19131736	19131977	+	20	NA	promoter-TSS (FBgn0086446)	-promoter-TSS (FBgn0086446)	98	FBgn0086443	FBgn0086443	FBtr0332578						NA
ManzF6HSan_REP1.mLb.clN_peak_2010	chr2L	16445179	16445530	+	20	NA	promoter-TSS (FBgn0020416)	-promoter-TSS (FBgn0020416)	76	FBgn0020416	FBgn0020416	FBtr0080860						NA
ManzF6HSan_REP1.mLb.clN_peak_6497	chr2R	22174645	22175314	+	20	NA	promoter-TSS (FBgn0034704)	-promoter-TSS (FBgn0034704)	57	FBgn0034704	FBgn0034704	FBtr0071767						NA
ManzF6HSan_REP1.mLb.clN_peak_10397	chr3L	23000394	23000834	+	20	NA	intron (FBgn0262509, intron 1 of 24)	-intron (FBgn0262509, intron 1 of 22)	2242	FBgn0262509	FBgn0262509	FBtr0333221						NA
ManzF6HSan_REP1.mLb.clN_peak_450	chr2L	3336745	3337792	+	20	NA	exon (FBgn0020445, exon 5 of 9)	-exon (FBgn0020445, exon 5 of 9)	4454	FBgn0031523	FBgn0031523	FBtr0077587						NA
ManzF6HSan_REP1.mLb.clN_peak_1756	chr2L	13369151	13369438	+	20	NA	promoter-TSS (FBgn0051855)	-promoter-TSS (FBgn0051855)	90	FBgn0051855	FBgn0051855	FBtr0290000						NA
ManzF6HSan_REP1.mLb.clN_peak_10515	chr3L	25288162	25288439	+	20	NA	intron (FBgn0267429, intron 7 of 7)	-intron (FBgn0267429, intron 7 of 7)	86358	FBgn0058354	FBgn0058354	FBtr0302346						NA
ManzF6HSan_REP1.mLb.clN_peak_5010	chr2R	13563884	13564644	+	20	NA	Intergenic	Intergenic	5719	FBgn0033856	FBgn0033856	FBtr0305955						NA
ManzF6HSan_REP1.mLb.clN_peak_4205	chr2R	9990704	9991519	+	20	NA	exon (FBgn0286784, exon 3 of 5)	-exon (FBgn0286784, exon 3 of 5)	908	FBgn0286784	FBgn0286784	FBtr0343852						NA
ManzF6HSan_REP1.mLb.clN_peak_13425	chr3R	23366995	23367351	+	20	NA	Intergenic	Intergenic	-3605	FBgn0039073	FBgn0039073	FBtr0084431						NA
ManzF6HSan_REP1.mLb.clN_peak_1456	chr2L	10662180	10662396	+	20	NA	exon (FBgn0051871, exon 1 of 5)	-exon (FBgn0051871, exon 1 of 5)	207	FBgn0051871	FBgn0051871	FBtr0080104						NA
ManzF6HSan_REP1.mLb.clN_peak_2224	chr2L	18811072	18811333	+	20	NA	promoter-TSS (FBgn0040992)	-promoter-TSS (FBgn0040992)	-216	FBgn0040992	FBgn0040992	FBtr0343834						NA
ManzF6HSan_REP1.mLb.clN_peak_8952	chr3L	13177922	13178274	+	20	NA	Intergenic	Intergenic	3620	FBgn0086916	FBgn0086916	FBtr0334063						NA
ManzF6HSan_REP1.mLb.clN_peak_2513	chr2L	20811055	20811295	+	20	NA	intron (FBgn0032886, intron 1 of 2)	-intron (FBgn0032886, intron 1 of 2)	1201	FBgn0032886	FBgn0032886	FBtr0081416						NA
ManzF6HSan_REP1.mLb.clN_peak_15178	chrX	881097	881754	+	20	NA	exon (FBgn0264449, exon 2 of 11)	-exon (FBgn0264449, exon 2 of 11)	5693	FBgn0040341	FBgn0040341	FBtr0070163						NA
ManzF6HSan_REP1.mLb.clN_peak_2941	chr2R	2776436	2776885	+	20	NA	intron (FBgn0085638, intron 3 of 3)	-intron (FBgn0085638, intron 2 of 2)	70001	FBgn0085638	FBgn0085638	FBtr0301792						NA
ManzF6HSan_REP1.mLb.clN_peak_7823	chr3L	4345385	4345692	+	20	NA	promoter-TSS (FBgn0035533)	-promoter-TSS (FBgn0035533)	-263	FBgn0266649	FBgn0266649	FBtr0344951						NA
ManzF6HSan_REP1.mLb.clN_peak_14470	chr3R	31268244	31269115	+	20	NA	TTS (FBgn0039839)	-TTS (FBgn0039839)	2949	FBgn0039839	FBgn0039839	FBtr0085764						NA
ManzF6HSan_REP1.mLb.clN_peak_5684	chr2R	17067914	17068681	+	20	NA	exon (FBgn0050460, exon 4 of 5)	-exon (FBgn0050460, exon 4 of 5)	-2289	FBgn0286740	FBgn0286740	FBtr0474094						NA
ManzF6HSan_REP1.mLb.clN_peak_17141	chrX	13611670	13612325	+	20	NA	promoter-TSS (FBgn0030501)	-promoter-TSS (FBgn0030501)	65	FBgn0030500	FBgn0030500	FBtr0073850						NA
ManzF6HSan_REP1.mLb.clN_peak_12872	chr3R	19471437	19471686	+	20	NA	intron (FBgn0260003, intron 2 of 33)	-intron (FBgn0260003, intron 2 of 34)	-8495	FBgn0038708	FBgn0038708	FBtr0083769						NA
ManzF6HSan_REP1.mLb.clN_peak_14910	chr4	1001704	1003026	+	20	NA	intron (FBgn0019650, intron 5 of 8)	-intron (FBgn0019650, intron 5 of 8)	12640	FBgn0019650	FBgn0019650	FBtr0479793						NA
ManzF6HSan_REP1.mLb.clN_peak_1297	chr2L	9654435	9654711	+	20	NA	exon (FBgn0032136, exon 17 of 20)	-exon (FBgn0032136, exon 17 of 20)	-2027	FBgn0053299	FBgn0053299	FBtr0303875						NA
ManzF6HSan_REP1.mLb.clN_peak_18243	chrX	21226167	21226335	+	20	NA	intron (FBgn0052521, intron 1 of 4)	-intron (FBgn0052521, intron 2 of 4)	5148	FBgn0052518	FBgn0052518	FBtr0077238						NA
ManzF6HSan_REP1.mLb.clN_peak_3384	chr2R	6572623	6572771	+	20	NA	intron (FBgn0086655, intron 1 of 6)	-intron (FBgn0086655, intron 1 of 6)	28281	FBgn0033076	FBgn0033076	FBtr0305958						NA
ManzF6HSan_REP1.mLb.clN_peak_9775	chr3L	19310139	19311164	+	20	NA	TTS (FBgn0003089)	-TTS (FBgn0003089)	-15453	FBgn0267715	FBgn0267715	FBtr0347254						NA
ManzF6HSan_REP1.mLb.clN_peak_5502	chr2R	15990030	15990388	+	20	NA	promoter-TSS (FBgn0265045)	-promoter-TSS (FBgn0265045)	-711	FBgn0265045	FBgn0265045	FBtr0336652						NA
ManzF6HSan_REP1.mLb.clN_peak_17038	chrX	12791537	12792733	+	20	NA	exon (FBgn0259171, exon 10 of 10)	-exon (FBgn0259171, exon 10 of 10)	-7177	FBgn0052647	FBgn0052647	FBtr0073702						NA
ManzF6HSan_REP1.mLb.clN_peak_6724	chr2R	23443961	23444115	+	20	NA	promoter-TSS (FBgn0264339)	-promoter-TSS (FBgn0264339)	-99	FBgn0264339	FBgn0264339	FBtr0331989						NA
ManzF6HSan_REP1.mLb.clN_peak_13163	chr3R	21587414	21587623	+	20	NA	intron (FBgn0283499, intron 2 of 11)	-intron (FBgn0283499, intron 3 of 12)	2673	FBgn0283499	FBgn0283499	FBtr0290230						NA
ManzF6HSan_REP1.mLb.clN_peak_10445	chr3L	23349260	23349490	+	20	NA	Intergenic	Intergenic	10049	FBgn0052230	FBgn0052230	FBtr0331408						NA
ManzF6HSan_REP1.mLb.clN_peak_13811	chr3R	26099196	26099333	+	20	NA	promoter-TSS (FBgn0039411)	-promoter-TSS (FBgn0039411)	-553	FBgn0039411	FBgn0039411	FBtr0300618						NA
ManzF6HSan_REP1.mLb.clN_peak_11696	chr3R	10253127	10254687	+	20	NA	exon (FBgn0037801, exon 5 of 6)	-exon (FBgn0037801, exon 5 of 6)	2389	FBgn0037801	FBgn0037801	FBtr0082225						NA
ManzF6HSan_REP1.mLb.clN_peak_5240	chr2R	14665893	14666379	+	20	NA	promoter-TSS (FBgn0033953)	-promoter-TSS (FBgn0033953)	681	FBgn0033954	FBgn0033954	FBtr0087480						NA
ManzF6HSan_REP1.mLb.clN_peak_14732	chr4	375938	376416	+	20	NA	TTS (FBgn0039904)	-TTS (FBgn0039904)	-4547	FBgn0266618	FBgn0266618	FBtr0344901						NA
ManzF6HSan_REP1.mLb.clN_peak_1438	chr2L	10477051	10477479	+	20	NA	exon (FBgn0032256, exon 1 of 9)	-exon (FBgn0032256, exon 1 of 9)	192	FBgn0032256	FBgn0032256	FBtr0337002						NA
ManzF6HSan_REP1.mLb.clN_peak_3122	chr2R	5330579	5332388	+	20	NA	Intergenic	Intergenic	9512	FBgn0033017	FBgn0033017	FBtr0086094						NA
ManzF6HSan_REP1.mLb.clN_peak_5301	chr2R	14947948	14948680	+	20	NA	exon (FBgn0261854, exon 4 of 8)	-exon (FBgn0261854, exon 4 of 8)	1431	FBgn0261854	FBgn0261854	FBtr0303431						NA
ManzF6HSan_REP1.mLb.clN_peak_16383	chrX	8231746	8231999	+	20	NA	intron (FBgn0261873, intron 1 of 7)	-intron (FBgn0261873, intron 6 of 11)	-8812	FBgn0030025	FBgn0030025	FBtr0071166						NA
ManzF6HSan_REP1.mLb.clN_peak_5307	chr2R	14972055	14972473	+	20	NA	exon (FBgn0033987, exon 2 of 6)	-exon (FBgn0033987, exon 2 of 6)	-3658	FBgn0033987	FBgn0033987	FBtr0345947						NA
ManzF6HSan_REP1.mLb.clN_peak_12576	chr3R	17109507	17109728	+	20	NA	intron (FBgn0014141, intron 5 of 17)	-intron (FBgn0014141, intron 4 of 15)	-10848	FBgn0085307	FBgn0085307	FBtr0112473						NA
ManzF6HSan_REP1.mLb.clN_peak_14340	chr3R	30345598	30345827	+	20	NA	intron (FBgn0010113, intron 2 of 5)	-intron (FBgn0010113, intron 2 of 5)	12426	FBgn0267783	FBgn0267783	FBtr0347347						NA
ManzF6HSan_REP1.mLb.clN_peak_10356	chr3L	22797733	22798361	+	20	NA	exon (FBgn0027339, exon 7 of 7)	-exon (FBgn0027339, exon 7 of 7)	9608	FBgn0037191	FBgn0037191	FBtr0078534						NA
ManzF6HSan_REP1.mLb.clN_peak_18345	chrX	22448854	22449464	+	20	NA	promoter-TSS (FBgn0014395)	-promoter-TSS (FBgn0014395)	244	FBgn0031184	FBgn0031184	FBtr0077369						NA
ManzF6HSan_REP1.mLb.clN_peak_5370	chr2R	15286297	15286820	+	20	NA	promoter-TSS (FBgn0265194)	-promoter-TSS (FBgn0265194)	8530	FBgn0265176	FBgn0265176	FBtr0339083						NA
ManzF6HSan_REP1.mLb.clN_peak_4275	chr2R	10257925	10258489	+	20	NA	intron (FBgn0033501, intron 1 of 3)	-intron (FBgn0033501, intron 1 of 4)	1521	FBgn0033501	FBgn0033501	FBtr0339454						NA
ManzF6HSan_REP1.mLb.clN_peak_17013	chrX	12703259	12703432	+	20	NA	intron (FBgn0265523, intron 7 of 10)	-intron (FBgn0265523, intron 6 of 9)	-2509	FBgn0030417	FBgn0030417	FBtr0073685						NA
ManzF6HSan_REP1.mLb.clN_peak_17935	chrX	18878856	18879050	+	20	NA	exon (FBgn0085430, exon 8 of 8)	-exon (FBgn0085430, exon 8 of 8)	-5560	FBgn0030973	FBgn0030973	FBtr0342877						NA
ManzF6HSan_REP1.mLb.clN_peak_3905	chr2R	8697818	8698218	+	20	NA	exon (FBgn0033321, exon 2 of 2)	-exon (FBgn0033321, exon 2 of 2)	1590	FBgn0033321	FBgn0033321	FBtr0088705						NA
ManzF6HSan_REP1.mLb.clN_peak_11640	chr3R	9955895	9956072	+	20	NA	exon (FBgn0267336, exon 5 of 5)	-exon (FBgn0267336, exon 5 of 5)	30077	FBgn0037770	FBgn0037770	FBtr0333687						NA
ManzF6HSan_REP1.mLb.clN_peak_11981	chr3R	12516928	12517198	+	20	NA	exon (FBgn0250910, exon 7 of 10)	-exon (FBgn0250910, exon 7 of 10)	7987	FBgn0013279	FBgn0013279	FBtr0082638						NA
ManzF6HSan_REP1.mLb.clN_peak_257	chr2L	1738930	1739231	+	20	NA	intron (FBgn0264494, intron 1 of 11)	-intron (FBgn0264494, intron 1 of 11)	1613	FBgn0264494	FBgn0264494	FBtr0077886						NA
ManzF6HSan_REP1.mLb.clN_peak_10955	chr3R	5408177	5409426	+	20	NA	exon (FBgn0037324, exon 4 of 7)	-exon (FBgn0037324, exon 4 of 7)	3605	FBgn0037324	FBgn0037324	FBtr0113193						NA
ManzF6HSan_REP1.mLb.clN_peak_15907	chrX	4982748	4983312	+	20	NA	intron (FBgn0266096, intron 3 of 3)	-intron (FBgn0266096, intron 3 of 3)	-2641	FBgn0267442	FBgn0267442	FBtr0346780						NA
ManzF6HSan_REP1.mLb.clN_peak_6024	chr2R	19016340	19016679	+	20	NA	Intergenic	Intergenic	-13500	FBgn0263083	FBgn0263083	FBtr0307099						NA
ManzF6HSan_REP1.mLb.clN_peak_16017	chrX	5876649	5876859	+	20	NA	promoter-TSS (FBgn0014340)	-promoter-TSS (FBgn0014340)	99	FBgn0014340	FBgn0014340	FBtr0070829						NA
ManzF6HSan_REP1.mLb.clN_peak_11195	chr3R	6865468	6865980	+	20	NA	exon (FBgn0001077, exon 2 of 2)	-exon (FBgn0001077, exon 2 of 2)	1400	FBgn0001077	FBgn0001077	FBtr0081625						NA
ManzF6HSan_REP1.mLb.clN_peak_15664	chrX	3504200	3504546	+	20	NA	intron (FBgn0029667, intron 1 of 4)	-intron (FBgn0029667, intron 1 of 4)	478	FBgn0029667	FBgn0029667	FBtr0344969						NA
ManzF6HSan_REP1.mLb.clN_peak_9035	chr3L	14044105	14044641	+	20	NA	TTS (FBgn0026418)	-TTS (FBgn0026418)	5519	FBgn0283503	FBgn0283503	FBtr0445388						NA
ManzF6HSan_REP1.mLb.clN_peak_14389	chr3R	30689912	30690336	+	20	NA	promoter-TSS (FBgn0039795)	-promoter-TSS (FBgn0039795)	-518	FBgn0039795	FBgn0039795	FBtr0085698						NA
ManzF6HSan_REP1.mLb.clN_peak_4314	chr2R	10406370	10407020	+	20	NA	TTS (FBgn0033516)	-TTS (FBgn0033516)	750	FBgn0033516	FBgn0033516	FBtr0088321						NA
ManzF6HSan_REP1.mLb.clN_peak_12281	chr3R	14916093	14916315	+	20	NA	Intergenic	Intergenic	-2424	FBgn0038279	FBgn0038279	FBtr0346103						NA
ManzF6HSan_REP1.mLb.clN_peak_9991	chr3L	20800337	20800833	+	20	NA	TTS (FBgn0037024)	-TTS (FBgn0037024)	175	FBgn0037025	FBgn0037025	FBtr0321284						NA
ManzF6HSan_REP1.mLb.clN_peak_9720	chr3L	18992883	18993075	+	20	NA	promoter-TSS (FBgn0036837)	-promoter-TSS (FBgn0036837)	-163	FBgn0036837	FBgn0036837	FBtr0075043						NA
ManzF6HSan_REP1.mLb.clN_peak_3236	chr2R	5897571	5897772	+	20	NA	intron (FBgn0263109, intron 1 of 3)	-intron (FBgn0263109, intron 1 of 3)	3776	FBgn0263109	FBgn0263109	FBtr0307307						NA
ManzF6HSan_REP1.mLb.clN_peak_2983	chr2R	4044168	4044485	+	20	NA	intron (FBgn0046706, intron 4 of 4)	-intron (FBgn0046706, intron 4 of 4)	30215	FBgn0046706	FBgn0046706	FBtr0113784						NA
ManzF6HSan_REP1.mLb.clN_peak_7815	chr3L	4294657	4296185	+	20	NA	exon (FBgn0066365, exon 3 of 3)	-exon (FBgn0066365, exon 3 of 3)	2939	FBgn0035529	FBgn0035529	FBtr0300775						NA
ManzF6HSan_REP1.mLb.clN_peak_2782	chr2L	22361237	22361826	+	20	NA	intron (FBgn0039972, intron 5 of 10)	-intron (FBgn0039972, intron 1 of 6)	7176	FBgn0039972	FBgn0039972	FBtr0306235						NA
ManzF6HSan_REP1.mLb.clN_peak_14655	chr3R	32054189	32054327	+	20	NA	exon (FBgn0002780, exon 5 of 6)	-exon (FBgn0002780, exon 5 of 6)	1638	FBgn0002780	FBgn0002780	FBtr0310268						NA
ManzF6HSan_REP1.mLb.clN_peak_8247	chr3L	8046663	8047097	+	20	NA	exon (FBgn0011817, exon 6 of 10)	-exon (FBgn0011817, exon 6 of 10)	-8921	FBgn0267527	FBgn0267527	FBtr0346915						NA
ManzF6HSan_REP1.mLb.clN_peak_13206	chr3R	21784607	21784795	+	20	NA	exon (FBgn0013759, exon 19 of 19)	-exon (FBgn0013759, exon 19 of 19)	1507	FBgn0266181	FBgn0266181	FBtr0343762						NA
ManzF6HSan_REP1.mLb.clN_peak_13951	chr3R	27116475	27117273	+	20	NA	promoter-TSS (FBgn0039488)	-promoter-TSS (FBgn0039488)	129	FBgn0039489	FBgn0039489	FBtr0085108						NA
ManzF6HSan_REP1.mLb.clN_peak_2216	chr2L	18743078	18743683	+	20	NA	Intergenic	Intergenic	3022	FBgn0032709	FBgn0032709	FBtr0081101						NA
ManzF6HSan_REP1.mLb.clN_peak_3609	chr2R	7454043	7454230	+	20	NA	TTS (FBgn0025885)	-TTS (FBgn0025885)	2466	FBgn0266859	FBgn0266859	FBtr0345668						NA
ManzF6HSan_REP1.mLb.clN_peak_5036	chr2R	13706601	13707353	+	20	NA	exon (FBgn0000633, exon 4 of 13)	-exon (FBgn0000633, exon 4 of 13)	-13608	FBgn0033865	FBgn0033865	FBtr0087650						NA
ManzF6HSan_REP1.mLb.clN_peak_15175	chrX	861894	863012	+	20	NA	promoter-TSS (FBgn0040892)	-promoter-TSS (FBgn0040892)	-155	FBgn0040892	FBgn0040892	FBtr0110804						NA
ManzF6HSan_REP1.mLb.clN_peak_3973	chr2R	9004800	9005380	+	20	NA	exon (FBgn0265011, exon 1 of 9)	-exon (FBgn0265011, exon 1 of 9)	1497	FBgn0265011	FBgn0265011	FBtr0307883						NA
ManzF6HSan_REP1.mLb.clN_peak_5597	chr2R	16559460	16559796	+	20	NA	exon (FBgn0034136, exon 8 of 8)	-exon (FBgn0034136, exon 8 of 8)	5041	FBgn0034135	FBgn0034135	FBtr0087094						NA
ManzF6HSan_REP1.mLb.clN_peak_8646	chr3L	11047643	11048113	+	20	NA	intron (FBgn0263776, intron 1 of 6)	-intron (FBgn0263776, intron 1 of 5)	-2530	FBgn0266594	FBgn0266594	FBtr0344817						NA
