PeakID (cmd=annotatePeaks.pl AkaaF3Ctrl_REP3.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF3Ctrl_REP3.mLb.clN_peak_17008	chrX	17561600	17561825	+	21	NA	promoter-TSS (FBgn0263706)	-promoter-TSS (FBgn0263706)	7516	FBgn0030844	FBgn0030844	FBtr0329827						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_8769	chr3L	14775822	14776205	+	21	NA	TTS (FBgn0036449)	-TTS (FBgn0036449)	116	FBgn0036448	FBgn0036448	FBtr0075700						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_13882	chr3R	30830509	30830757	+	21	NA	intron (FBgn0039804, intron 1 of 3)	-intron (FBgn0039804, intron 1 of 3)	2814	FBgn0039804	FBgn0039804	FBtr0335414						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_2475	chr2L	21038083	21038619	+	21	NA	intron (FBgn0250867, intron 2 of 5)	-intron (FBgn0250867, intron 1 of 1)	3576	FBgn0286733	FBgn0286733	FBtr0474087						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_11918	chr3R	16178383	16178556	+	21	NA	exon (FBgn0038404, exon 4 of 7)	-exon (FBgn0038404, exon 4 of 7)	-2551	FBgn0038405	FBgn0038405	FBtr0344472						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_1819	chr2L	15194176	15194573	+	21	NA	intron (FBgn0028888, intron 1 of 5)	-intron (FBgn0028888, intron 1 of 5)	6085	FBgn0028888	FBgn0028888	FBtr0343105						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_9072	chr3L	17004643	17005281	+	21	NA	intron (FBgn0036684, intron 1 of 6)	-intron (FBgn0036684, intron 1 of 6)	-2602	FBgn0036684	FBgn0036684	FBtr0321285						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_15570	chrX	7228304	7228825	+	21	NA	intron (FBgn0029939, intron 1 of 3)	-intron (FBgn0029939, intron 3 of 5)	2109	FBgn0029939	FBgn0029939	FBtr0474234						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_14281	chr4	837278	838976	+	21	NA	exon (FBgn0039937, exon 2 of 2)	-exon (FBgn0039937, exon 2 of 2)	-5147	FBgn0053797	FBgn0053797	FBtr0334484						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_17185	chrX	18721809	18721915	+	21	NA	intron (FBgn0259231, intron 2 of 5)	-intron (FBgn0259231, intron 2 of 5)	3810	FBgn0259198	FBgn0259198	FBtr0299682						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_11096	chr3R	9563665	9563948	+	21	NA	promoter-TSS (FBgn0261049)	-promoter-TSS (FBgn0261049)	-118	FBgn0261049	FBgn0261049	FBtr0082070						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_8003	chr3L	8460513	8461095	+	21	NA	intron (FBgn0010825, intron 2 of 14)	-intron (FBgn0010825, intron 2 of 14)	10882	FBgn0010825	FBgn0010825	FBtr0333049						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_236	chr2L	1886534	1886752	+	21	NA	intron (FBgn0031374, intron 1 of 17)	-intron (FBgn0031374, intron 1 of 18)	2021	FBgn0031374	FBgn0031374	FBtr0113011						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_16751	chrX	15746099	15746688	+	21	NA	promoter-TSS (FBgn0027329)	-promoter-TSS (FBgn0027329)	-162	FBgn0030680	FBgn0030680	FBtr0074201						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_11269	chr3R	11141350	11141474	+	21	NA	Intergenic	Intergenic	3823	FBgn0261291	FBgn0261291	FBtr0091686						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_8645	chr3L	13521170	13521528	+	21	NA	TTS (FBgn0264001)	-TTS (FBgn0264001)	-1744	FBgn0036377	FBgn0036377	FBtr0075817						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_14178	chr4	434540	434694	+	21	NA	Intergenic	Intergenic	7286	FBgn0264794	FBgn0264794	FBtr0334481						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_7144	chr3L	2144370	2144700	+	21	NA	intron (FBgn0052311, intron 2 of 16)	-intron (FBgn0052311, intron 2 of 19)	7165	FBgn0052311	FBgn0052311	FBtr0332120						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_10836	chr3R	7912998	7913331	+	21	NA	promoter-TSS (FBgn0014931)	-promoter-TSS (FBgn0014931)	126	FBgn0014930	FBgn0014930	FBtr0339712						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_2655	chr2L	22406534	22406768	+	21	NA	Intergenic	Intergenic	52296	FBgn0039972	FBgn0039972	FBtr0306235						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_5963	chr2R	20788506	20789291	+	21	NA	TTS (FBgn0263742)	-TTS (FBgn0263742)	319	FBgn0263741	FBgn0263741	FBtr0310390						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_11273	chr3R	11171088	11171299	+	21	NA	promoter-TSS (FBgn0026314)	-promoter-TSS (FBgn0026314)	-947	FBgn0026314	FBgn0026314	FBtr0082375						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_5620	chr2R	18914787	18915036	+	21	NA	intron (FBgn0034408, intron 3 of 6)	-intron (FBgn0034408, intron 4 of 7)	-3016	FBgn0028669	FBgn0028669	FBtr0086602						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_4926	chr2R	15023829	15023974	+	21	NA	TTS (FBgn0043530)	-TTS (FBgn0043530)	938	FBgn0043530	FBgn0043530	FBtr0087420						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_12624	chr3R	21476756	21477076	+	21	NA	Intergenic	Intergenic	-5409	FBgn0038889	FBgn0038889	FBtr0334662						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_3081	chr2R	6285942	6287654	+	21	NA	Intergenic	Intergenic	41286	FBgn0286511	FBgn0286511	FBtr0336520						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_16914	chrX	16851666	16851879	+	21	NA	intron (FBgn0030798, intron 3 of 5)	-intron (FBgn0030798, intron 1 of 2)	-7339	FBgn0024941	FBgn0024941	FBtr0307538						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_766	chr2L	6404032	6404183	+	21	NA	intron (FBgn0259714, intron 2 of 9)	-intron (FBgn0259714, intron 2 of 9)	-6858	FBgn0259715	FBgn0259715	FBtr0299968						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_4007	chr2R	10520716	10521278	+	21	NA	exon (FBgn0283521, exon 6 of 6)	-exon (FBgn0283521, exon 6 of 6)	15663	FBgn0263466	FBgn0263466	FBtr0309765						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_15195	chrX	4559467	4559708	+	21	NA	exon (FBgn0029716, exon 1 of 1)	-exon (FBgn0029716, exon 1 of 1)	1515	FBgn0029716	FBgn0029716	FBtr0070679						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_557	chr2L	4654072	4654232	+	21	NA	Intergenic	Intergenic	2057	FBgn0284415	FBgn0284415	FBtr0452182						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_8606	chr3L	13178770	13179133	+	21	NA	Intergenic	Intergenic	4473	FBgn0086916	FBgn0086916	FBtr0334063						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_430	chr2L	3573306	3573851	+	21	NA	Intergenic	Intergenic	-1772	FBgn0264370	FBgn0264370	FBtr0332221						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_9938	chr3L	22548758	22549349	+	21	NA	exon (FBgn0037169, exon 3 of 3)	-exon (FBgn0037169, exon 3 of 3)	616	FBgn0037169	FBgn0037169	FBtr0331778						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_6	chr2L	43382	43502	+	21	NA	intron (FBgn0051973, intron 3 of 14)	-intron (FBgn0051973, intron 2 of 12)	-11375	FBgn0267987	FBgn0267987	FBtr0347585						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_13936	chr3R	31225201	31225311	+	20	NA	exon (FBgn0039831, exon 1 of 6)	-exon (FBgn0039831, exon 1 of 6)	4554	FBgn0039831	FBgn0039831	FBtr0335408						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_779	chr2L	6488827	6489315	+	20	NA	promoter-TSS (FBgn0027496)	-promoter-TSS (FBgn0027496)	-19	FBgn0027496	FBgn0027496	FBtr0079261						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_12707	chr3R	21921364	21921744	+	20	NA	Intergenic	Intergenic	7807	FBgn0038919	FBgn0038919	FBtr0084150						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_11427	chr3R	12294948	12295075	+	20	NA	exon (FBgn0003651, exon 3 of 3)	-exon (FBgn0003651, exon 3 of 3)	13859	FBgn0003651	FBgn0003651	FBtr0479795						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_10693	chr3R	6764115	6764589	+	20	NA	promoter-TSS (FBgn0267153)	-promoter-TSS (FBgn0267153)	948	FBgn0000071	FBgn0000071	FBtr0081620						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_4253	chr2R	11700879	11701001	+	20	NA	promoter-TSS (FBgn0053471)	-promoter-TSS (FBgn0053471)	-623	FBgn0053471	FBgn0053471	FBtr0088081						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_4293	chr2R	11850691	11850832	+	20	NA	exon (FBgn0033657, exon 4 of 6)	-exon (FBgn0033657, exon 4 of 6)	-1856	FBgn0013756	FBgn0013756	FBtr0332464						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_8043	chr3L	8715503	8716006	+	20	NA	Intergenic	Intergenic	4471	FBgn0011509	FBgn0011509	FBtr0333891						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_17503	chrX	21155845	21156999	+	20	NA	promoter-TSS (FBgn0267055)	-promoter-TSS (FBgn0267055)	199	FBgn0052511	FBgn0052511	FBtr0307579						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_4628	chr2R	13558725	13559336	+	20	NA	promoter-TSS (FBgn0263459)	-promoter-TSS (FBgn0263459)	485	FBgn0033856	FBgn0033856	FBtr0305955						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_14466	chrX	457549	457891	+	20	NA	intron (FBgn0052816, intron 1 of 2)	-intron (FBgn0052816, intron 1 of 2)	-3027	FBgn0000137	FBgn0000137	FBtr0070075						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_7710	chr3L	6262665	6263143	+	20	NA	promoter-TSS (FBgn0001258)	-promoter-TSS (FBgn0001258)	495	FBgn0265715	FBgn0265715	FBtr0340648						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_14101	chr4	107707	107923	+	20	NA	exon (FBgn0085432, exon 13 of 13)	-exon (FBgn0085432, exon 13 of 13)	22034	FBgn0011747	FBgn0011747	FBtr0300497						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_2364	chr2L	20486358	20486649	+	20	NA	promoter-TSS (FBgn0266901)	-promoter-TSS (FBgn0266901)	-1473	FBgn0266900	FBgn0266900	FBtr0345767						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_12292	chr3R	19167556	19168039	+	20	NA	intron (FBgn0010768, intron 1 of 2)	-intron (FBgn0010768, intron 1 of 2)	3586	FBgn0010768	FBgn0010768	FBtr0083733						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_12022	chr3R	17042935	17044232	+	20	NA	promoter-TSS (FBgn0266053)	-promoter-TSS (FBgn0266053)	19	FBgn0266053	FBgn0266053	FBtr0339155						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_14897	chrX	2672934	2673621	+	20	NA	exon (FBgn0003371, exon 9 of 10)	-exon (FBgn0003371, exon 9 of 10)	-2159	FBgn0266707	FBgn0266707	FBtr0346738						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_14311	chr4	975451	976141	+	20	NA	promoter-TSS (FBgn0083990)	-promoter-TSS (FBgn0083990)	239	FBgn0039932	FBgn0039932	FBtr0301335						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_16187	chrX	11446913	11447705	+	20	NA	intron (FBgn0262740, intron 1 of 8)	-intron (FBgn0262740, intron 1 of 8)	4132	FBgn0030300	FBgn0030300	FBtr0073497						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_5433	chr2R	17977500	17977762	+	20	NA	exon (FBgn0034286, exon 5 of 7)	-exon (FBgn0034286, exon 5 of 7)	-21061	FBgn0003140	FBgn0003140	FBtr0344898						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_16684	chrX	15265519	15265626	+	20	NA	Intergenic	Intergenic	6833	FBgn0030624	FBgn0030624	FBtr0074022						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_7170	chr3L	2298362	2298966	+	20	NA	exon (FBgn0264002, exon 3 of 4)	-exon (FBgn0264002, exon 3 of 4)	15781	FBgn0264002	FBgn0264002	FBtr0330360						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_2647	chr2L	22312244	22312889	+	20	NA	intron (FBgn0039972, intron 1 of 6)	-intron (FBgn0039972, intron 1 of 6)	-28056	FBgn0263091	FBgn0263091	FBtr0307110						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_3749	chr2R	9302871	9303096	+	20	NA	TTS (FBgn0028408)	-TTS (FBgn0028408)	5405	FBgn0033402	FBgn0033402	FBtr0333000						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_13669	chr3R	29376295	29376517	+	20	NA	Intergenic	Intergenic	7068	FBgn0267106	FBgn0267106	FBtr0346200						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_16716	chrX	15482304	15483592	+	20	NA	intron (FBgn0030648, intron 1 of 4)	-intron (FBgn0030648, intron 1 of 3)	574	FBgn0030648	FBgn0030648	FBtr0074039						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_10356	chr3R	5037603	5038247	+	20	NA	Intergenic	Intergenic	5100	FBgn0286032	FBgn0286032	FBtr0473376						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_16221	chrX	11686265	11686597	+	20	NA	intron (FBgn0014133, intron 3 of 4)	-intron (FBgn0014133, intron 3 of 5)	7461	FBgn0014133	FBgn0014133	FBtr0334463						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_13297	chr3R	26226858	26227088	+	20	NA	intron (FBgn0265379, intron 2 of 2)	-intron (FBgn0265379, intron 2 of 2)	-3275	FBgn0039419	FBgn0039419	FBtr0339612						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_12380	chr3R	19693251	19693370	+	20	NA	intron (FBgn0051216, intron 3 of 6)	-intron (FBgn0051216, intron 3 of 6)	6400	FBgn0051216	FBgn0051216	FBtr0335415						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_3592	chr2R	8598708	8598833	+	20	NA	exon (FBgn0033309, exon 4 of 6)	-exon (FBgn0033309, exon 4 of 6)	1192	FBgn0033309	FBgn0033309	FBtr0339357						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_14864	chrX	2460760	2462094	+	20	NA	intron (FBgn0040388, intron 2 of 9)	-intron (FBgn0040388, intron 2 of 8)	8616	FBgn0040388	FBgn0040388	FBtr0334883						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_2381	chr2L	20561963	20562615	+	20	NA	promoter-TSS (FBgn0266886)	-promoter-TSS (FBgn0266886)	42	FBgn0266886	FBgn0266886	FBtr0345743						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_15938	chrX	9858048	9858166	+	20	NA	Intergenic	Intergenic	-7126	FBgn0019929	FBgn0019929	FBtr0071387						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_2011	chr2L	17529949	17530063	+	20	NA	promoter-TSS (FBgn0032648)	-promoter-TSS (FBgn0032648)	-884	FBgn0032648	FBgn0032648	FBtr0303652						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_14104	chr4	117066	117402	+	20	NA	exon (FBgn0011747, exon 10 of 11)	-exon (FBgn0011747, exon 10 of 11)	12615	FBgn0011747	FBgn0011747	FBtr0300497						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_429	chr2L	3556082	3556203	+	20	NA	Intergenic	Intergenic	-5896	FBgn0265368	FBgn0265368	FBtr0339569						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_741	chr2L	6208038	6208820	+	20	NA	exon (FBgn0085409, exon 12 of 13)	-exon (FBgn0085409, exon 12 of 13)	-16619	FBgn0026755	FBgn0026755	FBtr0079242						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_14307	chr4	965002	965481	+	20	NA	exon (FBgn0039932, exon 3 of 5)	-exon (FBgn0039932, exon 3 of 5)	5566	FBgn0264822	FBgn0264822	FBtr0334621						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_13081	chr3R	24593760	24593878	+	20	NA	intron (FBgn0263490, intron 2 of 4)	-intron (FBgn0263490, intron 2 of 5)	8166	FBgn0263490	FBgn0263490	FBtr0304915						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_9687	chr3L	21359578	21360015	+	20	NA	promoter-TSS (FBgn0052440)	-promoter-TSS (FBgn0052440)	-383	FBgn0052440	FBgn0052440	FBtr0078345						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_7358	chr3L	3560030	3560962	+	20	NA	intron (FBgn0005640, intron 2 of 10)	-intron (FBgn0005640, intron 2 of 10)	-4197	FBgn0267470	FBgn0267470	FBtr0346841						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_2057	chr2L	18347884	18348031	+	20	NA	intron (FBgn0000636, intron 1 of 6)	-intron (FBgn0000636, intron 1 of 7)	11071	FBgn0011559	FBgn0011559	FBtr0340581						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_4674	chr2R	13752014	13752474	+	20	NA	Intergenic	Intergenic	-1720	FBgn0033866	FBgn0033866	FBtr0087628						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_11253	chr3R	10849362	10850461	+	20	NA	promoter-TSS (FBgn0259740)	-promoter-TSS (FBgn0259740)	86	FBgn0259740	FBgn0259740	FBtr0302201						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_2638	chr2L	22188446	22188568	+	20	NA	Intergenic	Intergenic	10046	FBgn0259683	FBgn0259683	FBtr0336971						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_2773	chr2R	3942404	3942863	+	20	NA	promoter-TSS (FBgn0266632)	-promoter-TSS (FBgn0266632)	5082	FBgn0262124	FBgn0262124	FBtr0302227						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_10320	chr3R	4868273	4869257	+	20	NA	exon (FBgn0003002, exon 3 of 3)	-exon (FBgn0003002, exon 3 of 3)	9768	FBgn0020280	FBgn0020280	FBtr0345252						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_2090	chr2L	18622067	18622274	+	20	NA	intron (FBgn0032694, intron 1 of 2)	-intron (FBgn0032694, intron 1 of 3)	4914	FBgn0032694	FBgn0032694	FBtr0329971						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_13616	chr3R	29033919	29034044	+	20	NA	promoter-TSS (FBgn0027873)	-promoter-TSS (FBgn0027873)	27	FBgn0039625	FBgn0039625	FBtr0085419						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_1932	chr2L	16619313	16619420	+	20	NA	intron (FBgn0259735, intron 2 of 6)	-intron (FBgn0259735, intron 2 of 4)	9807	FBgn0265000	FBgn0265000	FBtr0335498						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_2124	chr2L	18787411	18787853	+	20	NA	promoter-TSS (FBgn0045852)	-promoter-TSS (FBgn0045852)	-5032	FBgn0045852	FBgn0045852	FBtr0332015						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_15944	chrX	9884309	9884780	+	20	NA	TTS (FBgn0030159)	-TTS (FBgn0030159)	102	FBgn0030160	FBgn0030160	FBtr0071391						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_5242	chr2R	16772100	16772704	+	20	NA	promoter-TSS (FBgn0267002)	-promoter-TSS (FBgn0267002)	98	FBgn0267002	FBgn0267002	FBtr0113087						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_14755	chrX	1868797	1869080	+	20	NA	promoter-TSS (FBgn0023513)	-promoter-TSS (FBgn0023513)	68	FBgn0023513	FBgn0023513	FBtr0339600						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_1609	chr2L	13403182	13403680	+	20	NA	intron (FBgn0032521, intron 3 of 6)	-intron (FBgn0032521, intron 3 of 6)	-3600	FBgn0265811	FBgn0265811	FBtr0342634						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_12195	chr3R	18389944	18391399	+	20	NA	promoter-TSS (FBgn0038613)	-promoter-TSS (FBgn0038613)	-866	FBgn0038613	FBgn0038613	FBtr0083658						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_3618	chr2R	8697812	8698136	+	20	NA	exon (FBgn0033321, exon 2 of 2)	-exon (FBgn0033321, exon 2 of 2)	1546	FBgn0033321	FBgn0033321	FBtr0088705						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_17007	chrX	17533121	17534447	+	20	NA	exon (FBgn0263706, exon 4 of 9)	-exon (FBgn0263706, exon 4 of 9)	35444	FBgn0030844	FBgn0030844	FBtr0329827						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_16864	chrX	16540297	16540473	+	20	NA	exon (FBgn0030756, exon 1 of 2)	-exon (FBgn0030756, exon 1 of 2)	467	FBgn0030756	FBgn0030756	FBtr0074297						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_11744	chr3R	14829543	14829859	+	20	NA	intron (FBgn0266756, intron 1 of 11)	-intron (FBgn0266756, intron 1 of 11)	11659	FBgn0267688	FBgn0267688	FBtr0347180						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_255	chr2L	1989355	1990038	+	20	NA	TTS (FBgn0031381)	-TTS (FBgn0031381)	246	FBgn0262148	FBgn0262148	FBtr0304139						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_673	chr2L	5801946	5802449	+	20	NA	promoter-TSS (FBgn0031740)	-promoter-TSS (FBgn0031740)	-23	FBgn0031740	FBgn0031740	FBtr0079139						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_181	chr2L	1169727	1170186	+	20	NA	promoter-TSS (FBgn0051922)	-promoter-TSS (FBgn0051922)	-225	FBgn0051922	FBgn0051922	FBtr0077965						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_1666	chr2L	13960429	13960651	+	20	NA	intron (FBgn0261514, intron 1 of 4)	-intron (FBgn0261514, intron 1 of 4)	2755	FBgn0261514	FBgn0261514	FBtr0304720						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_9092	chr3L	17188211	17188341	+	20	NA	intron (FBgn0260943, intron 3 of 14)	-intron (FBgn0260943, intron 3 of 14)	21413	FBgn0263381	FBgn0263381	FBtr0309067						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_8778	chr3L	14858421	14858552	+	20	NA	intron (FBgn0036454, intron 3 of 7)	-intron (FBgn0036454, intron 3 of 18)	-26855	FBgn0265913	FBgn0265913	FBtr0342827						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_1677	chr2L	13996118	13996368	+	20	NA	intron (FBgn0003255, intron 1 of 14)	-intron (FBgn0003255, intron 1 of 14)	5005	FBgn0003255	FBgn0003255	FBtr0080610						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_12566	chr3R	21096830	21098028	+	20	NA	TTS (FBgn0038854)	-TTS (FBgn0038854)	398	FBgn0038853	FBgn0038853	FBtr0084036						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_4881	chr2R	14818360	14819751	+	20	NA	exon (FBgn0033969, exon 1 of 2)	-exon (FBgn0033969, exon 1 of 2)	932	FBgn0033969	FBgn0033969	FBtr0087464						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_14191	chr4	486054	486946	+	20	NA	promoter-TSS (FBgn0039908)	-promoter-TSS (FBgn0039908)	2494	FBgn0039908	FBgn0039908	FBtr0344869						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_9959	chr3L	22663623	22664216	+	20	NA	Intergenic	Intergenic	5609	FBgn0262951	FBgn0262951	FBtr0306851						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_14360	chr4	1218751	1220004	+	20	NA	exon (FBgn0263112, exon 1 of 8)	-exon (FBgn0263112, exon 1 of 8)	11336	FBgn0027101	FBgn0027101	FBtr0100406						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_10630	chr3R	6441682	6442449	+	20	NA	exon (FBgn0264495, exon 6 of 9)	-exon (FBgn0264495, exon 6 of 9)	14611	FBgn0037445	FBgn0037445	FBtr0330193						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_13974	chr3R	31487960	31488387	+	20	NA	Intergenic	Intergenic	-2905	FBgn0267132	FBgn0267132	FBtr0346229						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_1185	chr2L	9556854	9557045	+	20	NA	exon (FBgn0032129, exon 2 of 10)	-exon (FBgn0032129, exon 2 of 10)	8489	FBgn0032129	FBgn0032129	FBtr0079860						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_8186	chr3L	9766034	9766464	+	20	NA	intron (FBgn0036043, intron 2 of 14)	-intron (FBgn0036043, intron 1 of 12)	2705	FBgn0036043	FBgn0036043	FBtr0331848						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_4592	chr2R	13378267	13378765	+	20	NA	promoter-TSS (FBgn0033830)	-promoter-TSS (FBgn0033830)	-785	FBgn0033830	FBgn0033830	FBtr0087720						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_4312	chr2R	11928012	11928402	+	20	NA	Intergenic	Intergenic	1589	FBgn0265371	FBgn0265371	FBtr0339584						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_16305	chrX	12522008	12522592	+	20	NA	exon (FBgn0264542, exon 7 of 11)	-exon (FBgn0264542, exon 7 of 11)	24599	FBgn0086047	FBgn0086047	FBtr0114323						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_1464	chr2L	12038120	12038553	+	20	NA	promoter-TSS (FBgn0032397)	-promoter-TSS (FBgn0032397)	175	FBgn0032397	FBgn0032397	FBtr0080309						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_1399	chr2L	11219127	11219679	+	20	NA	intron (FBgn0264442, intron 1 of 6)	-intron (FBgn0264442, intron 2 of 8)	-13311	FBgn0264441	FBgn0264441	FBtr0332563						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_2505	chr2L	21243953	21244300	+	20	NA	intron (FBgn0261239, intron 2 of 7)	-intron (FBgn0261239, intron 2 of 4)	6876	FBgn0261239	FBgn0261239	FBtr0081481						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_16962	chrX	17206564	17207614	+	20	NA	exon (FBgn0052564, exon 1 of 1)	-exon (FBgn0052564, exon 1 of 1)	682	FBgn0052564	FBgn0052564	FBtr0074390						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_11408	chr3R	12164008	12164113	+	20	NA	exon (FBgn0261714, exon 2 of 3)	-exon (FBgn0261714, exon 2 of 3)	2126	FBgn0261714	FBgn0261714	FBtr0082548						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_162	chr2L	1062587	1062774	+	20	NA	intron (FBgn0003310, intron 1 of 4)	-intron (FBgn0003310, intron 1 of 4)	15131	FBgn0003310	FBgn0003310	FBtr0077994						NA
