PeakID (cmd=annotatePeaks.pl AkaaF3Heat_REP3.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF3Heat_REP3.mLb.clN_peak_10687	chr3R	28879284	28879820	+	17	NA	exon (FBgn0039612, exon 1 of 1)	-exon (FBgn0039612, exon 1 of 1)	570	FBgn0039612	FBgn0039612	FBtr0085349						NA
AkaaF3Heat_REP3.mLb.clN_peak_3359	chr2R	11594017	11594384	+	17	NA	intron (FBgn0033636, intron 1 of 16)	-intron (FBgn0033636, intron 1 of 16)	-2715	FBgn0086658	FBgn0086658	FBtr0091640						NA
AkaaF3Heat_REP3.mLb.clN_peak_134	chr2L	1128531	1129302	+	17	NA	promoter-TSS (FBgn0031304)	-promoter-TSS (FBgn0031304)	-400	FBgn0031304	FBgn0031304	FBtr0077956						NA
AkaaF3Heat_REP3.mLb.clN_peak_9964	chr3R	21896602	21896847	+	17	NA	intron (FBgn0038917, intron 4 of 4)	-intron (FBgn0038917, intron 4 of 4)	7185	FBgn0264426	FBgn0264426	FBtr0347290						NA
AkaaF3Heat_REP3.mLb.clN_peak_2878	chr2R	8098493	8098807	+	17	NA	promoter-TSS (FBgn0033259)	-promoter-TSS (FBgn0033259)	-34	FBgn0033259	FBgn0033259	FBtr0088781						NA
AkaaF3Heat_REP3.mLb.clN_peak_13241	chrX	17502652	17502842	+	17	NA	intron (FBgn0263706, intron 1 of 6)	-intron (FBgn0263706, intron 4 of 8)	6078	FBgn0265903	FBgn0265903	FBtr0342804						NA
AkaaF3Heat_REP3.mLb.clN_peak_10769	chr3R	29525452	29525671	+	17	NA	Intergenic	Intergenic	-9075	FBgn0263588	FBgn0263588	FBtr0309824						NA
AkaaF3Heat_REP3.mLb.clN_peak_8431	chr3R	7440920	7441449	+	17	NA	exon (FBgn0037503, exon 2 of 2)	-exon (FBgn0037503, exon 2 of 2)	1424	FBgn0037503	FBgn0037503	FBtr0081534						NA
AkaaF3Heat_REP3.mLb.clN_peak_2787	chr2R	7403434	7403717	+	17	NA	promoter-TSS (FBgn0262948)	-promoter-TSS (FBgn0262948)	-460	FBgn0262948	FBgn0262948	FBtr0306554						NA
AkaaF3Heat_REP3.mLb.clN_peak_5337	chr3L	1947567	1948538	+	17	NA	promoter-TSS (FBgn0002872)	-promoter-TSS (FBgn0002872)	297	FBgn0035295	FBgn0035295	FBtr0333430						NA
AkaaF3Heat_REP3.mLb.clN_peak_13551	chrX	19904039	19905106	+	17	NA	exon (FBgn0052529, exon 8 of 9)	-exon (FBgn0052529, exon 8 of 9)	5545	FBgn0267042	FBgn0267042	FBtr0346035						NA
AkaaF3Heat_REP3.mLb.clN_peak_1778	chr2L	16930624	16931672	+	17	NA	Intergenic	Intergenic	14226	FBgn0262355	FBgn0262355	FBtr0343811						NA
AkaaF3Heat_REP3.mLb.clN_peak_9537	chr3R	18053209	18053389	+	17	NA	promoter-TSS (FBgn0010389)	-promoter-TSS (FBgn0010389)	-3933	FBgn0010389	FBgn0010389	FBtr0083548						NA
AkaaF3Heat_REP3.mLb.clN_peak_5031	chr2R	24789959	24790365	+	17	NA	intron (FBgn0015801, intron 1 of 1)	-intron (FBgn0015801, intron 1 of 2)	-2751	FBgn0041205	FBgn0041205	FBtr0305672						NA
AkaaF3Heat_REP3.mLb.clN_peak_5068	chr2R	25041115	25041825	+	17	NA	exon (FBgn0001147, exon 4 of 5)	-exon (FBgn0001147, exon 4 of 5)	9093	FBgn0035092	FBgn0035092	FBtr0290092						NA
AkaaF3Heat_REP3.mLb.clN_peak_6616	chr3L	13177914	13178273	+	17	NA	Intergenic	Intergenic	3615	FBgn0086916	FBgn0086916	FBtr0334063						NA
AkaaF3Heat_REP3.mLb.clN_peak_9204	chr3R	14730618	14731694	+	17	NA	exon (FBgn0038256, exon 1 of 5)	-exon (FBgn0038256, exon 1 of 5)	-2078	FBgn0038256	FBgn0038256	FBtr0083020						NA
AkaaF3Heat_REP3.mLb.clN_peak_3925	chr2R	16007608	16007769	+	17	NA	promoter-TSS (FBgn0034063)	-promoter-TSS (FBgn0034063)	-21	FBgn0034061	FBgn0034061	FBtr0087264						NA
AkaaF3Heat_REP3.mLb.clN_peak_11332	chrX	580406	581021	+	17	NA	Intergenic	Intergenic	-1408	FBgn0261930	FBgn0261930	FBtr0110929						NA
AkaaF3Heat_REP3.mLb.clN_peak_9162	chr3R	14363206	14363418	+	17	NA	intron (FBgn0024321, intron 2 of 5)	-intron (FBgn0024321, intron 1 of 3)	-1526	FBgn0051320	FBgn0051320	FBtr0082943						NA
AkaaF3Heat_REP3.mLb.clN_peak_6439	chr3L	11366547	11366731	+	17	NA	TTS (FBgn0266396)	-TTS (FBgn0266396)	-1754	FBgn0036155	FBgn0036155	FBtr0333387						NA
AkaaF3Heat_REP3.mLb.clN_peak_6085	chr3L	8460557	8460796	+	17	NA	intron (FBgn0010825, intron 2 of 14)	-intron (FBgn0010825, intron 2 of 14)	10754	FBgn0010825	FBgn0010825	FBtr0333049						NA
AkaaF3Heat_REP3.mLb.clN_peak_7150	chr3L	17956532	17956974	+	17	NA	intron (FBgn0000568, intron 4 of 5)	-intron (FBgn0000568, intron 4 of 5)	-9053	FBgn0266942	FBgn0266942	FBtr0345835						NA
AkaaF3Heat_REP3.mLb.clN_peak_9671	chr3R	19349404	19349820	+	17	NA	Intergenic	Intergenic	-4439	FBgn0262839	FBgn0262839	FBtr0306081						NA
AkaaF3Heat_REP3.mLb.clN_peak_4651	chr2R	21790470	21790836	+	17	NA	exon (FBgn0034660, exon 2 of 4)	-exon (FBgn0034660, exon 2 of 4)	927	FBgn0034660	FBgn0034660	FBtr0071745						NA
AkaaF3Heat_REP3.mLb.clN_peak_5666	chr3L	4698589	4698820	+	17	NA	TTS (FBgn0042199)	-TTS (FBgn0042199)	1103	FBgn0042199	FBgn0042199	FBtr0073346						NA
AkaaF3Heat_REP3.mLb.clN_peak_4582	chr2R	21213303	21213736	+	17	NA	TTS (FBgn0265180)	-TTS (FBgn0265180)	1453	FBgn0027073	FBgn0027073	FBtr0071625						NA
AkaaF3Heat_REP3.mLb.clN_peak_814	chr2L	7626834	7628033	+	17	NA	Intergenic	Intergenic	-8680	FBgn0266034	FBgn0266034	FBtr0343251						NA
AkaaF3Heat_REP3.mLb.clN_peak_9313	chr3R	15832714	15832906	+	17	NA	promoter-TSS (FBgn0003227)	-promoter-TSS (FBgn0003227)	-178	FBgn0003227	FBgn0003227	FBtr0334595						NA
AkaaF3Heat_REP3.mLb.clN_peak_3570	chr2R	13240397	13240705	+	17	NA	exon (FBgn0033817, exon 4 of 4)	-exon (FBgn0033817, exon 4 of 4)	822	FBgn0033817	FBgn0033817	FBtr0087744						NA
AkaaF3Heat_REP3.mLb.clN_peak_13376	chrX	18685575	18685707	+	17	NA	promoter-TSS (FBgn0004959)	-promoter-TSS (FBgn0004959)	-125	FBgn0004959	FBgn0004959	FBtr0342846						NA
AkaaF3Heat_REP3.mLb.clN_peak_12743	chrX	12993102	12993469	+	17	NA	intron (FBgn0265597, intron 1 of 18)	-intron (FBgn0265597, intron 1 of 18)	8761	FBgn0052643	FBgn0052643	FBtr0073716						NA
AkaaF3Heat_REP3.mLb.clN_peak_10693	chr3R	28940483	28940628	+	17	NA	intron (FBgn0039617, intron 1 of 10)	-intron (FBgn0039617, intron 1 of 10)	17511	FBgn0039616	FBgn0039616	FBtr0308601						NA
AkaaF3Heat_REP3.mLb.clN_peak_1643	chr2L	15746684	15746884	+	17	NA	promoter-TSS (FBgn0010382)	-promoter-TSS (FBgn0010382)	-174	FBgn0010382	FBgn0010382	FBtr0080773						NA
AkaaF3Heat_REP3.mLb.clN_peak_11281	chrX	317415	317572	+	17	NA	TTS (FBgn0029521)	-TTS (FBgn0029521)	2370	FBgn0029521	FBgn0029521	FBtr0070070						NA
AkaaF3Heat_REP3.mLb.clN_peak_1051	chr2L	9984573	9984830	+	17	NA	promoter-TSS (FBgn0000180)	-promoter-TSS (FBgn0000180)	42	FBgn0040965	FBgn0040965	FBtr0344476						NA
AkaaF3Heat_REP3.mLb.clN_peak_8908	chr3R	11945313	11945428	+	17	NA	intron (FBgn0037963, intron 2 of 15)	-intron (FBgn0037963, intron 2 of 15)	3759	FBgn0037963	FBgn0037963	FBtr0082513						NA
AkaaF3Heat_REP3.mLb.clN_peak_6731	chr3L	14253468	14254009	+	17	NA	Intergenic	Intergenic	7745	FBgn0265753	FBgn0265753	FBtr0340715						NA
AkaaF3Heat_REP3.mLb.clN_peak_2764	chr2R	7220464	7221817	+	17	NA	exon (FBgn0003090, exon 6 of 6)	-exon (FBgn0003090, exon 6 of 6)	13773	FBgn0026389	FBgn0026389	FBtr0089051						NA
AkaaF3Heat_REP3.mLb.clN_peak_11548	chrX	2041322	2042382	+	17	NA	promoter-TSS (FBgn0003964)	-promoter-TSS (FBgn0003964)	-16	FBgn0025632	FBgn0025632	FBtr0340109						NA
AkaaF3Heat_REP3.mLb.clN_peak_2444	chr2R	4655488	4657312	+	17	NA	Intergenic	Intergenic	-15453	FBgn0040005	FBgn0040005	FBtr0334996						NA
AkaaF3Heat_REP3.mLb.clN_peak_2531	chr2R	5805350	5805485	+	17	NA	exon (FBgn0085414, exon 1 of 10)	-exon (FBgn0085414, exon 1 of 10)	705	FBgn0085414	FBgn0085414	FBtr0335273						NA
AkaaF3Heat_REP3.mLb.clN_peak_7640	chr3L	21893915	21894064	+	17	NA	intron (FBgn0262737, intron 2 of 10)	-intron (FBgn0262737, intron 1 of 8)	-6950	FBgn0264470	FBgn0264470	FBtr0332737						NA
AkaaF3Heat_REP3.mLb.clN_peak_8312	chr3R	6492853	6493105	+	17	NA	exon (FBgn0037448, exon 6 of 7)	-exon (FBgn0037448, exon 6 of 7)	3132	FBgn0011919	FBgn0011919	FBtr0081706						NA
AkaaF3Heat_REP3.mLb.clN_peak_8761	chr3R	10432239	10432372	+	17	NA	Intergenic	Intergenic	-2484	FBgn0037817	FBgn0037817	FBtr0301283						NA
AkaaF3Heat_REP3.mLb.clN_peak_11919	chrX	4955704	4956461	+	17	NA	TTS (FBgn0004368)	-TTS (FBgn0004368)	5046	FBgn0061196	FBgn0061196	FBtr0479779						NA
AkaaF3Heat_REP3.mLb.clN_peak_13220	chrX	17301723	17302755	+	17	NA	promoter-TSS (FBgn0030838)	-promoter-TSS (FBgn0030838)	-10570	FBgn0024238	FBgn0024238	FBtr0074441						NA
AkaaF3Heat_REP3.mLb.clN_peak_2794	chr2R	7450823	7451574	+	17	NA	promoter-TSS (FBgn0266859)	-promoter-TSS (FBgn0266859)	355	FBgn0050502	FBgn0050502	FBtr0300959						NA
AkaaF3Heat_REP3.mLb.clN_peak_3654	chr2R	13822260	13822421	+	17	NA	intron (FBgn0000662, intron 1 of 4)	-intron (FBgn0000662, intron 1 of 3)	2213	FBgn0000662	FBgn0000662	FBtr0087648						NA
AkaaF3Heat_REP3.mLb.clN_peak_8399	chr3R	7192662	7192829	+	17	NA	exon (FBgn0086372, exon 10 of 11)	-exon (FBgn0086372, exon 10 of 11)	5751	FBgn0086372	FBgn0086372	FBtr0334888						NA
AkaaF3Heat_REP3.mLb.clN_peak_10891	chr3R	30657198	30657340	+	17	NA	Intergenic	Intergenic	7308	FBgn0085462	FBgn0085462	FBtr0304711						NA
AkaaF3Heat_REP3.mLb.clN_peak_796	chr2L	7484947	7485248	+	17	NA	intron (FBgn0260486, intron 1 of 13)	-intron (FBgn0260486, intron 2 of 13)	10393	FBgn0031920	FBgn0031920	FBtr0079451						NA
AkaaF3Heat_REP3.mLb.clN_peak_1237	chr2L	12034689	12035387	+	17	NA	TTS (FBgn0010497)	-TTS (FBgn0010497)	848	FBgn0042126	FBgn0042126	FBtr0289986						NA
AkaaF3Heat_REP3.mLb.clN_peak_5957	chr3L	7402208	7402618	+	17	NA	TTS (FBgn0035780)	-TTS (FBgn0035780)	1536	FBgn0035781	FBgn0035781	FBtr0076868						NA
AkaaF3Heat_REP3.mLb.clN_peak_2233	chr2L	21206332	21206469	+	17	NA	promoter-TSS (FBgn0026255)	-promoter-TSS (FBgn0026255)	-93	FBgn0026255	FBgn0026255	FBtr0110895						NA
AkaaF3Heat_REP3.mLb.clN_peak_6417	chr3L	11260564	11260773	+	17	NA	Intergenic	Intergenic	8361	FBgn0041094	FBgn0041094	FBtr0339908						NA
AkaaF3Heat_REP3.mLb.clN_peak_11904	chrX	4860299	4860453	+	17	NA	intron (FBgn0260971, intron 1 of 7)	-intron (FBgn0260971, intron 1 of 7)	14006	FBgn0263506	FBgn0263506	FBtr0309526						NA
AkaaF3Heat_REP3.mLb.clN_peak_11936	chrX	5086489	5086777	+	17	NA	intron (FBgn0029746, intron 1 of 31)	-intron (FBgn0266098, intron 1 of 29)	874	FBgn0029746	FBgn0029746	FBtr0344669						NA
AkaaF3Heat_REP3.mLb.clN_peak_5744	chr3L	5493946	5494096	+	17	NA	exon (FBgn0265713, exon 1 of 1)	-exon (FBgn0265713, exon 1 of 1)	719	FBgn0265713	FBgn0265713	FBtr0346549						NA
AkaaF3Heat_REP3.mLb.clN_peak_4131	chr2R	17698356	17699063	+	17	NA	promoter-TSS (FBgn0045800)	-promoter-TSS (FBgn0045800)	-347	FBgn0027872	FBgn0027872	FBtr0086888						NA
AkaaF3Heat_REP3.mLb.clN_peak_13280	chrX	17832373	17832721	+	17	NA	intron (FBgn0030870, intron 1 of 4)	-intron (FBgn0030870, intron 1 of 4)	-1453	FBgn0265902	FBgn0265902	FBtr0342785						NA
AkaaF3Heat_REP3.mLb.clN_peak_713	chr2L	6684171	6684770	+	17	NA	promoter-TSS (FBgn0028703)	-promoter-TSS (FBgn0028703)	-113	FBgn0028703	FBgn0028703	FBtr0300327						NA
AkaaF3Heat_REP3.mLb.clN_peak_11324	chrX	539259	539497	+	17	NA	intron (FBgn0000108, intron 2 of 10)	-intron (FBgn0000108, intron 2 of 11)	8877	FBgn0000108	FBgn0000108	FBtr0307294						NA
AkaaF3Heat_REP3.mLb.clN_peak_2098	chr2L	20207415	20207616	+	17	NA	Intergenic	Intergenic	-40524	FBgn0259996	FBgn0259996	FBtr0344577						NA
AkaaF3Heat_REP3.mLb.clN_peak_11689	chrX	3235636	3236479	+	17	NA	TTS (FBgn0040393)	-TTS (FBgn0040393)	629	FBgn0040393	FBgn0040393	FBtr0070541						NA
AkaaF3Heat_REP3.mLb.clN_peak_9216	chr3R	14805151	14805457	+	17	NA	TTS (FBgn0038262)	-TTS (FBgn0038262)	3531	FBgn0038262	FBgn0038262	FBtr0082993						NA
AkaaF3Heat_REP3.mLb.clN_peak_4843	chr2R	23216901	23217389	+	17	NA	Intergenic	Intergenic	-5606	FBgn0034834	FBgn0034834	FBtr0072052						NA
AkaaF3Heat_REP3.mLb.clN_peak_3697	chr2R	14057601	14057711	+	17	NA	exon (FBgn0002643, exon 7 of 7)	-exon (FBgn0002643, exon 7 of 7)	29036	FBgn0033893	FBgn0033893	FBtr0087599						NA
AkaaF3Heat_REP3.mLb.clN_peak_6827	chr3L	15163231	15163678	+	17	NA	TTS (FBgn0036488)	-TTS (FBgn0036488)	174	FBgn0036489	FBgn0036489	FBtr0075645						NA
AkaaF3Heat_REP3.mLb.clN_peak_3682	chr2R	13990287	13991169	+	17	NA	promoter-TSS (FBgn0002643)	-promoter-TSS (FBgn0002643)	-21	FBgn0020620	FBgn0020620	FBtr0330627						NA
AkaaF3Heat_REP3.mLb.clN_peak_8510	chr3R	8030334	8030939	+	17	NA	promoter-TSS (FBgn0037543)	-promoter-TSS (FBgn0037543)	225	FBgn0037543	FBgn0037543	FBtr0310411						NA
AkaaF3Heat_REP3.mLb.clN_peak_5880	chr3L	6703281	6703712	+	17	NA	promoter-TSS (FBgn0035710)	-promoter-TSS (FBgn0035710)	-4089	FBgn0035711	FBgn0035711	FBtr0333072						NA
AkaaF3Heat_REP3.mLb.clN_peak_11449	chrX	1387354	1387562	+	17	NA	intron (FBgn0052813, intron 1 of 2)	-intron (FBgn0052813, intron 2 of 3)	1554	FBgn0052813	FBgn0052813	FBtr0479843						NA
AkaaF3Heat_REP3.mLb.clN_peak_8951	chr3R	12272204	12272495	+	17	NA	promoter-TSS (FBgn0259975)	-promoter-TSS (FBgn0259975)	-777	FBgn0259975	FBgn0259975	FBtr0300319						NA
AkaaF3Heat_REP3.mLb.clN_peak_9666	chr3R	19307455	19308530	+	17	NA	intron (FBgn0000463, intron 5 of 5)	-intron (FBgn0000463, intron 5 of 5)	-10297	FBgn0265063	FBgn0265063	FBtr0336793						NA
AkaaF3Heat_REP3.mLb.clN_peak_9723	chr3R	19732688	19732800	+	17	NA	intron (FBgn0024963, intron 1 of 11)	-intron (FBgn0024963, intron 1 of 7)	2029	FBgn0024963	FBgn0024963	FBtr0343790						NA
AkaaF3Heat_REP3.mLb.clN_peak_6772	chr3L	14598130	14598374	+	17	NA	exon (FBgn0040318, exon 1 of 4)	-exon (FBgn0040318, exon 1 of 4)	1288	FBgn0040318	FBgn0040318	FBtr0479865						NA
AkaaF3Heat_REP3.mLb.clN_peak_992	chr2L	9379812	9380056	+	17	NA	exon (FBgn0085395, exon 9 of 12)	-exon (FBgn0085395, exon 9 of 12)	-7625	FBgn0012036	FBgn0012036	FBtr0332597						NA
AkaaF3Heat_REP3.mLb.clN_peak_3498	chr2R	12601067	12601208	+	17	NA	intron (FBgn0027356, intron 1 of 8)	-intron (FBgn0027356, intron 1 of 9)	-5488	FBgn0264510	FBgn0264510	FBtr0333104						NA
AkaaF3Heat_REP3.mLb.clN_peak_10185	chr3R	24140943	24141418	+	17	NA	promoter-TSS (FBgn0039155)	-promoter-TSS (FBgn0039155)	-215	FBgn0039155	FBgn0039155	FBtr0084549						NA
AkaaF3Heat_REP3.mLb.clN_peak_9996	chr3R	22202189	22202400	+	17	NA	intron (FBgn0266751, intron 1 of 1)	-intron (FBgn0051163, intron 4 of 18)	7183	FBgn0266751	FBgn0266751	FBtr0345327						NA
AkaaF3Heat_REP3.mLb.clN_peak_10463	chr3R	26838129	26838864	+	17	NA	exon (FBgn0262473, exon 3 of 4)	-exon (FBgn0262473, exon 3 of 4)	-9313	FBgn0267742	FBgn0267742	FBtr0347310						NA
AkaaF3Heat_REP3.mLb.clN_peak_11608	chrX	2458087	2458209	+	17	NA	intron (FBgn0040388, intron 2 of 9)	-intron (FBgn0040388, intron 2 of 8)	10192	FBgn0004050	FBgn0004050	FBtr0331161						NA
AkaaF3Heat_REP3.mLb.clN_peak_7966	chr3R	4077726	4077838	+	17	NA	promoter-TSS (FBgn0259821)	-promoter-TSS (FBgn0259821)	-157	FBgn0259821	FBgn0259821	FBtr0339974						NA
AkaaF3Heat_REP3.mLb.clN_peak_3460	chr2R	12300720	12300859	+	17	NA	TTS (FBgn0261611)	-TTS (FBgn0261611)	1451	FBgn0033708	FBgn0033708	FBtr0087973						NA
AkaaF3Heat_REP3.mLb.clN_peak_8287	chr3R	6330269	6330672	+	17	NA	exon (FBgn0037428, exon 1 of 2)	-exon (FBgn0037428, exon 1 of 2)	222	FBgn0037428	FBgn0037428	FBtr0078611						NA
AkaaF3Heat_REP3.mLb.clN_peak_10899	chr3R	30705168	30705444	+	17	NA	exon (FBgn0051010, exon 2 of 2)	-exon (FBgn0051010, exon 2 of 2)	815	FBgn0051010	FBgn0051010	FBtr0085725						NA
AkaaF3Heat_REP3.mLb.clN_peak_1425	chr2L	14013749	14014235	+	17	NA	intron (FBgn0027348, intron 1 of 5)	-intron (FBgn0027348, intron 1 of 5)	988	FBgn0027348	FBgn0027348	FBtr0346624						NA
AkaaF3Heat_REP3.mLb.clN_peak_444	chr2L	4122331	4123133	+	17	NA	exon (FBgn0014033, exon 3 of 4)	-exon (FBgn0014033, exon 3 of 4)	1030	FBgn0014033	FBgn0014033	FBtr0346582						NA
AkaaF3Heat_REP3.mLb.clN_peak_11910	chrX	4910148	4911028	+	17	NA	intron (FBgn0052772, intron 2 of 6)	-intron (FBgn0052772, intron 1 of 5)	-1793	FBgn0052772	FBgn0052772	FBtr0343533						NA
AkaaF3Heat_REP3.mLb.clN_peak_12036	chrX	6089702	6090309	+	17	NA	exon (FBgn0029840, exon 1 of 5)	-exon (FBgn0029840, exon 1 of 5)	127	FBgn0266264	FBgn0266264	FBtr0343931						NA
AkaaF3Heat_REP3.mLb.clN_peak_11137	chr4	489107	489432	+	17	NA	promoter-TSS (FBgn0039908)	-promoter-TSS (FBgn0039908)	-275	FBgn0039908	FBgn0039908	FBtr0344869						NA
AkaaF3Heat_REP3.mLb.clN_peak_13736	chrX	21250401	21250863	+	17	NA	exon (FBgn0031168, exon 1 of 1)	-exon (FBgn0031168, exon 1 of 1)	516	FBgn0031168	FBgn0031168	FBtr0077237						NA
AkaaF3Heat_REP3.mLb.clN_peak_7406	chr3L	20039424	20039560	+	17	NA	Intergenic	Intergenic	-10472	FBgn0036932	FBgn0036932	FBtr0302366						NA
AkaaF3Heat_REP3.mLb.clN_peak_5419	chr3L	2547255	2547555	+	17	NA	intron (FBgn0010905, intron 1 of 13)	-intron (FBgn0010905, intron 1 of 15)	6887	FBgn0010905	FBgn0010905	FBtr0345047						NA
AkaaF3Heat_REP3.mLb.clN_peak_13822	chrX	22478252	22478684	+	17	NA	promoter-TSS (FBgn0031190)	-promoter-TSS (FBgn0031190)	3889	FBgn0031190	FBgn0031190	FBtr0346429						NA
AkaaF3Heat_REP3.mLb.clN_peak_13642	chrX	20626612	20626735	+	17	NA	Intergenic	Intergenic	-2900	FBgn0083981	FBgn0083981	FBtr0331160						NA
AkaaF3Heat_REP3.mLb.clN_peak_1526	chr2L	14724972	14725211	+	17	NA	exon (FBgn0261571, exon 5 of 5)	-exon (FBgn0261571, exon 5 of 5)	5086	FBgn0261571	FBgn0261571	FBtr0473612						NA
AkaaF3Heat_REP3.mLb.clN_peak_10682	chr3R	28849292	28849487	+	17	NA	intron (FBgn0264324, intron 1 of 11)	-intron (FBgn0264324, intron 2 of 12)	4089	FBgn0264324	FBgn0264324	FBtr0330304						NA
AkaaF3Heat_REP3.mLb.clN_peak_6317	chr3L	10558236	10558736	+	17	NA	exon (FBgn0036085, exon 2 of 2)	-exon (FBgn0036085, exon 2 of 2)	596	FBgn0036085	FBgn0036085	FBtr0344999						NA
AkaaF3Heat_REP3.mLb.clN_peak_8639	chr3R	9146778	9146951	+	17	NA	intron (FBgn0003165, intron 1 of 6)	-intron (FBgn0003165, intron 8 of 12)	11086	FBgn0003165	FBgn0003165	FBtr0081991						NA
AkaaF3Heat_REP3.mLb.clN_peak_1469	chr2L	14348506	14348838	+	17	NA	promoter-TSS (FBgn0266144)	-promoter-TSS (FBgn0266144)	118	FBgn0028530	FBgn0028530	FBtr0080641						NA
AkaaF3Heat_REP3.mLb.clN_peak_5090	chr2R	25231128	25231404	+	17	NA	exon (FBgn0001325, exon 2 of 2)	-exon (FBgn0001325, exon 2 of 2)	4655	FBgn0001325	FBgn0001325	FBtr0333162						NA
AkaaF3Heat_REP3.mLb.clN_peak_5046	chr2R	24852264	24852638	+	17	NA	Intergenic	Intergenic	3457	FBgn0035070	FBgn0035070	FBtr0072380						NA
AkaaF3Heat_REP3.mLb.clN_peak_8294	chr3R	6373607	6373775	+	17	NA	promoter-TSS (FBgn0037440)	-promoter-TSS (FBgn0037440)	-784	FBgn0260766	FBgn0260766	FBtr0301268						NA
AkaaF3Heat_REP3.mLb.clN_peak_677	chr2L	6252469	6253128	+	17	NA	promoter-TSS (FBgn0053531)	-promoter-TSS (FBgn0053531)	-325	FBgn0053531	FBgn0053531	FBtr0344770						NA
AkaaF3Heat_REP3.mLb.clN_peak_2797	chr2R	7473799	7474363	+	17	NA	promoter-TSS (FBgn0010548)	-promoter-TSS (FBgn0010548)	578	FBgn0010548	FBgn0010548	FBtr0300481						NA
AkaaF3Heat_REP3.mLb.clN_peak_2770	chr2R	7256290	7256473	+	17	NA	exon (FBgn0266818, exon 1 of 1)	-exon (FBgn0266818, exon 1 of 1)	1779	FBgn0266818	FBgn0266818	FBtr0345539						NA
AkaaF3Heat_REP3.mLb.clN_peak_5930	chr3L	7171738	7171910	+	17	NA	exon (FBgn0265296, exon 10 of 10)	-exon (FBgn0265296, exon 10 of 10)	13724	FBgn0040837	FBgn0040837	FBtr0273402						NA
AkaaF3Heat_REP3.mLb.clN_peak_565	chr2L	5288761	5289339	+	17	NA	promoter-TSS (FBgn0265956)	-promoter-TSS (FBgn0265956)	-383	FBgn0265956	FBgn0265956	FBtr0342938						NA
AkaaF3Heat_REP3.mLb.clN_peak_6186	chr3L	9374327	9374587	+	17	NA	promoter-TSS (FBgn0035982)	-promoter-TSS (FBgn0035982)	460	FBgn0001223	FBgn0001223	FBtr0100559						NA
AkaaF3Heat_REP3.mLb.clN_peak_7617	chr3L	21746765	21747070	+	17	NA	exon (FBgn0037130, exon 7 of 8)	-exon (FBgn0037130, exon 7 of 8)	-2648	FBgn0037129	FBgn0037129	FBtr0078452						NA
AkaaF3Heat_REP3.mLb.clN_peak_795	chr2L	7446530	7446684	+	17	NA	TTS (FBgn0031914)	-TTS (FBgn0031914)	3042	FBgn0031914	FBgn0031914	FBtr0332530						NA
AkaaF3Heat_REP3.mLb.clN_peak_3533	chr2R	12955889	12956030	+	17	NA	TTS (FBgn0033787)	-TTS (FBgn0033787)	2847	FBgn0033787	FBgn0033787	FBtr0345371						NA
AkaaF3Heat_REP3.mLb.clN_peak_1572	chr2L	15174533	15174941	+	17	NA	intron (FBgn0028888, intron 2 of 5)	-intron (FBgn0028888, intron 2 of 5)	14086	FBgn0265995	FBgn0265995	FBtr0343104						NA
AkaaF3Heat_REP3.mLb.clN_peak_1387	chr2L	13622813	13623022	+	17	NA	intron (FBgn0259984, intron 5 of 10)	-intron (FBgn0259984, intron 5 of 12)	10249	FBgn0263329	FBgn0263329	FBtr0308752						NA
AkaaF3Heat_REP3.mLb.clN_peak_2780	chr2R	7352269	7352952	+	17	NA	intron (FBgn0033159, intron 5 of 23)	-intron (FBgn0033159, intron 6 of 23)	9265	FBgn0264880	FBgn0264880	FBtr0334802						NA
AkaaF3Heat_REP3.mLb.clN_peak_1475	chr2L	14394369	14394537	+	17	NA	intron (FBgn0004858, intron 1 of 2)	-intron (FBgn0004858, intron 1 of 2)	-13281	FBgn0020258	FBgn0020258	FBtr0080638						NA
AkaaF3Heat_REP3.mLb.clN_peak_8825	chr3R	11136457	11136777	+	17	NA	promoter-TSS (FBgn0037862)	-promoter-TSS (FBgn0037862)	-560	FBgn0037862	FBgn0037862	FBtr0082336						NA
AkaaF3Heat_REP3.mLb.clN_peak_9553	chr3R	18226076	18227042	+	17	NA	promoter-TSS (FBgn0038586)	-promoter-TSS (FBgn0038586)	163	FBgn0262559	FBgn0262559	FBtr0083563						NA
AkaaF3Heat_REP3.mLb.clN_peak_12084	chrX	6625211	6625353	+	17	NA	intron (FBgn0029881, intron 2 of 9)	-intron (FBgn0029881, intron 2 of 9)	-8677	FBgn0029880	FBgn0029880	FBtr0308654						NA
AkaaF3Heat_REP3.mLb.clN_peak_11540	chrX	1991908	1992224	+	17	NA	promoter-TSS (FBgn0264562)	-promoter-TSS (FBgn0264562)	17298	FBgn0023545	FBgn0023545	FBtr0070347						NA
AkaaF3Heat_REP3.mLb.clN_peak_4640	chr2R	21709529	21709669	+	17	NA	promoter-TSS (FBgn0265962)	-promoter-TSS (FBgn0265962)	-4	FBgn0265962	FBgn0265962	FBtr0342964						NA
