PeakID (cmd=annotatePeaks.pl AkaaF6Ctrl_REP1.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF6Ctrl_REP1.mLb.clN_peak_13599	chrX	5792134	5792511	+	17	NA	promoter-TSS (FBgn0266095)	-promoter-TSS (FBgn0266095)	182	FBgn0029810	FBgn0029810	FBtr0070814						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_10712	chr3R	18426255	18426989	+	17	NA	TTS (FBgn0004652)	-TTS (FBgn0004652)	-13748	FBgn0051122	FBgn0051122	FBtr0474142						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_4252	chr2R	14056339	14057836	+	17	NA	exon (FBgn0002643, exon 6 of 7)	-exon (FBgn0002643, exon 6 of 7)	28467	FBgn0033893	FBgn0033893	FBtr0087599						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_1890	chr2L	18381669	18382249	+	17	NA	intron (FBgn0000636, intron 1 of 6)	-intron (FBgn0000636, intron 1 of 7)	3368	FBgn0085200	FBgn0085200	FBtr0305066						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_2933	chr2R	7094789	7095465	+	17	NA	intron (FBgn0263934, intron 1 of 6)	-intron (FBgn0263934, intron 1 of 6)	-3431	FBgn0263934	FBgn0263934	FBtr0329859						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_7336	chr3L	11457450	11457592	+	17	NA	promoter-TSS (FBgn0036161)	-promoter-TSS (FBgn0036161)	949	FBgn0036160	FBgn0036160	FBtr0076178						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_14755	chrX	14948881	14949582	+	17	NA	intron (FBgn0027601, intron 3 of 6)	-intron (FBgn0027601, intron 1 of 4)	4301	FBgn0027601	FBgn0027601	FBtr0343521						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_9597	chr3R	8726803	8727059	+	17	NA	promoter-TSS (FBgn0037619)	-promoter-TSS (FBgn0037619)	77	FBgn0037619	FBgn0037619	FBtr0301194						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12545	chr4	753388	753719	+	17	NA	exon (FBgn0005666, exon 29 of 41)	-exon (FBgn0005666, exon 29 of 41)	23593	FBgn0266727	FBgn0266727	FBtr0345200						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_7645	chr3L	14352290	14352994	+	17	NA	intron (FBgn0001085, intron 4 of 4)	-intron (FBgn0001085, intron 4 of 4)	17065	FBgn0036421	FBgn0036421	FBtr0333022						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_3775	chr2R	11442792	11442985	+	17	NA	TTS (FBgn0033635)	-TTS (FBgn0033635)	383	FBgn0260499	FBgn0260499	FBtr0339545						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_1393	chr2L	11817439	11817705	+	17	NA	exon (FBgn0264815, exon 6 of 7)	-exon (FBgn0264815, exon 6 of 7)	-3792	FBgn0032378	FBgn0032378	FBtr0333425						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_15527	chrX	20243478	20243745	+	17	NA	TTS (FBgn0031097)	-TTS (FBgn0031097)	-1036	FBgn0022770	FBgn0022770	FBtr0077336						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_6373	chr3L	2547155	2548070	+	17	NA	intron (FBgn0010905, intron 1 of 13)	-intron (FBgn0010905, intron 1 of 15)	6680	FBgn0010905	FBgn0010905	FBtr0345047						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_3539	chr2R	10245207	10245415	+	17	NA	TTS (FBgn0033498)	-TTS (FBgn0033498)	2249	FBgn0033498	FBgn0033498	FBtr0088364						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_13961	chrX	8510219	8511008	+	17	NA	exon (FBgn0053181, exon 3 of 10)	-exon (FBgn0053181, exon 3 of 10)	-6760	FBgn0264975	FBgn0264975	FBtr0301763						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_14064	chrX	9337756	9338592	+	17	NA	exon (FBgn0085478, exon 5 of 11)	-exon (FBgn0085478, exon 5 of 11)	-7687	FBgn0085479	FBgn0085479	FBtr0112756						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_15250	chrX	18477343	18477669	+	17	NA	intron (FBgn0052547, intron 1 of 6)	-intron (FBgn0052547, intron 1 of 6)	1981	FBgn0052547	FBgn0052547	FBtr0332378						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_10208	chr3R	14076527	14076718	+	16	NA	intron (FBgn0038197, intron 4 of 10)	-intron (FBgn0038197, intron 4 of 10)	-14140	FBgn0038198	FBgn0038198	FBtr0082889						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_10621	chr3R	17592481	17592807	+	16	NA	Intergenic	Intergenic	-1742	FBgn0038523	FBgn0038523	FBtr0083460						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_15035	chrX	16846758	16848291	+	16	NA	exon (FBgn0030798, exon 2 of 3)	-exon (FBgn0030798, exon 2 of 3)	-3091	FBgn0024941	FBgn0024941	FBtr0307538						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_15123	chrX	17568197	17569169	+	16	NA	intron (FBgn0030844, intron 1 of 7)	-intron (FBgn0030844, intron 1 of 5)	545	FBgn0030844	FBgn0030844	FBtr0329827						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_13269	chrX	3479753	3481312	+	16	NA	exon (FBgn0029663, exon 3 of 6)	-exon (FBgn0029663, exon 3 of 6)	1790	FBgn0029663	FBgn0029663	FBtr0344077						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_4027	chr2R	12798542	12799537	+	16	NA	exon (FBgn0266630, exon 1 of 6)	-exon (FBgn0266630, exon 1 of 6)	220	FBgn0266630	FBgn0266630	FBtr0344918						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_9908	chr3R	11343066	11343268	+	16	NA	intron (FBgn0004595, intron 2 of 7)	-intron (FBgn0004595, intron 2 of 7)	-6860	FBgn0267672	FBgn0267672	FBtr0347164						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_7745	chr3L	15294069	15294814	+	16	NA	Intergenic	Intergenic	-4517	FBgn0036491	FBgn0036491	FBtr0113172						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_1986	chr2L	19083269	19083895	+	16	NA	promoter-TSS (FBgn0002023)	-promoter-TSS (FBgn0002023)	-4554	FBgn0032754	FBgn0032754	FBtr0081171						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_8621	chr3L	22151031	22152034	+	16	NA	intron (FBgn0037153, intron 1 of 10)	-intron (FBgn0037153, intron 1 of 10)	15442	FBgn0037153	FBgn0037153	FBtr0333219						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12987	chrX	1626662	1627161	+	16	NA	intron (FBgn0283451, intron 2 of 7)	-intron (FBgn0283451, intron 2 of 7)	4603	FBgn0283451	FBgn0283451	FBtr0070265						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_14067	chrX	9349444	9349894	+	16	NA	intron (FBgn0085478, intron 2 of 10)	-intron (FBgn0085478, intron 2 of 10)	6558	FBgn0085478	FBgn0085478	FBtr0331304						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_1510	chr2L	13077524	13077728	+	16	NA	Intergenic	Intergenic	-12177	FBgn0265086	FBgn0265086	FBtr0336854						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_15652	chrX	21501855	21505417	+	16	NA	intron (FBgn0266457, intron 1 of 1)	-intron (FBgn0266457, intron 1 of 1)	15582	FBgn0031182	FBgn0031182	FBtr0077212						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12130	chr3R	30571249	30571404	+	16	NA	exon (FBgn0082582, exon 1 of 7)	-exon (FBgn0082582, exon 1 of 7)	-8310	FBgn0039787	FBgn0039787	FBtr0336449						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_6704	chr3L	5739131	5739276	+	16	NA	exon (FBgn0085447, exon 31 of 34)	-exon (FBgn0085447, exon 31 of 34)	12986	FBgn0263106	FBgn0263106	FBtr0077123						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_3241	chr2R	8707342	8707988	+	16	NA	intron (FBgn0033324, intron 6 of 7)	-intron (FBgn0033324, intron 6 of 7)	1821	FBgn0033324	FBgn0033324	FBtr0339343						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_9350	chr3R	6593030	6593637	+	16	NA	promoter-TSS (FBgn0053202)	-promoter-TSS (FBgn0053202)	-3	FBgn0053202	FBgn0053202	FBtr0336453						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12363	chr3R	31989705	31990319	+	16	NA	exon (FBgn0039886, exon 4 of 4)	-exon (FBgn0039886, exon 4 of 4)	3163	FBgn0039886	FBgn0039886	FBtr0085871						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_11714	chr3R	26713897	26714525	+	16	NA	promoter-TSS (FBgn0023179)	-promoter-TSS (FBgn0023179)	-52	FBgn0023179	FBgn0023179	FBtr0085048						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12843	chrX	890704	891250	+	16	NA	intron (FBgn0264449, intron 3 of 12)	-intron (FBgn0264449, intron 3 of 11)	-3507	FBgn0029539	FBgn0029539	FBtr0310165						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_15780	chrX	23101784	23102181	+	16	NA	TTS (FBgn0003559)	-TTS (FBgn0003559)	280	FBgn0286928	FBgn0286928	FBtr0475185						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_11883	chr3R	28705588	28706210	+	16	NA	intron (FBgn0027655, intron 7 of 28)	-intron (FBgn0027655, intron 7 of 28)	9657	FBgn0027655	FBgn0027655	FBtr0336788						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_3436	chr2R	9773401	9773894	+	16	NA	intron (FBgn0027589, intron 5 of 8)	-intron (FBgn0027589, intron 5 of 8)	-1463	FBgn0265105	FBgn0265105	FBtr0336932						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_1149	chr2L	9496509	9496652	+	16	NA	intron (FBgn0032120, intron 2 of 15)	-intron (FBgn0032120, intron 1 of 14)	1106	FBgn0032120	FBgn0032120	FBtr0089853						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_9003	chr3R	4718738	4719256	+	16	NA	TTS (FBgn0027570)	-TTS (FBgn0027570)	402	FBgn0266228	FBgn0266228	FBtr0343891						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_11424	chr3R	24266630	24266811	+	16	NA	intron (FBgn0011225, intron 1 of 15)	-intron (FBgn0011225, intron 1 of 16)	1461	FBgn0051130	FBgn0051130	FBtr0084597						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_13674	chrX	6529915	6530119	+	16	NA	TTS (FBgn0014026)	-TTS (FBgn0014026)	1069	FBgn0014031	FBgn0014031	FBtr0070913						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_8375	chr3L	20573377	20573596	+	16	NA	Intergenic	Intergenic	15289	FBgn0284412	FBgn0284412	FBtr0452190						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_3780	chr2R	11460726	11461995	+	16	NA	exon (FBgn0000581, exon 11 of 11)	-exon (FBgn0000581, exon 11 of 11)	9317	FBgn0000581	FBgn0000581	FBtr0330623						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12169	chr3R	30839306	30839757	+	16	NA	exon (FBgn0039804, exon 3 of 4)	-exon (FBgn0039804, exon 3 of 4)	11712	FBgn0039804	FBgn0039804	FBtr0335414						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_7613	chr3L	14074235	14074400	+	16	NA	exon (FBgn0013563, exon 5 of 9)	-exon (FBgn0013563, exon 5 of 9)	2425	FBgn0013563	FBgn0013563	FBtr0075777						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_2158	chr2L	20687445	20688092	+	16	NA	exon (FBgn0014859, exon 4 of 5)	-exon (FBgn0014859, exon 4 of 5)	5400	FBgn0032877	FBgn0032877	FBtr0081391						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_13816	chrX	7555255	7556925	+	16	NA	exon (FBgn0265694, exon 1 of 2)	-exon (FBgn0265694, exon 1 of 2)	312	FBgn0265694	FBgn0265694	FBtr0340606						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_3754	chr2R	11344629	11345662	+	16	NA	promoter-TSS (FBgn0003863)	-promoter-TSS (FBgn0003863)	-26	FBgn0003863	FBgn0003863	FBtr0088161						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_2677	chr2R	5817121	5817327	+	16	NA	intron (FBgn0085414, intron 1 of 7)	-intron (FBgn0085414, intron 1 of 9)	12512	FBgn0085414	FBgn0085414	FBtr0335273						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_6390	chr3L	2716446	2716934	+	16	NA	TTS (FBgn0052296)	-TTS (FBgn0052296)	-5000	FBgn0264606	FBgn0264606	FBtr0333632						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_4503	chr2R	15422863	15423021	+	16	NA	TTS (FBgn0050472)	-TTS (FBgn0050472)	1197	FBgn0050472	FBgn0050472	FBtr0332396						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12836	chrX	854365	854737	+	16	NA	intron (FBgn0264449, intron 3 of 12)	-intron (FBgn0264449, intron 3 of 11)	-7394	FBgn0040343	FBgn0040343	FBtr0310459						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_11482	chr3R	24821897	24822136	+	16	NA	TTS (FBgn0045980)	-TTS (FBgn0045980)	3632	FBgn0045980	FBgn0045980	FBtr0084737						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_8993	chr3R	4665796	4666271	+	16	NA	intron (FBgn0263346, intron 1 of 13)	-intron (FBgn0263346, intron 2 of 8)	-5094	FBgn0265039	FBgn0265039	FBtr0336464						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_3882	chr2R	11964683	11965956	+	16	NA	exon (FBgn0033668, exon 9 of 10)	-exon (FBgn0033668, exon 9 of 10)	3531	FBgn0033669	FBgn0033669	FBtr0310157						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_10358	chr3R	15306796	15306945	+	16	NA	TTS (FBgn0003721)	-TTS (FBgn0003721)	-5506	FBgn0004117	FBgn0004117	FBtr0333920						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_3689	chr2R	10923585	10924096	+	16	NA	Intergenic	Intergenic	13917	FBgn0033573	FBgn0033573	FBtr0088200						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_11681	chr3R	26466810	26466971	+	16	NA	exon (FBgn0039430, exon 2 of 7)	-exon (FBgn0039430, exon 2 of 7)	1350	FBgn0039430	FBgn0039430	FBtr0085016						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_15232	chrX	18392898	18393626	+	16	NA	intron (FBgn0052549, intron 3 of 8)	-intron (FBgn0052549, intron 2 of 7)	6178	FBgn0022355	FBgn0022355	FBtr0346625						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_2259	chr2L	21148188	21148460	+	16	NA	promoter-TSS (FBgn0086251)	-promoter-TSS (FBgn0086251)	222	FBgn0086251	FBgn0086251	FBtr0333085						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_2021	chr2L	19412871	19413133	+	16	NA	intron (FBgn0041789, intron 1 of 8)	-intron (FBgn0041789, intron 1 of 7)	1475	FBgn0041789	FBgn0041789	FBtr0081210						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_5021	chr2R	18867278	18867440	+	16	NA	promoter-TSS (FBgn0034407)	-promoter-TSS (FBgn0034407)	-32	FBgn0034407	FBgn0034407	FBtr0086621						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_14277	chrX	11093095	11094487	+	16	NA	exon (FBgn0027498, exon 3 of 3)	-exon (FBgn0027498, exon 3 of 3)	1299	FBgn0027498	FBgn0027498	FBtr0332383						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_15085	chrX	17223732	17224081	+	16	NA	promoter-TSS (FBgn0085356)	-promoter-TSS (FBgn0085356)	-91	FBgn0085356	FBgn0085356	FBtr0112529						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_14021	chrX	9078422	9081340	+	16	NA	exon (FBgn0030081, exon 3 of 4)	-exon (FBgn0030081, exon 3 of 4)	1176	FBgn0030081	FBgn0030081	FBtr0071353						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12677	chr4	1316229	1317370	+	16	NA	Intergenic	Intergenic	85962	FBgn0053653	FBgn0053653	FBtr0333702						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_361	chr2L	2846327	2846583	+	16	NA	promoter-TSS (FBgn0031470)	-promoter-TSS (FBgn0031470)	-721	FBgn0031470	FBgn0031470	FBtr0077689						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_5188	chr2R	20215172	20215490	+	16	NA	Intergenic	Intergenic	-2712	FBgn0034483	FBgn0034483	FBtr0086324						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_596	chr2L	5078803	5079575	+	16	NA	exon (FBgn0031681, exon 3 of 10)	-exon (FBgn0031681, exon 3 of 10)	-8080	FBgn0266843	FBgn0266843	FBtr0345571						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_11619	chr3R	25758075	25758219	+	16	NA	intron (FBgn0066101, intron 1 of 9)	-intron (FBgn0066101, intron 2 of 11)	-5152	FBgn0066101	FBgn0066101	FBtr0335237						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_1406	chr2L	11969154	11969438	+	16	NA	intron (FBgn0263019, intron 1 of 1)	-intron (FBgn0263019, intron 1 of 2)	1798	FBgn0263019	FBgn0263019	FBtr0306899						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_5308	chr2R	21023529	21023767	+	16	NA	intron (FBgn0050296, intron 9 of 10)	-intron (FBgn0050296, intron 7 of 9)	-1430	FBgn0034576	FBgn0034576	FBtr0071530						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_8723	chr3L	22799855	22800864	+	16	NA	exon (FBgn0027339, exon 4 of 7)	-exon (FBgn0027339, exon 4 of 7)	11920	FBgn0037191	FBgn0037191	FBtr0078534						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_3343	chr2R	9234500	9234655	+	16	NA	exon (FBgn0010114, exon 2 of 8)	-exon (FBgn0010114, exon 2 of 8)	-2935	FBgn0033395	FBgn0033395	FBtr0088591						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_10500	chr3R	16322101	16322820	+	16	NA	promoter-TSS (FBgn0038414)	-promoter-TSS (FBgn0038414)	622	FBgn0264836	FBgn0264836	FBtr0334698						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_13978	chrX	8632590	8633787	+	16	NA	exon (FBgn0004102, exon 4 of 4)	-exon (FBgn0004102, exon 4 of 4)	17493	FBgn0004102	FBgn0004102	FBtr0331738						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_8661	chr3L	22389019	22389261	+	16	NA	intron (FBgn0267624, intron 1 of 1)	-intron (FBgn0004449, intron 1 of 8)	18407	FBgn0267624	FBgn0267624	FBtr0347077						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_2806	chr2R	6456813	6456954	+	16	NA	Intergenic	Intergenic	44889	FBgn0267744	FBgn0267744	FBtr0347304						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_9603	chr3R	8758775	8758926	+	16	NA	intron (FBgn0083971, intron 2 of 4)	-intron (FBgn0037625, intron 2 of 3)	4786	FBgn0265159	FBgn0265159	FBtr0337076						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12815	chrX	750199	750424	+	16	NA	promoter-TSS (FBgn0040383)	-promoter-TSS (FBgn0040383)	-36	FBgn0040383	FBgn0040383	FBtr0343759						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_2927	chr2R	7078354	7078835	+	16	NA	Intergenic	Intergenic	-4442	FBgn0033141	FBgn0033141	FBtr0345466						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_7665	chr3L	14529686	14529995	+	16	NA	intron (FBgn0087007, intron 2 of 8)	-intron (FBgn0087007, intron 2 of 8)	6436	FBgn0087007	FBgn0087007	FBtr0273422						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12870	chrX	1009056	1009476	+	16	NA	Intergenic	Intergenic	2377	FBgn0040338	FBgn0040338	FBtr0070184						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12743	chrX	409972	410526	+	16	NA	exon (FBgn0002561, exon 1 of 1)	-exon (FBgn0002561, exon 1 of 1)	528	FBgn0002561	FBgn0002561	FBtr0070074						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_4786	chr2R	17302704	17303006	+	16	NA	intron (FBgn0265487, intron 1 of 5)	-intron (FBgn0265487, intron 2 of 3)	4447	FBgn0263709	FBgn0263709	FBtr0310348						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_5110	chr2R	19508138	19509094	+	16	NA	exon (FBgn0034456, exon 1 of 1)	-exon (FBgn0034456, exon 1 of 1)	449	FBgn0034456	FBgn0034456	FBtr0481729						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_3878	chr2R	11924200	11924544	+	16	NA	Intergenic	Intergenic	5424	FBgn0265371	FBgn0265371	FBtr0339584						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_5474	chr2R	22041921	22042483	+	16	NA	exon (FBgn0005778, exon 1 of 1)	-exon (FBgn0005778, exon 1 of 1)	743	FBgn0005778	FBgn0005778	FBtr0071806						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_2212	chr2L	20958477	20958780	+	16	NA	Intergenic	Intergenic	-10458	FBgn0265817	FBgn0265817	FBtr0342649						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_15054	chrX	17070578	17072012	+	16	NA	exon (FBgn0030812, exon 12 of 15)	-exon (FBgn0030812, exon 12 of 15)	-2772	FBgn0262487	FBgn0262487	FBtr0304841						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_10910	chr3R	19996352	19997075	+	16	NA	intron (FBgn0038755, intron 2 of 5)	-intron (FBgn0038755, intron 2 of 5)	11799	FBgn0038755	FBgn0038755	FBtr0335240						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_1559	chr2L	13507614	13507970	+	16	NA	intron (FBgn0023407, intron 6 of 6)	-intron (FBgn0023407, intron 6 of 6)	-20049	FBgn0053640	FBgn0053640	FBtr0332506						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_2599	chr2R	5208833	5209275	+	16	NA	intron (FBgn0053554, intron 7 of 19)	-intron (FBgn0053554, intron 7 of 20)	41968	FBgn0053554	FBgn0053554	FBtr0347556						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12871	chrX	1012258	1012433	+	16	NA	promoter-TSS (FBgn0040338)	-promoter-TSS (FBgn0040338)	310	FBgn0029552	FBgn0029552	FBtr0070172						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_6782	chr3L	6719511	6719783	+	16	NA	promoter-TSS (FBgn0005626)	-promoter-TSS (FBgn0005626)	-122	FBgn0005626	FBgn0005626	FBtr0345585						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_8739	chr3L	22888143	22889272	+	16	NA	promoter-TSS (FBgn0037203)	-promoter-TSS (FBgn0037203)	-556	FBgn0037203	FBgn0037203	FBtr0078557						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_10036	chr3R	12403791	12403963	+	16	NA	TTS (FBgn0085431)	-TTS (FBgn0085431)	-2038	FBgn0286075	FBgn0286075	FBtr0082600						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_6212	chr3L	1295865	1296105	+	16	NA	promoter-TSS (FBgn0262937)	-promoter-TSS (FBgn0262937)	72	FBgn0262937	FBgn0262937	FBtr0072663						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12147	chr3R	30713491	30714017	+	16	NA	Intergenic	Intergenic	-1371	FBgn0267939	FBgn0267939	FBtr0347514						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_13860	chrX	7888288	7888844	+	16	NA	TTS (FBgn0029970)	-TTS (FBgn0029970)	219	FBgn0029969	FBgn0029969	FBtr0345982						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_11602	chr3R	25645767	25645942	+	16	NA	intron (FBgn0039350, intron 1 of 5)	-intron (FBgn0039350, intron 1 of 5)	-4718	FBgn0267577	FBgn0267577	FBtr0346991						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_6517	chr3L	3688969	3689252	+	16	NA	exon (FBgn0263495, exon 1 of 1)	-exon (FBgn0263495, exon 1 of 1)	324	FBgn0263495	FBgn0263495	FBtr0309509						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_15101	chrX	17414231	17414396	+	16	NA	exon (FBgn0027602, exon 5 of 5)	-exon (FBgn0027602, exon 5 of 5)	7832	FBgn0027602	FBgn0027602	FBtr0340619						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_924	chr2L	7505817	7505961	+	16	NA	intron (FBgn0264895, intron 3 of 5)	-intron (FBgn0264895, intron 3 of 5)	-8524	FBgn0011283	FBgn0011283	FBtr0079455						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12774	chrX	550254	550670	+	16	NA	intron (FBgn0000108, intron 2 of 10)	-intron (FBgn0000108, intron 2 of 11)	19961	FBgn0000108	FBgn0000108	FBtr0307294						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_5494	chr2R	22162226	22162393	+	16	NA	intron (FBgn0000008, intron 3 of 9)	-intron (FBgn0000008, intron 3 of 9)	2285	FBgn0085235	FBgn0085235	FBtr0112399						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_7852	chr3L	16286254	16286595	+	16	NA	Intergenic	Intergenic	-1028	FBgn0036594	FBgn0036594	FBtr0289964						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_13430	chrX	4482178	4483924	+	16	NA	exon (FBgn0000179, exon 8 of 8)	-exon (FBgn0000179, exon 8 of 8)	-47180	FBgn0029708	FBgn0029708	FBtr0308916						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_14696	chrX	14273558	14274691	+	16	NA	intron (FBgn0002917, intron 11 of 15)	-intron (FBgn0002917, intron 11 of 15)	-3611	FBgn0052602	FBgn0052602	FBtr0475073						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_14526	chrX	13151358	13151610	+	16	NA	exon (FBgn0052645, exon 4 of 6)	-exon (FBgn0052645, exon 4 of 6)	3440	FBgn0030455	FBgn0030455	FBtr0301690						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_10227	chr3R	14295890	14296102	+	16	NA	intron (FBgn0285913, intron 3 of 5)	-intron (FBgn0285913, intron 2 of 4)	-6432	FBgn0038221	FBgn0038221	FBtr0082924						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_13702	chrX	6702822	6703082	+	16	NA	intron (FBgn0029895, intron 2 of 8)	-intron (FBgn0029895, intron 1 of 7)	3444	FBgn0029895	FBgn0029895	FBtr0070959						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_13547	chrX	5361188	5361337	+	16	NA	intron (FBgn0029761, intron 1 of 12)	-intron (FBgn0029761, intron 3 of 10)	21026	FBgn0029761	FBgn0029761	FBtr0331604						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_8692	chr3L	22551690	22551867	+	16	NA	exon (FBgn0037170, exon 1 of 1)	-exon (FBgn0037170, exon 1 of 1)	1552	FBgn0037170	FBgn0037170	FBtr0078514						NA
