PeakID (cmd=annotatePeaks.pl AkaaF6HSan_REP2.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF6HSan_REP2.mLb.clN_peak_16144	chrX	19528668	19529717	+	20	NA	exon (FBgn0261573, exon 8 of 9)	-exon (FBgn0261573, exon 8 of 9)	2550	FBgn0031026	FBgn0031026	FBtr0074779						NA
AkaaF6HSan_REP2.mLb.clN_peak_7887	chr3L	13262077	13262410	+	20	NA	intron (FBgn0023095, intron 3 of 3)	-intron (FBgn0023095, intron 3 of 4)	12696	FBgn0011844	FBgn0011844	FBtr0075834						NA
AkaaF6HSan_REP2.mLb.clN_peak_7648	chr3L	11225105	11226079	+	20	NA	exon (FBgn0261553, exon 5 of 7)	-exon (FBgn0261553, exon 5 of 7)	3845	FBgn0267717	FBgn0267717	FBtr0347256						NA
AkaaF6HSan_REP2.mLb.clN_peak_11571	chr3R	20983968	20984341	+	20	NA	intron (FBgn0013995, intron 1 of 10)	-intron (FBgn0013995, intron 1 of 8)	3782	FBgn0263400	FBgn0263400	FBtr0309177						NA
AkaaF6HSan_REP2.mLb.clN_peak_12089	chr3R	25245067	25245863	+	20	NA	promoter-TSS (FBgn0000158)	-promoter-TSS (FBgn0000158)	-356	FBgn0000158	FBgn0000158	FBtr0084869						NA
AkaaF6HSan_REP2.mLb.clN_peak_8788	chr3L	20398808	20400220	+	20	NA	intron (FBgn0028978, intron 1 of 1)	-intron (FBgn0028978, intron 1 of 1)	2095	FBgn0028978	FBgn0028978	FBtr0078235						NA
AkaaF6HSan_REP2.mLb.clN_peak_7363	chr3L	8756397	8756829	+	20	NA	exon (FBgn0035924, exon 1 of 1)	-exon (FBgn0035924, exon 1 of 1)	624	FBgn0035924	FBgn0035924	FBtr0076576						NA
AkaaF6HSan_REP2.mLb.clN_peak_11280	chr3R	18246153	18246293	+	20	NA	intron (FBgn0020238, intron 1 of 3)	-intron (FBgn0020238, intron 1 of 3)	3692	FBgn0020238	FBgn0020238	FBtr0083568						NA
AkaaF6HSan_REP2.mLb.clN_peak_2553	chr2R	1720946	1721088	+	20	NA	intron (FBgn0087011, intron 1 of 3)	-intron (FBgn0087011, intron 1 of 6)	71956	FBgn0087011	FBgn0087011	FBtr0302582						NA
AkaaF6HSan_REP2.mLb.clN_peak_10998	chr3R	15363819	15364087	+	20	NA	promoter-TSS (FBgn0026737)	-promoter-TSS (FBgn0026737)	-96	FBgn0026737	FBgn0026737	FBtr0112926						NA
AkaaF6HSan_REP2.mLb.clN_peak_12326	chr3R	27306419	27306932	+	20	NA	intron (FBgn0039510, intron 21 of 31)	-intron (FBgn0039510, intron 21 of 31)	-11653	FBgn0265314	FBgn0265314	FBtr0339323						NA
AkaaF6HSan_REP2.mLb.clN_peak_14839	chrX	10412948	10413886	+	20	NA	exon (FBgn0052683, exon 8 of 8)	-exon (FBgn0052683, exon 8 of 8)	-4012	FBgn0030200	FBgn0030200	FBtr0071448						NA
AkaaF6HSan_REP2.mLb.clN_peak_3936	chr2R	11704921	11705365	+	20	NA	exon (FBgn0266926, exon 2 of 2)	-exon (FBgn0266926, exon 2 of 2)	1079	FBgn0266926	FBgn0266926	FBtr0345796						NA
AkaaF6HSan_REP2.mLb.clN_peak_4101	chr2R	12483829	12484092	+	20	NA	intron (FBgn0033744, intron 2 of 10)	-intron (FBgn0033744, intron 2 of 11)	3431	FBgn0085263	FBgn0085263	FBtr0473609						NA
AkaaF6HSan_REP2.mLb.clN_peak_5805	chr2R	23537378	23539168	+	20	NA	TTS (FBgn0050181)	-TTS (FBgn0050181)	226	FBgn0000241	FBgn0000241	FBtr0346612						NA
AkaaF6HSan_REP2.mLb.clN_peak_11638	chr3R	21378611	21378921	+	20	NA	promoter-TSS (FBgn0004110)	-promoter-TSS (FBgn0004110)	-211	FBgn0004110	FBgn0004110	FBtr0084086						NA
AkaaF6HSan_REP2.mLb.clN_peak_4710	chr2R	16168299	16168824	+	20	NA	exon (FBgn0034083, exon 9 of 9)	-exon (FBgn0034083, exon 9 of 9)	2300	FBgn0034084	FBgn0034084	FBtr0087249						NA
AkaaF6HSan_REP2.mLb.clN_peak_12234	chr3R	26579925	26580733	+	20	NA	intron (FBgn0263289, intron 19 of 23)	-intron (FBgn0263289, intron 18 of 22)	-26718	FBgn0266256	FBgn0266256	FBtr0343923						NA
AkaaF6HSan_REP2.mLb.clN_peak_15711	chrX	16743055	16745130	+	20	NA	exon (FBgn0052574, exon 3 of 3)	-exon (FBgn0052574, exon 3 of 3)	1245	FBgn0052574	FBgn0052574	FBtr0074329						NA
AkaaF6HSan_REP2.mLb.clN_peak_5288	chr2R	20139618	20139792	+	20	NA	Intergenic	Intergenic	1811	FBgn0265847	FBgn0265847	FBtr0342688						NA
AkaaF6HSan_REP2.mLb.clN_peak_6671	chr3L	3504741	3505072	+	20	NA	exon (FBgn0259224, exon 4 of 4)	-exon (FBgn0259224, exon 4 of 4)	7775	FBgn0001254	FBgn0001254	FBtr0073141						NA
AkaaF6HSan_REP2.mLb.clN_peak_7847	chr3L	12834354	12834666	+	20	NA	intron (FBgn0036316, intron 2 of 4)	-intron (FBgn0036316, intron 2 of 4)	-6666	FBgn0036316	FBgn0036316	FBtr0075941						NA
AkaaF6HSan_REP2.mLb.clN_peak_2750	chr2R	5642126	5643334	+	20	NA	exon (FBgn0033028, exon 5 of 5)	-exon (FBgn0033028, exon 5 of 5)	10085	FBgn0033028	FBgn0033028	FBtr0345359						NA
AkaaF6HSan_REP2.mLb.clN_peak_2286	chr2L	21134698	21134942	+	20	NA	TTS (FBgn0040297)	-TTS (FBgn0040297)	7527	FBgn0023388	FBgn0023388	FBtr0333087						NA
AkaaF6HSan_REP2.mLb.clN_peak_9226	chr3L	23244191	23244339	+	20	NA	intron (FBgn0266347, intron 5 of 10)	-intron (FBgn0266347, intron 5 of 11)	34905	FBgn0287606	FBgn0287606	FBtr0479977						NA
AkaaF6HSan_REP2.mLb.clN_peak_9606	chr3R	4981326	4981833	+	20	NA	promoter-TSS (FBgn0263455)	-promoter-TSS (FBgn0263455)	-686	FBgn0263455	FBgn0263455	FBtr0309311						NA
AkaaF6HSan_REP2.mLb.clN_peak_8461	chr3L	18148385	18149127	+	20	NA	promoter-TSS (FBgn0036780)	-promoter-TSS (FBgn0036780)	-167	FBgn0036780	FBgn0036780	FBtr0332861						NA
AkaaF6HSan_REP2.mLb.clN_peak_12816	chr3R	31839913	31841698	+	20	NA	exon (FBgn0039883, exon 10 of 10)	-exon (FBgn0039883, exon 10 of 10)	28196	FBgn0039883	FBgn0039883	FBtr0343538						NA
AkaaF6HSan_REP2.mLb.clN_peak_3502	chr2R	9318076	9320284	+	20	NA	exon (FBgn0033403, exon 3 of 4)	-exon (FBgn0033403, exon 3 of 4)	-5943	FBgn0267578	FBgn0267578	FBtr0346992						NA
AkaaF6HSan_REP2.mLb.clN_peak_9023	chr3L	21976663	21977646	+	20	NA	intron (FBgn0037146, intron 5 of 11)	-intron (FBgn0037146, intron 5 of 11)	5152	FBgn0037146	FBgn0037146	FBtr0309869						NA
AkaaF6HSan_REP2.mLb.clN_peak_2751	chr2R	5645926	5646596	+	20	NA	intron (FBgn0033028, intron 2 of 4)	-intron (FBgn0033028, intron 2 of 4)	6554	FBgn0033028	FBgn0033028	FBtr0345359						NA
AkaaF6HSan_REP2.mLb.clN_peak_7496	chr3L	9641147	9641766	+	20	NA	exon (FBgn0036024, exon 1 of 1)	-exon (FBgn0036024, exon 1 of 1)	443	FBgn0036024	FBgn0036024	FBtr0076389						NA
AkaaF6HSan_REP2.mLb.clN_peak_3399	chr2R	8804312	8805196	+	20	NA	intron (FBgn0024189, intron 1 of 20)	-intron (FBgn0024189, intron 1 of 20)	6265	FBgn0024189	FBgn0024189	FBtr0339277						NA
AkaaF6HSan_REP2.mLb.clN_peak_14013	chrX	4579020	4580072	+	20	NA	intron (FBgn0052773, intron 1 of 4)	-intron (FBgn0052773, intron 1 of 4)	-7617	FBgn0029717	FBgn0029717	FBtr0070697						NA
AkaaF6HSan_REP2.mLb.clN_peak_10770	chr3R	13690885	13691234	+	20	NA	exon (FBgn0024555, exon 9 of 10)	-exon (FBgn0024555, exon 9 of 10)	-2994	FBgn0038170	FBgn0038170	FBtr0082819						NA
AkaaF6HSan_REP2.mLb.clN_peak_15439	chrX	14902226	14902709	+	20	NA	exon (FBgn0030593, exon 3 of 3)	-exon (FBgn0030593, exon 3 of 3)	3082	FBgn0030593	FBgn0030593	FBtr0343381						NA
AkaaF6HSan_REP2.mLb.clN_peak_1084	chr2L	9496467	9496649	+	20	NA	intron (FBgn0032120, intron 2 of 15)	-intron (FBgn0032120, intron 1 of 14)	1084	FBgn0032120	FBgn0032120	FBtr0089853						NA
AkaaF6HSan_REP2.mLb.clN_peak_5476	chr2R	21534784	21536403	+	20	NA	TTS (FBgn0050286)	-TTS (FBgn0050286)	1202	FBgn0050286	FBgn0050286	FBtr0300952						NA
AkaaF6HSan_REP2.mLb.clN_peak_9536	chr3R	4676067	4676521	+	20	NA	intron (FBgn0263346, intron 2 of 13)	-intron (FBgn0263346, intron 3 of 8)	2317	FBgn0265040	FBgn0265040	FBtr0336463						NA
AkaaF6HSan_REP2.mLb.clN_peak_10582	chr3R	11934470	11934634	+	20	NA	TTS (FBgn0037964)	-TTS (FBgn0037964)	3290	FBgn0037964	FBgn0037964	FBtr0082478						NA
AkaaF6HSan_REP2.mLb.clN_peak_3884	chr2R	11441170	11441547	+	20	NA	exon (FBgn0033635, exon 5 of 6)	-exon (FBgn0033635, exon 5 of 6)	-1147	FBgn0260499	FBgn0260499	FBtr0339545						NA
AkaaF6HSan_REP2.mLb.clN_peak_5535	chr2R	21968143	21968442	+	20	NA	intron (FBgn0085398, intron 3 of 9)	-intron (FBgn0085398, intron 3 of 9)	2993	FBgn0054029	FBgn0054029	FBtr0100084						NA
AkaaF6HSan_REP2.mLb.clN_peak_1623	chr2L	14509808	14510066	+	20	NA	TTS (FBgn0267257)	-TTS (FBgn0267257)	2146	FBgn0267257	FBgn0267257	FBtr0346471						NA
AkaaF6HSan_REP2.mLb.clN_peak_6776	chr3L	4073886	4074037	+	20	NA	promoter-TSS (FBgn0016013)	-promoter-TSS (FBgn0016013)	-7	FBgn0016013	FBgn0016013	FBtr0073278						NA
AkaaF6HSan_REP2.mLb.clN_peak_4457	chr2R	14569464	14570050	+	20	NA	intron (FBgn0265974, intron 5 of 9)	-intron (FBgn0265974, intron 5 of 9)	6014	FBgn0010397	FBgn0010397	FBtr0333166						NA
AkaaF6HSan_REP2.mLb.clN_peak_16213	chrX	19969631	19969767	+	20	NA	TTS (FBgn0031081)	-TTS (FBgn0031081)	8402	FBgn0031081	FBgn0031081	FBtr0307555						NA
AkaaF6HSan_REP2.mLb.clN_peak_4632	chr2R	15678933	15679297	+	20	NA	promoter-TSS (FBgn0034035)	-promoter-TSS (FBgn0034035)	-159	FBgn0034035	FBgn0034035	FBtr0087342						NA
AkaaF6HSan_REP2.mLb.clN_peak_1887	chr2L	18526989	18527626	+	20	NA	exon (FBgn0032685, exon 2 of 9)	-exon (FBgn0032685, exon 2 of 9)	-3366	FBgn0266208	FBgn0266208	FBtr0343832						NA
AkaaF6HSan_REP2.mLb.clN_peak_9059	chr3L	22186590	22186789	+	20	NA	intron (FBgn0037153, intron 2 of 10)	-intron (FBgn0037153, intron 2 of 10)	-9090	FBgn0267633	FBgn0267633	FBtr0347088						NA
AkaaF6HSan_REP2.mLb.clN_peak_15551	chrX	15574343	15574594	+	20	NA	promoter-TSS (FBgn0030655)	-promoter-TSS (FBgn0030655)	67	FBgn0030655	FBgn0030655	FBtr0340348						NA
AkaaF6HSan_REP2.mLb.clN_peak_10891	chr3R	14557351	14558836	+	20	NA	promoter-TSS (FBgn0038237)	-promoter-TSS (FBgn0038237)	1961	FBgn0038238	FBgn0038238	FBtr0113233						NA
AkaaF6HSan_REP2.mLb.clN_peak_15152	chrX	12687063	12688090	+	20	NA	exon (FBgn0265523, exon 10 of 10)	-exon (FBgn0265523, exon 10 of 10)	6889	FBgn0286868	FBgn0286868	FBtr0475041						NA
AkaaF6HSan_REP2.mLb.clN_peak_4090	chr2R	12425541	12425940	+	20	NA	TTS (FBgn0033734)	-TTS (FBgn0033734)	148	FBgn0033735	FBgn0033735	FBtr0346630						NA
AkaaF6HSan_REP2.mLb.clN_peak_8336	chr3L	17411696	17412477	+	20	NA	intron (FBgn0027660, intron 1 of 5)	-intron (FBgn0027660, intron 1 of 5)	-7467	FBgn0027660	FBgn0027660	FBtr0075232						NA
AkaaF6HSan_REP2.mLb.clN_peak_557	chr2L	5088714	5088885	+	20	NA	intron (FBgn0031681, intron 1 of 8)	-intron (FBgn0031681, intron 2 of 9)	4793	FBgn0031681	FBgn0031681	FBtr0111024						NA
AkaaF6HSan_REP2.mLb.clN_peak_10076	chr3R	8213613	8213744	+	20	NA	Intergenic	Intergenic	-4279	FBgn0037552	FBgn0037552	FBtr0081795						NA
AkaaF6HSan_REP2.mLb.clN_peak_13145	chr4	1169720	1169934	+	20	NA	TTS (FBgn0039925)	-TTS (FBgn0039925)	-7669	FBgn0052017	FBgn0052017	FBtr0344977						NA
AkaaF6HSan_REP2.mLb.clN_peak_10517	chr3R	11507162	11507332	+	20	NA	Intergenic	Intergenic	6177	FBgn0037908	FBgn0037908	FBtr0082395						NA
AkaaF6HSan_REP2.mLb.clN_peak_3467	chr2R	9129407	9129762	+	20	NA	intron (FBgn0027561, intron 2 of 9)	-intron (FBgn0027561, intron 2 of 9)	2309	FBgn0027561	FBgn0027561	FBtr0339371						NA
AkaaF6HSan_REP2.mLb.clN_peak_1626	chr2L	14519199	14519589	+	20	NA	promoter-TSS (FBgn0011864)	-promoter-TSS (FBgn0011864)	-703	FBgn0011864	FBgn0011864	FBtr0080665						NA
AkaaF6HSan_REP2.mLb.clN_peak_2771	chr2R	5715376	5716427	+	20	NA	intron (FBgn0267978, intron 4 of 7)	-intron (FBgn0267978, intron 4 of 7)	11624	FBgn0267978	FBgn0267978	FBtr0335274						NA
AkaaF6HSan_REP2.mLb.clN_peak_351	chr2L	3069785	3069981	+	20	NA	exon (FBgn0015600, exon 11 of 11)	-exon (FBgn0015600, exon 11 of 11)	12894	FBgn0283427	FBgn0283427	FBtr0335387						NA
AkaaF6HSan_REP2.mLb.clN_peak_1359	chr2L	12019929	12020991	+	20	NA	exon (FBgn0032395, exon 1 of 4)	-exon (FBgn0032395, exon 1 of 4)	500	FBgn0032395	FBgn0032395	FBtr0080312						NA
AkaaF6HSan_REP2.mLb.clN_peak_1813	chr2L	16930598	16931553	+	20	NA	Intergenic	Intergenic	14299	FBgn0262355	FBgn0262355	FBtr0343811						NA
AkaaF6HSan_REP2.mLb.clN_peak_12661	chr3R	30752139	30752485	+	20	NA	Intergenic	Intergenic	-5140	FBgn0262883	FBgn0262883	FBtr0306291						NA
AkaaF6HSan_REP2.mLb.clN_peak_12842	chr3R	31931842	31932424	+	20	NA	exon (FBgn0011224, exon 6 of 16)	-exon (FBgn0011224, exon 6 of 16)	-54716	FBgn0039886	FBgn0039886	FBtr0085871						NA
AkaaF6HSan_REP2.mLb.clN_peak_7765	chr3L	12188840	12189052	+	20	NA	exon (FBgn0000592, exon 1 of 2)	-exon (FBgn0000592, exon 1 of 2)	128	FBgn0000592	FBgn0000592	FBtr0333383						NA
AkaaF6HSan_REP2.mLb.clN_peak_12671	chr3R	30811574	30811806	+	20	NA	intron (FBgn0027598, intron 1 of 5)	-intron (FBgn0027598, intron 1 of 5)	3073	FBgn0027598	FBgn0027598	FBtr0085707						NA
AkaaF6HSan_REP2.mLb.clN_peak_4202	chr2R	13072746	13072949	+	20	NA	exon (FBgn0033791, exon 2 of 11)	-exon (FBgn0033791, exon 2 of 11)	6692	FBgn0033791	FBgn0033791	FBtr0339747						NA
AkaaF6HSan_REP2.mLb.clN_peak_16092	chrX	19273821	19274106	+	20	NA	TTS (FBgn0040068)	-TTS (FBgn0040068)	1202	FBgn0052537	FBgn0052537	FBtr0074687						NA
AkaaF6HSan_REP2.mLb.clN_peak_7192	chr3L	7622481	7622809	+	20	NA	intron (FBgn0035802, intron 7 of 16)	-intron (FBgn0035802, intron 5 of 14)	7863	FBgn0267526	FBgn0267526	FBtr0346914						NA
AkaaF6HSan_REP2.mLb.clN_peak_14741	chrX	9669705	9670299	+	20	NA	exon (FBgn0261617, exon 14 of 14)	-exon (FBgn0261617, exon 14 of 14)	-7099	FBgn0030148	FBgn0030148	FBtr0346168						NA
AkaaF6HSan_REP2.mLb.clN_peak_2500	chr2L	23129637	23129798	+	20	NA	Intergenic	Intergenic	-43356	FBgn0265254	FBgn0265254	FBtr0339231						NA
AkaaF6HSan_REP2.mLb.clN_peak_14460	chrX	7710868	7710998	+	20	NA	Intergenic	Intergenic	3158	FBgn0262979	FBgn0262979	FBtr0344596						NA
AkaaF6HSan_REP2.mLb.clN_peak_7876	chr3L	13168055	13168589	+	20	NA	Intergenic	Intergenic	-6156	FBgn0086916	FBgn0086916	FBtr0334063						NA
AkaaF6HSan_REP2.mLb.clN_peak_2499	chr2L	23091326	23092268	+	20	NA	Intergenic	Intergenic	22792	FBgn0262887	FBgn0262887	FBtr0306299						NA
AkaaF6HSan_REP2.mLb.clN_peak_2865	chr2R	6072211	6072650	+	20	NA	Intergenic	Intergenic	3635	FBgn0264980	FBgn0264980	FBtr0335287						NA
AkaaF6HSan_REP2.mLb.clN_peak_1641	chr2L	14558609	14559169	+	20	NA	promoter-TSS (FBgn0266148)	-promoter-TSS (FBgn0266148)	-37	FBgn0266148	FBgn0266148	FBtr0343701						NA
AkaaF6HSan_REP2.mLb.clN_peak_4887	chr2R	17502382	17502657	+	20	NA	promoter-TSS (FBgn0283508)	-promoter-TSS (FBgn0283508)	-158	FBgn0283508	FBgn0283508	FBtr0305705						NA
AkaaF6HSan_REP2.mLb.clN_peak_8676	chr3L	19707695	19708252	+	20	NA	promoter-TSS (FBgn0260653)	-promoter-TSS (FBgn0260653)	-273	FBgn0260653	FBgn0260653	FBtr0074953						NA
AkaaF6HSan_REP2.mLb.clN_peak_11927	chr3R	23792531	23793406	+	20	NA	exon (FBgn0015513, exon 5 of 14)	-exon (FBgn0015513, exon 5 of 14)	11203	FBgn0015513	FBgn0015513	FBtr0304729						NA
AkaaF6HSan_REP2.mLb.clN_peak_2640	chr2R	4419116	4419304	+	20	NA	intron (FBgn0260798, intron 6 of 14)	-intron (FBgn0260798, intron 6 of 14)	51850	FBgn0260798	FBgn0260798	FBtr0302242						NA
AkaaF6HSan_REP2.mLb.clN_peak_422	chr2L	3772900	3773031	+	20	NA	intron (FBgn0004893, intron 2 of 3)	-intron (FBgn0004893, intron 2 of 3)	1045	FBgn0004893	FBgn0004893	FBtr0307029						NA
AkaaF6HSan_REP2.mLb.clN_peak_13107	chr4	1011101	1011803	+	20	NA	exon (FBgn0025741, exon 10 of 10)	-exon (FBgn0025741, exon 10 of 10)	15649	FBgn0025741	FBgn0025741	FBtr0089224						NA
AkaaF6HSan_REP2.mLb.clN_peak_6156	chr3L	229941	230469	+	20	NA	TTS (FBgn0262035)	-TTS (FBgn0262035)	1399	FBgn0262035	FBgn0262035	FBtr0303931						NA
AkaaF6HSan_REP2.mLb.clN_peak_5708	chr2R	22915639	22916013	+	20	NA	exon (FBgn0034797, exon 11 of 11)	-exon (FBgn0034797, exon 11 of 11)	2964	FBgn0050187	FBgn0050187	FBtr0473595						NA
AkaaF6HSan_REP2.mLb.clN_peak_4047	chr2R	12179722	12180099	+	20	NA	promoter-TSS (FBgn0033692)	-promoter-TSS (FBgn0033692)	-8	FBgn0033691	FBgn0033691	FBtr0088011						NA
AkaaF6HSan_REP2.mLb.clN_peak_12712	chr3R	31291849	31292113	+	20	NA	Intergenic	Intergenic	13403	FBgn0039840	FBgn0039840	FBtr0347502						NA
AkaaF6HSan_REP2.mLb.clN_peak_16214	chrX	19983114	19983281	+	20	NA	Intergenic	Intergenic	18899	FBgn0031082	FBgn0031082	FBtr0070035						NA
AkaaF6HSan_REP2.mLb.clN_peak_5742	chr2R	23165776	23166234	+	20	NA	exon (FBgn0085400, exon 13 of 14)	-exon (FBgn0085400, exon 13 of 14)	-7820	FBgn0034828	FBgn0034828	FBtr0306080						NA
AkaaF6HSan_REP2.mLb.clN_peak_10868	chr3R	14361785	14362047	+	20	NA	promoter-TSS (FBgn0051320)	-promoter-TSS (FBgn0051320)	-130	FBgn0051320	FBgn0051320	FBtr0082943						NA
AkaaF6HSan_REP2.mLb.clN_peak_3450	chr2R	9064065	9064409	+	20	NA	intron (FBgn0011746, intron 1 of 4)	-intron (FBgn0011746, intron 1 of 4)	1942	FBgn0011746	FBgn0011746	FBtr0339284						NA
AkaaF6HSan_REP2.mLb.clN_peak_9231	chr3L	23289659	23290580	+	20	NA	Intergenic	Intergenic	-10949	FBgn0287606	FBgn0287606	FBtr0479977						NA
AkaaF6HSan_REP2.mLb.clN_peak_3437	chr2R	8995622	8997384	+	20	NA	exon (FBgn0265011, exon 4 of 9)	-exon (FBgn0265011, exon 4 of 9)	10084	FBgn0265011	FBgn0265011	FBtr0307883						NA
AkaaF6HSan_REP2.mLb.clN_peak_2760	chr2R	5683991	5684509	+	20	NA	intron (FBgn0033033, intron 3 of 6)	-intron (FBgn0033033, intron 3 of 6)	6956	FBgn0033033	FBgn0033033	FBtr0086060						NA
AkaaF6HSan_REP2.mLb.clN_peak_2532	chr2R	1151626	1151989	+	20	NA	Intergenic	Intergenic	-55609	FBgn0261505	FBgn0261505	FBtr0334741						NA
AkaaF6HSan_REP2.mLb.clN_peak_10130	chr3R	8582732	8583004	+	20	NA	intron (FBgn0261929, intron 1 of 6)	-intron (FBgn0261929, intron 1 of 6)	4663	FBgn0261929	FBgn0261929	FBtr0330144						NA
AkaaF6HSan_REP2.mLb.clN_peak_6644	chr3L	3376697	3377213	+	20	NA	TTS (FBgn0035443)	-TTS (FBgn0035443)	198	FBgn0035444	FBgn0035444	FBtr0346532						NA
AkaaF6HSan_REP2.mLb.clN_peak_2530	chr2R	1117356	1118127	+	20	NA	intron (FBgn0003256, intron 7 of 7)	-intron (FBgn0003256, intron 7 of 7)	45766	FBgn0003256	FBgn0003256	FBtr0345337						NA
AkaaF6HSan_REP2.mLb.clN_peak_6066	chr2R	24959685	24959812	+	20	NA	TTS (FBgn0035087)	-TTS (FBgn0035087)	-2389	FBgn0266088	FBgn0266088	FBtr0343500						NA
AkaaF6HSan_REP2.mLb.clN_peak_16198	chrX	19846971	19847476	+	20	NA	intron (FBgn0261811, intron 1 of 3)	-intron (FBgn0261811, intron 1 of 3)	-1536	FBgn0261811	FBgn0261811	FBtr0074804						NA
AkaaF6HSan_REP2.mLb.clN_peak_8177	chr3L	16166574	16166939	+	20	NA	Intergenic	Intergenic	3350	FBgn0053796	FBgn0053796	FBtr0091800						NA
AkaaF6HSan_REP2.mLb.clN_peak_10312	chr3R	9684086	9684473	+	20	NA	promoter-TSS (FBgn0037730)	-promoter-TSS (FBgn0037730)	-15	FBgn0037730	FBgn0037730	FBtr0333194						NA
AkaaF6HSan_REP2.mLb.clN_peak_16412	chrX	22465106	22465457	+	20	NA	exon (FBgn0031187, exon 5 of 12)	-exon (FBgn0031187, exon 5 of 12)	-1275	FBgn0031187	FBgn0031187	FBtr0339506						NA
AkaaF6HSan_REP2.mLb.clN_peak_1330	chr2L	11530679	11530848	+	20	NA	exon (FBgn0051706, exon 1 of 2)	-exon (FBgn0051706, exon 1 of 2)	289	FBgn0051706	FBgn0051706	FBtr0336629						NA
AkaaF6HSan_REP2.mLb.clN_peak_14638	chrX	9035188	9035543	+	20	NA	intron (FBgn0259734, intron 1 of 5)	-intron (FBgn0259734, intron 1 of 6)	5160	FBgn0259734	FBgn0259734	FBtr0343357						NA
AkaaF6HSan_REP2.mLb.clN_peak_167	chr2L	1164352	1164648	+	20	NA	promoter-TSS (FBgn0031314)	-promoter-TSS (FBgn0031314)	57	FBgn0031314	FBgn0031314	FBtr0077962						NA
AkaaF6HSan_REP2.mLb.clN_peak_15001	chrX	11494791	11495566	+	20	NA	intron (FBgn0052666, intron 1 of 4)	-intron (FBgn0052666, intron 2 of 5)	1359	FBgn0052666	FBgn0052666	FBtr0340295						NA
AkaaF6HSan_REP2.mLb.clN_peak_4064	chr2R	12274213	12274530	+	20	NA	TTS (FBgn0000253)	-TTS (FBgn0000253)	-5400	FBgn0261611	FBgn0261611	FBtr0345483						NA
AkaaF6HSan_REP2.mLb.clN_peak_7489	chr3L	9598828	9599263	+	20	NA	promoter-TSS (FBgn0036014)	-promoter-TSS (FBgn0036014)	57	FBgn0036014	FBgn0036014	FBtr0076379						NA
AkaaF6HSan_REP2.mLb.clN_peak_11179	chr3R	17078090	17078241	+	20	NA	promoter-TSS (FBgn0038475)	-promoter-TSS (FBgn0038475)	1780	FBgn0038475	FBgn0038475	FBtr0083424						NA
AkaaF6HSan_REP2.mLb.clN_peak_3380	chr2R	8691776	8692147	+	20	NA	TTS (FBgn0033320)	-TTS (FBgn0033320)	513	FBgn0001285	FBgn0001285	FBtr0345661						NA
AkaaF6HSan_REP2.mLb.clN_peak_12911	chr4	266844	267326	+	20	NA	Intergenic	Intergenic	9284	FBgn0042696	FBgn0042696	FBtr0333678						NA
AkaaF6HSan_REP2.mLb.clN_peak_15023	chrX	11584322	11585108	+	20	NA	promoter-TSS (FBgn0030317)	-promoter-TSS (FBgn0030317)	-540	FBgn0030317	FBgn0030317	FBtr0073539						NA
AkaaF6HSan_REP2.mLb.clN_peak_5662	chr2R	22654463	22654677	+	20	NA	promoter-TSS (FBgn0034756)	-promoter-TSS (FBgn0034756)	-40	FBgn0034756	FBgn0034756	FBtr0071928						NA
AkaaF6HSan_REP2.mLb.clN_peak_4395	chr2R	14130269	14130567	+	20	NA	intron (FBgn0040752, intron 1 of 9)	-intron (FBgn0040752, intron 1 of 11)	10484	FBgn0040752	FBgn0040752	FBtr0339765						NA
AkaaF6HSan_REP2.mLb.clN_peak_10847	chr3R	14216305	14216594	+	20	NA	exon (FBgn0038211, exon 3 of 4)	-exon (FBgn0038211, exon 3 of 4)	1433	FBgn0038211	FBgn0038211	FBtr0082902						NA
AkaaF6HSan_REP2.mLb.clN_peak_8649	chr3L	19584355	19584688	+	20	NA	promoter-TSS (FBgn0005564)	-promoter-TSS (FBgn0005564)	47	FBgn0005564	FBgn0005564	FBtr0333273						NA
AkaaF6HSan_REP2.mLb.clN_peak_2361	chr2L	21639649	21640038	+	20	NA	TTS (FBgn0023416)	-TTS (FBgn0023416)	7256	FBgn0023416	FBgn0023416	FBtr0085897						NA
AkaaF6HSan_REP2.mLb.clN_peak_1976	chr2L	19079723	19080342	+	20	NA	exon (FBgn0002023, exon 8 of 8)	-exon (FBgn0002023, exon 8 of 8)	-1004	FBgn0032754	FBgn0032754	FBtr0081171						NA
AkaaF6HSan_REP2.mLb.clN_peak_2920	chr2R	6311768	6312094	+	20	NA	Intergenic	Intergenic	66419	FBgn0286511	FBgn0286511	FBtr0336520						NA
AkaaF6HSan_REP2.mLb.clN_peak_4169	chr2R	12886780	12887239	+	20	NA	exon (FBgn0003975, exon 2 of 8)	-exon (FBgn0003975, exon 2 of 8)	2808	FBgn0003975	FBgn0003975	FBtr0481629						NA
